レースID(新),馬番,前走補9,前走補正,複勝オッズ下限,複勝オッズ上限
202604040603030806,6, 89, 98,1.3,1.9
202604040603030811,11, 85, 94,2.0,3.1
202604040603030810,10, 79, 88,8.4,14.1
202604040603030807,7, 92,101,1.2,1.5
202604040603030802,2, 78, 87,7.3,12.4
202604040603030804,4, 55, 64,63.8,108.3
202604040603030808,8, 77, 86,5.3,8.8
202604040603030701,1, 93,101,1.1,1.1
202604040603030709,9, 77, 86,4.4,11.3
202604040603030707,7, 91, 99,1.3,2.5
202604040603030710,10, 96, 96,1.5,3.2
202604040603030704,4, 77, 86,6.5,17.1
202604040603030708,8, 86, 95,1.4,2.9
202604040603030711,11, 52, 61,13.2,35.5
202604040603030706,6, 77, 86,7.6,20.2
202604040603030703,3, 84, 92,11.4,30.7
202604040603030712,12, 82, 91,20.0,54.3
202604040603030705,5, 85, 94,6.3,16.7
202604040603030702,2, 86, 68,2.0,4.8
202604040603030608,8, 74, 92,2.4,4.4
202604040603030607,7, 72, 90,2.2,3.9
202604040603030604,4, 80, 98,1.1,1.3
202604040603030609,9, 73, 91,16.7,32.8
202604040603030612,12,,,5.0,9.5
202604040603030610,10, 76, 94,1.2,1.8
202604040603030601,1, 73, 91,3.4,6.4
202604040603030603,3, 86,104,1.5,2.5
202604040603030606,6, 72, 90,19.5,38.5
202604040603030613,13, 68, 86,2.2,4.0
202604040603030611,11, 59, 77,8.6,16.7
202604040603030602,2,  9, 27,36.0,71.2
202604040603030605,5, 64, 80,4.0,7.5
202604040603030503,3, 80, 97,1.2,1.7
202604040603030511,11,,,4.7,8.7
202604040603030513,13, 83,100,1.1,1.4
202604040603030506,6, 82, 98,2.6,4.6
202604040603030507,7, 60, 78,2.2,3.9
202604040603030515,15, 79, 96,1.7,2.8
202604040603030501,1, 68, 86,4.6,8.4
202604040603030510,10, 70, 89,2.0,3.4
202604040603030512,12, 59, 74,27.6,53.2
202604040603030504,4, 70, 87,10.6,20.2
202604040603030502,2, 71, 88,23.9,45.9
202604040603030505,5,,,3.2,5.7
202604040603030514,14,,,47.3,91.3
202604040603030509,9,,,47.9,92.4
202604040603030508,8,,,25.0,48.2
202604040603030516,16,,,13.3,25.4
202604040603030412,12,,,1.6,2.2
202604040603030408,8,,,3.6,5.3
202604040603030411,11,,,2.7,4.0
202604040603030414,14,,,1.4,1.8
202604040603030410,10,,,2.4,3.4
202604040603030401,1,,,6.9,10.4
202604040603030405,5,,,4.2,6.2
202604040603030404,4,111,103,1.6,2.2
202604040603030413,13,,,1.8,2.4
202604040603030403,3, 86, 94,21.3,32.6
202604040603030407,7, 85, 85,26.4,40.4
202604040603030402,2, 79, 88,15.6,23.8
202604040603030409,9, 97, 90,7.1,10.6
202604040603030406,6,,,22.5,34.4
202604040603030301,1, 83, 98,1.6,2.5
202604040603030303,3, 82, 97,1.2,1.6
202604040603030302,2, 75, 90,2.9,4.7
202604040603030311,11,,,35.8,62.2
202604040603030305,5,,,2.4,3.9
202604040603030306,6, 66, 81,9.6,16.4
202604040603030313,13, 67, 82,10.0,17.1
202604040603030310,10, 76, 91,3.3,5.4
202604040603030304,4, 82, 98,1.4,1.9
202604040603030316,16, 56, 72,3.0,4.8
202604040603030309,9, 69, 83,44.6,77.6
202604040603030307,7,,,96.7,168.6
202604040603030308,8,,,51.1,89.0
202604040603030315,15, 58, 73,2.8,4.6
202604040603030314,14, 75, 90,2.6,4.2
202604040603030312,12, 50, 66,70.4,122.6
202604040603030205,5, 81, 99,1.1,1.1
202604040603030214,14, 72, 90,1.2,2.6
202604040603030211,11, 53, 68,4.3,11.1
202604040603030208,8,,,12.3,32.8
202604040603030209,9, 67, 85,2.6,6.2
202604040603030212,12, 62, 81,1.1,2.0
202604040603030201,1, 75, 93,2.6,6.3
202604040603030202,2, 51, 69,27.7,75.2
202604040603030206,6, 67, 85,8.5,22.5
202604040603030207,7, 52, 70,3.6,9.1
202604040603030203,3, 69, 88,4.1,10.3
202604040603030210,10,,,3.5,8.9
202604040603030204,4, 51, 66,56.3,153.7
202604040603030213,13,,,31.7,86.2
202604040603030108,8, 84, 99,1.1,1.1
202604040603030105,5, 82, 97,1.5,2.6
202604040603030112,12, 81, 96,2.0,3.6
202604040603030111,11, 79, 94,2.0,3.6
202604040603030103,3, 78, 93,2.6,5.1
202604040603030106,6,,,29.2,62.1
202604040603030107,7, 72, 87,4.8,9.8
202604040603030115,15, 84, 99,2.1,4.0
202604040603030109,9, 63, 78,112.9,241.7
202604040603030110,10,,,11.4,23.8
202604040603030113,13,,,15.4,32.6
202604040603030102,2, 17, 34,79.0,169.0
202604040603030116,16,,,30.9,65.7
202604040603030114,14, 83, 98,1.8,3.2
202604040603030104,4,,,51.1,109.3
202604040603030101,1,,,40.6,86.7
202604040902031211,11, 80, 80,26.5,51.4
202604040902031205,5, 91, 91,1.1,1.2
202604040902031203,3, 98, 98,1.6,2.6
202604040902031213,13, 91, 91,14.4,27.8
202604040902031204,4, 69, 69,4.0,7.4
202604040902031209,9, 94, 94,4.2,7.7
202604040902031207,7, 94, 94,5.1,9.5
202604040902031214,14, 94, 94,1.9,3.2
202604040902031202,2, 92, 92,13.1,25.1
202604040902031212,12, 90, 90,13.5,26.0
202604040902031208,8, 95, 95,2.4,4.3
202604040902031210,10, 86, 86,18.3,35.4
202604040902031215,15, 91, 91,2.0,3.5
202604040902031201,1, 80, 80,40.6,78.7
202604040902031206,6, 92, 92,1.8,3.1
202604040902031114,14, 83,100,3.0,5.2
202604040902031111,11, 75, 72,23.6,44.2
202604040902031110,10, 95,100,1.6,2.7
202604040902031105,5, 96,101,3.1,5.5
202604040902031112,12, 94, 99,7.8,14.6
202604040902031109,9, 85, 79,8.4,15.6
202604040902031101,1, 93, 83,7.4,13.7
202604040902031108,8, 96, 89,1.2,1.6
202604040902031103,3, 95, 92,2.0,3.3
202604040902031102,2, 93, 75,10.4,19.5
202604040902031104,4, 93, 98,3.3,5.9
202604040902031106,6,100, 94,1.2,1.5
202604040902031107,7, 88, 93,3.0,5.3
202604040902031113,13, 93, 90,8.9,16.5
202604040902031005,5,110,100,1.8,3.1
202604040902031007,7,112,102,1.1,1.2
202604040902031012,12,108,102,1.6,2.8
202604040902031010,10,103, 95,4.2,7.7
202604040902031003,3,102, 92,4.0,7.3
202604040902031015,15,105, 95,4.9,9.1
202604040902031009,9,100, 88,6.6,12.5
202604040902031011,11, 91, 81,37.1,71.8
202604040902031006,6,110, 97,6.3,11.9
202604040902031013,13, 84, 74,5.2,9.7
202604040902031004,4,100, 90,21.7,41.8
202604040902031008,8,117,104,1.5,2.5
202604040902031001,1, 97, 89,17.5,33.8
202604040902031014,14,100, 90,15.1,29.0
202604040902031016,16,102, 94,2.8,5.1
202604040902031002,2, 97, 86,5.6,10.5
202604040902030904,4, 84,103,1.2,3.0
202604040902030902,2, 97, 94,1.1,1.1
202604040902030903,3, 80, 99,1.9,6.3
202604040902030909,9, 92, 97,1.7,5.3
202604040902030906,6, 87,106,1.5,4.6
202604040902030908,8, 89, 94,2.2,7.5
202604040902030905,5, 84, 90,4.3,16.0
202604040902030901,1, 71, 76,23.7,94.5
202604040902030907,7, 89, 94,3.9,14.7
202604040902030802,2, 97, 97,1.1,1.5
202604040902030801,1, 91, 91,1.3,1.9
202604040902030807,7, 91, 91,1.4,2.1
202604040902030806,6, 93, 93,1.6,2.4
202604040902030805,5, 87, 87,5.0,8.6
202604040902030808,8, 83, 83,2.5,4.1
202604040902030809,9, 96, 96,1.7,2.7
202604040902030804,4,,,8.6,14.8
202604040902030803,3, 63, 63,15.0,25.7
202604040902030705,5, 90, 99,1.1,1.4
202604040902030708,8, 88, 97,1.5,2.5
202604040902030704,4, 79, 88,1.2,1.7
202604040902030706,6, 86, 95,2.4,4.2
202604040902030707,7, 85, 94,3.4,6.1
202604040902030709,9, 86, 95,1.4,2.3
202604040902030703,3, 78, 87,2.3,4.0
202604040902030702,2, 40, 49,5.2,9.6
202604040902030701,1, 73, 82,25.1,46.9
202604040902030602,2, 86, 95,2.1,3.7
202604040902030614,14, 87, 96,4.3,8.2
202604040902030606,6, 93,103,1.1,1.2
202604040902030610,10, 79, 88,12.5,25.1
202604040902030612,12, 79, 88,5.2,10.1
202604040902030607,7, 88, 97,1.6,2.6
202604040902030601,1, 60, 69,5.2,10.1
202604040902030616,16, 86, 95,2.3,4.3
202604040902030603,3, 83, 93,14.2,28.4
202604040902030609,9, 76, 85,42.3,85.3
202604040902030604,4, 87, 96,2.2,4.1
202604040902030611,11, 85, 94,4.3,8.2
202604040902030613,13, 87, 96,3.3,6.2
202604040902030608,8, 79, 88,44.9,90.5
202604040902030605,5, 80, 90,3.1,5.9
202604040902030615,15, 82, 91,9.7,19.3
202604040902030511,11, 81, 96,2.0,3.5
202604040902030516,16, 80, 98,1.1,1.4
202604040902030508,8,,,2.4,4.1
202604040902030503,3,,,1.2,1.8
202604040902030518,18,,,6.1,11.5
202604040902030506,6, 82, 99,1.4,2.2
202604040902030501,1, 68, 85,6.8,12.8
202604040902030512,12,,,3.5,6.4
202604040902030510,10, 63, 81,12.2,23.2
202604040902030514,14, 39, 56,61.5,119.1
202604040902030517,17, 71, 90,4.7,8.7
202604040902030515,15, 76, 93,12.0,23.0
202604040902030513,13,,,50.9,98.6
202604040902030507,7, 56, 71,48.2,93.3
202604040902030504,4, 42, 60,8.5,16.1
202604040902030509,9,,,18.9,36.4
202604040902030505,5,,,21.9,42.1
202604040902030502,2,,,11.4,21.7
202604040902030406,6, 82, 98,1.4,2.0
202604040902030411,11, 82, 98,1.2,1.4
202604040902030409,9, 53, 68,12.6,22.8
202604040902030418,18, 79, 95,2.7,4.6
202604040902030405,5, 82, 99,2.4,3.9
202604040902030402,2, 79, 96,5.1,8.9
202604040902030403,3, 79, 94,10.0,18.0
202604040902030407,7,,,22.0,40.0
202604040902030413,13, 79, 95,1.8,3.0
202604040902030412,12, 78, 94,2.3,3.9
202604040902030414,14, 55, 73,93.0,170.2
202604040902030417,17, 57, 72,126.2,231.1
202604040902030416,16, 84,100,2.2,3.6
202604040902030415,15, 68, 87,5.3,9.4
202604040902030408,8,,,34.9,63.7
202604040902030410,10,,,8.7,15.6
202604040902030401,1, 51, 69,27.1,49.4
202604040902030404,4,,,42.0,76.8
202604040902030311,11, 74, 92,1.4,6.8
202604040902030306,6, 79, 97,1.3,5.6
202604040902030313,13, 87,105,1.0,1.1
202604040902030305,5,,,24.4,157.7
202604040902030304,4, 74, 93,1.0,3.3
202604040902030307,7, 70, 88,4.5,26.8
202604040902030310,10, 71, 89,5.0,30.0
202604040902030302,2, 61, 77,34.3,222.1
202604040902030303,3, 26, 44,3.2,18.1
202604040902030301,1, 64, 82,10.0,62.8
202604040902030308,8, 74, 91,9.2,57.6
202604040902030314,14, 50, 68,14.9,95.1
202604040902030312,12, 61, 77,6.2,37.9
202604040902030309,9, 51, 70,20.8,133.6
202604040902030215,15, 81, 96,1.2,1.9
202604040902030211,11, 70, 87,2.2,4.6
202604040902030201,1, 83, 99,1.4,2.8
202604040902030208,8, 71, 87,3.9,8.7
202604040902030214,14, 85,101,1.1,1.1
202604040902030203,3, 72, 90,4.7,10.9
202604040902030216,16, 75, 93,1.9,3.9
202604040902030205,5,,,21.5,51.7
202604040902030209,9, 58, 76,13.7,32.7
202604040902030212,12,,,48.8,118.3
202604040902030202,2, 73, 88,16.1,38.6
202604040902030207,7,,,49.1,119.1
202604040902030213,13, 62, 79,11.9,28.4
202604040902030206,6, 58, 74,26.7,64.5
202604040902030210,10, 71, 88,2.6,5.6
202604040902030204,4, 43, 60,84.7,205.7
202604040902030116,16, 82,100,1.1,1.1
202604040902030112,12, 70, 85,2.7,14.5
202604040902030115,15, 77, 95,2.0,10.1
202604040902030103,3, 77, 95,1.3,5.0
202604040902030105,5, 74, 92,1.7,7.8
202604040902030113,13, 74, 92,5.8,33.6
202604040902030110,10, 64, 83,4.6,26.5
202604040902030104,4, 75, 92,5.9,34.2
202604040902030102,2, 58, 74,40.2,248.8
202604040902030107,7,,,4.7,26.6
202604040902030111,11,,,6.7,39.3
202604040902030108,8,,,15.6,95.4
202604040902030101,1, 72, 91,2.1,10.7
202604040902030114,14,,,38.7,239.5
202604040902030109,9, 48, 66,38.7,239.4
202604040902030106,6,,,40.4,250.4
202603290603021210,10, 96, 96,2.2,3.2
202603290603021209,9, 97, 97,1.4,1.7
202603290603021205,5, 96, 96,2.8,4.1
202603290603021202,2, 92, 92,1.7,2.3
202603290603021207,7, 94, 94,1.5,2.0
202603290603021203,3, 88, 88,2.6,3.8
202603290603021208,8, 89, 89,8.3,12.7
202603290603021204,4, 92, 92,14.8,22.7
202603290603021206,6, 92,101,1.9,2.8
202603290603021211,11, 69, 69,3.0,4.5
202603290603021201,1, 88, 88,9.8,15.1
202603290603021115,15,118, 97,3.7,4.9
202603290603021107,7,113,101,2.3,3.1
202603290603021104,4,113,101,3.3,4.4
202603290603021106,6,111, 99,1.7,2.1
202603290603021113,13,112,100,3.8,5.1
202603290603021114,14,110,103,2.2,2.9
202603290603021109,9,113, 93,1.9,2.3
202603290603021111,11,111, 98,2.3,3.1
202603290603021110,10, 99, 87,15.5,21.5
202603290603021103,3,104, 92,14.4,20.0
202603290603021112,12,106, 85,6.5,9.0
202603290603021102,2, 82, 68,3.8,5.2
202603290603021116,16,105, 90,21.2,29.4
202603290603021108,8,101, 88,8.7,12.0
202603290603021105,5,110, 98,3.4,4.6
202603290603021101,1,107, 94,,
202603290603021010,10,102, 97,2.9,4.1
202603290603021006,6, 99, 99,1.7,2.3
202603290603021015,15,105,100,1.5,1.8
202603290603021012,12,102, 97,2.4,3.4
202603290603021004,4, 98, 94,9.7,14.2
202603290603021011,11, 90, 85,14.7,21.5
202603290603021007,7, 91, 86,5.2,7.5
202603290603021008,8, 93, 85,6.5,9.4
202603290603021003,3, 98, 93,2.0,2.8
202603290603021014,14,101, 96,6.4,9.2
202603290603021013,13,101, 95,2.8,3.9
202603290603021009,9, 92, 86,7.5,10.9
202603290603021005,5, 98, 90,11.7,17.2
202603290603021001,1, 96, 91,25.4,37.1
202603290603021002,2, 98, 98,1.8,2.5
202603290603020903,3, 85,102,2.6,3.5
202603290603020902,2, 93, 99,1.4,1.8
202603290603020905,5, 81,100,1.4,1.7
202603290603020901,1, 77, 95,10.4,13.5
202603290603020904,4, 88, 94,4.4,5.9
202603290603020907,7, 79, 98,2.5,3.3
202603290603020906,6, 83,100,4.0,5.3
202603290603020805,5, 90, 99,1.2,1.5
202603290603020806,6, 82, 91,9.7,17.1
202603290603020808,8, 75, 84,3.1,5.2
202603290603020811,11, 76, 85,15.6,27.8
202603290603020803,3, 88, 97,1.3,1.9
202603290603020812,12, 83, 92,3.5,5.9
202603290603020809,9, 82, 91,4.5,7.8
202603290603020804,4, 86, 95,1.7,2.7
202603290603020801,1, 82, 91,12.7,22.4
202603290603020816,16, 87, 96,1.4,2.2
202603290603020810,10, 80, 89,9.3,16.3
202603290603020814,14, 81, 90,42.5,75.9
202603290603020813,13, 80, 90,3.9,6.6
202603290603020802,2, 75, 84,19.8,35.3
202603290603020815,15, 85, 94,6.3,11.0
202603290603020807,7, 76, 85,25.8,45.9
202603290603020712,12, 88, 97,1.6,2.2
202603290603020713,13, 77, 93,1.8,2.5
202603290603020709,9, 93,102,1.3,1.7
202603290603020706,6, 77, 86,6.4,9.8
202603290603020703,3,,,15.2,23.7
202603290603020714,14, 75, 85,29.2,45.9
202603290603020705,5, 89, 98,2.0,2.8
202603290603020710,10, 72, 81,4.1,6.1
202603290603020704,4, 75, 84,2.9,4.3
202603290603020707,7, 80, 89,5.6,8.6
202603290603020701,1, 77, 86,7.7,11.9
202603290603020711,11, 78, 88,18.0,28.3
202603290603020715,15, 71, 81,23.2,36.4
202603290603020708,8, 54, 63,34.9,54.8
202603290603020702,2, 81, 90,1.6,2.3
202603290603020607,7, 90, 95,1.1,1.9
202603290603020611,11, 82, 97,1.3,2.6
202603290603020602,2, 99,104,1.1,1.1
202603290603020613,13, 63, 68,11.9,29.0
202603290603020601,1, 87, 92,3.3,7.6
202603290603020609,9, 83, 88,3.4,7.7
202603290603020610,10, 85, 90,2.1,4.6
202603290603020604,4, 85,100,3.8,8.8
202603290603020606,6, 71, 76,4.4,10.3
202603290603020608,8, 86,100,4.7,11.0
202603290603020603,3,,,19.1,46.8
202603290603020612,12, 80, 85,17.5,42.9
202603290603020605,5, 88, 93,4.3,9.9
202603290603020502,2, 81,100,2.0,2.8
202603290603020510,10, 80, 99,1.5,2.0
202603290603020503,3, 71, 90,1.8,2.5
202603290603020501,1, 79, 98,2.3,3.4
202603290603020508,8, 72, 91,6.3,9.6
202603290603020511,11, 78, 97,1.7,2.4
202603290603020509,9, 60, 79,27.5,42.8
202603290603020506,6, 75, 94,2.5,3.6
202603290603020513,13, 81,100,1.4,1.8
202603290603020505,5,  7, 24,35.9,55.7
202603290603020507,7, 53, 72,32.3,50.1
202603290603020504,4, 72, 89,20.5,31.7
202603290603020512,12, 72, 91,8.9,13.6
202603290603020412,12, 81, 99,1.3,1.8
202603290603020413,13, 72, 91,2.2,3.5
202603290603020415,15, 76, 94,2.0,3.1
202603290603020408,8, 76, 94,1.7,2.5
202603290603020406,6,,,10.6,17.8
202603290603020404,4,,,3.5,5.7
202603290603020410,10,,,15.9,26.8
202603290603020405,5, 79, 96,1.7,2.5
202603290603020416,16, 66, 81,27.7,47.0
202603290603020402,2, 76, 95,1.3,1.7
202603290603020414,14, 73, 78,21.4,36.3
202603290603020411,11,,,7.1,11.8
202603290603020409,9, 66, 83,41.0,69.7
202603290603020401,1,,,20.4,34.5
202603290603020403,3, 36, 54,41.2,70.0
202603290603020407,7, 47, 65,48.0,81.6
202603290603020314,14, 77, 95,1.1,1.1
202603290603020305,5, 74, 92,1.2,2.5
202603290603020301,1, 71, 88,1.8,5.1
202603290603020308,8,,,1.5,4.0
202603290603020310,10, 64, 80,4.7,15.5
202603290603020302,2, 55, 73,20.4,71.7
202603290603020315,15, 55, 73,13.3,46.4
202603290603020312,12, 58, 76,23.6,83.3
202603290603020307,7, 54, 69,35.6,126.2
202603290603020313,13,,,5.0,16.7
202603290603020311,11, 57, 76,13.0,45.3
202603290603020304,4,,,13.5,47.0
202603290603020303,3, 61, 79,4.6,15.4
202603290603020306,6, 60, 78,1.9,5.4
202603290603020309,9, 11, 30,6.7,22.8
202603290603020203,3, 48, 63,40.1,72.7
202603290603020205,5, 57, 73,2.3,3.9
202603290603020215,15, 80, 95,1.2,1.6
202603290603020204,4, 80, 95,1.3,1.7
202603290603020216,16, 80, 95,1.6,2.4
202603290603020209,9, 74, 89,2.7,4.6
202603290603020202,2, 63, 78,3.3,5.6
202603290603020201,1, 77, 91,2.0,3.2
202603290603020206,6,,,10.7,19.1
202603290603020208,8,,,25.8,46.7
202603290603020212,12, 64, 78,15.0,26.9
202603290603020214,14, 49, 66,20.5,37.0
202603290603020210,10, 65, 80,41.9,76.0
202603290603020211,11,,,17.8,32.0
202603290603020207,7, 58, 75,2.8,4.8
202603290603020213,13, 23, 38,58.1,105.5
202603290603020108,8, 75, 93,1.6,3.4
202603290603020101,1, 82,100,1.1,1.1
202603290603020106,6, 51, 69,6.1,14.9
202603290603020109,9, 71, 89,1.9,4.0
202603290603020103,3, 68, 86,2.5,5.6
202603290603020116,16, 59, 77,3.6,8.6
202603290603020111,11,,,6.9,16.7
202603290603020107,7, 72, 90,1.7,3.5
202603290603020113,13, 61, 75,102.7,261.4
202603290603020114,14, 45, 64,20.0,50.4
202603290603020104,4, 48, 66,67.2,170.7
202603290603020105,5, 76, 94,1.5,3.0
202603290603020112,12, 64, 82,57.6,146.5
202603290603020110,10, 47, 63,37.6,95.4
202603290603020115,15, 33, 51,55.0,139.8
202603290603020102,2,,,46.6,118.4
202603290701061211,11, 97,107,1.1,1.2
202603290701061214,14, 95, 95,2.9,5.5
202603290701061206,6, 93, 93,2.8,5.4
202603290701061202,2, 94, 94,1.4,2.1
202603290701061205,5, 92, 92,2.3,4.2
202603290701061208,8,,,29.0,59.6
202603290701061203,3, 92,102,5.6,11.2
202603290701061209,9, 85, 85,18.6,38.2
202603290701061216,16, 92, 92,3.4,6.6
202603290701061210,10, 88, 88,9.6,19.4
202603290701061204,4, 92,102,1.7,3.1
202603290701061215,15, 94, 94,10.5,21.2
202603290701061207,7, 78, 78,20.8,42.7
202603290701061212,12, 82, 82,20.9,42.9
202603290701061201,1,,,4.4,8.7
202603290701061213,13, 75, 75,3.2,6.2
202603290701061109,9,,,1.4,1.9
202603290701061106,6,111, 96,8.9,14.8
202603290701061108,8,,,4.2,6.8
202603290701061101,1,,,1.9,2.8
202603290701061114,14,109, 99,4.3,7.0
202603290701061113,13,113, 97,1.3,1.6
202603290701061104,4,102, 92,11.0,18.4
202603290701061103,3,106, 96,3.5,5.6
202603290701061110,10,108, 98,2.1,3.1
202603290701061117,17,109, 99,6.8,11.2
202603290701061102,2,105, 95,6.5,10.7
202603290701061107,7,107, 97,9.5,15.8
202603290701061112,12, 96, 86,23.0,38.4
202603290701061105,5,108, 98,6.2,10.2
202603290701061115,15, 99, 89,6.3,10.3
202603290701061111,11,107, 95,8.9,14.8
202603290701061118,18,103, 87,3.7,5.9
202603290701061116,16,105, 95,22.0,36.7
202603290701061008,8,106, 99,1.1,1.2
202603290701061014,14, 98, 98,1.8,3.0
202603290701061013,13, 98, 90,2.5,4.2
202603290701061004,4,103, 96,1.9,3.2
202603290701061010,10,101, 94,1.7,2.7
202603290701061015,15, 98, 91,2.5,4.2
202603290701061009,9,,,13.6,25.3
202603290701061002,2, 90, 83,20.8,39.1
202603290701061006,6, 98, 91,23.6,44.4
202603290701061012,12,103, 96,2.9,5.1
202603290701061011,11, 98, 91,14.9,27.8
202603290701061007,7, 97, 90,4.5,8.1
202603290701061003,3, 89, 82,27.7,52.2
202603290701061001,1, 95, 88,5.9,10.8
202603290701061005,5, 99, 92,7.0,13.0
202603290701060906,6, 90, 98,1.4,1.8
202603290701060902,2, 86, 95,1.9,2.9
202603290701060911,11, 69, 78,2.3,3.4
202603290701060904,4, 90, 98,3.5,5.5
202603290701060910,10, 87, 96,1.4,1.9
202603290701060913,13, 92,100,1.9,2.8
202603290701060908,8, 83, 91,3.3,5.1
202603290701060915,15, 88, 96,9.1,14.6
202603290701060901,1, 82, 91,20.0,32.7
202603290701060907,7, 79, 88,48.7,79.9
202603290701060905,5, 89, 97,2.4,3.7
202603290701060903,3, 84, 93,16.1,26.3
202603290701060914,14, 88, 96,3.8,6.0
202603290701060909,9, 81, 90,72.0,118.3
202603290701060912,12, 81, 90,75.5,124.0
202603290701060916,16, 88, 96,,
202603290701060807,7, 82, 66,2.5,3.4
202603290701060803,3, 88, 81,3.7,5.2
202603290701060804,4, 79, 85,12.4,17.1
202603290701060801,1, 82,101,1.7,2.3
202603290701060806,6, 88, 78,5.1,7.2
202603290701060805,5, 84,101,1.8,2.5
202603290701060802,2, 80, 99,1.3,1.6
202603290701060712,12, 76, 85,1.6,2.3
202603290701060704,4, 80, 89,1.8,2.5
202603290701060703,3, 89, 99,1.3,1.6
202603290701060702,2, 82, 91,1.7,2.3
202603290701060705,5, 83, 92,1.7,2.4
202603290701060707,7, 63, 72,4.7,7.2
202603290701060708,8,,,16.0,24.9
202603290701060701,1, 73, 82,3.8,5.8
202603290701060709,9, 78, 87,11.4,17.6
202603290701060706,6, 73, 82,10.9,16.9
202603290701060710,10, 74, 84,73.9,114.7
202603290701060711,11, 76, 86,6.8,10.4
202603290701060713,13, 67, 76,3.5,5.2
202603290701060605,5, 88, 96,2.2,3.4
202603290701060603,3, 76, 95,4.7,7.6
202603290701060608,8, 84, 92,1.6,2.3
202603290701060604,4, 89, 97,1.3,1.6
202603290701060607,7, 85, 93,5.4,8.8
202603290701060610,10, 88, 96,1.4,2.0
202603290701060601,1, 88, 96,1.9,2.8
202603290701060606,6, 87, 96,2.3,3.5
202603290701060602,2, 76, 84,83.4,139.1
202603290701060611,11, 87, 95,3.5,5.5
202603290701060613,13,,,48.9,81.5
202603290701060612,12, 89, 97,6.4,10.4
202603290701060609,9, 85, 94,26.0,43.4
202603290701060507,7,,,1.1,1.4
202603290701060509,9, 75, 94,1.3,1.8
202603290701060501,1, 69, 84,1.7,2.8
202603290701060510,10, 70, 87,6.4,11.7
202603290701060515,15, 79, 98,2.1,3.6
202603290701060506,6, 69, 88,21.9,41.0
202603290701060505,5, 74, 93,2.6,4.6
202603290701060514,14, 73, 91,16.3,30.6
202603290701060512,12, 79, 96,1.6,2.5
202603290701060503,3, 58, 77,32.6,61.4
202603290701060508,8,,,5.6,10.2
202603290701060511,11, 58, 77,9.5,17.5
202603290701060502,2, 52, 71,6.0,10.9
202603290701060513,13, 70, 89,14.2,26.5
202603290701060504,4, 48, 66,58.5,110.1
202603290701060516,16, 71, 87,25.3,47.6
202603290701060402,2, 85,100,1.4,1.9
202603290701060412,12, 80, 96,1.3,1.7
202603290701060410,10, 79, 95,1.6,2.4
202603290701060407,7, 79, 93,5.7,9.3
202603290701060405,5, 66, 83,4.2,6.7
202603290701060404,4, 67, 81,7.4,12.2
202603290701060403,3, 41, 56,74.4,125.4
202603290701060411,11, 84, 99,4.0,6.4
202603290701060415,15,,,1.6,2.4
202603290701060413,13, 76, 91,12.1,20.2
202603290701060409,9, 59, 73,35.5,59.8
202603290701060401,1, 67, 82,48.7,82.0
202603290701060418,18,,,19.5,32.6
202603290701060408,8, 59, 75,8.4,13.8
202603290701060416,16, 83, 98,2.0,3.1
202603290701060417,17, 51, 66,46.9,79.0
202603290701060414,14, 78, 93,13.5,22.4
202603290701060406,6, 86,101,,
202603290701060307,7, 85,100,1.1,1.1
202603290701060312,12, 80, 95,2.1,10.5
202603290701060313,13,,,4.6,25.9
202603290701060302,2, 80, 95,1.2,4.4
202603290701060303,3, 72, 88,3.9,21.6
202603290701060311,11, 73, 88,2.6,13.9
202603290701060305,5, 69, 84,7.9,46.8
202603290701060314,14, 36, 53,24.3,149.5
202603290701060304,4, 59, 75,8.7,51.7
202603290701060310,10, 62, 77,20.9,127.8
202603290701060315,15,,,1.9,9.5
202603290701060309,9, 68, 83,9.3,55.5
202603290701060306,6, 49, 66,34.4,212.4
202603290701060308,8, 75, 90,1.6,7.5
202603290701060301,1,,,24.2,148.8
202603290701060201,1, 70, 89,6.1,16.2
202603290701060212,12, 69, 87,2.8,7.1
202603290701060210,10, 85,103,1.1,1.1
202603290701060208,8, 79, 97,1.1,1.6
202603290701060213,13, 79, 97,1.4,3.2
202603290701060214,14, 76, 94,2.6,6.4
202603290701060207,7, 68, 86,3.5,9.1
202603290701060206,6,,,5.7,15.3
202603290701060209,9, 69, 87,9.2,25.0
202603290701060202,2, 61, 80,10.1,27.6
202603290701060204,4, 67, 85,2.0,4.7
202603290701060203,3, 68, 83,7.9,21.4
202603290701060205,5, 48, 66,30.8,85.5
202603290701060211,11, 37, 55,27.6,76.5
202603290701060112,12, 85,101,1.1,1.1
202603290701060113,13, 80, 96,1.4,2.8
202603290701060116,16, 77, 92,1.6,3.3
202603290701060101,1, 67, 84,5.9,14.1
202603290701060108,8, 83, 99,1.8,3.8
202603290701060106,6,,,1.1,1.9
202603290701060102,2, 75, 90,7.3,17.7
202603290701060103,3, 67, 83,30.5,76.7
202603290701060105,5,,,12.8,31.6
202603290701060109,9, 75, 90,9.9,24.4
202603290701060114,14, 56, 74,61.5,154.9
202603290701060110,10, 70, 85,8.0,19.6
202603290701060115,15,,,8.4,20.7
202603290701060107,7, 75, 90,18.4,46.0
202603290701060104,4, 68, 84,29.0,72.8
202603290701060111,11,,,13.1,32.6
202603290902021210,10, 86, 86,1.7,2.4
202603290902021216,16, 94, 94,3.2,4.9
