レースID(新),馬番,前走補9,前走補正,複勝オッズ下限,複勝オッズ上限
202603290902021209,9, 93, 93,11.7,18.9
202603290902021205,5, 98, 98,1.2,1.5
202603290902021213,13, 90, 90,3.0,4.6
202603290902021208,8, 92, 92,2.2,3.3
202603290902021212,12,,,3.7,5.7
202603290902021202,2, 87, 87,9.7,15.6
202603290902021204,4, 95, 95,2.1,3.1
202603290902021211,11, 88, 88,15.9,25.8
202603290902021206,6, 86, 86,9.3,15.0
202603290902021214,14, 87, 87,45.7,74.3
202603290902021201,1,,,22.2,36.1
202603290902021215,15, 97, 97,1.7,2.4
202603290902021207,7, 81, 81,6.1,9.7
202603290902021203,3, 79, 79,66.2,107.7
202603290902021106,6,110,102,1.2,1.5
202603290902021107,7,102, 90,2.3,3.7
202603290902021101,1,101, 89,5.8,9.6
202603290902021103,3,106, 94,2.7,4.3
202603290902021105,5,109, 97,1.7,2.5
202603290902021112,12,101, 89,2.9,4.7
202603290902021102,2, 94, 78,3.4,5.5
202603290902021113,13,100, 88,6.0,10.1
202603290902021111,11,103, 91,13.0,21.7
202603290902021110,10,102, 90,7.5,12.5
202603290902021108,8,110, 90,3.3,5.3
202603290902021104,4,103, 93,5.2,8.6
202603290902021109,9,108, 96,1.4,1.8
202603290902021004,4,101, 93,3.6,5.6
202603290902021002,2,104,104,1.3,1.7
202603290902021001,1,112, 90,1.3,1.7
202603290902021010,10,104, 96,4.1,6.5
202603290902021011,11,101,101,1.8,2.7
202603290902021007,7, 99, 91,4.9,7.8
202603290902021006,6, 91, 83,19.9,32.0
202603290902021005,5,100, 92,7.7,12.3
202603290902021009,9, 98, 90,6.6,10.6
202603290902021003,3,104, 96,1.5,2.2
202603290902021008,8,108,100,1.7,2.4
202603290902020914,14, 82, 92,2.0,2.8
202603290902020915,15, 78, 87,4.2,6.2
202603290902020907,7, 85, 93,3.1,4.5
202603290902020902,2, 81, 90,1.6,2.2
202603290902020904,4, 69, 79,14.0,21.4
202603290902020901,1, 88, 97,1.4,1.8
202603290902020911,11, 87, 96,1.7,2.4
202603290902020903,3, 75, 84,15.3,23.5
202603290902020912,12, 81, 89,14.7,22.5
202603290902020906,6, 74, 83,9.9,15.0
202603290902020909,9, 82, 92,3.0,4.4
202603290902020910,10, 80, 88,5.4,8.0
202603290902020908,8, 69, 88,2.1,3.0
202603290902020905,5, 75, 83,24.1,36.9
202603290902020913,13,,,35.7,54.6
202603290902020804,4, 90, 90,6.1,21.3
202603290902020805,5, 97, 97,1.1,1.1
202603290902020807,7, 93, 93,1.8,5.8
202603290902020803,3, 92, 92,2.6,8.7
202603290902020806,6, 96, 96,1.7,5.4
202603290902020802,2, 94, 94,3.1,10.3
202603290902020801,1, 59, 59,8.5,30.1
202603290902020702,2, 89, 97,1.7,2.6
202603290902020714,14, 80, 90,2.6,4.1
202603290902020701,1, 94, 93,1.5,2.1
202603290902020706,6, 82, 91,7.0,11.4
202603290902020708,8, 81, 90,4.6,7.4
202603290902020703,3, 86, 95,1.6,2.4
202603290902020710,10, 87, 95,4.3,6.8
202603290902020709,9, 90, 99,1.3,1.6
202603290902020712,12, 86, 95,12.5,20.5
202603290902020707,7, 84, 92,10.2,16.7
202603290902020713,13, 87, 96,3.1,4.9
202603290902020711,11, 83, 92,17.5,28.7
202603290902020704,4, 86, 95,3.5,5.5
202603290902020705,5, 74, 82,59.1,97.0
202603290902020601,1, 90, 95,1.8,2.8
202603290902020608,8, 82, 97,1.2,1.7
202603290902020607,7, 93,105,1.3,1.9
202603290902020610,10, 93, 98,1.2,1.6
202603290902020604,4, 89, 94,4.8,8.2
202603290902020605,5, 80, 86,1.9,3.0
202603290902020609,9, 81, 86,2.8,4.7
202603290902020603,3, 81, 86,5.2,8.9
202603290902020606,6,,,26.0,44.9
202603290902020602,2,,,15.7,27.0
202603290902020505,5, 79, 98,1.1,2.1
202603290902020511,11, 80, 97,1.3,3.7
202603290902020507,7, 78, 96,1.1,1.1
202603290902020501,1, 74, 93,2.1,7.1
202603290902020504,4, 59, 77,9.1,35.0
202603290902020502,2, 69, 88,2.9,10.3
202603290902020503,3,,,5.7,21.3
202603290902020510,10,,,6.0,22.5
202603290902020506,6,,,3.1,11.1
202603290902020512,12, 64, 83,13.9,54.1
202603290902020508,8, 61, 79,23.6,92.4
202603290902020509,9,,,2.5,8.6
202603290902020402,2,,,3.2,5.6
202603290902020408,8,,,1.1,1.4
202603290902020409,9,,,1.9,3.2
202603290902020414,14,100, 90,1.3,1.8
202603290902020413,13,,,8.9,16.3
202603290902020401,1, 78, 78,5.6,10.1
202603290902020406,6,,,1.7,2.7
202603290902020403,3, 81, 81,2.4,4.2
202603290902020407,7,,,8.1,14.9
202603290902020412,12,,,7.7,14.2
202603290902020411,11,,,2.1,3.5
202603290902020410,10, 81, 91,13.7,25.4
202603290902020405,5,,,27.5,51.3
202603290902020404,4, 54, 64,24.7,46.0
202603290902020314,14, 76, 92,2.5,3.5
202603290902020313,13, 75, 91,2.0,2.9
202603290902020303,3, 78, 94,1.6,2.0
202603290902020315,15, 49, 67,23.8,35.7
202603290902020304,4, 70, 88,1.9,2.7
202603290902020310,10, 65, 80,8.2,12.1
202603290902020306,6, 67, 84,19.8,29.7
202603290902020312,12, 74, 89,50.7,76.1
202603290902020309,9, 67, 82,4.2,6.1
202603290902020308,8, 56, 74,3.2,4.6
202603290902020305,5, 57, 72,2.4,3.4
202603290902020316,16, 68, 84,21.6,32.4
202603290902020311,11, 83, 99,1.6,2.0
202603290902020301,1, 58, 76,6.0,8.9
202603290902020307,7, 83, 88,6.6,9.7
202603290902020302,2, 77, 93,7.8,11.6
202603290902020203,3, 82,100,1.0,1.1
202603290902020206,6, 74, 93,1.1,4.1
202603290902020204,4, 61, 79,4.0,28.7
202603290902020205,5, 56, 75,2.2,13.8
202603290902020208,8, 71, 89,1.4,7.8
202603290902020201,1, 72, 90,1.9,11.7
202603290902020202,2, 54, 73,1.6,9.6
202603290902020209,9, 44, 62,8.1,60.2
202603290902020207,7, 48, 67,10.9,82.7
202603290902020101,1,,,2.5,4.2
202603290902020102,2, 75, 93,3.3,5.9
202603290902020105,5, 76, 95,1.3,1.8
202603290902020110,10, 72, 87,4.2,7.6
202603290902020113,13, 73, 91,2.3,3.9
202603290902020114,14, 66, 83,2.3,3.8
202603290902020104,4, 69, 86,12.0,22.3
202603290902020112,12,,,1.6,2.6
202603290902020103,3, 74, 92,1.1,1.4
202603290902020111,11, 70, 86,4.4,7.9
202603290902020107,7, 48, 63,27.0,50.5
202603290902020109,9,,,23.0,43.1
202603290902020106,6, 74, 91,6.0,10.8
202603290902020108,8, 57, 72,58.2,109.2
202603280603011204,4, 99, 99,1.3,1.8
202603280603011209,9, 95, 95,2.8,4.7
202603280603011216,16, 96, 96,1.7,2.7
202603280603011214,14, 95,104,2.2,3.5
202603280603011213,13, 88, 88,24.6,43.7
202603280603011201,1, 92, 92,2.4,3.9
202603280603011206,6, 91,100,8.0,14.0
202603280603011212,12, 85, 85,8.3,14.5
202603280603011202,2, 91, 91,6.4,11.2
202603280603011211,11, 85, 85,14.7,25.9
202603280603011215,15, 85, 85,5.2,8.9
202603280603011208,8,,,11.8,20.8
202603280603011207,7, 74, 74,2.8,4.7
202603280603011203,3, 75, 75,15.9,28.1
202603280603011210,10, 86, 86,18.3,32.4
202603280603011205,5,101,110,1.2,1.5
202603280603011115,15,110,102,2.1,3.2
202603280603011101,1,110,102,1.4,2.0
202603280603011114,14,,,1.8,2.6
202603280603011104,4,117, 95,6.1,10.0
202603280603011110,10,109, 87,2.5,3.9
202603280603011109,9,113, 91,5.7,9.2
202603280603011107,7,122, 96,1.3,1.6
202603280603011112,12,107, 85,5.0,8.1
202603280603011102,2, 96, 74,10.9,17.9
202603280603011105,5,107, 99,2.8,4.4
202603280603011106,6,113, 91,5.8,9.4
202603280603011113,13,118,101,7.0,11.5
202603280603011108,8,106, 84,48.2,79.4
202603280603011111,11,110, 84,5.3,8.6
202603280603011103,3, 96, 79,7.2,11.9
202603280603011005,5,100,106,1.1,1.2
202603280603011001,1,100,106,1.8,3.6
202603280603011008,8,109,115,1.1,1.5
202603280603011010,10, 95, 92,2.0,4.1
202603280603011003,3,105,110,3.4,7.5
202603280603011004,4, 96,102,8.3,19.3
202603280603011006,6, 80, 98,7.4,17.3
202603280603011002,2, 98,103,1.4,2.7
202603280603011009,9, 99, 96,2.7,5.8
202603280603011007,7, 89, 95,7.6,17.7
202603280603010902,2,104,100,1.8,2.9
202603280603010907,7,101, 97,1.3,1.6
202603280603010901,1, 99, 99,2.4,4.0
202603280603010905,5, 99, 99,3.3,5.6
202603280603010904,4, 98, 98,1.8,2.9
202603280603010915,15,103,103,1.3,1.6
202603280603010903,3, 90, 86,9.7,17.4
202603280603010911,11, 64, 60,21.5,38.8
202603280603010914,14, 94, 90,3.7,6.3
202603280603010910,10, 94, 90,15.2,27.4
202603280603010912,12, 84, 80,26.4,47.8
202603280603010906,6, 93, 89,10.5,18.9
202603280603010913,13, 93, 89,27.6,49.9
202603280603010908,8, 96, 91,4.9,8.5
202603280603010909,9, 93, 89,6.3,11.2
202603280603010916,16, 88, 84,4.5,7.9
202603280603010805,5, 94,102,1.7,2.9
202603280603010803,3, 90, 90,2.2,4.1
202603280603010812,12,103,103,1.2,1.6
202603280603010811,11, 95, 95,3.2,6.2
202603280603010806,6, 91,100,1.1,1.3
202603280603010802,2, 93, 93,2.3,4.2
202603280603010807,7, 91, 91,6.5,13.0
202603280603010809,9,100,100,4.7,9.3
202603280603010810,10, 92, 92,4.2,8.2
202603280603010804,4, 87, 87,2.9,5.5
202603280603010808,8, 89, 89,6.1,12.2
202603280603010801,1, 85, 85,7.2,14.3
202603280603010710,10, 92,102,1.1,1.6
202603280603010709,9, 88, 97,1.2,1.6
202603280603010701,1, 82, 91,1.2,1.9
202603280603010706,6, 84, 92,2.0,3.3
202603280603010712,12, 72, 81,4.1,7.3
202603280603010705,5, 44, 53,3.1,5.3
202603280603010711,11, 24, 33,5.3,9.4
202603280603010704,4, 70, 79,40.7,74.2
202603280603010702,2, 77, 86,4.0,7.0
202603280603010703,3, 67, 76,47.3,86.2
202603280603010707,7, 84, 93,10.0,18.2
202603280603010708,8, 76, 84,4.0,7.1
202603280603010713,13,,,5.8,10.4
202603280603010607,7, 88, 93,1.1,2.1
202603280603010609,9, 84, 79,1.1,1.2
202603280603010610,10, 85,102,1.1,1.6
202603280603010602,2, 86, 91,1.9,3.9
202603280603010608,8, 86, 80,1.6,3.1
202603280603010601,1, 82, 87,7.7,18.3
202603280603010606,6, 70, 87,4.8,11.2
202603280603010604,4, 76, 81,21.6,53.0
202603280603010611,11, 54, 72,21.6,53.0
202603280603010603,3, 73, 78,42.6,104.7
202603280603010605,5, 10, 28,10.6,25.6
202603280603010510,10, 80, 97,1.1,1.4
202603280603010509,9, 78, 93,1.9,3.2
202603280603010505,5, 74, 89,1.2,1.6
202603280603010502,2,,,2.3,4.1
202603280603010506,6, 58, 75,4.1,7.7
202603280603010508,8,,,30.8,61.6
202603280603010513,13, 69, 86,2.3,4.1
202603280603010511,11, 79, 94,6.6,12.9
202603280603010516,16, 68, 85,2.5,4.6
202603280603010503,3, 52, 67,25.7,51.3
202603280603010515,15, 42, 59,59.8,119.8
202603280603010501,1, 60, 77,4.1,7.8
202603280603010514,14,,,2.5,4.5
202603280603010504,4,,,29.4,58.7
202603280603010512,12,,,44.5,89.1
202603280603010507,7, 52, 67,18.8,37.4
202603280603010404,4, 65, 83,2.7,12.6
202603280603010409,9, 74, 91,1.6,6.3
202603280603010412,12, 80, 98,1.1,1.1
202603280603010411,11, 58, 75,2.4,11.2
202603280603010414,14, 66, 81,7.4,39.4
202603280603010406,6, 64, 82,2.4,11.1
202603280603010402,2, 70, 87,2.8,13.2
202603280603010416,16, 62, 81,4.9,25.2
202603280603010405,5, 68, 86,2.7,12.7
202603280603010407,7,,,5.2,27.2
202603280603010415,15, 65, 80,8.4,44.9
202603280603010408,8, 37, 56,10.5,56.5
202603280603010413,13, 52, 71,3.6,17.7
202603280603010410,10, 62, 77,17.8,97.5
202603280603010403,3,,,18.8,103.2
202603280603010401,1,,,11.0,59.4
202603280603010302,2, 82, 97,1.6,3.8
202603280603010308,8, 84, 99,1.1,1.1
202603280603010305,5, 79, 96,1.2,2.4
202603280603010303,3, 73, 88,3.8,10.8
202603280603010311,11, 67, 84,7.2,21.2
202603280603010309,9, 55, 72,13.2,39.9
202603280603010310,10, 57, 73,29.6,90.6
202603280603010306,6, 67, 83,6.3,18.6
202603280603010312,12, 72, 87,2.4,6.6
202603280603010301,1, 75, 90,23.9,72.9
202603280603010316,16, 77, 92,1.5,3.8
202603280603010313,13, 58, 73,78.2,241.1
202603280603010307,7, 52, 67,26.2,80.1
202603280603010314,14, 55, 71,2.4,6.4
202603280603010304,4,, 15,73.8,227.5
202603280603010315,15, 37, 52,66.2,204.0
202603280603010213,13, 80, 98,1.2,1.7
202603280603010211,11, 74, 91,1.9,3.0
202603280603010215,15, 75, 92,1.2,1.9
202603280603010206,6, 51, 70,7.9,14.0
202603280603010203,3, 75, 93,3.9,6.6
202603280603010208,8, 54, 71,9.7,17.3
202603280603010207,7, 83,101,1.2,1.7
202603280603010201,1, 65, 80,30.7,55.3
202603280603010212,12, 68, 86,2.7,4.4
202603280603010216,16, 56, 75,9.4,16.6
202603280603010204,4, 52, 70,44.9,80.9
202603280603010202,2, 72, 90,2.9,4.9
202603280603010214,14, 56, 74,42.1,75.9
202603280603010205,5, 42, 60,80.9,145.9
202603280603010210,10, 57, 75,36.7,66.0
202603280603010209,9, 59, 75,12.4,22.1
202603280603010109,9, 85,100,1.2,4.2
202603280603010107,7, 82, 97,1.0,1.1
202603280603010106,6, 89, 94,2.3,13.2
202603280603010114,14, 77, 92,2.0,11.5
202603280603010110,10, 76, 90,2.7,16.2
202603280603010111,11, 74, 89,1.8,9.9
202603280603010103,3, 78, 93,1.6,8.4
202603280603010101,1, 61, 79,7.5,50.0
202603280603010104,4, 23, 41,61.8,430.8
202603280603010115,15,,,30.7,212.7
202603280603010112,12, 33, 47,11.6,78.9
202603280603010105,5,,,18.2,124.9
202603280603010116,16,,,21.0,144.4
202603280603010102,2,, 10,43.8,304.5
202603280603010108,8,,,51.7,360.2
202603280603010113,13,,,21.6,148.6
202603280701051211,11, 92,100,1.5,1.9
202603280701051207,7, 98,103,2.2,3.1
202603280701051212,12, 96, 96,4.9,7.4
202603280701051208,8, 97, 97,3.5,5.2
202603280701051202,2, 98, 98,1.5,1.9
202603280701051214,14, 94, 94,1.7,2.4
202603280701051203,3, 95, 95,2.4,3.5
202603280701051201,1, 90, 99,3.7,5.5
202603280701051206,6, 90, 90,8.0,12.3
202603280701051205,5, 92, 92,30.3,47.1
202603280701051210,10, 76, 76,8.6,13.3
202603280701051216,16, 93, 93,7.6,11.7
202603280701051209,9, 94, 94,8.1,12.5
202603280701051213,13, 93, 93,18.5,28.9
202603280701051215,15, 79, 79,25.3,39.5
202603280701051204,4, 95, 95,4.1,6.2
202603280701051102,2,109,101,1.6,2.0
202603280701051112,12,102, 96,2.7,3.7
202603280701051114,14, 95, 87,8.4,11.9
202603280701051115,15, 99, 91,13.0,18.4
202603280701051101,1,106, 98,2.2,3.0
202603280701051106,6, 97, 97,2.3,3.0
202603280701051103,3, 99, 91,5.0,6.9
202603280701051108,8,104, 96,2.3,3.1
202603280701051113,13, 99, 91,10.9,15.5
202603280701051109,9, 99, 93,9.4,13.3
202603280701051105,5, 84, 79,14.4,20.5
202603280701051111,11,101, 93,9.6,13.6
202603280701051110,10,100,100,1.8,2.2
202603280701051116,16, 97, 97,6.7,9.4
202603280701051104,4,102, 94,4.1,5.7
202603280701051107,7, 98, 98,3.5,4.8
202603280701051008,8, 92, 92,3.5,5.9
202603280701051011,11, 97,105,1.1,1.4
202603280701051007,7, 94, 94,1.5,2.3
202603280701051003,3, 94, 94,2.1,3.5
202603280701051006,6, 86, 86,10.1,17.9
202603280701051001,1, 86, 86,5.7,9.9
202603280701051010,10, 93,101,1.4,2.1
202603280701051009,9,100,100,1.7,2.7
202603280701051004,4, 93, 93,10.2,18.1
202603280701051005,5, 76, 76,2.6,4.4
202603280701051012,12, 91, 91,12.0,21.3
202603280701051002,2, 82, 82,33.6,59.8
202603280701050903,3, 93,102,3.5,5.1
202603280701050906,6, 89, 98,1.4,1.8
202603280701050907,7, 90, 99,1.4,2.0
202603280701050905,5, 87, 96,2.2,3.1
202603280701050908,8, 92,101,1.3,1.6
202603280701050909,9, 76, 85,7.8,11.3
202603280701050902,2, 88, 97,2.1,2.9
202603280701050904,4, 86, 95,2.9,4.3
202603280701050901,1,,,2.2,3.1
202603280701050809,9, 89, 97,5.6,8.4
202603280701050805,5, 91, 99,1.6,2.1
202603280701050808,8, 89, 97,1.7,2.3
202603280701050810,10, 87, 95,1.4,1.8
202603280701050804,4, 89, 97,1.7,2.3
202603280701050815,15, 89, 97,3.0,4.4
202603280701050806,6, 86, 94,5.7,8.5
202603280701050813,13, 84, 93,1.8,2.6
202603280701050812,12, 56, 64,4.0,5.8
202603280701050814,14, 85, 93,8.1,12.2
202603280701050811,11, 80, 88,35.5,54.3
202603280701050807,7, 83, 92,26.5,40.5
202603280701050803,3, 77, 85,24.1,36.9
202603280701050802,2, 68, 77,74.1,113.3
202603280701050801,1, 89, 97,,
202603280701050701,1, 90, 95,2.4,3.3
202603280701050704,4, 86, 94,5.0,7.1
202603280701050716,16, 82, 90,2.4,3.3
202603280701050708,8, 87, 95,2.1,2.9
202603280701050702,2, 81, 89,4.0,5.6
202603280701050709,9,,,5.3,7.5
202603280701050705,5, 89, 97,1.8,2.3
202603280701050706,6, 83, 92,11.2,16.1
202603280701050714,14, 89, 97,1.6,2.0
202603280701050711,11, 87, 95,3.5,4.8
202603280701050703,3, 81, 89,5.3,7.5
202603280701050707,7, 72, 80,22.2,31.9
202603280701050710,10, 87, 96,2.8,3.9
202603280701050712,12,,,81.6,117.0
202603280701050715,15, 88, 97,4.6,6.5
202603280701050713,13, 66, 75,,
202603280701050601,1, 87, 97,1.5,2.1
202603280701050613,13, 86, 96,4.2,6.4
202603280701050605,5, 90,100,1.3,1.8
202603280701050609,9,,,6.6,10.3
202603280701050603,3, 90,100,1.4,2.0
202603280701050616,16, 77, 87,3.8,5.8
202603280701050606,6,,,3.0,4.4
202603280701050614,14, 65, 74,10.8,16.9
202603280701050615,15, 82, 91,7.0,10.9
202603280701050611,11, 89, 99,3.4,5.1
202603280701050612,12, 82, 91,9.7,15.2
202603280701050608,8,,,30.3,47.9
202603280701050607,7, 71, 81,16.1,25.4
202603280701050610,10, 64, 74,4.1,6.3
202603280701050602,2, 71, 80,30.6,48.4
202603280701050604,4, 83, 93,2.4,3.6
202603280701050512,12, 76, 95,2.1,3.2
202603280701050508,8, 77, 96,1.3,1.6
202603280701050507,7, 71, 90,6.3,10.7
202603280701050503,3, 62, 81,3.0,4.8
202603280701050514,14, 80, 99,1.3,1.8
202603280701050509,9,,,7.1,12.1
202603280701050502,2, 66, 85,18.1,31.3
202603280701050501,1, 72, 91,3.9,6.4
202603280701050510,10, 74, 93,1.6,2.5
202603280701050506,6, 60, 78,6.0,10.1
202603280701050504,4, 67, 85,63.9,110.7
202603280701050511,11, 67, 86,2.6,4.2
202603280701050515,15, 60, 79,47.1,81.7
202603280701050513,13, 59, 76,10.2,17.5
202603280701050505,5, 66, 85,3.3,5.5
202603280701050409,9, 77, 95,1.6,4.5
202603280701050405,5, 90,108,1.1,1.1
202603280701050406,6, 77, 95,1.4,3.9
202603280701050407,7, 76, 94,2.4,7.8
202603280701050403,3, 70, 88,1.7,5.2
202603280701050412,12, 80, 98,1.9,5.8
202603280701050414,14, 64, 82,15.4,56.1
202603280701050404,4, 73, 90,7.1,25.3
202603280701050401,1, 74, 92,3.8,12.8
202603280701050410,10, 69, 84,22.0,80.8
202603280701050413,13, 62, 81,11.7,42.5
202603280701050411,11, 49, 67,66.6,246.6
202603280701050408,8,,,12.0,43.5
202603280701050402,2,  5, 23,21.1,77.4
202603280701050302,2, 82, 99,1.3,1.9
202603280701050301,1, 71, 90,8.2,13.4
202603280701050305,5, 81, 98,1.3,1.8
202603280701050309,9, 83,100,1.3,1.8
202603280701050311,11, 82, 98,2.2,3.4
202603280701050310,10,,,21.9,36.3
202603280701050313,13, 35, 50,4.8,7.7
202603280701050307,7, 77, 94,1.9,2.9
202603280701050308,8, 56, 71,33.9,56.0
202603280701050315,15,,,18.9,31.3
202603280701050316,16, 29, 46,19.7,32.5
202603280701050312,12, 71, 86,19.5,32.1
202603280701050314,14, 35, 52,34.7,57.4
202603280701050304,4, 35, 52,3.7,5.8
202603280701050303,3,,,3.7,5.9
202603280701050306,6,,,21.9,36.1
202603280701050213,13, 67, 83,17.2,26.3
202603280701050211,11, 63, 82,4.0,6.0
202603280701050203,3, 74, 92,1.7,2.4
202603280701050206,6, 77, 95,2.3,3.3
202603280701050207,7, 73, 90,1.5,1.9
202603280701050210,10, 67, 84,1.7,2.4
202603280701050209,9,,,1.9,2.6
202603280701050212,12, 69, 85,4.0,6.0
202603280701050205,5,,,25.0,38.3
202603280701050208,8, 67, 85,8.7,13.2
202603280701050204,4, 70, 88,1.5,2.0
202603280701050202,2, 42, 60,28.7,43.8
202603280701050201,1,,,18.4,28.1
202603280701050106,6, 74, 91,3.3,14.8
202603280701050102,2, 91,107,1.1,1.1
202603280701050115,15, 75, 91,4.7,22.4
202603280701050107,7, 79, 95,1.8,7.1
202603280701050108,8, 75, 91,2.0,8.4
202603280701050110,10, 75, 91,1.9,7.7
202603280701050109,9,,,17.6,88.6
202603280701050104,4, 73, 90,4.8,22.4
202603280701050116,16, 71, 86,43.4,221.4
202603280701050103,3, 82, 97,2.3,9.6
202603280701050114,14, 31, 48,45.6,232.2
202603280701050111,11, 52, 70,13.1,65.4
202603280701050112,12, 73, 90,1.9,7.9
202603280701050105,5,,,13.2,66.1
202603280701050101,1,,,39.7,202.1
202603280701050113,13,,  2,70.3,359.1
202603280902011212,12, 96,105,1.2,1.4
202603280902011204,4, 83, 83,2.4,3.7
202603280902011201,1, 93,102,1.7,2.5
202603280902011214,14, 81, 81,2.0,3.1
202603280902011210,10, 92,101,2.3,3.7
202603280902011213,13, 87, 87,23.2,39.6
202603280902011208,8, 88, 88,17.0,29.0
202603280902011211,11, 97, 97,2.0,3.1
202603280902011209,9, 88, 88,24.3,41.5
202603280902011207,7, 95,104,3.1,4.9
202603280902011206,6, 91, 91,2.6,4.1
202603280902011202,2, 86, 86,11.8,20.0
202603280902011203,3, 93, 93,4.9,8.2
202603280902011205,5, 88, 88,39.3,67.2
202603280902011104,4, 98, 92,1.2,1.5
202603280902011103,3, 95, 89,2.2,3.1
202603280902011102,2, 92, 98,1.4,1.9
202603280902011106,6, 92, 98,2.1,3.0
202603280902011101,1, 73, 57,14.2,20.5
202603280902011105,5, 82, 99,7.1,10.3
202603280902011107,7, 81, 78,5.3,7.6
202603280902011011,11, 99, 99,1.2,1.6
202603280902011010,10, 94, 94,1.9,2.9
202603280902011007,7, 90, 99,1.3,1.7
202603280902011004,4, 95, 95,1.5,2.2
202603280902011008,8, 94, 94,2.0,3.2
202603280902011001,1, 93, 93,2.9,4.7
202603280902011009,9, 94, 94,5.4,9.1
202603280902011006,6, 86, 86,15.9,27.0
202603280902011005,5, 74, 74,3.3,5.4
202603280902011003,3, 90, 90,4.0,6.7
202603280902011002,2,,,20.5,34.9
202603280902010902,2, 85,104,1.6,2.3
202603280902010901,1,107, 90,1.2,1.5
202603280902010903,3, 83,100,1.3,1.7
202603280902010906,6,103, 86,2.9,4.2
202603280902010905,5, 64, 82,29.3,44.5
202603280902010904,4, 86, 91,7.6,11.4
202603280902010907,7, 71, 77,32.7,49.5
202603280902010804,4,,,1.1,1.3
202603280902010803,3,,,1.2,1.9
202603280902010806,6,,,1.2,2.0
202603280902010801,1,,,2.3,4.1
202603280902010809,9,,,3.2,6.0
202603280902010802,2,,,4.1,7.9
202603280902010810,10,,,10.5,21.0
202603280902010807,7,,,1.9,3.3
202603280902010811,11,,,13.8,27.6
202603280902010808,8,,,5.3,10.3
202603280902010805,5,,,13.5,27.1
202603280902010711,11, 78, 88,11.1,36.7
202603280902010704,4, 85, 94,2.0,5.5
