レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026030806020401,2026.3.8,日,中山,2中4,1,,未勝利,ダート,1800,,4,稍,晴,16,10:05,牝,馬齢,３歳
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,替,騎手,斤量,減M, 単勝,馬体重,増減,中央平地全:1着,中央平地全:2着,中央平地全:3着,中央平地全:外,中央平地全:連対率,同騎手:1着,同騎手:2着,同騎手:3着,同騎手:外,同騎手:連対率,全ダート:1着,全ダート:2着,全ダート:3着,全ダート:外,全ダート:連対率,ダート1800m:1着,ダート1800m:2着,ダート1800m:3着,ダート1800m:外,ダート1800m:連対率,中山・ダート:1着,中山・ダート:2着,中山・ダート:3着,中山・ダート:外,中山・ダート:連対率,同コース:1着,同コース:2着,同コース:3着,同コース:外,同コース:連対率,同クラス:1着,同クラス:2着,同クラス:3着,同クラス:外,同クラス:連対率,穴傾向,BESTﾀｲﾑ
2,,2,,,,,キングロコマイカイ,,牡,7,*,和田陽希,55,▲,250.8,502,+ 6,2,2,2,18,16.7,,,,,,0,1,1,10,8.3,0,1,1,5,14.3,0,0,1,2,0.0,0,0,1,1,0.0,0,0,0,8,0.0,,1.53.1
3,B,3,,,,,バトンインディ,,牡,5,,幸英明,58,,70.5,468,- 4,2,0,1,13,12.5,2,0,0,8,20.0,2,0,1,12,13.3,2,0,1,10,15.4,1,0,0,3,25.0,1,0,0,3,25.0,0,0,0,6,0.0,,1.52.1
4,,4,,,,,メイショウソウセキ,,牡,4,*,永島まな,56,◇,44.7,510,- 8,2,0,0,7,22.2,1,0,0,2,33.3,2,0,0,7,22.2,2,0,0,6,25.0,0,0,0,1,0.0,0,0,0,1,0.0,0,0,0,3,0.0,,1.53.5
5,,5,,,,,ルクスフレンジー,,牡,4,,酒井学,58,,1.8,474,- 4,2,1,1,6,30.0,2,1,1,5,33.3,2,0,0,0,100.0,2,0,0,0,100.0,,,,,,,,,,,,,,,,,1.52.0
6,B,6,,,,,ノボリクレバー,,牝,6,,吉村誠之,56,,5.9,508,+ 2,2,3,3,12,25.0,0,2,0,0,100.0,2,3,3,12,25.0,2,2,2,6,33.3,1,0,2,3,16.7,1,0,2,3,16.7,0,3,1,11,20.0,,1.51.1
7,,7,,,,,ショーダンサー,,牡,4,,国分優作,58,,3.3,442,  0,2,1,3,2,37.5,2,1,2,1,50.0,2,1,3,2,37.5,2,1,3,2,37.5,0,1,1,2,25.0,0,1,1,2,25.0,0,1,2,1,25.0,,1.51.9
8,,8,,,,,マッスルバック,,牡,5,*,太宰啓介,58,,27.8,478,- 6,2,1,1,15,15.8,,,,,,2,1,0,13,18.8,1,0,0,9,10.0,,,,,,,,,,,0,0,0,3,0.0,,1.53.6
8,,9,,,,,タイガースパーク,,牡,6,,田口貫太,58,,9.6,460,- 4,2,4,3,14,26.1,2,2,1,10,26.7,2,4,3,12,28.6,2,1,2,4,33.3,1,1,2,1,40.0,1,0,2,0,33.3,0,2,1,12,13.3,,1.52.8
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026030809010609,2026.3.8,日,阪神,1阪6,9,アルメリア賞,1勝,芝,1800,A,2,良,晴,18,14:15,,馬齢,３歳
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,替,騎手,斤量,減M, 単勝,馬体重,増減,中央平地全:1着,中央平地全:2着,中央平地全:3着,中央平地全:外,中央平地全:連対率,同騎手:1着,同騎手:2着,同騎手:3着,同騎手:外,同騎手:連対率,全芝:1着,全芝:2着,全芝:3着,全芝:外,全芝:連対率,芝1800m:1着,芝1800m:2着,芝1800m:3着,芝1800m:外,芝1800m:連対率,阪神・芝:1着,阪神・芝:2着,阪神・芝:3着,阪神・芝:外,阪神・芝:連対率,同コース:1着,同コース:2着,同コース:3着,同コース:外,同コース:連対率,同クラス:1着,同クラス:2着,同クラス:3着,同クラス:外,同クラス:連対率,穴傾向,BESTﾀｲﾑ
1,,1,,,,,カレントゥルーシー,,牡,3,*,藤懸貴志,57,,11.5,490,- 4,1,0,0,3,25.0,,,,,,1,0,0,3,25.0,1,0,0,1,50.0,,,,,,,,,,,0,0,0,2,0.0,,1.47.5
2,,2,,,,,サントルドパリ,,牡,3,*,鮫島克駿,57,,6.4,506,-14,1,1,1,2,40.0,1,1,0,1,66.7,1,1,1,2,40.0,1,1,0,1,66.7,1,0,0,0,100.0,1,0,0,0,100.0,0,0,0,2,0.0,,1.46.6
3,,3,,,,,カフジエメンタール,,牡,3,*,武豊,57,,3.9,526,+ 4,0,1,1,1,33.3,,,,,,0,1,1,0,50.0,0,1,0,0,100.0,0,1,1,0,50.0,0,1,0,0,100.0,,,,,,,1.48.4
4,,4,,,,,テーオーアルアイン,,牡,3,*,松山弘平,57,,2.0,486,  0,1,1,0,3,40.0,1,1,0,0,100.0,1,1,0,3,40.0,1,1,0,0,100.0,1,0,0,1,50.0,1,0,0,0,100.0,,,,,,,1.46.4
5,,5,,,,,キーンセンス,,牡,3,*,西村淳也,57,,51.8,516,- 6,1,0,0,4,20.0,0,0,0,1,0.0,0,0,0,1,0.0,,,,,,,,,,,,,,,,0,0,0,4,0.0,,(未)
6,,6,,,,,ダノンセフィーロ,,牡,3,,岩田望来,57,,4.0,490,- 4,1,1,0,1,66.7,0,0,0,1,0.0,1,1,0,1,66.7,1,0,0,0,100.0,,,,,,,,,,,0,0,0,1,0.0,,1.47.5
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026030809010610,2026.3.8,日,阪神,1阪6,10,岸和田Ｓ,3勝,芝,1600,A,2,良,晴,18,14:50,,定量,４上
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,替,騎手,斤量,減M, 単勝,馬体重,増減,中央平地全:1着,中央平地全:2着,中央平地全:3着,中央平地全:外,中央平地全:連対率,同騎手:1着,同騎手:2着,同騎手:3着,同騎手:外,同騎手:連対率,全芝:1着,全芝:2着,全芝:3着,全芝:外,全芝:連対率,芝1600m:1着,芝1600m:2着,芝1600m:3着,芝1600m:外,芝1600m:連対率,阪神・芝:1着,阪神・芝:2着,阪神・芝:3着,阪神・芝:外,阪神・芝:連対率,同コース:1着,同コース:2着,同コース:3着,同コース:外,同コース:連対率,同クラス:1着,同クラス:2着,同クラス:3着,同クラス:外,同クラス:連対率,穴傾向,BESTﾀｲﾑ
1,,1,,,,,ファインライン,,牡,5,*,鮫島克駿,58,,23.9,494,- 2,3,2,3,8,31.3,1,1,1,1,50.0,3,2,3,8,31.3,0,0,1,3,0.0,,,,,,,,,,,0,0,1,4,0.0,,1.32.1
2,,2,,,,,フライングブレード,,牡,6,,浜中俊,58,,62.1,492,- 8,3,3,4,16,23.1,1,0,0,4,20.0,3,3,3,12,28.6,0,0,1,3,0.0,0,1,0,2,33.3,0,0,0,1,0.0,0,0,1,6,0.0,,1.32.7
3,,3,,,,,プッシュオン,,牡,6,*,団野大成,58,,18.0,460,+ 6,3,4,1,12,35.0,,,,,,3,4,1,12,35.0,0,1,0,7,12.5,1,2,0,4,42.9,0,1,0,2,33.3,0,0,0,9,0.0,,1.32.2
3,,4,,,,,ユハンヌス,,牡,6,*,松若風馬,58,,28.8,468,- 4,3,4,6,12,28.0,,,,,,3,4,6,12,28.0,0,0,1,5,0.0,0,1,1,3,20.0,0,0,0,3,0.0,0,3,6,7,18.8,,1.32.7
4,,5,,,,,ケーブパール,,牝,5,,小崎綾也,56,,16.0,438,+ 2,3,3,0,7,46.2,2,0,0,3,40.0,3,3,0,7,46.2,0,0,0,3,0.0,1,1,0,1,66.7,,,,,,0,0,0,2,0.0,,1.35.2
4,,6,,,,,ネーヴェフレスカ,,牝,4,*,吉村誠之,56,,38.8,446,+ 2,3,3,1,6,46.2,,,,,,2,3,1,5,45.5,2,1,1,2,50.0,2,0,0,0,100.0,2,0,0,0,100.0,0,0,0,1,0.0,穴傾向,1.32.6
5,,7,,,,,タイセイカレント,,牡,4,,松山弘平,58,,4.5,490,+ 2,2,4,1,8,40.0,0,1,0,0,100.0,2,4,1,7,42.9,1,1,0,3,40.0,0,1,0,2,33.3,0,0,0,1,0.0,0,2,0,1,66.7,,1.33.1
5,,8,,,,,ミナデオロ,,牡,5,,西塚洸二,58,,8.0,528,+18,2,2,2,5,36.4,2,1,0,2,60.0,2,2,2,4,40.0,0,0,0,1,0.0,0,1,0,2,33.3,0,0,0,1,0.0,0,1,1,1,33.3,穴傾向,1.33.3
6,,9,,,,,スマートワイス,,牡,5,*,武豊,58,,7.8,488,+ 2,3,4,0,4,63.6,2,1,0,1,75.0,3,4,0,4,63.6,2,0,0,2,50.0,0,1,0,1,50.0,,,,,,0,3,0,3,50.0,,1.32.9
6,,10,,,,,ミストレス,,牝,4,*,古川奈穂,56,,96.3,488,+12,2,1,0,7,30.0,1,0,0,2,33.3,2,1,0,7,30.0,1,1,0,3,40.0,0,0,0,4,0.0,0,0,0,2,0.0,0,0,0,3,0.0,,1.34.0
7,,11,,,,,スイープアワーズ,,牡,6,,幸英明,58,,21.4,462,- 4,3,3,3,10,31.6,0,1,0,0,100.0,3,3,3,10,31.6,2,3,1,4,50.0,1,0,1,5,14.3,1,0,0,2,33.3,0,1,1,4,16.7,,1.32.8
7,,12,,,,,エイムフォーエース,,牡,5,*,酒井学,58,,125.8,440,- 2,1,1,0,20,9.1,0,0,0,5,0.0,1,1,0,20,9.1,0,1,0,11,8.3,0,0,0,4,0.0,0,0,0,2,0.0,0,0,0,1,0.0,穴傾向,1.32.9
8,,13,,,,,ウォーターガーベラ,,牝,4,*,岩田望来,56,,10.5,466,- 2,1,2,2,6,27.3,,,,,,1,2,2,6,27.3,1,2,2,3,37.5,0,1,0,1,50.0,0,1,0,1,50.0,0,0,1,2,0.0,大穴傾向,1.32.2
8,,14,,,,,ミッキージュエリー,,牝,4,*,西村淳也,56,,2.6,494,  0,3,2,0,2,71.4,,,,,,3,2,0,2,71.4,2,2,0,1,80.0,0,0,0,1,0.0,,,,,,0,2,0,0,100.0,,1.32.9
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026030809010611,2026.3.8,日,阪神,1阪6,11,大阪城Ｓ,OP(L),芝,1800,A,2,良,晴,18,15:30,,別定,４上
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,替,騎手,斤量,減M, 単勝,馬体重,増減,中央平地全:1着,中央平地全:2着,中央平地全:3着,中央平地全:外,中央平地全:連対率,同騎手:1着,同騎手:2着,同騎手:3着,同騎手:外,同騎手:連対率,全芝:1着,全芝:2着,全芝:3着,全芝:外,全芝:連対率,芝1800m:1着,芝1800m:2着,芝1800m:3着,芝1800m:外,芝1800m:連対率,阪神・芝:1着,阪神・芝:2着,阪神・芝:3着,阪神・芝:外,阪神・芝:連対率,同コース:1着,同コース:2着,同コース:3着,同コース:外,同コース:連対率,同クラス:1着,同クラス:2着,同クラス:3着,同クラス:外,同クラス:連対率,穴傾向,BESTﾀｲﾑ
1,,1,,,,,トーセンリョウ,,牡,7,,鮫島克駿,57,,7.1,452,- 4,4,5,2,6,52.9,0,1,0,0,100.0,4,5,2,6,52.9,1,1,2,3,28.6,0,1,0,0,100.0,0,1,0,0,100.0,0,2,0,1,66.7,,1.44.4
2,,2,,,,,ドラゴンブースト,,牡,4,*,岩田望来,58,,8.8,480,- 8,2,2,0,5,44.4,,,,,,2,2,0,4,50.0,1,0,0,0,100.0,,,,,,,,,,,1,0,0,0,100.0,大穴傾向,1.47.4
3,,3,,,,,ショウナンマグマ,,セ,7,*,団野大成,58,,66.8,512,- 2,3,1,3,31,10.5,0,0,1,0,0.0,3,1,3,30,10.8,3,1,3,12,21.1,0,0,1,3,0.0,0,0,1,2,0.0,1,0,3,12,6.3,,1.45.1
4,,4,,,,,ナムラエイハブ,,牡,5,,吉田隼人,57,,7.3,520,+ 4,4,3,4,9,35.0,1,1,0,3,40.0,4,3,3,8,38.9,2,1,0,4,42.9,1,1,1,3,33.3,0,0,0,2,0.0,0,1,0,0,100.0,,1.44.7
4,,5,,,,,テリオスララ,,牝,4,*,松山弘平,55,,8.6,502,-20,3,1,1,3,50.0,,,,,,3,1,1,3,50.0,3,1,0,1,80.0,,,,,,,,,,,1,0,0,0,100.0,,1.45.7
5,,6,,,,,グランディア,,セ,7,*,西村淳也,58,,5.3,492,+ 8,4,5,3,12,37.5,0,1,0,0,100.0,4,5,3,12,37.5,2,3,1,5,45.5,0,0,1,2,0.0,0,0,0,1,0.0,0,1,0,4,20.0,,1.45.2
5,B,7,,,,,ヤマニンサンパ,,牡,8,,亀田温心,58,,49.2,486,- 2,4,1,3,18,19.2,1,0,0,2,33.3,4,1,3,18,19.2,3,1,1,9,28.6,3,1,1,3,50.0,2,1,0,3,50.0,1,0,2,4,14.3,,1.44.9
6,,8,,,,,サブマリーナ,,牡,5,,武豊,58,,4.6,478,- 2,4,1,1,4,50.0,3,1,0,3,57.1,4,1,1,4,50.0,2,0,1,0,66.7,1,0,0,1,50.0,1,0,0,0,100.0,,,,,,,1.45.2
6,,9,,,,,リラエンブレム,,牡,4,,浜中俊,57,,8.5,500,+16,2,0,0,2,50.0,2,0,0,2,50.0,2,0,0,2,50.0,0,0,0,1,0.0,0,0,0,1,0.0,0,0,0,1,0.0,,,,,,,1.46.7
7,,10,,,,,ブラックシールド,,牡,7,,国分優作,57,,112.9,470,  0,4,4,5,19,25.0,0,0,0,2,0.0,4,4,5,19,25.0,0,0,1,5,0.0,2,2,4,4,33.3,0,0,1,1,0.0,0,0,0,3,0.0,,1.44.2
7,,11,,,,,ブルーミンデザイン,,牡,5,*,斎藤新,57,,12.7,492,-12,4,3,0,7,50.0,,,,,,4,3,0,7,50.0,0,2,0,0,100.0,2,1,0,4,42.9,0,1,0,0,100.0,0,0,0,2,0.0,,1.45.9
8,,12,,,,,トゥデイイズザデイ,,牡,7,*,吉村誠之,57,,53.6,484,+ 2,4,7,1,8,55.0,,,,,,4,7,1,8,55.0,2,5,1,3,63.6,1,2,0,2,60.0,1,2,0,0,100.0,0,2,0,3,40.0,,1.44.1
8,,13,,,,,ニホンピロキーフ,,牡,6,*,田口貫太,57,,11.6,484,- 4,4,3,6,14,25.9,3,2,4,9,27.8,4,3,6,14,25.9,2,0,0,4,33.3,0,0,1,6,0.0,0,0,0,2,0.0,0,0,2,4,0.0,穴傾向,1.44.1
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026030809010612,2026.3.8,日,阪神,1阪6,12,,2勝,ダート,1400,,2,良,晴,16,16:10,,定量,４上
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,替,騎手,斤量,減M, 単勝,馬体重,増減,中央平地全:1着,中央平地全:2着,中央平地全:3着,中央平地全:外,中央平地全:連対率,同騎手:1着,同騎手:2着,同騎手:3着,同騎手:外,同騎手:連対率,全ダート:1着,全ダート:2着,全ダート:3着,全ダート:外,全ダート:連対率,ダート1400m:1着,ダート1400m:2着,ダート1400m:3着,ダート1400m:外,ダート1400m:連対率,阪神・ダート:1着,阪神・ダート:2着,阪神・ダート:3着,阪神・ダート:外,阪神・ダート:連対率,同コース:1着,同コース:2着,同コース:3着,同コース:外,同コース:連対率,同クラス:1着,同クラス:2着,同クラス:3着,同クラス:外,同クラス:連対率,穴傾向,BESTﾀｲﾑ
1,,1,,,,,ストーンズ,,牡,5,*,永島まな,56,◇,8.6,500,-12,2,3,2,5,41.7,1,1,0,0,100.0,1,3,1,3,50.0,0,0,1,0,0.0,0,0,0,2,0.0,,,,,,0,0,1,0,0.0,,1.25.0
2,B,2,,,,,グラティアスミノル,,牡,5,,亀田温心,58,,274.4,496,- 8,2,1,0,15,16.7,0,0,0,3,0.0,2,1,0,15,16.7,1,0,0,7,12.5,0,0,0,1,0.0,0,0,0,1,0.0,0,0,0,5,0.0,,1.24.1
3,B,3,,,,,ストラテージュ,,牡,4,,古川奈穂,56,◇,44.4,480,+ 2,2,0,0,7,22.2,2,0,0,5,28.6,2,0,0,7,22.2,0,0,0,2,0.0,0,0,0,1,0.0,0,0,0,1,0.0,0,0,0,2,0.0,,1.28.5
3,,4,,,,,モズタチアガレ,,牡,4,*,北村友一,58,,14.0,494,- 6,2,2,2,8,28.6,,,,,,2,2,2,8,28.6,1,1,0,6,25.0,0,0,0,4,0.0,0,0,0,3,0.0,,,,,,,1.23.7
4,,5,,,,,ワーズワース,,牡,8,*,武豊,58,,取消し,,,2,5,2,22,22.6,1,1,0,2,50.0,2,5,2,21,23.3,1,5,2,12,30.0,1,3,1,6,36.4,1,3,1,5,40.0,0,5,2,20,18.5,大穴傾向,1.22.7
4,B,6,,,,,フィリップ,,牡,5,*,斎藤新,58,,38.6,496,+ 2,2,2,5,9,22.2,,,,,,2,2,5,9,22.2,1,2,2,4,33.3,0,0,1,0,0.0,0,0,1,0,0.0,0,1,2,4,14.3,,1.23.0
5,,7,,,,,カルパ,,牡,5,*,田山旺佑,55,▲,18.9,452,- 8,2,2,7,10,19.0,,,,,,2,2,5,7,25.0,2,1,3,5,27.3,1,0,3,1,20.0,1,0,2,1,25.0,0,0,0,2,0.0,,1.24.5
5,B,8,,,,,スナークシュンソウ,,牡,8,*,富田暁,58,,201.1,532,- 4,1,3,1,19,16.7,1,0,0,0,100.0,1,3,1,15,20.0,0,3,0,11,21.4,1,3,0,7,36.4,0,3,0,6,33.3,0,0,0,5,0.0,,1.24.3
6,,9,,,,,サンライズプルート,,牡,6,*,松若風馬,58,,86.3,482,  0,2,5,2,16,28.0,0,0,0,4,0.0,1,1,0,3,40.0,0,0,0,1,0.0,,,,,,,,,,,0,0,0,1,0.0,穴傾向,1.25.6
6,,10,,,,,リメンバーヒム,,牡,4,*,西村淳也,58,,10.8,462,+ 6,2,4,0,6,50.0,,,,,,2,4,0,6,50.0,2,4,0,4,60.0,2,1,0,3,50.0,2,1,0,3,50.0,0,1,0,2,33.3,大穴傾向,1.24.0
7,,11,,,,,ペイドラロワール,,牡,4,,吉村誠之,58,,7.1,476,+12,2,2,3,8,26.7,0,1,2,3,16.7,2,2,2,5,36.4,2,2,1,4,44.4,1,1,0,2,50.0,1,1,0,2,50.0,0,1,0,0,100.0,,1.24.2
7,B,12,,,,,ニューオーリンズ,,牡,4,,和田陽希,55,▲,2.0,520,- 2,2,0,1,4,28.6,2,0,1,1,50.0,2,0,1,4,28.6,2,0,0,3,40.0,2,0,0,1,66.7,2,0,0,1,66.7,0,0,0,1,0.0,,1.23.9
8,,13,,,,,チュウワチーフ,,牡,4,*,松山弘平,58,,4.8,480,+ 8,2,3,3,6,35.7,,,,,,2,3,3,6,35.7,1,0,1,1,33.3,1,0,0,0,100.0,1,0,0,0,100.0,0,0,0,2,0.0,,1.23.3
8,,14,,,,,ダミエ,,牡,6,*,浜中俊,58,,53.9,468,+ 2,2,2,3,19,15.4,0,0,0,2,0.0,2,1,0,9,25.0,2,0,0,4,33.3,,,,,,,,,,,0,0,0,7,0.0,穴傾向,1.24.3
