レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026030806020401,2026.3.8,日,中山,2中4,1,,未勝利,ダート,1800,,4,稍,晴,16,10:05,牝,馬齢,３歳
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,替,騎手,斤量,減M, 単勝,馬体重,増減,中央平地全:1着,中央平地全:2着,中央平地全:3着,中央平地全:外,中央平地全:連対率,同騎手:1着,同騎手:2着,同騎手:3着,同騎手:外,同騎手:連対率,全ダート:1着,全ダート:2着,全ダート:3着,全ダート:外,全ダート:連対率,ダート1800m:1着,ダート1800m:2着,ダート1800m:3着,ダート1800m:外,ダート1800m:連対率,中山・ダート:1着,中山・ダート:2着,中山・ダート:3着,中山・ダート:外,中山・ダート:連対率,同コース:1着,同コース:2着,同コース:3着,同コース:外,同コース:連対率,同クラス:1着,同クラス:2着,同クラス:3着,同クラス:外,同クラス:連対率,穴傾向,BESTﾀｲﾑ
8,,10,,,,,サーディンラン,,牡,3,*,佐々木大,57,,48.1,464,+ 4,1,1,1,1,50.0,,,,,,1,1,1,1,50.0,0,1,1,0,50.0,,,,,,,,,,,0,0,0,1,0.0,,1.33.8
8,,11,,,,,ポペット,,牝,3,*,津村明秀,55,,18.2,418,- 6,1,1,0,4,33.3,,,,,,1,1,0,4,33.3,0,1,0,1,50.0,0,0,0,1,0.0,0,0,0,1,0.0,0,1,0,2,33.3,,1.33.9
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026030806020408,2026.3.8,日,中山,2中4,8,,2勝,ダート,1800,,4,稍,晴,16,13:55,,定量,４上
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,替,騎手,斤量,減M, 単勝,馬体重,増減,中央平地全:1着,中央平地全:2着,中央平地全:3着,中央平地全:外,中央平地全:連対率,同騎手:1着,同騎手:2着,同騎手:3着,同騎手:外,同騎手:連対率,全ダート:1着,全ダート:2着,全ダート:3着,全ダート:外,全ダート:連対率,ダート1800m:1着,ダート1800m:2着,ダート1800m:3着,ダート1800m:外,ダート1800m:連対率,中山・ダート:1着,中山・ダート:2着,中山・ダート:3着,中山・ダート:外,中山・ダート:連対率,同コース:1着,同コース:2着,同コース:3着,同コース:外,同コース:連対率,同クラス:1着,同クラス:2着,同クラス:3着,同クラス:外,同クラス:連対率,穴傾向,BESTﾀｲﾑ
1,,1,,,,,セザンワールド,,セ,6,,小林脩斗,58,,52.4,510,  0,0,6,2,13,28.6,0,0,0,8,0.0,0,6,2,8,37.5,1,3,1,5,40.0,0,0,0,3,0.0,0,0,0,3,0.0,0,0,0,2,0.0,,1.53.7
2,,2,,,,,リラゲイル,,牡,4,,荻野極,58,,16.5,464,  0,1,0,1,6,12.5,1,0,1,0,50.0,1,0,1,0,50.0,1,0,1,0,50.0,1,0,1,0,50.0,1,0,1,0,50.0,,,,,,,1.54.3
3,,3,,,,,ヴォルスター,,牡,5,*,長浜鴻緒,56,△,99.6,436,+ 4,2,2,2,13,21.1,,,,,,2,2,2,13,21.1,1,1,0,7,22.2,,,,,,,,,,,0,0,0,9,0.0,,1.52.1
4,B,4,,,,,ニューファウンド,,セ,4,,石川裕紀,58,,21.2,518,+ 4,2,1,1,6,30.0,2,1,0,5,37.5,2,1,1,6,30.0,2,1,1,2,50.0,2,0,1,2,40.0,2,0,1,1,50.0,0,0,0,3,0.0,,1.51.9
4,B,5,,,,,ラオラシオン,,セ,5,*,横山琉人,58,,132.2,488,  0,2,1,2,12,17.6,,,,,,2,1,2,12,17.6,2,1,1,6,30.0,2,0,0,5,28.6,2,0,0,5,28.6,0,1,1,8,10.0,,1.53.1
5,,6,,,,,マンダリンボレロ,,牡,6,*,松岡正海,58,,57.2,504,+ 6,2,3,2,22,17.2,2,3,1,14,25.0,2,3,2,18,20.0,1,0,0,10,9.1,1,0,0,10,9.1,1,0,0,10,9.1,0,1,1,5,14.3,,1.53.7
5,B,7,,,,,マーゴットゲイン,,牡,4,*,矢野貴之,58,,30.8,474,+ 2,2,0,0,6,25.0,,,,,,2,0,0,4,33.3,1,0,0,2,33.3,0,0,0,1,0.0,0,0,0,1,0.0,0,0,0,3,0.0,,1.53.4
6,,8,,,,,ウインアクトゥール,,牡,5,*,丹内祐次,58,,31.3,444,- 6,2,3,7,10,22.7,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,5,6,15.4,大穴傾向,(未)
6,,9,,,,,ライジンマル,,セ,5,,木幡初也,58,,32.2,526,- 4,2,3,1,10,31.3,0,0,0,3,0.0,2,3,1,10,31.3,2,1,1,7,27.3,1,1,1,6,22.2,1,1,1,6,22.2,0,2,1,7,20.0,,1.52.2
7,,10,,,,,ミダース,,牡,5,*,ルメール,58,,4.4,514,- 6,2,2,2,2,50.0,1,1,0,0,100.0,2,2,2,1,57.1,2,1,0,0,100.0,1,0,0,0,100.0,1,0,0,0,100.0,,,,,,,1.53.9
7,,11,,,,,トルショー,,牡,4,*,黛弘人,58,,162.7,462,+ 2,2,0,2,6,20.0,,,,,,2,0,2,6,20.0,1,0,0,4,20.0,1,0,0,3,25.0,1,0,0,3,25.0,0,0,0,4,0.0,,1.54.1
8,,12,,,,,リザードアイランド,,牡,4,,横山和生,58,,1.4,492,+ 2,2,1,0,1,75.0,2,1,0,1,75.0,2,1,0,0,100.0,2,1,0,0,100.0,2,1,0,0,100.0,2,1,0,0,100.0,,,,,,,1.52.7
8,,13,,,,,ニシノブレイゼスト,,牡,4,*,田辺裕信,58,,20.2,506,  0,2,0,2,10,14.3,,,,,,2,0,2,7,18.2,2,0,1,5,25.0,2,0,1,5,25.0,2,0,1,5,25.0,,,,,,,1.52.8
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026030806020409,2026.3.8,日,中山,2中4,9,湾岸Ｓ,3勝,芝,2500,A,5,良,晴,16,14:30,,定量,４上
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,替,騎手,斤量,減M, 単勝,馬体重,増減,中央平地全:1着,中央平地全:2着,中央平地全:3着,中央平地全:外,中央平地全:連対率,同騎手:1着,同騎手:2着,同騎手:3着,同騎手:外,同騎手:連対率,全芝:1着,全芝:2着,全芝:3着,全芝:外,全芝:連対率,芝2500m:1着,芝2500m:2着,芝2500m:3着,芝2500m:外,芝2500m:連対率,中山・芝:1着,中山・芝:2着,中山・芝:3着,中山・芝:外,中山・芝:連対率,同コース:1着,同コース:2着,同コース:3着,同コース:外,同コース:連対率,同クラス:1着,同クラス:2着,同クラス:3着,同クラス:外,同クラス:連対率,穴傾向,BESTﾀｲﾑ
1,,1,,,,,マイユニバース,,牡,4,,横山典弘,57,,2.2,480,+10,3,4,1,4,58.3,2,3,1,2,62.5,3,3,0,4,60.0,1,0,0,0,100.0,1,1,0,0,100.0,1,0,0,0,100.0,0,1,0,0,100.0,,2.32.0
1,,2,,,,,リンフレスカンテ,,牡,8,*,田辺裕信,58,,141.1,442,- 4,3,8,11,15,29.7,0,2,2,0,50.0,3,8,11,15,29.7,1,0,1,0,50.0,0,0,1,0,0.0,0,0,1,0,0.0,0,0,1,1,0.0,,2.31.0
2,,3,,,,,ガジュノリ,,牝,5,,木幡巧也,56,,40.4,494,  0,3,3,0,14,30.0,0,0,0,1,0.0,3,3,0,14,30.0,,,,,,2,2,0,5,44.4,,,,,,0,1,0,7,12.5,大穴傾向,(未)
2,,4,,,,,アスターブジエ,,牡,6,*,岩田康誠,58,,29.1,470,+ 2,3,1,6,15,16.0,0,0,0,1,0.0,3,1,6,13,17.4,0,0,0,2,0.0,0,0,0,1,0.0,0,0,0,1,0.0,0,0,0,6,0.0,,2.33.8
3,,5,,,,,ショウナンサムデイ,,牝,4,,池添謙一,55,,33.2,444,+ 4,3,1,1,5,40.0,3,1,1,3,50.0,3,1,1,5,40.0,,,,,,1,0,0,3,25.0,,,,,,0,0,0,1,0.0,,(未)
3,,6,,,,,レッドテリオス,,牡,5,*,横山武史,58,,8.0,490,  0,3,3,2,5,46.2,,,,,,3,3,2,5,46.2,1,0,1,1,33.3,3,2,2,3,50.0,1,0,1,1,33.3,0,0,0,2,0.0,,2.32.5
4,,7,,,,,ルカランフィースト,,牡,5,,荻野極,58,,42.8,486,+ 4,3,0,1,8,25.0,0,0,0,1,0.0,3,0,1,8,25.0,,,,,,2,0,1,5,25.0,,,,,,0,0,0,3,0.0,,(未)
4,,8,,,,,マイネルブリックス,,牡,5,,松岡正海,58,,223.3,474,- 6,3,0,3,15,14.3,0,0,1,6,0.0,3,0,3,15,14.3,,,,,,1,0,3,6,10.0,,,,,,0,0,0,5,0.0,,(未)
5,,9,,,,,コスモフロイデ,,牡,7,*,矢野貴之,58,,380.4,478,+ 2,3,2,3,32,12.5,,,,,,3,2,3,31,12.8,,,,,,0,2,1,7,20.0,,,,,,0,0,0,14,0.0,大穴傾向,(未)
5,,10,,,,,ヤマニンエンディマ,,牡,6,,大野拓弥,58,,112.9,516,- 2,3,2,1,8,35.7,1,1,0,3,40.0,1,1,0,5,28.6,,,,,,1,1,0,2,50.0,,,,,,0,1,0,5,16.7,,(未)
6,,11,,,,,バレンタインガール,,牝,5,*,戸崎圭太,56,,8.3,480,  0,1,2,2,5,30.0,,,,,,1,2,2,2,42.9,0,1,0,0,100.0,0,1,1,0,50.0,0,1,0,0,100.0,0,0,1,0,0.0,大穴傾向,2.33.2
6,B,12,,,,,ロードオールライト,,牡,5,*,三浦皇成,58,,88.8,530,+ 4,3,0,0,8,27.3,,,,,,3,0,0,7,30.0,,,,,,0,0,0,1,0.0,,,,,,0,0,0,3,0.0,,(未)
7,,13,,,,,ノーランサンライズ,,牝,4,*,坂井瑠星,55,,64.8,498,+ 2,3,1,1,8,30.8,,,,,,3,1,1,5,40.0,,,,,,0,0,0,1,0.0,,,,,,0,0,0,1,0.0,大穴傾向,(未)
7,B,14,,,,,ウインルーティン,,牡,6,*,丹内祐次,58,,98.4,482,  0,3,2,3,6,35.7,,,,,,3,2,3,6,35.7,,,,,,0,0,0,1,0.0,,,,,,0,0,0,3,0.0,,(未)
8,,15,,,,,エコロレイズ,,牡,5,,菊沢一樹,58,,54.6,502,- 2,3,1,4,15,17.4,2,0,1,3,33.3,3,1,4,15,17.4,0,0,1,2,0.0,1,1,2,8,16.7,0,0,1,2,0.0,,,,,,,2.31.7
8,,16,,,,,トリプルコーク,,牡,4,,ルメール,57,,2.7,462,+ 4,3,1,0,1,80.0,3,0,0,0,100.0,3,1,0,1,80.0,,,,,,1,0,0,0,100.0,,,,,,,,,,,,(未)
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026030806020410,2026.3.8,日,中山,2中4,10,総武Ｓ,ｵｰﾌﾟﾝ,ダート,1800,,4,稍,晴,16,15:05,,別定,４上
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,替,騎手,斤量,減M, 単勝,馬体重,増減,中央平地全:1着,中央平地全:2着,中央平地全:3着,中央平地全:外,中央平地全:連対率,同騎手:1着,同騎手:2着,同騎手:3着,同騎手:外,同騎手:連対率,全ダート:1着,全ダート:2着,全ダート:3着,全ダート:外,全ダート:連対率,ダート1800m:1着,ダート1800m:2着,ダート1800m:3着,ダート1800m:外,ダート1800m:連対率,中山・ダート:1着,中山・ダート:2着,中山・ダート:3着,中山・ダート:外,中山・ダート:連対率,同コース:1着,同コース:2着,同コース:3着,同コース:外,同コース:連対率,同クラス:1着,同クラス:2着,同クラス:3着,同クラス:外,同クラス:連対率,穴傾向,BESTﾀｲﾑ
1,,1,,,,,イムホテプ,,牡,4,,横山武史,57,,4.9,490,+ 4,4,0,0,2,66.7,4,0,0,2,66.7,4,0,0,2,66.7,3,0,0,2,60.0,3,0,0,2,60.0,3,0,0,2,60.0,0,0,0,1,0.0,,1.51.1
2,B,2,,,,,シェットランド,,牡,6,*,木幡巧也,57,,262.1,570,+ 8,4,0,0,16,20.0,0,0,0,1,0.0,4,0,0,14,22.2,3,0,0,10,23.1,2,0,0,6,25.0,2,0,0,6,25.0,,,,,,,1.50.2
2,,3,,,,,ミアネーロ,,牝,5,*,津村明秀,56,,23.1,508,+12,2,1,0,7,30.0,2,1,0,3,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,(未)
3,B,4,,,,,リチュアル,,セ,7,*,川田将雅,57,,12.1,508,- 4,3,4,3,13,30.4,,,,,,3,4,3,10,35.0,1,2,2,2,42.9,0,0,1,1,0.0,0,0,1,1,0.0,0,2,2,4,25.0,,1.51.6
3,,5,,,,,ルヴァンユニベール,,牡,4,*,矢野貴之,57,,15.6,554,+ 2,2,2,1,3,50.0,,,,,,2,2,1,3,50.0,1,2,1,3,42.9,0,0,0,1,0.0,0,0,0,1,0.0,0,0,0,2,0.0,,1.50.6
4,,6,,,,,ショウナンライシン,,牡,6,,柴田善臣,58,,69.5,504,+ 4,5,3,0,14,36.4,2,1,0,4,42.9,5,3,0,14,36.4,2,0,0,3,40.0,1,0,0,1,50.0,1,0,0,1,50.0,0,0,0,3,0.0,,1.53.1
4,,7,,,,,アスクデビューモア,,牡,5,,岩田康誠,57,,35.9,462,  0,4,2,0,11,35.3,1,0,0,1,50.0,4,2,0,11,35.3,3,0,0,3,50.0,1,0,0,0,100.0,1,0,0,0,100.0,,,,,,穴傾向,1.50.6
5,B,8,,,,,レヴォントゥレット,,牡,5,,坂井瑠星,58,,4.0,498,- 5,4,0,2,3,44.4,2,0,0,2,50.0,4,0,2,3,44.4,1,1,1,1,50.0,2,0,0,0,100.0,1,0,0,0,100.0,,,,,,,1.50.3
5,B,9,,,,,ブレイクフォース,,牡,7,*,田辺裕信,58,,14.0,496,+ 2,5,3,1,16,32.0,5,3,0,5,61.5,5,3,1,16,32.0,4,3,1,10,38.9,2,3,1,7,38.5,2,3,1,7,38.5,0,1,1,1,33.3,,1.50.4
6,,10,,,,,ハグ,,牡,4,*,高杉吏麒,57,,15.3,528,+ 2,2,2,0,5,44.4,1,1,0,3,40.0,2,2,0,5,44.4,1,1,0,2,50.0,,,,,,,,,,,0,1,0,3,25.0,,1.51.1
6,,11,,,,,クラウンシエンタ,,牡,5,*,丹内祐次,57,,15.3,506,  0,4,7,4,12,40.7,1,1,0,0,100.0,4,7,4,11,42.3,3,4,2,6,46.7,2,2,1,5,40.0,2,2,1,5,40.0,0,0,1,1,0.0,,1.50.2
7,,12,,,,,アマンテビアンコ,,牡,5,*,ルメール,58,,5.5,542,+11,2,0,1,0,66.7,2,0,1,0,66.7,2,0,1,0,66.7,1,1,0,0,100.0,,,,,,,,,,,1,0,0,0,100.0,,1.53.9
7,,13,,,,,ミッキーヌチバナ,,牡,8,*,戸崎圭太,59,,20.6,510,- 6,5,2,7,13,25.9,,,,,,5,2,7,13,25.9,5,2,5,9,33.3,0,1,0,2,33.3,0,1,0,2,33.3,0,0,0,1,0.0,,1.49.7
8,,14,,,,,アクションプラン,,牡,6,*,荻野極,58,,7.7,516,+ 2,5,3,6,7,38.1,0,0,1,0,0.0,5,3,6,5,42.1,4,3,3,3,53.8,4,3,2,2,63.6,4,3,2,2,63.6,1,0,1,0,50.0,,1.50.9
8,,15,,,,,マンマリアーレ,,牝,6,*,池添謙一,55,,98.7,476,+ 8,4,5,3,14,34.6,,,,,,4,4,3,8,42.1,4,4,3,6,47.1,3,3,2,3,54.5,3,3,2,3,54.5,0,0,0,1,0.0,,1.51.6
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026030806020411,2026.3.8,日,中山,2中4,11,報知杯弥生賞ディープインパクト記念,Ｇ２,芝,2000,A,4,良,晴,18,15:45,,馬齢,３歳
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,替,騎手,斤量,減M, 単勝,馬体重,増減,中央平地全:1着,中央平地全:2着,中央平地全:3着,中央平地全:外,中央平地全:連対率,同騎手:1着,同騎手:2着,同騎手:3着,同騎手:外,同騎手:連対率,全芝:1着,全芝:2着,全芝:3着,全芝:外,全芝:連対率,芝2000m:1着,芝2000m:2着,芝2000m:3着,芝2000m:外,芝2000m:連対率,中山・芝:1着,中山・芝:2着,中山・芝:3着,中山・芝:外,中山・芝:連対率,同コース:1着,同コース:2着,同コース:3着,同コース:外,同コース:連対率,同クラス:1着,同クラス:2着,同クラス:3着,同クラス:外,同クラス:連対率,穴傾向,BESTﾀｲﾑ
1,,1,,,,,ステラスペース,,牡,3,,武藤雅,57,,17.9,478,- 2,2,1,1,3,42.9,2,0,1,1,50.0,2,1,1,3,42.9,2,0,1,2,40.0,1,0,1,2,25.0,1,0,1,2,25.0,,,,,,,1.59.1
2,,2,,,,,メイショウソラリス,,牡,3,*,角田大和,57,,61.5,464,  0,1,0,0,2,33.3,,,,,,1,0,0,2,33.3,1,0,0,2,33.3,,,,,,,,,,,,,,,,,2.02.5
3,,3,,,,,コスモギガンティア,,牡,3,,矢野貴之,57,,104.6,474,- 2,0,0,0,2,0.0,1,1,0,3,40.0,0,0,0,2,0.0,,,,,,0,0,0,1,0.0,,,,,,,,,,,,(未)
4,,4,,,,,ライヒスアドラー,,牡,3,,佐々木大,57,,2.7,512,  0,1,0,1,0,50.0,1,0,1,0,50.0,1,0,1,0,50.0,,,,,,1,0,0,0,100.0,,,,,,0,0,1,0,0.0,,(未)
5,,5,,,,,タイダルロック,,牡,3,,三浦皇成,57,,8.5,514,- 4,1,0,0,2,33.3,0,0,0,1,0.0,1,0,0,2,33.3,1,0,0,2,33.3,0,0,0,2,0.0,0,0,0,2,0.0,,,,,,,1.59.6
6,,6,,,,,アドマイヤクワッズ,,牡,3,,坂井瑠星,57,,2.2,480,+ 2,2,0,1,0,66.7,2,0,1,0,66.7,2,0,1,0,66.7,,,,,,,,,,,,,,,,1,0,0,0,100.0,,(未)
7,,7,,,,,モウエエデショー,,牡,3,*,原田和真,57,,150.0,476,  0,1,0,0,5,16.7,0,0,0,5,0.0,1,0,0,3,25.0,,,,,,0,0,0,2,0.0,,,,,,,,,,,,(未)
7,,8,,,,,バステール,,牡,3,*,川田将雅,57,,6.3,456,+ 8,1,1,0,0,100.0,,,,,,1,1,0,0,100.0,1,0,0,0,100.0,,,,,,,,,,,,,,,,,2.00.7
8,,9,,,,,アメテュストス,,牡,3,*,大野拓弥,57,,37.5,456,+ 4,1,1,0,3,40.0,1,1,0,0,100.0,1,1,0,3,40.0,0,1,0,2,33.3,0,1,0,2,33.3,0,1,0,2,33.3,,,,,,,1.59.8
8,,10,,,,,バリオス,,牡,3,,高杉吏麒,57,,18.2,534,+ 2,1,0,0,0,100.0,1,0,0,0,100.0,1,0,0,0,100.0,1,0,0,0,100.0,,,,,,,,,,,,,,,,,2.03.4
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026030806020412,2026.3.8,日,中山,2中4,12,,2勝,芝,1200,A,2,良,晴,16,16:25,,定量,４上
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,替,騎手,斤量,減M, 単勝,馬体重,増減,中央平地全:1着,中央平地全:2着,中央平地全:3着,中央平地全:外,中央平地全:連対率,同騎手:1着,同騎手:2着,同騎手:3着,同騎手:外,同騎手:連対率,全芝:1着,全芝:2着,全芝:3着,全芝:外,全芝:連対率,芝1200m:1着,芝1200m:2着,芝1200m:3着,芝1200m:外,芝1200m:連対率,中山・芝:1着,中山・芝:2着,中山・芝:3着,中山・芝:外,中山・芝:連対率,同コース:1着,同コース:2着,同コース:3着,同コース:外,同コース:連対率,同クラス:1着,同クラス:2着,同クラス:3着,同クラス:外,同クラス:連対率,穴傾向,BESTﾀｲﾑ
1,B,1,,,,,エクセルゴールド,,牡,5,,津村明秀,58,,104.0,478,- 8,2,2,0,14,22.2,0,0,0,2,0.0,2,2,0,13,23.5,2,1,0,7,30.0,0,1,0,4,20.0,0,0,0,3,0.0,0,0,0,5,0.0,,1.07.8
1,,2,,,,,トーセントラム,,牡,6,*,菊沢一樹,58,,35.3,450,- 4,2,1,4,31,7.9,0,0,0,2,0.0,2,1,4,31,7.9,1,0,2,8,9.1,0,0,0,11,0.0,0,0,0,5,0.0,0,0,2,17,0.0,,1.07.7
2,B,3,,,,,レザンノワール,,牡,5,,丹内祐次,58,,11.3,468,- 6,2,2,0,10,28.6,0,0,0,1,0.0,2,2,0,10,28.6,2,2,0,8,33.3,1,1,0,6,25.0,1,1,0,6,25.0,0,1,0,5,16.7,,1.08.0
2,,4,,,,,ロードトレゾール,,牡,5,*,横山琉人,58,,7.2,544,+ 6,2,2,2,13,21.1,0,0,1,0,0.0,2,2,1,9,28.6,2,2,1,7,33.3,0,0,0,1,0.0,0,0,0,1,0.0,0,1,2,9,8.3,,1.07.7
3,,5,,,,,ビービーエフォート,,牝,4,*,横山武史,56,,26.9,424,+22,2,0,1,3,33.3,1,0,0,0,100.0,2,0,1,3,33.3,2,0,1,3,33.3,,,,,,,,,,,0,0,0,2,0.0,,1.08.5
3,,6,,,,,アオイレーギーナ,,牝,4,,池添謙一,56,,4.1,488,+ 4,2,3,0,3,62.5,1,2,0,0,100.0,1,2,0,3,50.0,1,2,0,2,60.0,,,,,,,,,,,0,2,0,1,66.7,,1.08.4
4,,7,,,,,レイククレセント,,牝,5,*,坂井瑠星,56,,5.6,424,  0,2,3,3,8,31.3,0,0,1,0,0.0,2,3,3,8,31.3,0,0,1,0,0.0,1,1,0,2,50.0,,,,,,0,0,1,2,0.0,,1.08.3
4,,8,,,,,ホウオウシェリー,,牝,5,*,矢野貴之,56,,8.9,446,- 2,2,4,1,8,40.0,,,,,,2,4,1,8,40.0,,,,,,0,1,0,1,50.0,,,,,,0,1,1,8,10.0,,(未)
5,,9,,,,,ピースフルナイト,,牝,6,*,石田拓郎,53,▲,37.4,416,- 2,2,2,3,22,13.8,,,,,,2,2,3,22,13.8,2,2,2,19,16.0,,,,,,,,,,,0,0,0,4,0.0,,1.07.9
5,,10,,,,,スムースベルベット,,牝,6,,嶋田純次,56,,18.2,502,- 2,2,4,1,20,22.2,1,2,1,9,23.1,2,4,1,18,24.0,2,4,1,14,28.6,0,4,1,5,40.0,0,4,1,4,44.4,0,3,1,12,18.8,大穴傾向,1.08.1
6,,11,,,,,ジャガード,,牡,8,,吉田豊,58,,221.6,430,+ 6,2,1,1,40,6.8,0,0,0,17,0.0,2,1,1,39,7.0,1,1,1,33,5.6,0,0,1,17,0.0,0,0,1,17,0.0,0,0,0,34,0.0,大穴傾向,1.07.8
6,,12,,,,,メイショウミリオレ,,牝,5,*,高杉吏麒,56,,98.3,488,- 8,2,0,0,11,15.4,2,0,0,6,25.0,2,0,0,11,15.4,2,0,0,9,18.2,0,0,0,1,0.0,0,0,0,1,0.0,0,0,0,10,0.0,,1.08.3
7,,13,,,,,カリーシ,,牝,5,*,戸崎圭太,56,,30.7,460,+ 4,2,5,2,14,30.4,,,,,,2,5,2,14,30.4,2,2,0,11,26.7,1,4,1,2,62.5,1,2,0,2,60.0,0,1,1,13,6.7,,1.07.6
7,,14,,,,,ダイヤモンドフジ,,牡,7,*,荻野琢真,58,,326.1,460,- 6,1,2,3,15,14.3,,,,,,1,2,3,15,14.3,1,2,3,14,15.0,,,,,,,,,,,0,0,0,4,0.0,,1.07.6
8,,15,,,,,ピコアーガイル,,牡,5,*,佐々木大,58,,6.7,488,  0,0,2,1,6,22.2,0,1,0,1,50.0,0,2,1,2,40.0,0,2,1,1,50.0,0,1,1,0,50.0,0,1,1,0,50.0,0,2,1,5,25.0,,1.07.4
8,B,16,,,,,ポッドロワール,,牡,4,*,荻野極,58,,7.1,510,- 4,2,2,1,9,28.6,1,1,0,1,66.7,2,2,1,7,33.3,,,,,,0,0,0,2,0.0,,,,,,0,2,0,1,66.7,穴傾向,(未)
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026030809010601,2026.3.8,日,阪神,1阪6,1,,未勝利,ダート,1800,,4,良,曇,16,09:50,,馬齢,３歳
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,替,騎手,斤量,減M, 単勝,馬体重,増減,中央平地全:1着,中央平地全:2着,中央平地全:3着,中央平地全:外,中央平地全:連対率,同騎手:1着,同騎手:2着,同騎手:3着,同騎手:外,同騎手:連対率,全ダート:1着,全ダート:2着,全ダート:3着,全ダート:外,全ダート:連対率,ダート1800m:1着,ダート1800m:2着,ダート1800m:3着,ダート1800m:外,ダート1800m:連対率,阪神・ダート:1着,阪神・ダート:2着,阪神・ダート:3着,阪神・ダート:外,阪神・ダート:連対率,同コース:1着,同コース:2着,同コース:3着,同コース:外,同コース:連対率,同クラス:1着,同クラス:2着,同クラス:3着,同クラス:外,同クラス:連対率,穴傾向,BESTﾀｲﾑ
1,,1,,,,,プッシュフォワード,,牡,3,,団野大成,57,,11.2,524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(未)
2,,2,,,,,マーゴットデイズ,,牡,3,,鮫島克駿,57,,27.7,500,+14,0,0,0,6,0.0,0,0,0,1,0.0,0,0,0,6,0.0,0,0,0,5,0.0,0,0,0,2,0.0,0,0,0,2,0.0,0,0,0,5,0.0,,1.55.3
3,B,3,,,,,シャマレル,,牡,3,,田口貫太,57,,227.7,442,  0,0,0,0,3,0.0,0,0,0,2,0.0,0,0,0,2,0.0,,,,,,0,0,0,1,0.0,,,,,,0,0,0,2,0.0,,(未)
4,B,4,,,,,アーサーバローズ,,牡,3,*,岩田望来,57,,3.6,494,- 6,0,1,1,5,14.3,,,,,,0,1,1,4,16.7,0,1,1,2,25.0,0,1,0,2,33.3,0,1,0,1,50.0,0,1,1,4,16.7,,1.54.4
5,,5,,,,,サンライズハリー,,牡,3,,藤懸貴志,57,,197.8,518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(未)
5,,6,,,,,ロードヴェリタス,,牡,3,,西塚洸二,57,,4.9,500,+ 2,0,0,1,2,0.0,0,0,1,0,0.0,0,0,1,2,0.0,0,0,0,1,0.0,,,,,,,,,,,0,0,1,1,0.0,,1.56.2
6,,7,,,,,ルファーダ,,牡,3,,幸英明,57,,1.9,510,  0,0,2,0,3,40.0,0,1,0,1,50.0,0,2,0,3,40.0,0,2,0,0,100.0,0,0,0,1,0.0,,,,,,0,2,0,2,50.0,,1.54.9
6,,8,,,,,ギレイ,,牡,3,,吉村誠之,57,,40.5,484,-10,0,0,0,2,0.0,0,0,0,1,0.0,0,0,0,1,0.0,0,0,0,1,0.0,,,,,,,,,,,0,0,0,1,0.0,,1.57.2
7,,9,,,,,ラッキーダイヤ,,牡,3,*,森田誠也,54,▲,203.5,486,  0,0,0,0,2,0.0,,,,,,0,0,0,1,0.0,0,0,0,1,0.0,,,,,,,,,,,0,0,0,1,0.0,,1.56.3
