レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026062002010301,2026.6.20,土,函館,1函3,1,,未勝利,芝,1200,A,2,良(暫定),曇(暫定),16,09:50,,馬齢,３歳
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026062002010306,2026.6.20,土,函館,1函3,6,,新馬,ダート,1000,,2,良(暫定),曇(暫定),12,12:40,,馬齢,２歳
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,クラウスーラ,,牝,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,2,,,,,デスティネーション,,牝,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,3,,,,,アースグリッパー,,牝,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,4,,,,,ノリヤンモーニン,,牡,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,5,,,,,イチゴワタアメ,,牝,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,6,,,,,ベイビーブラザー,,牡,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,7,,,,,サンクレセント,,牝,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,8,,,,,アークレオン,,牡,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,9,,,,,ノヴァフォルス,,牝,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,10,,,,,ワイドウィンザー,,牡,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,11,,,,,カクシンゴールド,,牡,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026062002010307,2026.6.20,土,函館,1函3,7,,未勝利,芝,1800,A,4,良(暫定),曇(暫定),16,13:10,牝,馬齢,３歳
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,ヴィンテール,,牝,3,9,4,18,福島,T,2000,良,11,11,未勝利・牝,35.7,後方,12,1,25,京都,T,1600,良,14,4,新馬,35.4,後方,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,2,,,,,ダーリンダーリン,,牝,3,10,4,12,中山,T,2200,良,16,4,未勝利,37.3,中団,3,3,21,中京,T,2000,良,6,2,未勝利,34.9,中団,5,2,15,京都,T,2000,良,6,3,未勝利・牝,35.7,後方,10,12,7,阪神,T,2000,良,2,5,未勝利*,34.2,先行,3,11,15,福島,T,2000,良,5,10,未勝利*,36.0,中団,11
2,,3,,,,,アンビエントポップ,,牝,3,4,5,23,京都,T,1800,良,2,2,未勝利・牝,36.0,先行,7,4,5,阪神,D,1400,重,12,7,未勝利・牝,38.0,中団,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,4,,,,,モーリア,,牝,3,10,4,11,中山,D,1800,重,15,3,未勝利・牝,46.1,後方,41,6,29,福島,T,1800,良,9,5,新馬,38.6,逃げ,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,5,,,,,ジュラトリー,,牝,3,10,4,11,中山,T,1600,良,5,6,未勝利,35.0,中団,9,2,7,東京,T,1600,良,5,5,未勝利,34.6,先行,15,10,25,東京,T,1600,良,3,3,未勝利・牝*,34.8,追込,9,8,24,新潟,T,1600,良,3,3,新馬・牝,34.0,差し,初,,,,,,,,,,,,
3,,6,,,,,サウンドファミリエ,,牝,3,7,5,3,新潟,T,2000,稍,6,16,未勝利・牝,35.5,後方,11,2,15,京都,T,2000,良,8,13,未勝利・牝,36.4,中団,8,12,20,中山,T,1800,良,11,15,新馬・牝,35.3,後方,初,,,,,,,,,,,,,,,,,,,,,,,,
4,,7,,,,,シンデレラカラー,,牝,3,7,5,3,東京,D,1600,稍,10,9,未勝利・牝,38.6,中団,3,4,11,中山,D,1800,重,9,9,未勝利,40.6,中団,4,3,14,中京,D,1800,良,8,6,未勝利・牝,41.6,先行,14,12,6,中京,D,1400,良,9,2,未勝利・牝*,39.4,中団,2,11,23,東京,D,1300,良,3,5,未勝利*,37.3,差し,3
4,,8,,,,,ルナティックブルー,,牝,3,4,5,23,京都,T,1800,良,5,12,未勝利・牝,35.5,後方,7,4,4,阪神,T,1400,良,12,18,未勝利,35.0,後方,10,1,25,小倉,T,1200,良,17,10,新馬,35.8,後方,初,,,,,,,,,,,,,,,,,,,,,,,,
5,,9,,,,,アトリ,,牝,3,7,5,2,新潟,D,1800,不,12,4,未勝利・牝,46.3,逃げ,18,12,27,阪神,T,1600,良,13,6,未勝利*,37.0,先行,3,12,6,中京,T,2000,良,4,4,未勝利*,35.4,先行,8,10,12,東京,T,2000,良,6,5,未勝利*,35.0,先行,3,9,20,阪神,T,1600,良,8,3,新馬,34.5,中団,初
5,,10,,,,,メメボス,,牝,3,14,3,14,中京,D,1200,良,7,8,未勝利,37.9,中団,3,2,21,阪神,T,1600,良,13,12,未勝利,34.9,後方,4,1,25,京都,T,1600,良,3,15,新馬,35.2,先行,初,,,,,,,,,,,,,,,,,,,,,,,,
6,,11,,,,,アーミル,,牝,3,13,3,21,中京,T,2000,良,8,11,未勝利・牝,35.3,中団,8,1,25,京都,T,1600,良,11,8,新馬,35.3,中団,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,12,,,,,グランマズドリーム,,牝,3,8,4,26,東京,D,1400,稍,8,9,未勝利・牝,38.3,先行,3,4,5,中山,D,1200,不,6,4,未勝利,37.5,中団,11,1,18,中山,T,1600,良,8,6,未勝利・牝,35.5,中団,3,12,27,中山,D,1200,稍,3,10,新馬,38.4,先行,初,,,,,,,,,,,,
7,,13,,,,,ドルマバフチェ,,牝,3,10,4,12,福島,D,1700,良,8,8,未勝利・牝,38.8,中団,7,2,22,小倉,D,1700,良,外,--,未勝利・牝,----,,3,1,31,東京,D,1400,良,10,5,未勝利・牝,38.9,中団,10,11,24,東京,T,1400,良,6,5,未勝利*,34.4,中団,3,11,1,東京,T,1400,稍,3,5,未勝利*,34.0,先行,9
7,,14,,,,,メイショウローゼ,,牝,3,6,5,10,京都,T,1600,良,7,7,未勝利,33.9,中団,2,4,25,京都,T,1800,良,7,9,未勝利・牝,34.6,後方,4,3,28,阪神,T,1600,良,6,3,未勝利,34.3,後方,2,3,15,阪神,T,2000,良,5,3,未勝利・牝,34.7,後方,3,2,22,小倉,T,1800,良,2,5,未勝利・牝,35.3,ﾏｸﾘ,2
8,,15,,,,,ギルランダ,,牝,3,8,4,26,福島,T,1800,良,2,7,未勝利,35.3,先行,9,2,21,東京,D,1400,良,9,12,未勝利・牝,38.3,中団,13,11,24,東京,T,1600,良,6,6,新馬・牝,33.9,後方,初,,,,,,,,,,,,,,,,,,,,,,,,
8,,16,,,,,ベネディクション,,牝,3,7,5,2,京都,T,1600,稍,12,7,未勝利・牝,34.8,中団,2,4,18,阪神,T,1800,良,6,12,未勝利,34.5,先行,5,3,14,中京,T,1600,良,8,10,未勝利・若,34.3,中団,14,12,7,中京,T,1600,良,10,11,未勝利*,34.2,後方,2,11,22,京都,T,1600,良,8,9,新馬,35.7,中団,初
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026062002010308,2026.6.20,土,函館,1函3,8,,1勝,ダート,1000,,2,良(暫定),曇(暫定),12,13:40,,定量,３上
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,フクシマコウヨウ,,牝,4,3,5,30,東京,D,1600,良,15,14,１勝ｸﾗｽ,40.2,中団,10,3,22,中京,T,1400,良,17,16,１勝ｸﾗｽ,34.4,後方,14,12,13,中京,T,1200,良,18,13,１勝ｸﾗｽ,37.2,後方,24,6,29,函館,T,1200,良,10,11,１勝ｸﾗｽ・牝,34.7,後方,20,2,8,東京,T,1400,良,16,12,春菜賞･1勝*,35.7,後方,7
2,,2,,,,,エムフォー,,牡,3,15,3,7,阪神,D,1200,稍,12,7,１勝ｸﾗｽ*,41.2,後方,10,12,28,中山,D,1200,良,10,3,１勝ｸﾗｽ*,40.9,逃げ,25,7,5,函館,D,1000,重,1,1,新馬,34.9,先行,初,,,,,,,,,,,,,,,,,,,,,,,,
3,,3,,,,,セイルロケット,,牡,4,15,3,7,阪神,D,1200,稍,16,12,１勝ｸﾗｽ,39.0,先行,6,1,25,小倉,D,1000,良,11,4,１勝ｸﾗｽ,37.8,中団,15,10,14,門別,D,1000,稍,1,1,グラン,----,先行,連,10,2,門別,D,1000,稍,1,1,３歳以,----,逃げ,4,9,6,札幌,D,1000,良,3,1,未勝利,35.9,先行,連
4,,4,,,,,キャンドルマス,,牡,5,連,6,13,函館,D,1000,稍,4,4,１勝ｸﾗｽ,34.8,追込,12,3,21,阪神,D,1200,良,10,7,１勝ｸﾗｽ,36.6,後方,3,2,28,小倉,D,1000,不,2,4,１勝ｸﾗｽ,34.4,差し,10,12,21,中京,D,1200,稍,8,4,１勝ｸﾗｽ,37.3,中団,4,11,24,福島,D,1150,良,4,6,１勝ｸﾗｽ,36.7,先行,2
5,,5,,,,,ムーンブランシュ,,牝,3,連,6,14,函館,D,1000,良,6,5,１勝ｸﾗｽ・牝,35.4,中団,18,2,7,東京,D,1400,良,14,10,１勝ｸﾗｽ*,38.8,中団,2,1,24,中山,D,1200,良,1,1,未勝利・牝,37.3,先行,2,1,12,中山,D,1200,良,2,9,未勝利,37.5,差し,11,10,25,東京,D,1600,稍,15,6,新馬,38.2,後方,初
5,,6,,,,,グッバイウェーブ,,牝,4,5,5,17,新潟,T,1000,良,8,9,飛竜特別･1勝,32.3,後方,4,4,18,福島,D,1150,良,9,11,１勝ｸﾗｽ・牝,37.9,中団,5,3,15,中京,T,1200,良,16,14,１勝ｸﾗｽ,36.0,先行,17,11,15,福島,T,1200,良,12,4,１勝ｸﾗｽ・牝,36.1,先行,17,7,19,函館,T,1200,良,4,4,１勝ｸﾗｽ・牝,34.5,先行,4
6,,7,,,,,クイーンレグナント,,牝,3,4,5,23,新潟,T,1000,稍,13,10,はやぶさ･1勝,33.9,後方,9,3,22,中山,D,1200,良,13,6,１勝ｸﾗｽ*,39.1,先行,15,12,7,中山,D,1200,良,3,3,１勝ｸﾗｽ*,36.7,逃げ,3,11,16,福島,T,1200,良,10,4,福島２歳,36.2,逃げ,9,9,14,中山,D,1200,稍,1,2,未勝利・牝*,37.9,先行,5
6,,8,,,,,カップッチョ,,牡,9,18,2,15,小倉,D,1000,稍,12,14,１勝ｸﾗｽ,35.6,後方,3,1,25,小倉,D,1000,良,6,13,１勝ｸﾗｽ,35.6,後方,5,12,21,中京,D,1200,稍,9,14,１勝ｸﾗｽ,36.8,後方,2,12,6,中山,D,1200,良,9,12,１勝ｸﾗｽ,37.1,中団,11,9,21,中山,D,1200,良,9,13,１勝ｸﾗｽ,37.8,中団,連
7,,9,,,,,タイセイブルーム,,牡,3,4,5,24,東京,D,1400,稍,7,11,１勝ｸﾗｽ*,37.6,先行,3,5,3,東京,D,1400,稍,8,15,１勝ｸﾗｽ*,37.1,先行,3,4,12,中山,D,1200,稍,1,6,未勝利,37.3,先行,3,3,21,中山,D,1800,良,10,5,未勝利,41.3,後方,9,1,17,中山,D,1800,良,6,14,新馬,40.3,先行,初
7,,10,,,,,クロナ,,牡,3,連,6,13,函館,D,1000,稍,1,4,未勝利,34.9,先行,8,4,19,阪神,D,1400,良,7,5,未勝利,38.6,先行,9,2,15,小倉,T,1200,稍,11,8,未勝利,36.5,先行,22,9,15,阪神,T,1600,良,7,4,新馬,34.1,先行,初,,,,,,,,,,,,
8,,11,,,,,ワイルドゴーア,,牡,4,7,5,2,新潟,T,1000,稍,12,7,１勝ｸﾗｽ,35.1,中団,49,5,24,新潟,T,1000,良,8,3,はやぶさ･1勝,33.2,逃げ,5,4,20,阪神,D,1200,良,15,14,１勝ｸﾗｽ*,41.1,中団,9,2,15,小倉,D,1000,良,1,3,未勝利,36.3,先行,2,2,1,小倉,D,1000,良,4,2,未勝利,37.1,先行,15
8,,12,,,,,サイコウダネ,,牡,5,4,5,24,新潟,T,1800,稍,13,12,二王子特･1勝,35.9,先行,3,5,3,新潟,D,1200,稍,12,12,１勝ｸﾗｽ,38.2,中団,3,4,11,福島,D,1150,良,11,16,１勝ｸﾗｽ,38.4,後方,16,12,21,中京,D,1200,稍,13,15,１勝ｸﾗｽ,37.9,先行,2,12,7,中京,D,1800,良,13,14,１勝ｸﾗｽ,40.3,後方,3
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026062002010309,2026.6.20,土,函館,1函3,9,下北半島特別,1勝,芝,1200,A,2,良(暫定),曇(暫定),16,14:10,,定量,３上
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,メイショウハッケイ,,牝,3,14,3,14,中山,T,1600,良,7,10,アネモネ(L),34.8,後方,4,2,14,京都,T,1600,良,6,3,こぶし賞･1勝,34.8,中団,11,11,30,京都,T,1600,良,5,1,白菊賞･1勝*,35.2,先行,4,11,1,京都,T,1400,良,3,3,ファンタG3,33.2,追込,4,10,4,京都,T,1400,重,2,3,りんどう･1勝,34.1,追込,6
2,,2,,,,,デルマリシリ,,牝,3,10,4,11,阪神,T,1200,稍,2,2,１勝ｸﾗｽ*,34.1,先行,7,2,21,小倉,T,1200,良,2,1,あざみ賞･1勝,34.5,先行,3,2,1,小倉,T,1200,良,1,1,未勝利,33.8,先行,9,11,30,京都,T,1200,良,2,2,新馬,34.6,先行,初,,,,,,,,,,,,
3,,3,,,,,フレンドモナコ,,牡,3,連,6,14,函館,T,1200,良,9,11,１勝ｸﾗｽ,34.2,中団,6,5,2,東京,T,1400,良,12,16,１勝ｸﾗｽ*,33.8,中団,2,4,19,中山,T,1600,良,4,6,１勝ｸﾗｽ*,34.5,差し,3,3,29,中山,D,1200,稍,12,12,１勝ｸﾗｽ*,37.8,後方,4,3,1,中山,T,1600,良,11,9,１勝ｸﾗｽ*,34.7,後方,連
4,,4,,,,,コモンスナイプ,,牡,4,42,8,30,札幌,T,1200,稍,14,12,１勝ｸﾗｽ,37.7,中団,4,8,3,中京,T,1400,良,13,16,１勝ｸﾗｽ,34.5,中団,38,11,10,福島,T,1200,良,6,7,福島２歳,36.7,中団,4,10,13,京都,T,1200,良,1,3,新馬,34.7,先行,初,,,,,,,,,,,,
5,,5,,,,,プルヴォワール,,牝,3,13,3,21,中京,T,1400,良,16,17,ファルコG3,34.8,中団,3,3,1,小倉,T,1200,良,1,7,未勝利,35.8,先行,2,2,15,小倉,T,1200,稍,3,10,未勝利,35.1,差し,11,11,30,東京,T,1600,良,7,5,未勝利*,34.7,先行,2,11,15,東京,T,1600,良,5,8,未勝利*,34.4,中団,9
5,,6,,,,,プリンセスモコ,,牝,3,連,6,14,函館,T,1200,良,3,1,１勝ｸﾗｽ,33.9,先行,12,3,21,中京,T,1400,良,15,7,ファルコG3,34.9,先行,9,1,17,京都,T,1400,良,2,3,紅梅Ｓ(L),34.4,先行,5,12,13,中京,T,1400,良,2,4,つわぶき･1勝,35.1,逃げ,4,11,15,京都,D,1200,良,1,1,新馬,36.1,先行,初
6,,7,,,,,ウォーターサグラダ,,牡,3,4,5,24,京都,T,1200,良,9,4,１勝ｸﾗｽ*,33.9,後方,11,3,7,中山,D,1200,重,4,2,１勝ｸﾗｽ*,37.4,差し,8,1,12,京都,D,1200,良,1,1,未勝利,36.3,差し,5,12,7,中京,T,1400,良,2,1,新馬,33.6,差し,初,,,,,,,,,,,,
6,,8,,,,,マイオウンウェイ,,セ,3,22,1,18,京都,D,1200,良,10,9,１勝ｸﾗｽ*,40.6,後方,5,12,13,中山,T,1200,良,13,11,黒松賞･1勝*,34.3,後方,12,9,20,中山,T,1200,良,7,3,カンナＳ,34.3,後方,9,7,20,函館,T,1200,良,12,8,函館２歳G3,35.5,中団,5,6,14,阪神,T,1200,稍,1,3,新馬,35.3,逃げ,初
7,,9,,,,,スミッコディスコ,,牡,3,7,5,2,東京,T,1400,良,2,5,１勝ｸﾗｽ*,33.2,先行,10,2,22,東京,T,1600,良,4,7,１勝ｸﾗｽ*,35.6,逃げ,3,1,31,東京,T,1400,良,6,11,クロッカ(L),33.5,後方,8,12,6,中山,T,1600,良,1,2,未勝利*,34.1,先行,2,11,23,東京,T,1600,良,5,5,未勝利*,33.9,後方,13
7,,10,,,,,トーアサジタリウス,,牡,3,7,4,30,門別,D,1600,良,11,7,北斗盃,----,中団,3,4,15,門別,D,1700,良,5,4,エピフ,----,逃げ,22,11,11,盛岡,D,1600,良,2,6,南部駒,----,先行,2,10,23,門別,D,1700,稍,5,3,トルマ,----,後方,3,10,2,門別,D,1200,稍,11,11,ネクス,----,後方,4
8,,11,,,,,ロンドンオービタル,,牝,3,8,4,25,福島,T,1200,良,4,9,雪うさぎ･1勝,34.4,差し,6,3,15,中山,T,1200,良,11,5,１勝ｸﾗｽ*,34.4,後方,9,1,12,中山,T,1200,良,7,2,１勝ｸﾗｽ*,34.3,先行,4,12,13,中山,T,1200,良,2,4,黒松賞･1勝*,34.1,先行,4,11,15,福島,T,1200,良,1,2,未勝利*,35.2,先行,9
8,,12,,,,,アヤサンジョリーン,,牝,3,5,5,14,門別,D,1200,良,4,6,フロイ,----,差し,5,4,15,門別,D,1200,良,5,8,２５周,----,中団,4,3,18,浦和,D,1500,良,11,9,桜花賞,----,中団,17,11,13,門別,D,1700,稍,10,4,ブロッ,----,先行,2,10,30,門別,D,1200,稍,7,11,エーデG3,----,中団,2
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026062002010310,2026.6.20,土,函館,1函3,10,駒ケ岳特別,1勝,芝,2600,A,6,良(暫定),曇(暫定),16,14:45,,定量,３上
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,シャインバオバブ,,牡,4,連,6,13,函館,T,2000,稍,9,6,奥尻特別･1勝,35.6,後方,3,5,24,新潟,T,1800,稍,4,8,二王子特･1勝,34.0,追込,6,4,12,福島,T,2000,良,8,8,１勝ｸﾗｽ・若,35.0,中団,6,3,1,小倉,T,2000,良,12,9,唐戸特別･1勝,35.5,後方,2,2,15,京都,T,2000,良,4,6,１勝ｸﾗｽ,34.9,追込,連
2,,2,,,,,ローレルオーブ,,牡,4,10,4,12,福島,T,2600,良,3,3,燧ヶ岳特･1勝,36.2,先行,8,2,15,小倉,T,2600,稍,6,6,１勝ｸﾗｽ,34.4,後方,3,1,24,小倉,T,2600,良,5,11,１勝ｸﾗｽ,35.1,先行,9,11,24,福島,T,2600,良,7,7,磐梯山特･1勝,35.5,中団,8,9,28,阪神,T,2400,良,8,4,兵庫特Ｈ･2勝,34.6,中団,6
3,,3,,,,,アスクファイアモア,,牡,3,10,4,11,福島,T,2600,良,1,4,未勝利,35.8,ﾏｸﾘ,2,3,28,中京,T,2200,良,8,8,未勝利,35.4,後方,連,3,22,阪神,T,2400,良,10,6,未勝利,34.7,中団,初,,,,,,,,,,,,,,,,,,,,,,,,
4,,4,,,,,ゴールデンパゴーダ,,牝,3,14,3,15,阪神,T,2400,良,6,4,ゆきやな･1勝,36.2,先行,3,2,21,東京,T,2400,良,1,8,未勝利,34.6,先行,15,11,9,東京,T,2000,良,4,6,新馬,34.7,先行,初,,,,,,,,,,,,,,,,,,,,,,,,
5,,5,,,,,ペリプルス,,牡,6,16,2,28,小倉,T,2600,稍,6,16,脊振山特･1勝,37.1,中団,2,2,15,小倉,T,2600,稍,12,13,１勝ｸﾗｽ,36.5,先行,2,2,1,小倉,T,2600,良,7,8,足立山特･1勝,36.7,中団,連,1,24,小倉,T,2600,良,10,14,１勝ｸﾗｽ,34.9,中団,9,11,24,福島,T,2600,良,16,13,磐梯山特･1勝,36.5,後方,2
6,,6,,,,,バズアップビート,,セ,4,5,5,17,東京,T,1800,良,4,3,１勝ｸﾗｽ,33.6,先行,12,2,22,小倉,T,2000,良,9,3,１勝ｸﾗｽ,36.1,中団,3,1,31,小倉,T,2000,良,10,1,１勝ｸﾗｽ,35.9,後方,18,9,28,阪神,T,1800,良,7,4,１勝ｸﾗｽ,34.0,後方,13,6,29,福島,T,1800,良,10,3,ラジオNIＨG3,35.7,先行,4
7,,7,,,,,サイモンイロハニー,,牝,4,19,2,8,小倉,T,1800,良,13,16,１勝ｸﾗｽ・若,36.2,後方,3,1,18,京都,T,2400,良,10,11,１勝ｸﾗｽ,36.4,後方,10,11,8,京都,T,2000,良,12,13,１勝ｸﾗｽ,34.3,後方,3,10,18,京都,T,2000,良,4,7,１勝ｸﾗｽ,35.1,追込,3,9,27,阪神,T,2200,良,14,14,１勝ｸﾗｽ,35.1,後方,3
8,B,8,,,,,マイネルゼウス,,牡,4,8,4,26,福島,T,2000,良,4,5,飯盛山特･1勝,35.6,先行,8,3,1,小倉,T,2000,良,7,1,唐戸特別･1勝,35.8,先行,2,2,15,小倉,T,2000,稍,3,3,１勝ｸﾗｽ,36.1,逃げ,2,1,31,小倉,T,2000,良,4,3,１勝ｸﾗｽ,35.9,差し,7,12,14,中山,T,1800,稍,13,6,１勝ｸﾗｽ,36.3,先行,4
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026062002010311,2026.6.20,土,函館,1函3,11,ＳＴＶ杯,2勝,芝,1200,A,2,良(暫定),曇(暫定),16,15:20,,定量,３上
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,キープサインオン,,牡,4,32,11,9,東京,T,1400,良,16,10,２勝ｸﾗｽ,34.7,先行,8,9,13,中山,T,1200,稍,8,3,汐留特別･2勝,33.3,先行,9,7,13,福島,T,1200,良,1,3,１勝ｸﾗｽ,34.6,先行,13,4,13,中山,D,1200,良,14,8,１勝ｸﾗｽ*,38.8,中団,3,3,22,中山,D,1200,重,1,4,未勝利,37.5,逃げ,7
1,,2,,,,,バンブルビー,,牡,4,4,5,23,東京,T,1400,良,8,7,高尾特別･2勝,33.5,先行,6,4,11,福島,T,1200,良,3,5,花見山特･2勝,34.0,差し,2,3,29,中山,T,1200,良,4,3,２勝ｸﾗｽ,34.3,差し,9,1,24,京都,T,1400,良,7,3,２勝ｸﾗｽ,33.8,中団,5,12,21,中京,T,1400,稍,9,7,尾張特Ｈ･2勝,35.7,先行,4
2,,3,,,,,ピコアーガイル,,牡,5,15,3,8,中山,T,1200,良,16,3,２勝ｸﾗｽ,35.6,逃げ,13,12,7,中山,D,1200,良,6,6,２勝ｸﾗｽ,37.8,先行,4,11,8,福島,T,1200,良,9,4,飯坂温泉･2勝,35.3,中団,16,7,20,函館,T,1200,良,2,5,潮騒特別･2勝,34.5,逃げ,10,5,10,東京,T,1400,稍,11,3,２勝ｸﾗｽ,35.8,先行,3
