レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026071202011001,2026.7.12,日,函館,1函A,1,,未勝利,ダート,1000,,2,重(暫定),曇(暫定),12,09:50,,馬齢,３歳
6,,11,,,,,ヴィエントデコラ,,牡,3,10,5,2,京都,D,1900,稍,11,10,ユニコーG3,38.7,中団,3,4,11,阪神,D,1800,重,6,5,１勝ｸﾗｽ*,37.6,中団,4,3,14,中京,D,1800,良,5,4,１勝ｸﾗｽ*,38.3,先行,6,1,31,京都,D,1800,良,1,1,未勝利,38.0,先行,3,1,12,京都,D,1800,良,2,3,未勝利,38.0,差し,3
7,,12,,,,,コルヴァス,,牡,3,16,3,21,中京,D,1800,良,1,1,未勝利,38.3,先行,4,2,21,阪神,D,1800,良,2,1,新馬,37.6,先行,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,13,,,,,テーオーノーベル,,牡,4,19,2,28,阪神,D,1400,良,10,11,１勝ｸﾗｽ,37.7,中団,連,2,21,阪神,D,1400,良,8,8,１勝ｸﾗｽ,38.0,中団,2,2,7,小倉,D,1700,良,6,5,１勝ｸﾗｽ,38.2,先行,8,12,14,中京,D,1800,稍,8,4,１勝ｸﾗｽ・若,39.5,先行,3,11,24,福島,D,1700,良,5,12,１勝ｸﾗｽ・若,38.5,中団,9
8,B,14,,,,,ニシノミチアキ,,牡,4,12,4,19,阪神,D,1800,良,9,9,１勝ｸﾗｽ,38.4,後方,9,2,15,小倉,D,2400,稍,13,7,１勝ｸﾗｽ,42.6,後方,4,1,17,京都,D,1800,良,4,4,１勝ｸﾗｽ,38.2,先行,5,12,13,中京,D,1900,良,3,5,１勝ｸﾗｽ,38.3,差し,4,11,15,京都,D,1800,良,5,10,１勝ｸﾗｽ,37.3,中団,3
8,,15,,,,,エアフォースワン,,牡,7,77,1,19,中京,D,1800,良,3,4,１勝ｸﾗｽ,37.7,追込,15,10,5,京都,D,1800,稍,3,6,１勝ｸﾗｽ,38.1,差し,3,9,14,中京,D,1900,良,3,4,１勝ｸﾗｽ,37.5,追込,3,8,24,中京,D,1800,良,3,3,１勝ｸﾗｽ,37.1,差し,2,8,10,中京,D,1800,良,4,7,１勝ｸﾗｽ,37.8,差し,3
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026071210020608,2026.7.12,日,小倉,2小6,8,,1勝,芝,1800,A,4,良(暫定),晴(暫定),16,13:50,牝,定量,３上
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,ミリタリータトゥー,,牝,3,2,6,27,小倉,T,1800,重,1,6,未勝利・牝,34.4,差し,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,2,,,,,ペイシャシス,,牝,3,7,5,23,京都,T,1600,良,4,6,メルボル･1勝,34.0,追込,4,4,26,東京,T,2000,良,8,12,フローラG2,33.8,先行,12,1,31,京都,T,1600,良,1,3,未勝利,35.6,差し,6,12,20,阪神,T,1600,良,3,4,新馬・牝,33.9,先行,初,,,,,,,,,,,,
3,,3,,,,,コンバットペスカ,,牝,5,2,6,28,小倉,T,1800,良,3,7,１勝ｸﾗｽ・牝,35.9,逃げ,13,3,28,中京,T,1600,良,消,--,１勝ｸﾗｽ・牝,----,,15,12,13,中京,D,1800,良,16,10,１勝ｸﾗｽ・牝,40.4,逃げ,14,9,7,札幌,T,1800,稍,8,6,１勝ｸﾗｽ・牝,41.0,逃げ,2,8,23,札幌,T,1800,稍,8,4,１勝ｸﾗｽ・牝,36.7,逃げ,6
4,B,4,,,,,エレガンシア,,牝,4,2,6,28,小倉,T,1800,良,7,6,１勝ｸﾗｽ・牝,35.2,後方,5,5,23,新潟,D,1800,稍,12,6,１勝ｸﾗｽ・牝,39.7,中団,8,3,29,中京,T,2200,良,10,7,１勝ｸﾗｽ,33.9,後方,3,3,8,阪神,T,2000,良,4,2,１勝ｸﾗｽ,34.7,追込,4,2,7,小倉,T,2000,稍,7,3,１勝ｸﾗｽ・牝,36.4,中団,8
5,,5,,,,,メイショウピリカ,,牝,4,2,6,28,小倉,T,1800,良,2,3,１勝ｸﾗｽ・牝,34.9,差し,連,6,21,阪神,T,2000,稍,2,5,１勝ｸﾗｽ・牝,34.3,差し,4,5,23,新潟,D,1800,稍,9,5,１勝ｸﾗｽ・牝,38.9,後方,5,4,18,福島,D,1700,良,6,9,１勝ｸﾗｽ,37.6,中団,6,3,8,阪神,D,2000,良,7,6,１勝ｸﾗｽ,40.4,先行,4
6,,6,,,,,レザンクレール,,牝,5,10,5,2,新潟,T,1000,稍,13,12,１勝ｸﾗｽ,34.4,後方,7,3,14,中京,D,1200,良,13,10,１勝ｸﾗｽ,37.0,中団,9,1,10,京都,D,1200,良,7,15,１勝ｸﾗｽ,36.6,後方,8,11,15,福島,T,1200,良,11,15,１勝ｸﾗｽ・牝,35.5,後方,18,7,13,小倉,T,1200,良,15,13,１勝ｸﾗｽ・牝,37.6,逃げ,9
7,,7,,,,,ヴィーナスバブル,,牝,4,2,6,28,小倉,T,1800,良,8,8,１勝ｸﾗｽ・牝,35.2,後方,8,5,2,新潟,D,1800,重,11,9,１勝ｸﾗｽ,42.1,後方,3,4,11,阪神,D,1800,重,5,8,１勝ｸﾗｽ・牝,37.7,先行,11,1,24,京都,D,1800,良,8,8,１勝ｸﾗｽ,37.2,中団,2,1,11,京都,T,2000,良,13,13,１勝ｸﾗｽ,35.7,先行,6
8,,8,,,,,タマモヒロイン,,牝,3,13,4,12,阪神,D,1400,稍,16,16,１勝ｸﾗｽ*,38.5,先行,4,3,18,笠松,D,1400,稍,1,2,関ヶ原,----,逃げ,18,11,8,福島,D,1700,良,9,8,未勝利・牝*,40.5,中団,4,10,12,京都,D,1400,良,6,9,未勝利・牝*,38.9,後方,2,9,27,阪神,T,1600,良,11,13,新馬・牝,35.8,中団,初
8,,9,,,,,ミッキーマーメイド,,牝,3,23,2,1,東京,T,1800,良,5,5,セントポ･1勝,33.5,先行,17,10,4,東京,T,2000,良,1,2,未勝利*,34.2,先行,12,7,12,小倉,T,1800,良,5,3,新馬・牝,36.5,中団,初,,,,,,,,,,,,,,,,,,,,,,,,
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026071210020609,2026.7.12,日,小倉,2小6,9,八女特別,2勝,ダート,1700,,4,良(暫定),晴(暫定),16,14:20,,定量,３上
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,B,1,,,,,テンエースワン,,牡,5,9,5,9,京都,D,1900,良,1,3,１勝ｸﾗｽ,39.4,逃げ,6,3,28,中京,D,1900,稍,7,6,ロイヤル･1勝,39.6,中団,3,3,8,阪神,D,2000,良,3,2,１勝ｸﾗｽ,38.8,先行,7,1,18,京都,D,1900,良,4,7,１勝ｸﾗｽ,37.8,追込,連,1,11,京都,D,1800,良,7,9,１勝ｸﾗｽ,37.6,後方,6
2,,2,,,,,タガノアニマシオン,,セ,4,17,3,15,阪神,D,1800,良,4,3,２勝ｸﾗｽ,38.2,差し,3,2,22,阪神,D,1800,良,1,3,１勝ｸﾗｽ,38.7,差し,23,9,13,阪神,D,1800,良,3,2,１勝ｸﾗｽ,38.6,差し,3,8,23,中京,D,1800,良,1,7,未勝利,37.6,差し,7,7,3,船橋,D,1600,良,5,1,ナティ,----,先行,7
3,,3,,,,,ケイアイアルタイル,,牡,5,8,5,17,東京,D,1600,良,8,2,青梅特Ｈ･2勝,37.2,先行,4,4,19,中山,D,1800,良,2,9,利根川特･2勝,38.1,逃げ,5,3,15,阪神,D,1800,良,8,5,２勝ｸﾗｽ,39.1,中団,3,2,21,小倉,D,1700,良,1,6,１勝ｸﾗｽ,38.1,先行,10,12,14,中京,D,1800,稍,3,10,大須特別･1勝,40.6,先行,3
4,B,4,,,,,エンマ,,牡,4,3,6,21,阪神,D,1800,重,6,7,２勝ｸﾗｽ,39.5,先行,3,5,31,京都,D,1800,良,9,8,與杼特別･2勝,38.4,先行,9,3,28,阪神,D,2000,良,8,5,２勝ｸﾗｽ,38.4,中団,2,3,15,阪神,D,1800,良,3,6,２勝ｸﾗｽ,38.3,先行,2,2,28,阪神,T,3000,良,9,8,松籟ＳＨ･3勝,35.5,後方,6
5,,5,,,,,ブルックリンダンス,,牡,4,6,5,31,京都,D,1800,良,4,6,與杼特別･2勝,36.7,差し,10,3,21,阪神,D,1800,良,10,2,２勝ｸﾗｽ,39.2,中団,7,2,1,京都,D,1800,良,7,2,衣笠特別･2勝,37.9,中団,4,1,4,京都,D,1800,良,5,5,天ケ瀬特･2勝,37.1,先行,42,3,15,中京,D,1800,良,1,1,１勝ｸﾗｽ*,37.2,差し,5
6,,6,,,,,ホウショウルクス,,牝,3,2,6,27,小倉,D,1700,重,1,2,１勝ｸﾗｽ・牝,38.2,先行,15,3,15,中京,D,1400,良,6,10,昇竜Ｓ,36.7,中団,8,1,17,京都,D,1400,良,1,4,新馬・牝,37.5,逃げ,初,,,,,,,,,,,,,,,,,,,,,,,,
7,,7,,,,,トモジャザーン,,牡,5,6,6,3,名古,D,1500,重,1,2,名古屋,----,先行,17,1,31,京都,D,1900,良,2,5,１勝ｸﾗｽ,37.9,先行,4,1,5,京都,D,1800,良,6,5,１勝ｸﾗｽ,38.2,中団,4,12,6,阪神,D,1800,良,3,5,１勝ｸﾗｽ,37.6,差し,3,11,15,京都,D,1800,良,7,9,１勝ｸﾗｽ,37.2,中団,18
7,,8,,,,,ショウナンバンライ,,牡,3,3,6,20,阪神,D,1800,稍,1,6,１勝ｸﾗｽ,36.7,先行,13,3,21,阪神,T,2000,良,10,10,若葉Ｓ(L),35.7,中団,3,3,1,阪神,T,2000,良,1,2,未勝利,34.4,先行,4,2,1,京都,T,2000,良,2,4,未勝利,34.9,ﾏｸﾘ,14,10,26,京都,T,2000,稍,3,2,未勝利*,36.1,先行,2
8,,9,,,,,プウスカンドゥール,,牝,6,連,7,5,小倉,D,1700,不,5,11,九州スポ･2勝,35.5,後方,9,5,3,新潟,D,1800,稍,7,6,咲花特別･2勝,37.3,後方,2,4,19,阪神,D,1800,良,3,9,２勝ｸﾗｽ・牝,37.9,追込,7,2,28,小倉,D,1700,重,9,11,早鞆特Ｈ･2勝,37.6,後方,4,1,31,小倉,D,1700,良,2,16,平尾台特･2勝,37.1,追込,8
8,,10,,,,,サンライズケヴィン,,牡,3,9,5,9,東京,D,1600,良,14,8,青竜Ｓ,38.6,後方,6,3,28,中山,D,1800,重,5,7,伏竜Ｓ,39.1,先行,4,2,28,小倉,D,1700,重,1,5,１勝ｸﾗｽ*,36.7,先行,11,12,14,阪神,D,1800,稍,1,2,未勝利*,39.0,先行,4,11,15,京都,D,1800,良,2,4,未勝利*,37.8,先行,3
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026071210020610,2026.7.12,日,小倉,2小6,10,西部スポニチ賞,2勝,芝,2000,A,4,良(暫定),晴(暫定),18,14:55,,ﾊﾝﾃﾞ,３上
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,ダノンカゼルタ,,セ,4,3,6,21,阪神,T,2000,稍,4,5,高砂特別･2勝,36.7,先行,3,5,31,東京,T,2400,良,12,9,青嵐賞･2勝,36.0,逃げ,3,5,9,京都,T,2000,良,5,5,鴨川特別･2勝,34.7,中団,6,3,28,中京,T,2000,良,1,9,１勝ｸﾗｽ,33.9,先行,6,2,15,京都,T,2000,良,2,8,１勝ｸﾗｽ,35.1,差し,3
2,,2,,,,,ショウナンハウル,,セ,5,18,3,7,阪神,T,2000,良,8,7,千里山Ｈ･2勝,35.2,後方,4,2,7,京都,T,2000,良,7,7,２勝ｸﾗｽ,36.2,先行,3,1,17,京都,T,2000,良,10,10,稲荷特別･2勝,35.5,後方,3,12,27,阪神,T,2000,良,6,6,２勝ｸﾗｽ,35.3,中団,10,10,18,京都,T,2200,良,8,8,清滝特別･2勝,34.0,後方,3
3,,3,,,,,プリズマジコ,,牡,5,6,5,31,東京,T,2400,良,10,12,青嵐賞･2勝,33.8,中団,13,2,28,小倉,T,2000,稍,13,7,別府特別･2勝,37.3,中団,18,10,25,京都,T,1800,良,8,6,２勝ｸﾗｽ,34.1,後方,11,8,10,中京,T,2000,良,4,2,浜名湖特･2勝,34.5,差し,3,7,20,福島,T,2000,良,3,2,猪苗代特･2勝,36.2,先行,7
4,,4,,,,,ハッピーダンチャン,,牡,4,3,6,21,阪神,D,1800,重,13,6,２勝ｸﾗｽ,40.7,中団,15,3,8,阪神,D,1800,良,9,5,２勝ｸﾗｽ,37.5,後方,3,2,14,京都,D,1900,稍,11,5,２勝ｸﾗｽ,41.9,後方,8,12,20,中山,D,2400,良,11,3,香取特別･2勝,41.1,中団,7,11,1,京都,D,1800,重,15,1,２勝ｸﾗｽ,39.1,先行,3
5,,5,,,,,フォーチュンライド,,牝,3,13,4,12,阪神,T,2000,良,13,5,忘れな草(L),38.5,先行,10,1,31,小倉,T,2000,良,1,1,未勝利・牝,35.9,先行,4,1,4,京都,T,1800,良,2,1,新馬,34.3,先行,初,,,,,,,,,,,,,,,,,,,,,,,,
6,,6,,,,,アスクエピソード,,牡,6,11,4,25,京都,T,1600,良,7,10,２勝ｸﾗｽ,34.9,中団,3,4,5,阪神,T,1800,稍,8,8,２勝ｸﾗｽ,34.6,後方,9,2,1,京都,T,1600,良,7,7,２勝ｸﾗｽ,33.8,後方,3,1,10,京都,T,1200,良,11,16,鹿ケ谷Ｈ･2勝,33.6,後方,28,6,29,函館,T,1200,良,8,5,湯の川温･2勝,34.1,中団,20
6,,7,,,,,レイピカケ,,牝,5,2,6,28,福島,T,2000,良,6,12,松島特別･2勝,34.7,中団,22,1,25,京都,T,2000,良,10,10,２勝ｸﾗｽ・牝,36.5,後方,5,12,21,中山,T,2000,重,11,9,チバテレ･2勝,36.8,後方,16,8,30,札幌,T,2000,稍,10,9,札幌日刊･2勝,37.7,後方,2,8,17,札幌,T,2600,稍,10,8,阿寒湖特･2勝,37.4,後方,4
7,,8,,,,,コリカンチャ,,セ,4,12,4,19,福島,T,2600,良,11,10,奥の細道･2勝,36.0,後方,4,3,21,阪神,T,2600,良,7,6,淡路特別･2勝,34.8,逃げ,17,11,23,京都,T,1600,良,10,6,花見小Ｈ･2勝,34.3,中団,3,11,2,東京,T,1600,良,10,6,国立特別･2勝,33.5,後方,11,8,16,中京,T,1600,良,1,2,１勝ｸﾗｽ,33.4,差し,11
7,,9,,,,,オデット,,牝,4,2,6,28,福島,T,2000,良,12,13,松島特別･2勝,36.4,先行,9,4,25,京都,T,1600,良,10,11,２勝ｸﾗｽ,35.4,中団,11,2,7,小倉,T,1800,稍,11,14,ＲＫＢ賞･2勝,35.8,中団,2,1,25,京都,T,2000,良,8,8,２勝ｸﾗｽ・牝,36.9,先行,13,10,25,京都,T,1800,良,5,9,２勝ｸﾗｽ,34.4,中団,3
8,,10,,,,,ジャスティンガルフ,,牡,5,17,3,14,中京,T,2000,良,6,8,茶臼山高･2勝,35.5,先行,2,3,1,小倉,T,2000,良,1,14,唐戸特別･1勝,35.9,逃げ,14,11,22,福島,T,1800,良,13,10,高湯温泉･1勝,34.0,後方,11,9,6,中山,T,1800,良,10,7,古作特別･1勝,34.1,中団,3,8,17,中京,T,2000,良,4,3,常滑特別･1勝,33.6,先行,4
8,B,11,,,,,オウケンボルト,,牡,7,3,6,20,東京,T,2400,稍,3,8,町田特Ｈ･2勝,35.4,逃げ,3,5,30,東京,D,2100,良,16,11,２勝ｸﾗｽ,41.3,中団,15,2,14,東京,T,2400,良,5,7,箱根特別･2勝,35.6,先行,2,1,31,京都,T,2400,良,7,8,許波多Ｈ･2勝,34.7,中団,2,1,18,中山,T,2200,良,13,11,２勝ｸﾗｽ,33.9,後方,3
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026071210020611,2026.7.12,日,小倉,2小6,11,阿蘇Ｓ,ｵｰﾌﾟﾝ,ダート,1700,,4,良(暫定),晴(暫定),16,15:30,,別定,３上
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,メルキオル,,牡,4,9,5,10,京都,D,1800,良,16,7,平城京Ｓ,46.6,後方,68,1,22,船橋,D,1800,良,1,2,ブルーG3,----,逃げ,2,1,5,中山,T,1600,良,12,8,ジュニア(L),35.9,逃げ,12,10,14,東京,D,1600,良,1,1,プラタナ･1勝,35.8,逃げ,4,9,14,中京,D,1800,良,1,1,未勝利*,36.6,逃げ,7
2,,2,,,,,ゴッドブルービー,,牡,6,2,6,27,小倉,D,1700,重,1,3,薩摩Ｓ･3勝,36.4,先行,8,5,3,京都,D,1400,稍,6,6,東大路Ｈ･3勝,36.9,中団,10,2,21,小倉,D,1700,良,4,2,小倉城Ｓ･3勝,37.4,先行,2,2,7,小倉,D,1700,良,2,2,豊前ＳＨ･3勝,37.4,先行,11,11,24,福島,D,1700,良,2,8,奥羽Ｓ･3勝,36.9,差し,18
3,,3,,,,,ジンセイ,,牡,5,6,5,30,東京,D,1600,良,2,10,アハルテ,36.5,差し,10,3,22,阪神,D,1800,良,13,4,レグルス,37.7,先行,13,12,21,阪神,D,1800,重,9,2,ベテルギ(L),37.2,後方,10,10,12,京都,D,1800,良,3,1,太秦Ｓ,36.5,先行,2,9,27,阪神,D,2000,良,4,2,シリウスＨG3,37.0,先行,18
4,,4,,,,,サンライズアリオン,,牡,7,29,12,21,阪神,D,1800,重,12,9,ベテルギ(L),38.3,先行,5,11,16,福島,D,1700,良,9,8,福島民友(L),38.8,先行,19,7,6,函館,D,1700,稍,10,4,大沼Ｓ(L),40.1,後方,8,5,11,京都,D,1800,稍,1,7,平城京Ｓ,36.5,逃げ,4,4,12,福島,D,1700,良,2,4,吾妻小富Ｈ,38.5,先行,10
5,B,5,,,,,スナークラファエロ,,セ,5,3,6,20,東京,D,2100,不,5,8,スレイプ,35.8,先行,3,5,30,東京,D,1600,良,14,8,アハルテ,37.6,中団,7,4,11,福島,D,1700,良,3,3,吾妻小富Ｈ,37.6,差し,10,2,1,小倉,D,1700,良,8,1,門司Ｓ,36.9,後方,10,11,22,京都,D,1900,良,14,3,シトリン,40.3,先行,4
6,,6,,,,,レイナデアルシーラ,,牝,4,9,5,13,川崎,D,2100,良,3,5,エンプG2,----,逃げ,4,4,11,福島,D,1700,良,4,6,吾妻小富Ｈ,37.8,先行,10,2,1,小倉,D,1700,良,12,3,門司Ｓ,38.4,逃げ,12,11,9,京都,D,1800,不,13,11,みやこＳG3,40.0,中団,3,10,18,京都,D,1800,稍,1,1,トルマリ･3勝,36.6,逃げ,13
6,,7,,,,,モンブランミノル,,牡,5,68,3,22,阪神,D,1800,良,2,1,レグルス,37.6,先行,6,2,10,京都,D,1900,良,2,2,アルデバ,36.1,先行,7,12,21,京都,D,1800,良,1,1,御陵ＳＨ･3勝,36.1,差し,10,10,12,京都,D,1800,良,1,2,２勝ｸﾗｽ,36.1,先行,4,9,16,中京,D,1800,稍,1,1,１勝ｸﾗｽ,36.6,先行,9
7,B,8,,,,,メイショウズイウン,,牡,4,4,6,13,阪神,D,1800,良,9,11,三宮ＳＨ,37.4,中団,6,5,3,東京,D,2100,稍,11,6,ブリリＨ(L),37.8,先行,2,4,18,阪神,D,1800,良,13,12,アンタレG3,37.0,後方,4,3,22,阪神,D,1800,良,6,9,レグルス,36.6,中団,13,12,20,中京,D,1800,稍,1,1,尾頭橋Ｓ･3勝,36.7,差し,5
7,,9,,,,,シュラザック,,牡,4,7,5,23,京都,D,1900,稍,10,11,平安ＳG3,39.1,先行,5,4,18,阪神,D,1800,良,8,16,アンタレG3,35.5,後方,4,3,22,阪神,D,1800,良,10,12,レグルス,36.9,中団,25,9,28,阪神,D,1800,良,1,1,堺Ｓ･3勝,37.0,先行,4,8,31,新潟,D,1800,良,1,3,両津湾特･2勝,36.5,先行,16
8,,10,,,,,フェルヴェンテ,,牡,6,7,5,23,東京,D,1400,稍,6,13,欅Ｓ,36.5,中団,10,3,14,阪神,D,1400,良,8,5,コーラル(L),36.9,先行,9,1,10,京都,D,1400,良,4,9,すばるＳ(L),36.0,差し,7,11,23,京都,D,1400,良,1,8,レジェン･3勝,36.2,差し,9,9,20,阪神,D,1400,良,8,2,大阪スポ･3勝,36.8,中団,4
8,,11,,,,,モックモック,,牡,6,4,6,13,阪神,D,1800,良,3,2,三宮ＳＨ,36.8,差し,8,4,18,阪神,D,1800,良,2,7,アンタレG3,35.8,先行,4,3,22,阪神,D,1800,良,3,3,レグルス,36.6,差し,10,1,12,京都,D,1800,良,1,3,雅ＳＨ･3勝,36.0,差し,7,11,23,京都,D,1800,良,1,2,２勝ｸﾗｽ,35.8,先行,7
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026071210020612,2026.7.12,日,小倉,2小6,12,,1勝,芝,1200,A,2,良(暫定),晴(暫定),18,16:15,,定量,３上
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,ドルチェミスト,,牝,3,2,6,27,小倉,T,1200,稍,2,3,１勝ｸﾗｽ,34.8,追込,11,4,11,阪神,T,1200,稍,12,11,１勝ｸﾗｽ*,34.3,後方,3,3,22,阪神,T,1200,良,8,4,１勝ｸﾗｽ*,34.2,中団,6,2,8,小倉,T,1200,良,3,6,かささぎ･1勝,34.6,差し,2,1,24,小倉,T,1200,良,4,8,萌黄賞･1勝*,34.1,差し,9
1,,2,,,,,リアルアルバ,,牡,3,連,7,4,小倉,T,1200,稍,10,11,小郡特別･1勝,36.4,後方,連,6,28,小倉,D,1000,稍,8,8,１勝ｸﾗｽ,36.6,先行,2,6,13,阪神,T,1200,良,11,9,１勝ｸﾗｽ,34.1,中団,3,5,23,京都,D,1400,稍,16,14,１勝ｸﾗｽ*,40.1,中団,17,1,24,京都,D,1200,良,1,3,未勝利,36.8,先行,2
2,,3,,,,,セレブトーチ,,牝,3,2,6,28,小倉,T,1200,良,1,4,未勝利・牝,34.5,差し,11,4,11,福島,T,1200,良,7,4,未勝利,35.3,先行,14,1,4,京都,D,1400,良,16,12,未勝利,43.0,逃げ,18,8,30,中京,T,1400,良,7,8,新馬・牝,36.0,中団,初,,,,,,,,,,,,
2,,4,,,,,フィラーエ,,牝,3,7,5,24,京都,T,1200,良,6,5,１勝ｸﾗｽ*,34.0,先行,4,4,25,福島,T,1200,良,1,4,未勝利,34.3,先行,9,2,21,小倉,T,1800,良,7,7,未勝利,36.4,先行,8,12,27,阪神,T,1600,良,6,8,未勝利*,35.5,中団,7,11,9,京都,T,1600,稍,7,7,未勝利・牝*,38.1,先行,4
3,,5,,,,,ウインマスカレード,,牡,4,8,5,17,新潟,T,1000,良,5,4,飛竜特別･1勝,32.5,中団,2,5,2,新潟,T,1000,稍,3,1,１勝ｸﾗｽ,34.6,先行,7,3,15,中京,T,1200,良,15,9,１勝ｸﾗｽ,36.0,先行,46,4,26,福島,T,1200,良,2,7,雪うさぎ･1勝,34.4,先行,5,3,23,阪神,T,1200,良,5,9,１勝ｸﾗｽ*,34.5,中団,4
3,,6,,,,,ジュエルハウス,,牝,4,3,6,21,東京,D,1600,重,13,12,１勝ｸﾗｽ・牝,38.6,後方,13,3,22,中京,T,1400,良,11,14,１勝ｸﾗｽ,33.8,後方,3,2,28,阪神,D,1400,良,12,13,１勝ｸﾗｽ,37.9,中団,連,2,21,小倉,T,1200,良,9,13,１勝ｸﾗｽ,35.2,中団,7,1,4,京都,D,1200,良,13,14,１勝ｸﾗｽ,36.7,中団,7
4,,7,,,,,ラブカムーン,,牝,5,連,7,4,小倉,T,1200,稍,8,10,１勝ｸﾗｽ・牝,34.2,後方,7,5,17,新潟,T,1000,良,12,13,飛竜特別･1勝,32.3,後方,連,5,10,京都,T,1200,良,5,11,１勝ｸﾗｽ,33.3,後方,連,5,3,新潟,T,1400,良,12,16,１勝ｸﾗｽ・牝,35.9,中団,2,4,18,福島,T,1200,良,15,11,１勝ｸﾗｽ,34.4,後方,7
