レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026081501010701,2026.8.15,土,札幌,1札7,1,,未勝利,ダート,1700,,4,良(暫定),晴(暫定),14,10:00,,馬齢,３歳
4,B,5,,,,,ゲキザル,,牡,7,5,7,12,福島,D,1700,稍,4,9,天の川Ｓ･3勝,37.0,差し,連,7,4,福島,D,1150,稍,8,8,ＴＵＦ杯･3勝,36.0,後方,9,5,3,京都,D,1400,稍,9,12,東大路Ｈ･3勝,36.7,後方,9,2,28,中山,D,1200,稍,14,8,春風ＳＨ･3勝,36.6,後方,7,1,12,中山,D,1200,良,8,3,初春ＳＨ･3勝,36.2,後方,4
4,B,6,,,,,レーウィン,,セ,5,9,6,13,東京,D,1600,稍,10,12,夏至Ｓ･3勝,35.4,後方,7,4,25,東京,D,1400,稍,6,14,鎌倉Ｓ･3勝,35.0,後方,10,2,15,京都,D,1800,良,8,6,北山Ｓ･3勝,37.0,先行,3,1,24,京都,D,1900,良,9,5,下鴨Ｓ･3勝,37.3,先行,8,11,30,京都,D,1800,良,3,12,花園Ｓ･3勝,37.5,差し,2
5,,7,,,,,セボンサデッセ,,牡,4,3,7,25,札幌,D,1700,良,1,2,桑園特別･2勝,36.1,先行,3,7,4,函館,D,1700,良,2,4,竜飛崎特･2勝,38.1,先行,10,4,26,福島,D,1700,良,2,1,尾瀬特別･2勝,37.6,差し,8,3,1,小倉,D,1700,稍,1,1,１勝ｸﾗｽ,37.4,逃げ,7,1,12,京都,D,1400,良,4,1,１勝ｸﾗｽ,37.0,先行,4
5,,8,,,,,トルショー,,牡,4,9,6,13,東京,D,1600,稍,14,8,夏至Ｓ･3勝,37.3,先行,4,5,17,東京,D,1600,良,1,7,青梅特Ｈ･2勝,36.0,差し,3,4,26,福島,D,1700,良,5,11,尾瀬特別･2勝,38.2,中団,7,3,8,中山,D,1800,稍,8,13,２勝ｸﾗｽ,40.7,先行,連,2,28,中山,D,1800,稍,11,11,２勝ｸﾗｽ,39.3,中団,7
6,,9,,,,,キュールエフウジン,,牡,7,2,8,2,札幌,D,1700,良,8,10,ポプラＳ･3勝,37.6,後方,6,6,21,阪神,D,1800,重,15,16,姫路Ｓ･3勝,39.7,後方,10,4,12,阪神,D,2000,良,12,13,梅田Ｓ･3勝,37.1,後方,2,3,29,中京,D,1900,良,13,15,伊勢ＳＨ･3勝,37.7,後方,15,12,14,阪神,D,2000,良,14,12,竹田城Ｈ･3勝,37.9,後方,6
6,B,10,,,,,モズカトレア,,牝,4,4,7,19,小倉,D,1700,良,10,5,宮崎ＳＨ･3勝,39.9,先行,11,5,2,新潟,D,1800,重,14,2,三条Ｓ･3勝,42.4,後方,13,1,31,京都,D,1800,良,9,2,舞鶴Ｓ･3勝,38.6,逃げ,3,1,10,京都,D,1800,良,1,1,出町特別･2勝,37.5,逃げ,9,11,9,京都,D,1800,重,2,1,２勝ｸﾗｽ・牝,36.9,先行,7
7,B,11,,,,,アイウィル,,牡,5,2,8,2,札幌,D,1700,良,3,6,ポプラＳ･3勝,36.7,差し,5,6,28,福島,D,1700,良,4,10,鶴ヶ城Ｓ･3勝,37.4,差し,18,2,21,小倉,D,1700,良,5,9,小倉城Ｓ･3勝,37.2,中団,2,2,7,小倉,D,1700,良,8,8,豊前ＳＨ･3勝,37.7,中団,2,1,25,小倉,D,1700,良,1,5,響灘特別･2勝,36.6,先行,3
7,,12,,,,,アスクケンタッキー,,牡,3,3,7,25,札幌,T,1200,良,12,3,ＴＶｈ賞･3勝,34.2,中団,2,7,11,函館,T,1200,稍,1,2,ＨＴＢ杯･2勝,34.9,逃げ,9,5,9,京都,D,1200,良,1,7,１勝ｸﾗｽ*,37.4,逃げ,11,2,22,阪神,D,1400,良,11,8,１勝ｸﾗｽ*,39.1,後方,2,2,7,京都,D,1400,良,7,5,１勝ｸﾗｽ*,39.2,逃げ,13
8,,13,,,,,ロードブレイズ,,牡,5,14,5,10,東京,D,2100,良,1,6,日吉特別･2勝,36.6,先行,3,4,19,中山,D,1800,良,5,8,利根川特･2勝,38.0,中団,31,9,13,中山,D,2400,不,11,3,松戸特Ｈ･2勝,39.3,中団,15,5,31,東京,D,2100,不,5,2,２勝ｸﾗｽ,36.4,後方,7,4,13,中山,D,2400,良,2,5,印西特別･2勝,38.5,先行,4
8,,14,,,,,スマートカイロス,,牡,4,2,8,2,札幌,D,1700,良,7,5,ポプラＳ･3勝,38.3,逃げ,16,4,12,阪神,D,1800,良,1,6,川西特別･2勝,36.6,逃げ,12,1,18,京都,D,1800,良,10,4,大津特別･2勝,37.7,中団,連,1,10,中山,D,1800,良,6,4,２勝ｸﾗｽ,38.4,中団,3,12,21,阪神,D,1800,重,5,6,２勝ｸﾗｽ,38.1,先行,連
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026081501010712,2026.8.15,土,札幌,1札7,12,積丹特別,1勝,芝,2600,A,6,良(暫定),晴(暫定),14,16:15,,定量,３上
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,ジャストビート,,牝,3,3,7,25,札幌,T,1800,良,7,8,１勝ｸﾗｽ・牝,34.9,中団,13,4,25,京都,T,1800,良,6,6,あやめ賞･1勝,35.6,逃げ,4,3,28,阪神,T,1800,良,6,5,君子蘭賞･1勝,35.4,後方,9,1,25,京都,T,1600,良,6,9,河津桜賞･1勝,36.2,後方,6,12,13,阪神,T,2000,良,7,9,エリカ賞･1勝,34.1,中団,4
2,,2,,,,,テイクザクラウン,,牡,5,2,8,2,札幌,T,2600,良,6,5,１勝ｸﾗｽ,37.3,中団,2,7,18,函館,T,2600,良,6,5,１勝ｸﾗｽ,36.8,中団,4,6,20,阪神,T,2400,稍,5,8,１勝ｸﾗｽ,35.2,中団,10,4,12,福島,T,2600,良,2,5,燧ヶ岳特･1勝,35.9,ﾏｸﾘ,3,3,22,阪神,T,2400,良,5,4,１勝ｸﾗｽ,34.5,先行,3
3,B,3,,,,,ジーティートシオー,,牡,4,2,8,2,札幌,T,2600,良,11,13,１勝ｸﾗｽ,38.8,後方,2,7,18,函館,T,2600,良,11,11,１勝ｸﾗｽ,37.5,後方,10,5,9,京都,D,1900,良,10,5,１勝ｸﾗｽ,39.9,後方,3,4,18,阪神,T,2400,良,9,7,１勝ｸﾗｽ,34.7,逃げ,4,3,22,阪神,T,2400,良,外,--,１勝ｸﾗｽ,----,,3
3,B,4,,,,,ペリプルス,,牡,6,2,8,2,札幌,T,2600,良,5,11,１勝ｸﾗｽ,37.2,中団,2,7,18,函館,T,2600,良,8,10,１勝ｸﾗｽ,36.4,後方,2,7,4,函館,T,2600,良,5,3,１勝ｸﾗｽ,38.2,後方,2,6,20,函館,T,2600,良,3,7,駒ケ岳特･1勝,34.4,差し,16,2,28,小倉,T,2600,稍,6,16,脊振山特･1勝,37.1,中団,2
4,,5,,,,,タケルフォーカス,,牡,3,2,8,2,札幌,T,2600,良,3,3,１勝ｸﾗｽ,37.2,先行,3,7,12,函館,T,2600,重,1,2,未勝利,36.1,差し,3,6,20,阪神,T,1800,稍,5,6,未勝利,34.8,先行,7,5,2,新潟,T,2200,稍,2,8,未勝利,35.5,差し,11,2,15,京都,D,1800,良,7,5,未勝利,38.2,後方,2
4,,6,,,,,ブレイジングスター,,牡,4,2,8,1,札幌,D,1700,稍,7,7,１勝ｸﾗｽ,38.0,中団,4,7,4,函館,D,1700,良,4,6,１勝ｸﾗｽ,37.4,追込,2,6,20,函館,D,1700,良,5,10,１勝ｸﾗｽ,38.2,後方,9,4,19,福島,D,1700,良,13,7,１勝ｸﾗｽ,38.2,後方,7,3,1,小倉,D,1700,稍,4,7,１勝ｸﾗｽ,37.9,差し,3
5,,7,,,,,ミッドタウンナイト,,牝,4,5,7,11,小倉,T,2600,良,5,9,英彦山特･1勝,37.0,逃げ,5,6,6,阪神,T,2200,良,7,9,１勝ｸﾗｽ,34.0,先行,3,5,16,新潟,T,1800,良,11,6,石打特別･1勝,35.6,先行,13,2,15,小倉,T,2000,稍,13,7,１勝ｸﾗｽ,37.4,逃げ,3,1,25,小倉,T,1800,良,9,10,１勝ｸﾗｽ・牝,36.7,後方,38
5,,8,,,,,バルドル,,牡,3,4,7,18,函館,T,2600,良,3,7,１勝ｸﾗｽ,36.6,先行,13,4,18,福島,T,2600,良,1,5,未勝利,34.8,先行,4,3,21,中京,T,2000,良,4,10,未勝利,34.7,差し,10,1,10,中山,T,2000,良,6,14,新馬,35.6,中団,初,,,,,,,,,,,,
6,,9,,,,,ミッキーファルコン,,牡,3,16,4,25,東京,T,2400,良,5,9,青葉賞G2,33.1,後方,13,1,24,中山,T,2200,良,1,2,未勝利,35.4,差し,4,12,28,中山,T,2000,良,3,3,新馬,34.9,差し,初,,,,,,,,,,,,,,,,,,,,,,,,
6,,10,,,,,オブラプリーマ,,牝,3,4,7,18,福島,T,2600,良,5,3,開成山特･1勝,36.3,中団,13,4,18,福島,T,2000,良,8,3,ひめさゆ･1勝,36.2,後方,10,2,10,東京,T,2400,良,6,6,ゆりかも･1勝,34.5,後方,9,12,6,中山,T,2000,良,3,7,葉牡丹賞･1勝,35.0,差し,13,9,6,札幌,T,1800,良,7,8,札幌２歳G3,35.5,後方,7
7,,11,,,,,サイモンイロハニー,,牝,4,2,8,2,札幌,T,2600,良,8,7,１勝ｸﾗｽ,37.9,中団,4,7,4,函館,T,2600,良,3,6,１勝ｸﾗｽ,37.4,追込,2,6,20,函館,T,2600,良,7,8,駒ケ岳特･1勝,35.1,先行,19,2,8,小倉,T,1800,良,13,16,１勝ｸﾗｽ・若,36.2,後方,3,1,18,京都,T,2400,良,10,11,１勝ｸﾗｽ,36.4,後方,10
7,,12,,,,,アーレムアレス,,牡,3,4,7,18,函館,T,2600,良,4,1,１勝ｸﾗｽ,36.2,差し,10,5,9,京都,T,2200,良,14,3,京都新聞G2,36.6,中団,5,4,4,阪神,T,2400,稍,2,1,アザレア･1勝,34.1,差し,6,2,21,阪神,T,2200,良,2,1,すみれＳ(L),35.2,先行,8,12,27,中山,T,2000,良,4,6,ホープフG1,34.5,差し,6
8,B,13,,,,,シャインフリーリー,,牡,4,14,5,9,新潟,T,1800,良,9,13,粟島特別･1勝,36.0,中団,2,4,26,福島,T,2600,良,7,11,１勝ｸﾗｽ,35.7,後方,8,3,1,小倉,T,2000,良,13,13,唐戸特別･1勝,36.1,中団,2,2,15,小倉,T,2000,稍,9,8,１勝ｸﾗｽ,36.2,先行,2,2,1,小倉,T,2600,良,4,10,足立山特･1勝,36.3,差し,21
8,B,14,,,,,シャインバオバブ,,牡,4,2,8,2,札幌,T,2600,良,9,12,１勝ｸﾗｽ,38.3,中団,2,7,18,函館,T,2600,良,9,9,１勝ｸﾗｽ,36.6,後方,4,6,20,函館,T,2600,良,5,6,駒ケ岳特･1勝,34.6,後方,連,6,13,函館,T,2000,稍,9,6,奥尻特別･1勝,35.6,後方,3,5,24,新潟,T,1800,稍,4,8,二王子特･1勝,34.0,追込,6
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026081504020701,2026.8.15,土,新潟,2新7,1,,未勝利,芝,1800,A,2,良(暫定),晴(暫定),18,09:40,,馬齢,２歳
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,ミライノシャチョウ,,牝,2,2,8,2,中京,T,1600,良,5,6,新馬,34.2,後方,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,2,,,,,ムーチョピカンテ,,牡,2,4,7,19,福島,T,2000,良,10,12,新馬,36.3,中団,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,3,,,,,フルーツバスケット,,牡,2,3,7,25,新潟,T,1800,良,2,2,未勝利*,32.9,先行,5,6,21,東京,T,1800,稍,5,10,新馬,33.8,後方,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,4,,,,,コナパームス,,牡,2,8,6,20,東京,T,1600,稍,3,1,新馬,34.5,先行,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,5,,,,,スターマイン,,牝,2,3,7,25,新潟,T,1600,良,6,7,新馬・牝,33.1,先行,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,6,,,,,シュートザワークス,,牡,2,8,6,21,東京,T,1400,稍,3,3,新馬,33.8,先行,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,7,,,,,オーラムミーティア,,牡,2,6,7,5,小倉,T,1800,重,6,9,新馬,36.5,後方,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,8,,,,,マルガリート,,牝,2,3,7,26,新潟,T,1400,良,8,11,未勝利・牝*,34.8,中団,4,6,28,福島,T,1800,良,11,13,新馬,36.5,中団,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,9,,,,,ドミナートル,,牡,2,3,7,26,新潟,T,1600,良,4,2,新馬,33.0,差し,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026081504020702,2026.8.15,土,新潟,2新7,2,,新馬,芝,1400,A,2,良(暫定),晴(暫定),18,10:10,牝,馬齢,２歳
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,カナデルペガサス,,牝,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,2,,,,,エコロブラン,,牝,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,3,,,,,ディーヴァソラーレ,,牝,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,4,,,,,スナッチアップ,,牝,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,5,,,,,コスモベスケーデン,,牝,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,6,,,,,マリノミステリアス,,牝,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,7,,,,,オモチ,,牝,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,8,,,,,マムダッドベル,,牝,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,9,,,,,テリオスブギ,,牝,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,10,,,,,アルデラッシュ,,牝,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,11,,,,,アンナモエ,,牝,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,12,,,,,ウキ,,牝,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,13,,,,,ラインディーバ,,牝,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,14,,,,,ジーティーマルク,,牝,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,15,,,,,ハチキンキリシマ,,牝,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026081504020703,2026.8.15,土,新潟,2新7,3,,新馬,芝,1800,A,2,良(暫定),晴(暫定),18,10:40,,馬齢,２歳
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,ルークスイテルム,,牡,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,2,,,,,リボンロード,,牡,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,3,,,,,ケイジャーダ,,牝,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,4,,,,,モナークスヴァラー,,牡,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,5,,,,,ルバート,,牡,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,6,,,,,フォクセン,,牡,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,7,,,,,ケブラダラボジェラ,,牝,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,8,,,,,リバーススイープ,,牡,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,9,,,,,コウサイリクリ,,牝,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,10,,,,,ピコベリー,,牝,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,11,,,,,キョウエイシャトル,,牡,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,12,,,,,イカルステソーロ,,牡,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026081504020704,2026.8.15,土,新潟,2新7,4,,未勝利,ダート,1200,,2,良(暫定),晴(暫定),15,11:10,,馬齢,３歳
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,カフェプラウド,,牡,3,10,6,7,東京,D,1300,良,11,7,未勝利,37.6,後方,3,5,16,新潟,D,1200,良,9,11,未勝利,37.2,後方,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,2,,,,,ホットジュピター,,牝,3,7,6,28,福島,T,1200,良,11,14,未勝利,34.6,後方,14,3,21,中京,T,1400,良,17,18,未勝利,35.1,後方,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,3,,,,,モーニンムスメ,,牝,3,22,3,14,中山,D,1800,良,15,15,未勝利・牝,45.1,後方,3,2,22,東京,D,1400,良,11,13,新馬,40.7,後方,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,4,,,,,スマートレイナ,,牝,3,32,1,5,京都,D,1200,良,5,3,新馬,36.2,後方,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,5,,,,,イナンナ,,牝,3,9,6,14,東京,D,1300,稍,10,12,未勝利,36.5,後方,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,6,,,,,ワンダーバリエンス,,牝,3,15,5,2,東京,D,1400,重,14,15,未勝利・牝,39.0,中団,7,3,15,中山,D,1200,良,7,13,未勝利,38.7,中団,5,2,10,京都,D,1400,良,8,12,未勝利・牝,38.7,中団,2,1,24,中山,D,1200,良,9,15,未勝利・牝,38.9,中団,11,11,9,東京,D,1600,稍,15,14,新馬,41.7,先行,初
4,B,7,,,,,ヴェントベローチェ,,牡,3,8,6,20,東京,D,1400,不,4,7,未勝利,36.6,先行,2,6,6,東京,D,1400,稍,4,9,未勝利,36.5,追込,4,5,10,東京,D,1400,良,8,7,未勝利,37.5,後方,14,1,31,東京,D,1600,良,11,10,未勝利,37.7,後方,7,12,13,中山,T,1600,良,12,8,未勝利*,35.0,後方,5
5,B,8,,,,,ニンジャトットリ,,牡,3,4,7,18,福島,D,1150,良,2,2,未勝利,37.1,逃げ,連,7,12,福島,D,1150,稍,4,6,未勝利,37.6,差し,11,4,25,福島,D,1150,良,3,2,未勝利,37.3,先行,2,4,12,中山,D,1200,稍,2,2,未勝利,37.9,先行,2,3,29,中山,D,1200,稍,3,1,未勝利,38.5,先行,2
5,B,9,,,,,ハンナパール,,牝,3,3,7,26,新潟,D,1200,重,2,4,未勝利,37.2,差し,9,5,24,東京,D,1400,稍,6,4,未勝利・牝,36.9,後方,4,4,26,東京,D,1400,稍,2,5,未勝利・牝,36.3,追込,3,4,5,中山,D,1200,不,4,11,未勝利,37.2,差し,2,3,22,中山,D,1200,良,7,12,未勝利,37.7,後方,初
6,,10,,,,,マジギレカレン,,牝,3,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,11,,,,,レオスキーム,,牡,3,4,7,16,浦和,D,1400,良,8,4,ツイン,----,先行,8,5,23,東京,D,1400,重,6,16,未勝利,37.8,後方,3,5,3,東京,D,1400,稍,12,14,未勝利,38.4,中団,5,3,28,中山,D,1800,重,14,16,未勝利,42.6,中団,20,11,9,福島,D,1700,良,9,15,新馬,40.9,中団,初
7,,12,,,,,レイズレガシー,,牡,3,2,8,1,新潟,D,1200,稍,3,3,未勝利,36.8,差し,6,6,20,東京,D,1400,不,3,2,未勝利,35.9,差し,2,6,6,東京,D,1400,稍,2,3,未勝利,36.8,差し,3,5,16,東京,D,1300,良,3,4,未勝利,36.0,差し,2,5,3,東京,D,1400,稍,7,4,未勝利,37.6,中団,7
7,,13,,,,,ユニオンジャック,,牡,3,5,7,12,福島,D,1150,稍,12,10,未勝利,37.2,後方,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,14,,,,,バターショコラ,,牝,3,8,6,20,東京,D,1400,不,13,4,未勝利・牝,38.6,中団,4,5,23,東京,D,1400,重,4,5,未勝利,37.3,追込,4,4,25,東京,D,1600,稍,5,4,未勝利・牝,39.5,中団,10,2,15,東京,D,1600,良,4,7,新馬,37.1,追込,初,,,,,,,,,,,,
8,,15,,,,,ロンバスブレス,,牝,3,2,8,1,新潟,D,1200,稍,4,5,未勝利,37.3,先行,6,6,20,東京,D,1400,不,5,2,未勝利・牝,36.7,中団,2,6,7,東京,D,1400,良,4,2,未勝利・牝,38.0,差し,3,5,17,新潟,D,1200,良,5,9,未勝利・牝,38.3,中団,初,,,,,,,,,,,,
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026081504020705,2026.8.15,土,新潟,2新7,5,,1勝,芝,1400,A,2,良(暫定),晴(暫定),18,11:40,,定量,３上
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
