レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026081601010801,2026.8.16,日,札幌,1札8,1,,未勝利,ダート,1700,,4,良(暫定),晴(暫定),14,10:00,牝,馬齢,３歳
4,,4,,,,,ラテラルパーム,,牡,3,3,7,26,新潟,D,1200,重,4,5,１勝ｸﾗｽ,36.6,差し,11,5,9,京都,D,1200,良,14,6,１勝ｸﾗｽ*,37.9,中団,4,4,11,中山,D,1200,稍,3,11,１勝ｸﾗｽ*,36.7,先行,8,2,14,東京,T,1400,良,13,11,１勝ｸﾗｽ*,34.7,先行,9,12,13,中山,T,1200,良,11,10,黒松賞･1勝*,34.2,中団,7
5,B,5,,,,,タイセイアビリティ,,牡,4,26,2,15,小倉,D,1000,稍,6,9,１勝ｸﾗｽ,35.7,中団,8,12,20,阪神,D,1200,良,12,6,１勝ｸﾗｽ,37.7,中団,16,8,31,札幌,D,1000,稍,1,2,未勝利,34.9,先行,3,8,10,札幌,D,1000,稍,2,1,未勝利,35.9,差し,2,7,26,札幌,D,1000,良,2,4,未勝利,35.6,差し,3
5,B,6,,,,,スパークルジョイ,,牝,5,5,7,11,函館,D,1000,重,8,4,１勝ｸﾗｽ,35.3,後方,2,6,27,函館,D,1000,重,4,7,１勝ｸﾗｽ,35.6,逃げ,2,6,14,函館,D,1000,良,7,6,１勝ｸﾗｽ・牝,36.4,逃げ,12,3,21,阪神,D,1200,良,9,13,１勝ｸﾗｽ,37.7,逃げ,3,3,1,阪神,D,1200,良,8,8,１勝ｸﾗｽ・牝,37.8,逃げ,5
6,B,7,,,,,ナンナンプー,,牝,4,3,7,25,札幌,T,1200,良,5,12,１勝ｸﾗｽ,34.3,後方,2,7,12,函館,T,1200,重,4,7,１勝ｸﾗｽ,36.1,先行,2,6,27,函館,T,1200,稍,9,7,長万部特･1勝,36.5,先行,連,6,21,函館,T,1200,良,7,8,１勝ｸﾗｽ・牝,34.7,中団,8,4,26,福島,T,1200,良,11,8,１勝ｸﾗｽ,34.4,中団,連
6,,8,,,,,ビタミンドロップ,,牡,3,3,7,26,札幌,D,1000,良,4,1,１勝ｸﾗｽ,36.0,逃げ,2,7,12,函館,D,1000,不,1,2,未勝利,35.8,逃げ,2,6,28,函館,D,1000,稍,2,2,未勝利,36.0,先行,2,6,14,函館,D,1000,良,2,4,未勝利,35.6,先行,8,4,18,中山,D,1200,良,7,3,未勝利,37.8,先行,2
7,,9,,,,,パドゼフィール,,牝,3,2,8,1,札幌,D,1000,稍,6,7,１勝ｸﾗｽ・牝,35.6,先行,5,6,28,小倉,D,1000,稍,10,3,１勝ｸﾗｽ,39.2,先行,16,3,7,阪神,D,1200,稍,9,10,１勝ｸﾗｽ*,39.1,中団,4,2,7,小倉,D,1000,良,1,2,未勝利,36.3,逃げ,8,12,13,阪神,D,1400,良,6,9,未勝利・牝*,39.1,先行,8
7,B,10,,,,,ヨドノゴールド,,牡,8,連,8,8,札幌,D,1000,稍,2,10,１勝ｸﾗｽ,36.3,差し,3,7,19,小倉,D,1000,良,6,11,１勝ｸﾗｽ,36.1,中団,3,6,28,小倉,D,1000,稍,5,6,１勝ｸﾗｽ,35.8,先行,7,5,10,新潟,D,1200,良,9,5,１勝ｸﾗｽ・若,38.2,先行,2,4,26,福島,D,1150,良,11,1,１勝ｸﾗｽ,38.3,中団,13
8,B,11,,,,,エスカレイト,,牝,3,2,8,1,札幌,D,1000,稍,4,3,１勝ｸﾗｽ・牝,34.8,追込,11,5,16,東京,D,1400,良,13,12,１勝ｸﾗｽ*,37.5,中団,5,4,12,阪神,D,1400,稍,15,13,１勝ｸﾗｽ*,37.6,中団,5,3,7,阪神,D,1200,稍,8,8,１勝ｸﾗｽ*,37.6,後方,7,1,18,京都,D,1200,良,3,10,１勝ｸﾗｽ*,36.5,追込,5
8,,12,,,,,メイショウホダワラ,,牝,4,21,3,22,中京,D,1200,良,16,6,１勝ｸﾗｽ,40.1,先行,3,2,28,小倉,D,1000,不,10,2,１勝ｸﾗｽ,36.5,逃げ,34,7,6,函館,D,1000,稍,10,6,１勝ｸﾗｽ,36.5,先行,2,6,21,函館,D,1000,良,1,1,未勝利・牝,36.3,逃げ,3,6,1,京都,D,1200,良,3,5,未勝利・牝,37.7,逃げ,3
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026081601010807,2026.8.16,日,札幌,1札8,7,,未勝利,芝,2000,A,4,良(暫定),晴(暫定),16,13:25,,馬齢,３歳
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,B,1,,,,,ルクスユアン,,牡,3,5,7,12,小倉,T,2000,良,10,13,未勝利,37.8,後方,2,6,27,小倉,T,2000,稍,8,12,未勝利,36.8,後方,8,5,3,京都,T,2400,良,10,7,未勝利,35.3,中団,2,4,19,阪神,T,2200,良,4,8,未勝利,35.9,先行,3,3,29,阪神,T,2000,良,6,6,未勝利,36.3,中団,7
1,,2,,,,,クールフィデル,,牡,3,7,6,27,函館,T,1800,稍,11,5,未勝利,35.8,先行,3,6,7,東京,T,1600,良,7,4,未勝利,35.4,先行,26,12,7,中山,T,1800,良,2,5,未勝利*,35.0,先行,3,11,15,東京,T,2000,良,4,4,未勝利*,34.3,先行,8,9,20,中山,T,2000,良,3,2,未勝利*,34.9,先行,6
2,,3,,,,,キトゥンズラスター,,牝,3,8,6,20,函館,D,1700,良,13,10,未勝利・牝,41.8,後方,9,4,19,福島,T,2000,良,12,10,未勝利,37.5,後方,11,2,1,東京,T,1600,良,8,7,新馬,34.3,中団,初,,,,,,,,,,,,,,,,,,,,,,,,
2,,4,,,,,トーレス,,牡,3,4,7,19,函館,D,1700,不,9,14,未勝利,38.6,後方,3,6,27,函館,D,1700,不,8,12,未勝利,38.3,中団,2,6,13,函館,D,1700,稍,8,12,未勝利,38.7,後方,11,3,28,阪神,D,1800,稍,6,10,未勝利,39.9,中団,3,3,8,阪神,D,1800,良,11,12,未勝利,39.3,後方,初
3,B,5,,,,,デイズインザサン,,牝,3,2,8,2,札幌,T,2000,良,4,9,未勝利,36.4,先行,3,7,12,函館,T,2600,重,8,12,未勝利,37.6,中団,連,7,4,函館,T,1800,良,13,11,未勝利,34.9,後方,2,6,20,函館,T,2000,良,5,12,未勝利,34.9,中団,5,5,17,東京,T,1800,良,9,14,未勝利,34.4,中団,13
3,,6,,,,,ロッサコメータ,,牝,3,3,7,26,札幌,T,2000,良,4,3,未勝利,35.9,逃げ,4,6,28,函館,T,2000,良,4,3,未勝利,36.6,先行,2,6,14,函館,T,1800,良,9,7,未勝利,35.1,中団,4,5,16,京都,T,1800,良,4,5,未勝利,34.5,差し,3,4,25,京都,T,1800,良,6,6,未勝利・牝,35.2,中団,9
4,,7,,,,,マコトアディントン,,牡,3,4,7,19,函館,T,2000,重,3,4,未勝利,36.4,追込,2,7,5,函館,T,2000,良,5,4,未勝利,35.2,中団,2,6,20,函館,T,2000,良,4,3,未勝利,35.7,ﾏｸﾘ,6,5,9,新潟,T,2000,良,5,3,未勝利,35.6,後方,3,4,19,福島,T,2000,良,2,4,未勝利,35.4,差し,3
4,,8,,,,,アームアンフルール,,牡,3,8,6,20,函館,T,2000,良,12,13,未勝利,36.3,中団,4,5,24,東京,D,1600,稍,11,10,未勝利,39.7,先行,3,5,3,東京,T,1600,良,8,13,未勝利,34.3,中団,12,2,10,東京,T,1600,良,8,7,新馬,35.0,先行,初,,,,,,,,,,,,
5,,9,,,,,メイショウライガ,,牡,3,8,6,21,函館,D,1700,良,7,11,未勝利,41.0,中団,連,6,13,函館,D,1700,稍,5,10,未勝利,39.3,先行,7,4,25,京都,D,1400,稍,12,6,未勝利,40.4,逃げ,6,3,14,阪神,T,1400,良,17,4,未勝利,34.9,後方,3,2,22,阪神,D,1400,良,3,1,新馬,38.7,先行,初
5,,10,,,,,コスモマウイ,,牡,3,10,6,7,東京,T,1600,良,16,12,未勝利,35.2,後方,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,11,,,,,ホウオウワイズ,,牝,3,5,7,12,函館,D,1000,不,11,6,未勝利,36.1,中団,4,6,14,阪神,D,1400,良,8,10,未勝利,39.1,逃げ,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,12,,,,,ヒメヒオウギ,,牝,3,2,8,1,札幌,T,1800,稍,4,2,未勝利,35.7,先行,4,7,4,函館,T,1800,良,4,5,未勝利,34.4,差し,3,6,14,函館,T,2000,良,4,11,未勝利,35.6,差し,5,5,9,京都,T,2000,良,6,9,未勝利・牝,34.7,先行,3,4,19,阪神,T,2000,良,5,11,未勝利・牝,34.9,先行,4
7,,13,,,,,ヤクジョ,,牡,3,2,8,2,札幌,T,2000,良,3,8,未勝利,36.1,差し,2,7,19,函館,T,2000,重,7,13,未勝利,37.3,中団,2,7,5,函館,T,2000,良,11,7,未勝利,35.5,後方,2,6,20,函館,T,2000,良,14,5,未勝利,36.1,後方,17,2,22,小倉,T,2000,良,4,5,未勝利,35.8,追込,2
7,,14,,,,,ウイルソン,,牡,3,9,6,14,阪神,D,1400,良,9,2,未勝利,39.1,中団,4,5,16,京都,T,1800,良,3,1,未勝利,34.8,差し,4,4,18,阪神,T,1800,良,3,2,未勝利,34.2,先行,11,1,31,東京,T,1800,良,2,2,新馬,33.7,先行,初,,,,,,,,,,,,
8,,15,,,,,スチョウプリンセス,,牝,3,3,7,26,札幌,T,2000,良,6,8,未勝利,35.9,中団,5,6,20,函館,T,2000,良,6,15,未勝利,35.5,中団,5,5,16,東京,T,1400,良,14,14,未勝利,33.6,後方,9,3,15,阪神,T,1600,良,9,11,１勝ｸﾗｽ*,33.8,後方,6,2,1,小倉,T,1200,良,14,18,新馬,34.0,後方,初
8,,16,,,,,ミナヅキ,,牡,3,3,7,26,新潟,T,2000,不,2,2,未勝利,35.8,逃げ,2,7,12,福島,T,2000,稍,3,2,未勝利,36.8,先行,4,6,14,函館,T,2000,良,12,4,未勝利,36.9,後方,8,4,19,中山,T,2000,良,4,4,未勝利,35.5,先行,4,3,22,中山,T,2000,良,2,8,未勝利,35.7,ﾏｸﾘ,3
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026081601010808,2026.8.16,日,札幌,1札8,8,,1勝,ダート,1700,,4,良(暫定),晴(暫定),14,14:00,,定量,３上
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,カフジクロミエ,,牝,3,2,8,2,札幌,D,1700,良,6,9,１勝ｸﾗｽ,37.9,先行,10,5,23,京都,D,1400,稍,8,13,１勝ｸﾗｽ*,37.6,中団,6,4,12,阪神,D,1400,稍,12,12,１勝ｸﾗｽ*,37.3,中団,3,3,21,阪神,D,1400,良,7,4,１勝ｸﾗｽ*,36.7,中団,6,2,7,京都,D,1400,良,2,8,１勝ｸﾗｽ*,37.7,追込,3
2,,2,,,,,タイセイジェイド,,牡,3,2,8,2,札幌,D,1700,良,5,3,１勝ｸﾗｽ,37.5,先行,4,7,5,小倉,D,1700,不,7,2,１勝ｸﾗｽ,38.9,中団,10,4,26,京都,D,1400,良,3,3,１勝ｸﾗｽ*,37.4,先行,3,4,5,阪神,D,1800,重,9,8,１勝ｸﾗｽ*,36.6,後方,5,3,1,中山,D,1800,稍,4,4,１勝ｸﾗｽ*,39.1,先行,2
3,B,3,,,,,タイセイルビー,,牝,3,3,7,26,札幌,D,1700,良,1,5,未勝利,37.1,ﾏｸﾘ,3,7,4,函館,T,1800,良,8,13,未勝利,34.8,中団,2,6,20,函館,D,1700,良,6,7,未勝利,38.5,中団,2,6,6,東京,D,1600,稍,5,3,未勝利・牝,38.2,中団,3,5,17,新潟,D,1800,良,4,1,未勝利・牝,39.3,追込,6
4,,4,,,,,グレイスフルマーチ,,牡,4,7,6,27,函館,D,1700,重,2,4,１勝ｸﾗｽ,36.9,差し,2,6,14,函館,D,1700,良,2,6,１勝ｸﾗｽ,38.0,差し,9,4,12,福島,D,1700,良,12,6,１勝ｸﾗｽ,39.7,中団,7,2,22,小倉,D,1700,良,12,4,１勝ｸﾗｽ,40.2,中団,2,2,7,小倉,D,1700,良,3,7,１勝ｸﾗｽ,37.1,差し,2
5,,5,,,,,ロードアルディート,,牡,4,9,6,13,函館,D,1700,稍,3,4,１勝ｸﾗｽ,38.1,追込,9,4,12,阪神,D,1800,稍,5,2,１勝ｸﾗｽ,37.2,中団,3,3,22,中京,D,1800,良,5,2,１勝ｸﾗｽ,36.1,後方,4,2,22,阪神,D,1800,良,2,1,１勝ｸﾗｽ,38.4,差し,3,2,1,京都,D,1800,良,4,4,１勝ｸﾗｽ,35.5,追込,9
6,,6,,,,,スパークルレイ,,牝,3,3,7,25,札幌,T,1500,良,11,13,未勝利・牝,35.8,中団,4,6,30,盛岡,T,1700,良,5,6,アメジ,----,中団,6,5,17,東京,T,1800,良,15,16,未勝利,35.1,中団,5,4,11,中山,T,1600,良,15,13,未勝利,35.8,後方,初,,,,,,,,,,,,
6,,7,,,,,タイキインドラ,,牡,4,2,8,1,札幌,D,1700,稍,2,8,１勝ｸﾗｽ,37.2,逃げ,20,3,15,中山,D,1800,良,10,3,１勝ｸﾗｽ,40.0,中団,13,12,14,中山,D,2500,稍,11,3,１勝ｸﾗｽ,44.5,逃げ,3,11,23,東京,D,2100,良,1,4,１勝ｸﾗｽ,37.0,逃げ,11,9,6,札幌,D,1700,良,2,3,未勝利,39.1,ﾏｸﾘ,連
7,B,8,,,,,ファミーユウルーズ,,牡,4,連,8,9,札幌,D,1700,良,11,14,１勝ｸﾗｽ,40.4,後方,27,2,4,川崎,D,1600,良,2,2,フェブ,----,先行,4,1,5,中山,D,2400,稍,8,5,１勝ｸﾗｽ,42.5,後方,9,11,1,東京,D,2100,重,11,15,１勝ｸﾗｽ,38.1,中団,2,10,18,東京,D,1600,良,8,9,１勝ｸﾗｽ,38.3,中団,18
7,,9,,,,,サマースプラッシュ,,牝,3,連,8,8,札幌,D,1700,良,8,12,未勝利・牝,39.8,中団,2,7,26,札幌,D,1700,良,6,7,未勝利・牝,38.6,後方,2,7,11,函館,D,1700,重,9,13,未勝利・牝,37.5,中団,3,6,20,東京,D,1600,不,8,12,未勝利・牝,37.5,中団,3,5,31,東京,D,1600,良,5,14,未勝利・牝,38.6,中団,6
8,B,10,,,,,ジェネラスキング,,牡,3,3,7,25,札幌,D,1700,良,3,3,１勝ｸﾗｽ,38.0,差し,4,6,27,福島,D,1700,稍,7,3,１勝ｸﾗｽ,38.6,中団,13,3,29,中山,D,1800,稍,1,1,未勝利,40.0,先行,2,3,14,中山,D,1800,良,4,2,未勝利,38.9,差し,8,1,18,中山,D,1800,良,2,4,未勝利,38.6,差し,3
8,,11,,,,,カフェブーケット,,牡,4,3,7,25,札幌,D,1700,良,6,11,１勝ｸﾗｽ,38.4,中団,7,6,7,東京,D,1400,良,8,12,１勝ｸﾗｽ,37.6,中団,5,5,2,東京,D,1400,重,13,7,１勝ｸﾗｽ,37.1,後方,23,11,24,東京,T,1600,良,14,13,１勝ｸﾗｽ,35.6,中団,3,11,2,東京,D,1400,重,8,6,１勝ｸﾗｽ,35.9,後方,11
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026081601010809,2026.8.16,日,札幌,1札8,9,小樽特別,1勝,芝,1200,A,2,良(暫定),晴(暫定),16,14:35,,定量,３上
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,シュークリーム,,牝,5,3,7,25,札幌,T,1200,良,6,6,１勝ｸﾗｽ,34.8,先行,4,6,27,函館,T,1200,稍,4,3,長万部特･1勝,35.2,逃げ,2,6,14,函館,T,1200,良,2,9,１勝ｸﾗｽ,34.0,先行,6,5,2,新潟,T,1000,稍,10,4,１勝ｸﾗｽ,35.2,先行,10,2,22,小倉,D,1000,良,12,8,１勝ｸﾗｽ,36.7,中団,連
1,,2,,,,,ラスベガスサイン,,牝,3,27,2,8,小倉,T,1200,良,11,7,かささぎ･1勝,36.6,逃げ,8,12,13,中京,T,1400,良,6,6,つわぶき･1勝,34.8,先行,14,9,6,札幌,T,1200,良,1,2,未勝利*,35.0,逃げ,連,8,31,札幌,T,1200,稍,2,3,未勝利*,36.0,先行,2,8,16,札幌,T,1200,良,3,1,新馬,36.4,先行,初
2,,3,,,,,エコロハート,,牝,4,2,8,2,札幌,T,1200,良,2,7,１勝ｸﾗｽ,34.7,差し,2,7,18,函館,T,1200,良,5,9,１勝ｸﾗｽ・牝,34.8,後方,8,5,24,新潟,T,1200,稍,8,8,１勝ｸﾗｽ,35.2,先行,10,3,15,中京,T,1200,良,7,10,１勝ｸﾗｽ,33.9,中団,2,3,1,小倉,T,1200,良,5,9,１勝ｸﾗｽ,35.3,中団,5
2,,4,,,,,レッドカメリア,,牝,6,2,8,2,札幌,T,1200,良,4,11,１勝ｸﾗｽ,34.2,追込,3,7,12,福島,T,1200,稍,5,11,１勝ｸﾗｽ,34.1,後方,連,7,4,福島,T,1200,良,7,13,１勝ｸﾗｽ・牝,34.5,後方,12,4,11,福島,T,1200,良,14,10,１勝ｸﾗｽ・牝,35.0,中団,10,1,31,小倉,T,1200,良,8,10,１勝ｸﾗｽ,33.9,中団,12
3,,5,,,,,ハッピーラッキー,,牡,3,3,7,25,札幌,T,1200,良,3,5,１勝ｸﾗｽ,34.2,差し,2,7,12,函館,T,1200,重,6,1,１勝ｸﾗｽ,36.3,中団,4,6,13,東京,T,1400,良,5,3,１勝ｸﾗｽ,34.2,中団,7,4,25,福島,T,1200,良,5,2,雪うさぎ･1勝,34.3,中団,3,4,5,中山,T,1200,重,2,4,１勝ｸﾗｽ*,34.2,差し,3
3,,6,,,,,キタノクニカラ,,牝,4,連,8,9,札幌,T,1200,良,15,15,１勝ｸﾗｽ・牝,36.0,後方,11,5,24,新潟,T,1200,稍,9,13,１勝ｸﾗｽ,34.6,中団,3,5,3,新潟,T,1400,良,5,12,１勝ｸﾗｽ・牝,35.0,中団,10,2,21,小倉,T,1800,良,8,15,１勝ｸﾗｽ・牝,36.6,先行,2,2,8,小倉,T,1800,良,12,15,１勝ｸﾗｽ・若,36.7,中団,8
4,,7,,,,,ブライアーヒル,,牝,4,2,8,2,札幌,T,1200,良,10,10,１勝ｸﾗｽ,34.6,後方,5,6,27,函館,T,1200,稍,6,8,長万部特･1勝,34.1,後方,2,6,13,函館,T,1200,稍,7,7,１勝ｸﾗｽ,33.2,後方,13,3,15,中京,T,1200,良,17,16,１勝ｸﾗｽ,34.7,後方,3,2,22,小倉,T,1200,良,12,13,１勝ｸﾗｽ・牝,34.3,後方,3
4,,8,,,,,ユーティジャーニー,,牝,4,2,8,1,札幌,T,1500,稍,8,6,１勝ｸﾗｽ・牝,35.3,先行,16,4,12,中山,T,1600,良,8,6,１勝ｸﾗｽ,34.6,中団,2,3,29,中京,T,1600,良,11,6,１勝ｸﾗｽ,33.8,後方,3,3,7,中山,T,1600,稍,4,10,１勝ｸﾗｽ,35.8,差し,13,12,7,中京,T,1400,良,8,8,１勝ｸﾗｽ,33.9,中団,13
5,,9,,,,,フィオラーノ,,牡,3,6,7,4,小倉,T,1200,稍,11,3,小郡特別･1勝,37.5,逃げ,3,6,13,阪神,T,1200,良,8,3,１勝ｸﾗｽ,34.6,先行,5,5,9,新潟,T,1200,良,6,2,ゆきつば･1勝,35.6,中団,7,3,22,阪神,T,1200,良,3,7,１勝ｸﾗｽ*,34.4,先行,3,2,28,阪神,T,1200,良,7,8,マーガレ(L),34.1,後方,3
5,,10,,,,,トーアサジタリウス,,牡,3,5,7,14,門別,D,1200,重,2,4,星の降,----,逃げ,3,6,20,函館,T,1200,良,10,12,下北半島･1勝,35.3,先行,7,4,30,門別,D,1600,良,11,7,北斗盃,----,中団,3,4,15,門別,D,1700,良,5,4,エピフ,----,逃げ,22,11,11,盛岡,D,1600,良,2,6,南部駒,----,先行,2
6,,11,,,,,アルマロクザン,,牝,6,連,8,9,札幌,T,1200,良,10,13,１勝ｸﾗｽ・牝,35.5,中団,3,7,18,函館,T,1200,良,12,10,１勝ｸﾗｽ・牝,36.3,中団,2,7,4,福島,T,1200,良,8,10,１勝ｸﾗｽ・牝,35.1,先行,18,3,1,小倉,T,1200,良,14,8,１勝ｸﾗｽ,37.0,中団,2,2,14,小倉,T,1200,良,5,7,１勝ｸﾗｽ,35.3,中団,2
6,,12,,,,,ラヴノー,,牝,3,6,7,4,福島,T,1200,良,10,2,１勝ｸﾗｽ・牝,34.9,中団,13,4,5,中山,T,1200,重,12,5,１勝ｸﾗｽ*,35.7,中団,7,2,14,東京,T,1600,良,11,14,クイーンG3,34.8,中団,12,11,23,東京,T,1600,良,3,3,赤松賞･1勝*,34.0,先行,9,9,20,中山,T,1200,良,1,1,新馬,33.9,逃げ,初
7,B,13,,,,,ノアールビーナス,,牝,3,連,8,9,札幌,T,1200,良,7,6,１勝ｸﾗｽ・牝,35.2,中団,33,12,20,中京,T,1200,稍,4,8,クリスマ,34.5,差し,連,12,13,中京,T,1400,良,4,9,つわぶき･1勝,34.1,差し,11,9,28,阪神,T,1400,良,1,3,未勝利・牝*,34.9,差し,4,8,30,札幌,T,1500,稍,6,3,未勝利・牝*,36.2,中団,6
7,,14,,,,,ダブルチャレンジ,,牝,3,2,8,2,札幌,T,1200,良,5,5,１勝ｸﾗｽ,34.0,後方,3,7,12,函館,T,1200,重,3,3,１勝ｸﾗｽ,36.1,先行,3,6,21,函館,T,1200,良,5,7,１勝ｸﾗｽ・牝,35.4,逃げ,4,5,23,新潟,T,1000,稍,16,6,はやぶさ･1勝,35.4,逃げ,12,2,28,小倉,T,1200,稍,1,1,未勝利,36.3,逃げ,連
8,B,15,,,,,マイケルバローズ,,牡,3,7,6,28,函館,T,1200,良,8,3,１勝ｸﾗｽ,34.6,中団,2,6,13,阪神,T,1200,良,9,1,１勝ｸﾗｽ,35.1,先行,3,5,24,京都,T,1200,良,2,2,１勝ｸﾗｽ*,34.1,逃げ,15,2,7,京都,D,1400,良,8,4,１勝ｸﾗｽ*,39.2,先行,7,12,21,中京,D,1400,稍,14,4,寒椿賞･1勝*,38.7,中団,5
8,,16,,,,,リヴァイ,,牡,3,5,7,11,小倉,T,1200,良,1,2,未勝利,34.1,差し,7,5,23,京都,T,1200,良,7,2,未勝利,34.6,先行,11,3,8,阪神,D,1400,良,11,4,未勝利,39.0,中団,2,2,21,阪神,T,1600,良,7,3,未勝利,34.8,中団,11,12,7,中京,T,1400,良,6,3,新馬,33.5,後方,初
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026081601010810,2026.8.16,日,札幌,1札8,10,大通公園特別,2勝,ダート,1000,,2,良(暫定),晴(暫定),12,15:10,,定量,３上
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,カッタッパ,,牡,3,5,7,15,門別,D,1200,稍,1,3,アルビ,----,先行,2,6,27,函館,D,1000,重,5,2,１勝ｸﾗｽ,35.2,先行,10,4,19,阪神,D,1200,良,12,1,１勝ｸﾗｽ*,36.9,後方,3,3,29,阪神,D,1200,良,3,1,１勝ｸﾗｽ*,36.9,逃げ,9,1,24,小倉,D,1000,良,1,1,未勝利,36.1,逃げ,12
2,,2,,,,,ビーマックス,,牡,4,2,8,2,札幌,D,1000,良,4,5,２勝ｸﾗｽ,35.5,差し,3,7,12,函館,D,1000,不,3,8,噴火湾特･2勝,34.6,差し,13,4,11,阪神,D,1200,重,13,9,２勝ｸﾗｽ,36.8,中団,6,3,1,中山,D,1200,良,6,5,２勝ｸﾗｽ,37.2,先行,5,1,24,京都,D,1200,良,7,11,２勝ｸﾗｽ,37.0,中団,7
3,,3,,,,,キャリーグレイス,,牝,4,6,7,5,函館,D,1000,良,1,2,１勝ｸﾗｽ,35.8,逃げ,3,6,14,函館,D,1000,良,11,2,１勝ｸﾗｽ・牝,36.0,後方,8,4,18,福島,D,1150,良,2,3,１勝ｸﾗｽ・牝,37.0,先行,7,2,28,小倉,D,1000,不,4,1,１勝ｸﾗｽ,35.4,先行,2,2,15,小倉,D,1000,稍,2,3,１勝ｸﾗｽ,35.0,先行,2
4,,4,,,,,オセアエクスプレス,,牡,5,7,6,27,福島,D,1150,稍,15,12,さくらん･2勝,36.7,中団,32,11,16,東京,D,1400,良,12,9,２勝ｸﾗｽ,37.3,先行,3,10,25,東京,D,1400,稍,3,5,２勝ｸﾗｽ,35.6,先行,4,9,27,中山,D,1200,良,4,9,２勝ｸﾗｽ,36.4,差し,4,8,31,札幌,T,1200,稍,14,14,ＨＢＣＨ･2勝,35.5,後方,11
