レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026071102010901,2026.7.11,土,函館,1函9,1,,未勝利,ダート,1000,,2,重(暫定),曇(暫定),12,09:50,,馬齢,２歳
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026071102010902,2026.7.11,土,函館,1函9,2,,未勝利,ダート,1700,,4,重(暫定),曇(暫定),14,10:20,牝,馬齢,３歳
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,シルフ,,牝,3,2,6,27,函館,D,1000,不,4,12,未勝利・牝,35.0,差し,41,9,13,阪神,D,1400,良,8,4,新馬・牝,40.4,中団,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,2,,,,,ワンダーアスク,,牝,3,2,6,27,函館,D,1700,重,3,10,未勝利・牝,37.0,差し,2,6,13,函館,D,1700,稍,9,5,未勝利・牝,40.0,先行,10,4,5,阪神,D,1400,重,6,11,未勝利・牝,36.7,後方,2,3,22,阪神,D,1400,良,4,4,未勝利・牝,38.5,差し,5,2,14,小倉,T,1200,良,9,6,未勝利,36.0,中団,8
3,B,3,,,,,タガノシルフィー,,牝,3,3,6,20,函館,D,1700,良,5,1,未勝利,39.4,先行,5,5,16,京都,D,1400,良,6,3,未勝利・牝,37.7,中団,2,5,3,京都,D,1400,稍,消,--,未勝利・牝,----,,11,2,14,小倉,D,1700,良,6,2,未勝利・牝,39.5,逃げ,3,1,24,京都,D,1800,良,5,1,未勝利・牝,38.8,先行,9
3,,4,,,,,フレンチブラッサム,,牝,3,7,5,23,東京,D,1600,重,4,4,未勝利・牝,37.5,差し,3,5,3,東京,D,1600,稍,4,8,未勝利・牝,38.1,差し,4,4,7,川崎,D,1500,重,3,2,エイプ,----,先行,13,1,5,中山,D,1200,稍,10,6,未勝利,38.9,中団,10,10,25,新潟,D,1200,良,5,10,未勝利*,38.9,中団,2
4,,5,,,,,コイバナ,,牝,3,5,6,6,阪神,D,1400,良,6,5,未勝利・牝,37.7,後方,11,3,22,中京,D,1800,良,5,8,未勝利・牝,38.5,中団,2,3,7,阪神,D,1800,稍,7,5,未勝利・牝,39.0,中団,連,2,28,阪神,D,1400,良,8,8,未勝利・牝,38.4,後方,15,11,16,京都,D,1400,良,7,7,未勝利・牝*,37.9,中団,3
4,,6,,,,,マーゴットクリュグ,,牝,3,3,6,20,函館,D,1700,良,2,9,未勝利・牝,38.4,先行,7,5,3,京都,D,1400,稍,8,6,未勝利・牝,38.2,先行,9,2,28,小倉,D,1700,不,10,11,未勝利・牝,39.8,先行,3,2,7,小倉,D,1700,良,14,5,未勝利・牝,41.3,後方,15,10,26,新潟,D,1800,良,5,1,未勝利・牝*,40.3,先行,3
5,,7,,,,,サラサチャチャチャ,,牝,3,3,6,20,函館,D,1700,良,5,3,未勝利・牝,38.1,中団,12,3,29,中山,D,1800,稍,2,1,未勝利・牝,38.8,先行,4,3,1,中山,D,1800,稍,2,1,未勝利・牝,40.2,先行,3,2,10,東京,D,1600,稍,2,5,未勝利・牝,37.8,差し,3,1,18,中山,D,1800,良,2,10,未勝利・牝,41.0,差し,3
5,,8,,,,,メリオルヴィア,,牝,3,4,6,13,阪神,D,1200,良,7,7,未勝利・牝,37.2,中団,3,5,24,新潟,D,1200,稍,3,3,未勝利・牝,38.4,先行,3,5,3,京都,D,1400,稍,3,10,未勝利・牝,37.4,先行,22,11,29,京都,T,1600,良,12,11,未勝利*,36.4,先行,4,11,2,京都,T,1600,良,9,5,新馬,35.4,中団,初
6,,9,,,,,チカマヨルキーナ,,牝,3,11,4,25,福島,D,1700,良,9,6,未勝利・牝,40.3,中団,8,2,28,小倉,D,1700,不,11,5,未勝利・牝,39.6,中団,2,2,14,小倉,D,1700,良,4,7,未勝利・牝,39.0,差し,27,8,10,札幌,D,1700,稍,10,13,未勝利*,41.2,中団,2,7,26,札幌,D,1700,良,8,9,新馬,40.3,中団,初
6,B,10,,,,,ジーティービキニ,,牝,3,10,5,3,京都,D,1800,稍,6,2,未勝利・牝,39.3,先行,2,4,18,阪神,D,1800,良,3,1,未勝利・牝,37.6,先行,11,2,1,京都,D,1800,良,4,1,未勝利・牝,38.2,先行,3,1,10,京都,D,1800,良,2,1,未勝利・牝,38.6,逃げ,連,1,5,京都,D,1800,良,2,1,未勝利・牝,38.7,先行,8
7,B,11,,,,,ウォータースパウト,,牝,3,連,7,4,函館,D,1700,良,3,4,未勝利・牝,38.5,先行,2,6,20,函館,D,1700,良,3,6,未勝利・牝,38.8,先行,7,5,3,東京,D,1600,稍,9,6,未勝利・牝,39.1,先行,2,4,19,中山,D,1800,良,7,5,未勝利・牝,38.9,中団,15,1,5,中山,D,1800,稍,6,7,未勝利・牝,41.3,中団,6
7,,12,,,,,ブエノスオプティマ,,牝,3,8,5,17,新潟,D,1800,良,3,6,未勝利・牝,39.5,差し,4,4,19,福島,D,1700,良,5,4,未勝利・牝,40.0,先行,12,1,25,小倉,D,1700,良,12,1,未勝利・牝,41.5,中団,11,11,8,福島,D,1700,良,2,5,未勝利・牝*,39.3,先行,3,10,18,京都,T,1600,良,7,7,新馬・牝,35.1,中団,初
8,,13,,,,,サマースプラッシュ,,牝,3,3,6,20,東京,D,1600,不,8,12,未勝利・牝,37.5,中団,3,5,31,東京,D,1600,良,5,14,未勝利・牝,38.6,中団,6,4,19,中山,T,1600,良,10,10,１勝ｸﾗｽ*,37.5,後方,5,3,15,中山,D,1200,良,15,13,未勝利・牝,38.3,後方,12,12,21,中山,D,1200,重,12,11,新馬,38.2,後方,初
8,B,14,,,,,ベッラモレーン,,牝,3,3,6,20,東京,D,1600,不,14,8,未勝利・牝,39.2,中団,4,5,24,東京,D,1400,稍,10,6,未勝利・牝,37.5,後方,6,4,12,福島,D,1700,良,6,6,未勝利・牝,39.8,先行,13,1,10,中山,T,1600,良,11,10,未勝利,35.1,中団,4,12,14,中山,T,1600,稍,5,7,新馬,36.4,中団,初
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026071102010903,2026.7.11,土,函館,1函9,3,,未勝利,芝,1200,B,2,稍(暫定),曇(暫定),16,10:50,,馬齢,３歳
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,テンユウ,,牡,3,4,6,13,函館,T,1200,稍,3,5,未勝利,33.7,差し,9,4,11,中山,T,1600,良,7,4,未勝利,35.3,中団,9,2,7,東京,T,1600,良,7,3,未勝利,34.5,中団,17,10,12,東京,T,1600,良,2,6,未勝利*,33.8,追込,4,9,13,中山,T,1600,稍,6,3,未勝利*,35.3,先行,14
1,,2,,,,,ハッピーローヴァー,,牝,3,3,6,20,函館,T,1200,良,6,1,未勝利,34.3,後方,8,4,26,福島,T,1200,良,2,3,未勝利,34.5,先行,9,2,21,小倉,T,1200,良,5,3,未勝利・牝,34.8,中団,2,2,8,小倉,T,1200,良,2,7,未勝利・牝,34.5,差し,7,12,21,中京,T,1400,稍,6,5,未勝利*,35.2,中団,2
2,,3,,,,,スピットブレイク,,牡,3,6,5,30,東京,T,1400,良,8,5,未勝利,34.6,中団,14,2,22,小倉,T,1200,良,8,7,未勝利,35.5,中団,2,2,7,小倉,T,1200,良,4,6,未勝利,35.5,差し,7,12,21,中山,T,1600,重,4,4,未勝利*,36.6,先行,3,11,29,東京,T,1400,良,4,10,未勝利*,34.2,差し,6
2,,4,,,,,ロンドンプライド,,牝,3,9,5,10,東京,D,1400,良,9,10,未勝利,39.1,逃げ,2,4,25,東京,D,1600,稍,12,8,未勝利・牝,42.9,逃げ,28,10,13,東京,D,1600,良,止,10,未勝利・牝*,----,,13,7,12,福島,T,1800,良,9,6,未勝利*,38.9,先行,3,6,22,東京,T,1600,良,9,12,新馬,35.5,中団,初
3,,5,,,,,スノーガーネット,,牝,3,2,6,27,函館,T,1200,重,4,8,未勝利,34.5,追込,14,3,21,中京,D,1200,良,8,11,未勝利・牝,38.6,先行,17,11,22,京都,D,1200,良,7,5,未勝利・牝*,37.2,先行,4,10,25,京都,D,1400,良,11,11,新馬・牝,40.0,逃げ,初,,,,,,,,,,,,
3,,6,,,,,アルサック,,牝,3,2,6,27,函館,T,1200,重,3,1,未勝利,34.9,先行,2,6,13,函館,T,1200,稍,2,4,未勝利,34.4,先行,15,3,1,小倉,D,1000,稍,5,2,未勝利,37.0,先行,連,2,21,阪神,D,1200,良,2,1,未勝利・牝,38.2,先行,2,2,10,京都,D,1200,良,6,3,未勝利,39.0,逃げ,2
4,B,7,,,,,テイクマイハート,,牝,3,3,6,20,函館,T,1200,良,6,9,未勝利,35.9,先行,8,4,23,名古,D,1500,不,4,1,名古屋,----,逃げ,6,3,14,阪神,D,1400,良,9,6,未勝利,39.2,先行,4,2,15,小倉,T,1200,稍,12,7,未勝利,35.9,中団,3,1,25,京都,T,1600,良,6,3,新馬,35.2,中団,初
4,B,8,,,,,アゲンストオッズ,,牝,3,4,6,14,函館,T,1200,良,15,1,未勝利,36.1,先行,12,3,22,中京,T,1600,良,13,3,未勝利,36.5,先行,10,1,12,京都,D,1400,良,16,2,未勝利・牝,42.8,逃げ,12,10,19,京都,T,1400,良,2,1,新馬,35.0,先行,初,,,,,,,,,,,,
5,,9,,,,,ダノンルミエール,,牝,3,7,5,23,新潟,T,1400,稍,12,6,未勝利,36.5,後方,4,4,26,福島,T,1200,良,5,1,未勝利,35.0,中団,2,4,11,福島,T,1200,良,3,2,未勝利,34.3,差し,28,9,28,中山,T,1200,良,5,1,未勝利*,34.2,中団,3,9,6,中山,T,1200,良,2,3,新馬,34.7,逃げ,初
5,,10,,,,,クリオロゴールド,,牡,3,3,6,20,函館,T,1200,良,5,2,未勝利,34.9,中団,9,4,18,中山,D,1200,良,6,1,未勝利,37.5,先行,2,4,4,中山,D,1200,稍,2,2,未勝利,37.5,先行,11,1,18,中山,D,1200,良,3,2,未勝利,39.4,差し,3,12,28,中山,T,1200,良,3,3,未勝利*,35.2,差し,4
6,,11,,,,,ユナダイヤ,,牝,3,9,5,10,京都,D,1200,良,9,15,未勝利,37.5,中団,2,4,25,福島,D,1150,良,7,12,未勝利,37.8,中団,4,3,28,阪神,D,1200,稍,11,10,未勝利・牝,37.6,中団,6,2,18,笠松,D,1400,良,4,2,加納宿,----,先行,10,12,6,中京,D,1400,良,8,10,未勝利・牝*,39.1,中団,3
6,,12,,,,,トゥントゥントゥン,,牡,3,3,6,20,東京,D,1400,不,9,10,未勝利,37.4,先行,7,5,2,新潟,D,1200,不,14,6,未勝利・若,42.2,先行,9,2,28,中山,D,1800,重,6,5,未勝利,41.3,先行,3,2,7,東京,T,1600,良,12,12,未勝利,34.6,後方,16,10,19,東京,T,1800,良,10,12,新馬,33.9,後方,初
7,,13,,,,,ブルーハーツ,,牡,3,3,6,20,函館,T,1200,良,11,15,未勝利,34.9,後方,8,4,25,福島,T,1200,良,7,7,未勝利,34.7,後方,2,4,12,福島,T,1200,良,4,5,未勝利,34.8,差し,9,2,7,小倉,T,1200,良,7,17,未勝利,34.5,後方,4,1,10,中山,T,1600,良,14,14,未勝利,36.5,先行,11
7,,14,,,,,ウインドトリック,,牡,3,3,6,20,函館,T,1200,良,12,10,未勝利,35.5,中団,12,3,29,中京,T,1200,良,15,5,未勝利,35.3,中団,4,2,28,小倉,T,1200,稍,5,4,未勝利,34.9,中団,2,2,14,小倉,T,1200,良,2,5,未勝利,35.7,先行,3,1,25,小倉,T,1200,良,5,6,未勝利,34.0,中団,9
8,,15,,,,,ルージュフローラ,,牝,3,連,7,5,函館,T,1200,良,3,9,未勝利・牝,34.6,差し,2,6,21,函館,T,1200,良,5,8,未勝利・牝,34.9,中団,12,3,29,中京,T,1200,良,5,6,未勝利,34.0,中団,10,1,18,中山,T,1600,良,15,11,未勝利・牝,36.7,中団,3,12,27,中山,T,1600,良,4,3,新馬,35.7,先行,初
8,,16,,,,,ナオミニオールイン,,牝,3,3,6,20,函館,T,1200,良,16,4,未勝利,37.4,逃げ,11,4,2,笠松,D,1400,稍,7,2,太田宿,----,後方,12,1,12,京都,T,1400,良,9,5,未勝利,35.7,後方,11,10,25,京都,T,1400,良,11,1,未勝利・牝*,37.5,逃げ,2,10,11,京都,T,1400,良,2,3,新馬・牝,34.0,逃げ,初
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026071102010904,2026.7.11,土,函館,1函9,4,,未勝利,芝,1800,B,4,稍(暫定),曇(暫定),14,11:20,,馬齢,３歳
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,ミリオングローリー,,牡,3,連,7,5,函館,D,1700,良,7,6,未勝利,39.5,中団,3,6,13,東京,D,1400,重,14,5,未勝利,38.0,後方,8,4,18,福島,T,1800,良,5,3,未勝利・若,35.1,中団,3,3,28,中山,T,1600,稍,2,3,未勝利,35.3,先行,2,3,14,中山,D,1200,良,5,5,未勝利,38.2,中団,3
2,,2,,,,,インフィオラータ,,牝,3,2,6,27,函館,T,1800,稍,4,7,未勝利,35.1,差し,5,5,23,京都,T,1800,良,7,4,未勝利・牝,35.8,後方,12,2,28,小倉,D,1700,不,7,2,未勝利・牝,38.3,ﾏｸﾘ,連,2,22,小倉,T,1800,良,4,1,未勝利・牝,36.3,先行,3,1,31,小倉,T,1800,良,4,2,未勝利,36.0,先行,2
3,,3,,,,,ヘクセンハウス,,牝,3,3,6,21,函館,T,1800,良,6,7,未勝利,35.8,先行,6,5,10,京都,T,1600,良,8,6,未勝利,34.8,中団,3,4,19,中山,T,1600,良,3,5,１勝ｸﾗｽ*,34.3,先行,5,3,14,阪神,T,1400,良,8,17,未勝利,34.5,中団,6,2,1,小倉,T,1200,良,15,8,未勝利,35.5,後方,28
3,,4,,,,,エグジスタンス,,牡,3,2,6,27,函館,T,1800,稍,5,6,未勝利,35.8,逃げ,2,6,14,函館,T,1800,良,3,5,未勝利,35.3,先行,8,4,19,福島,T,2000,良,8,1,未勝利,37.1,先行,8,2,21,小倉,T,1800,良,2,6,未勝利,35.8,先行,12,11,29,京都,D,1800,良,8,6,未勝利*,42.0,先行,2
4,,5,,,,,ケナゲ,,牝,3,2,6,27,函館,T,1800,稍,2,14,未勝利,34.6,追込,4,5,30,東京,T,2000,良,7,10,未勝利,34.0,後方,3,5,10,新潟,T,1800,良,5,6,未勝利・牝,34.0,後方,3,4,19,中山,T,2000,良,5,13,未勝利,34.9,中団,4,3,21,中京,T,2000,良,13,18,未勝利・牝,35.9,中団,18
4,,6,,,,,カネトシパンドラ,,牝,3,15,3,28,中山,D,1800,重,11,12,未勝利,40.0,後方,5,2,22,小倉,T,1200,良,18,13,未勝利,35.6,後方,9,12,21,中山,T,1600,重,7,12,新馬,37.7,先行,初,,,,,,,,,,,,,,,,,,,,,,,,
5,,7,,,,,アスコットダンス,,牝,3,8,5,17,京都,T,1600,良,13,11,未勝利・牝,35.9,先行,3,4,26,福島,T,1800,良,4,8,未勝利,35.8,逃げ,9,2,22,小倉,T,1800,良,12,6,未勝利・牝,36.8,先行,2,2,8,小倉,T,1800,良,4,8,未勝利,36.2,先行,7,12,20,阪神,T,1600,良,11,16,未勝利*,34.3,後方,2
5,,8,,,,,メメボス,,牝,3,3,6,20,函館,T,1800,良,12,6,未勝利・牝,37.3,先行,14,3,14,中京,D,1200,良,7,8,未勝利,37.9,中団,3,2,21,阪神,T,1600,良,13,12,未勝利,34.9,後方,4,1,25,京都,T,1600,良,3,15,新馬,35.2,先行,初,,,,,,,,,,,,
6,,9,,,,,シアワセチョウサン,,牝,3,5,6,6,東京,T,2000,良,15,15,未勝利,36.5,中団,10,3,28,中山,D,1800,重,15,15,未勝利,45.8,後方,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,10,,,,,アーデルブリックス,,牡,3,3,6,21,函館,T,1800,良,2,8,未勝利,36.3,逃げ,10,4,12,福島,T,1800,良,3,9,未勝利,35.7,逃げ,10,1,31,小倉,T,1800,良,7,8,未勝利,36.7,先行,5,12,27,中山,T,1600,良,7,5,新馬,35.6,中団,初,,,,,,,,,,,,
7,B,11,,,,,コスモクラシック,,牡,3,3,6,21,函館,T,1800,良,3,9,未勝利,36.0,先行,10,4,12,福島,T,1800,良,15,3,未勝利,36.8,先行,20,11,22,福島,T,1800,良,13,5,未勝利*,37.0,中団,2,11,8,京都,T,1800,良,5,5,未勝利*,35.0,先行,5,10,5,東京,T,1800,良,4,6,未勝利*,34.8,先行,3
7,,12,,,,,マンサニージャ,,牝,3,2,6,27,函館,T,1800,稍,3,4,未勝利,35.1,差し,2,6,14,函館,T,1800,良,6,6,未勝利,35.1,中団,9,4,11,中山,T,1600,良,6,7,未勝利,34.9,中団,4,3,14,中山,T,1600,良,3,5,未勝利,35.2,先行,4,2,14,東京,T,1800,良,5,7,未勝利・牝,34.2,中団,13
8,,13,,,,,セイントクーヤ,,牡,3,2,6,28,函館,T,2000,良,8,13,未勝利,36.1,中団,5,5,23,東京,T,2000,良,7,10,未勝利,33.5,後方,10,3,14,中山,D,1800,良,9,6,未勝利,42.1,中団,3,2,21,東京,T,2400,良,13,10,未勝利,36.1,中団,9,12,20,中京,T,2000,稍,8,12,未勝利*,35.3,中団,2
8,,14,,,,,ウインアプローチ,,牡,3,3,6,20,東京,T,1800,稍,4,5,未勝利,35.7,先行,3,5,31,東京,T,1600,良,3,2,未勝利,34.4,差し,3,5,10,東京,T,1600,良,2,2,未勝利,33.9,差し,16,1,18,中山,T,1600,良,2,1,新馬,34.3,先行,初,,,,,,,,,,,,
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026071102010905,2026.7.11,土,函館,1函9,5,,新馬,芝,1200,B,2,稍(暫定),曇(暫定),16,12:10,,馬齢,２歳
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,レゾルートハート,,牡,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,2,,,,,ジーティーマドンナ,,牝,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,3,,,,,リーゼントエース,,牡,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,4,,,,,シガレス,,牝,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,5,,,,,イリスロッソ,,牝,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,6,,,,,サノノベリー,,牝,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,7,,,,,アークレイリ,,牡,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,8,,,,,フレイコン,,牡,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,9,,,,,シンゼンノト,,牡,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,10,,,,,レジェンドヴァーサ,,牡,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,11,,,,,ライフイズアート,,牝,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026071102010906,2026.7.11,土,函館,1函9,6,,未勝利,ダート,1700,,4,重(暫定),曇(暫定),14,12:40,,馬齢,３歳
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,ミスチヴマリアンヌ,,牝,3,2,6,27,函館,D,1700,不,6,10,未勝利,38.7,先行,連,6,20,函館,T,1200,良,10,11,未勝利,35.6,中団,9,4,19,福島,T,1200,良,6,13,未勝利,34.6,先行,16,12,28,中山,T,1200,良,10,10,未勝利*,36.1,先行,10,10,18,東京,T,1400,良,10,14,新馬・牝,33.6,後方,初
2,,2,,,,,サクセスブルー,,牡,3,2,6,27,函館,D,1700,不,10,7,未勝利,37.6,後方,2,6,13,函館,T,2600,稍,13,9,未勝利,38.3,逃げ,3,5,24,東京,D,1600,稍,8,9,未勝利,39.0,先行,5,4,19,福島,T,2000,良,10,6,未勝利,36.0,後方,8,2,22,東京,T,1800,良,7,9,未勝利,34.5,中団,10
