レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026041803010301,2026.4.18,土,福島,1福3,1,,未勝利,ダート,1150,,2,良(暫定),晴(暫定),16,09:45,,馬齢,３歳
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,フォーティンブラス,,牡,3,10,2,7,京都,D,1900,良,5,3,未勝利,38.8,先行,2,1,24,京都,D,1800,良,3,8,新馬,37.1,差し,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,B,2,,,,,ベルトラッキ,,牡,3,6,3,7,中山,T,2200,稍,5,2,未勝利,36.5,中団,4,2,10,東京,T,2400,良,3,4,未勝利,34.9,差し,2,1,24,中山,T,2200,良,2,9,未勝利,35.3,差し,10,11,15,福島,T,2000,良,2,16,新馬,35.7,追込,初,,,,,,,,,,,,
2,,3,,,,,スノーエルヴァ,,牝,3,連,4,11,福島,T,2600,良,12,7,未勝利,37.6,中団,7,2,22,東京,T,1800,良,13,11,未勝利,34.7,後方,15,11,9,東京,T,1800,良,10,5,未勝利*,35.5,後方,3,10,19,東京,T,1800,良,2,10,新馬,34.1,先行,初,,,,,,,,,,,,
3,,4,,,,,ラヴズプレミアム,,牡,3,20,11,30,東京,T,1800,良,10,5,新馬,34.9,中団,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,5,,,,,オルン,,牝,3,13,1,17,京都,T,2000,良,13,15,未勝利・牝,37.3,後方,7,11,30,京都,T,2000,良,6,7,新馬,36.2,中団,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,6,,,,,ドナディクオーレ,,牝,3,11,1,31,東京,T,1800,良,11,10,新馬,34.4,中団,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,7,,,,,タビニュ,,牡,3,17,12,20,中山,T,2000,良,14,14,新馬,35.9,後方,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,8,,,,,マリブ,,牡,3,14,1,12,中山,D,1800,良,8,13,未勝利,40.4,後方,3,12,21,中京,D,1800,稍,11,16,未勝利*,40.6,中団,3,11,30,東京,D,1600,良,11,16,未勝利*,38.6,後方,6,10,18,新潟,D,1800,良,11,14,未勝利*,40.9,中団,3,9,28,中山,T,2000,良,15,17,新馬,36.6,後方,初
5,,9,,,,,ジャケットポケット,,牡,3,4,3,22,中山,T,2000,良,4,3,未勝利,35.8,差し,14,12,14,中山,T,2000,稍,3,5,未勝利*,36.2,差し,4,11,15,福島,T,2000,良,3,13,未勝利*,36.1,先行,14,8,10,新潟,T,1800,稍,9,9,新馬,34.1,後方,初,,,,,,,,,,,,
6,,10,,,,,ゴールデンダガー,,牡,3,10,2,7,小倉,T,2000,稍,5,4,未勝利・若,36.7,先行,連,2,1,小倉,T,2000,良,4,3,未勝利,35.5,差し,7,12,14,中山,T,2000,稍,5,6,未勝利*,37.8,中団,3,11,23,東京,T,2000,良,3,5,新馬,34.3,先行,初,,,,,,,,,,,,
6,,11,,,,,パゴスピグイノス,,牝,3,4,3,22,阪神,T,2400,良,5,13,未勝利,35.1,逃げ,8,1,24,京都,T,1400,良,17,16,未勝利,36.2,後方,4,12,28,阪神,D,1800,良,7,3,未勝利*,41.9,逃げ,3,12,6,中京,T,2000,良,7,10,未勝利*,35.3,中団,18,8,3,新潟,T,1600,良,9,3,新馬,35.1,中団,初
7,,12,,,,,バルドル,,牡,3,4,3,21,中京,T,2000,良,4,10,未勝利,34.7,差し,10,1,10,中山,T,2000,良,6,14,新馬,35.6,中団,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,13,,,,,ベルトナリテ,,牝,3,7,3,1,阪神,D,1800,良,8,10,未勝利・牝,40.3,後方,3,2,8,小倉,T,1800,良,10,6,未勝利,36.0,中団,10,11,30,京都,T,1800,良,7,4,未勝利*,35.8,後方,9,9,27,阪神,T,1600,良,8,6,新馬・牝,34.3,後方,初,,,,,,,,,,,,
8,B,14,,,,,ミカレオス,,牡,3,4,3,22,中京,D,1800,良,14,14,未勝利,39.7,後方,10,1,10,京都,T,2400,良,14,18,未勝利,37.1,後方,3,12,20,阪神,T,2000,良,15,15,未勝利*,36.4,中団,10,10,12,京都,T,2000,良,13,10,新馬,39.1,後方,初,,,,,,,,,,,,
8,,15,,,,,ウインサルーテ,,牡,3,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026041803010307,2026.4.18,土,福島,1福3,7,,1勝,ダート,1150,,2,良(暫定),晴(暫定),16,13:05,牝,定量,４上
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,プルミエールパス,,牝,5,5,3,14,中京,D,1200,良,4,5,１勝ｸﾗｽ,37.1,先行,2,2,28,小倉,D,1000,不,3,6,１勝ｸﾗｽ,35.4,先行,11,12,13,中京,D,1200,良,6,5,１勝ｸﾗｽ・牝,37.4,先行,4,11,16,福島,D,1150,良,4,4,１勝ｸﾗｽ・若,37.6,差し,4,10,19,京都,D,1200,良,6,8,１勝ｸﾗｽ,36.8,先行,9
2,,2,,,,,ホーリーブライト,,牝,5,12,1,24,中山,D,1200,良,8,10,１勝ｸﾗｽ,38.0,中団,連,1,17,中山,D,1200,良,5,11,１勝ｸﾗｽ,38.0,逃げ,4,12,21,中京,D,1200,稍,8,10,１勝ｸﾗｽ・若,36.6,後方,23,7,12,函館,D,1000,良,6,6,１勝ｸﾗｽ,35.4,中団,連,7,6,函館,T,1200,稍,8,6,１勝ｸﾗｽ,35.6,先行,2
2,,3,,,,,ペイシャマリーン,,牝,4,7,3,1,中山,D,1200,稍,9,4,１勝ｸﾗｽ,38.5,逃げ,48,3,30,中山,D,1200,稍,15,2,１勝ｸﾗｽ*,39.3,先行,3,3,9,中山,D,1200,重,2,4,１勝ｸﾗｽ*,37.4,先行,7,1,18,中山,D,1200,良,1,1,未勝利,37.8,先行,連,1,11,中山,D,1200,稍,2,2,新馬・牝,38.2,逃げ,初
3,,4,,,,,クロユキ,,牝,4,7,2,28,小倉,T,1200,稍,17,13,１勝ｸﾗｽ,35.6,中団,11,12,13,中京,D,1400,良,16,15,１勝ｸﾗｽ,39.3,中団,9,10,11,京都,D,1400,良,14,9,１勝ｸﾗｽ,40.7,中団,5,9,7,阪神,D,1400,良,7,12,１勝ｸﾗｽ・牝,38.7,中団,10,6,28,小倉,D,1700,良,14,12,１勝ｸﾗｽ・牝,40.9,中団,9
3,,5,,,,,ビスケット,,牝,6,11,2,1,小倉,T,1200,良,15,16,１勝ｸﾗｽ,35.1,中団,11,11,16,福島,T,1200,良,16,15,１勝ｸﾗｽ,37.8,先行,4,10,19,新潟,T,1200,稍,17,18,１勝ｸﾗｽ,36.4,先行,8,8,24,新潟,T,1000,良,18,17,１勝ｸﾗｽ,34.4,先行,27,2,15,小倉,T,1200,良,18,17,１勝ｸﾗｽ,36.9,中団,2
4,,6,,,,,スカイダイバー,,牝,4,8,2,22,小倉,T,1200,良,15,15,１勝ｸﾗｽ・牝,35.2,中団,3,2,1,小倉,D,1000,良,11,10,１勝ｸﾗｽ,37.2,逃げ,14,10,28,門別,D,1000,稍,1,2,サザン,----,逃げ,連,10,22,門別,D,1000,稍,1,2,３歳以,----,逃げ,2,10,8,門別,D,1200,良,6,5,シュウ,----,先行,4
4,,7,,,,,ペガサスノース,,牝,4,12,1,24,京都,D,1400,良,10,7,１勝ｸﾗｽ・牝,39.2,逃げ,10,11,15,福島,T,1200,良,8,7,１勝ｸﾗｽ・若,35.3,先行,13,8,17,中京,T,1200,良,6,2,１勝ｸﾗｽ,34.5,中団,5,7,13,小倉,T,1200,良,7,2,１勝ｸﾗｽ・牝,34.9,後方,4,6,14,阪神,T,1600,重,8,4,１勝ｸﾗｽ・牝,35.7,先行,16
5,,8,,,,,キャリーグレイス,,牝,4,7,2,28,小倉,D,1000,不,4,1,１勝ｸﾗｽ,35.4,先行,2,2,15,小倉,D,1000,稍,2,3,１勝ｸﾗｽ,35.0,先行,2,2,1,小倉,D,1000,良,2,11,１勝ｸﾗｽ,36.0,先行,10,11,22,福島,D,1150,良,5,8,１勝ｸﾗｽ,37.9,先行,4,10,25,新潟,D,1200,良,8,10,１勝ｸﾗｽ・牝,38.6,先行,8
5,,9,,,,,グッバイウェーブ,,牝,4,5,3,15,中京,T,1200,良,16,14,１勝ｸﾗｽ,36.0,先行,17,11,15,福島,T,1200,良,12,4,１勝ｸﾗｽ・牝,36.1,先行,17,7,19,函館,T,1200,良,4,4,１勝ｸﾗｽ・牝,34.5,先行,4,6,21,函館,T,1200,良,1,7,未勝利,35.2,逃げ,5,5,17,新潟,T,1000,稍,5,2,未勝利,33.5,中団,4
6,,10,,,,,ナムラペルル,,牝,4,4,3,22,中京,D,1200,良,7,9,１勝ｸﾗｽ,36.1,後方,3,3,1,中山,D,1200,稍,16,9,１勝ｸﾗｽ,39.6,先行,11,12,13,中京,D,1200,良,5,10,１勝ｸﾗｽ・牝,36.2,後方,5,11,8,東京,D,1300,良,13,9,１勝ｸﾗｽ,37.3,後方,2,10,26,新潟,D,1200,稍,6,3,１勝ｸﾗｽ・若,36.4,後方,20
6,,11,,,,,リードプリンシパル,,牝,4,9,2,14,京都,D,1200,稍,10,8,１勝ｸﾗｽ,37.6,中団,3,1,25,京都,D,1200,良,8,11,１勝ｸﾗｽ,37.1,先行,19,9,14,阪神,D,1200,良,16,3,１勝ｸﾗｽ,38.9,中団,4,8,17,中京,D,1200,良,1,5,未勝利,37.7,先行,7,6,28,小倉,D,1000,良,6,4,未勝利,36.2,先行,7
7,,12,,,,,タルトポワール,,牝,4,4,3,21,中山,D,1200,良,16,8,１勝ｸﾗｽ,39.1,中団,6,2,10,東京,D,1300,稍,16,9,１勝ｸﾗｽ,40.4,逃げ,3,1,17,中山,D,1200,良,15,4,１勝ｸﾗｽ,38.8,先行,4,12,20,中山,D,1200,良,9,3,１勝ｸﾗｽ,38.2,先行,4,11,22,福島,D,1150,良,2,6,１勝ｸﾗｽ,37.9,逃げ,31
7,,13,,,,,アルヘンティニータ,,牝,5,10,2,8,小倉,D,1000,良,8,9,１勝ｸﾗｽ,36.8,中団,11,11,22,福島,D,1150,良,3,9,１勝ｸﾗｽ,37.3,差し,2,11,8,福島,D,1150,良,4,15,１勝ｸﾗｽ・牝,37.5,先行,24,5,25,新潟,D,1200,稍,15,12,１勝ｸﾗｽ・牝,39.0,後方,4,4,26,福島,D,1150,良,5,13,１勝ｸﾗｽ・牝,37.8,先行,29
8,,14,,,,,フラッシュポイント,,牝,4,15,1,4,中山,D,1200,稍,8,1,１勝ｸﾗｽ・牝,38.1,中団,11,10,18,新潟,T,1000,良,8,1,１勝ｸﾗｽ,33.5,中団,10,8,9,新潟,T,1000,良,1,4,未勝利,32.5,逃げ,6,6,28,福島,D,1150,良,2,1,未勝利,37.7,先行,42,9,8,中山,D,1200,良,3,1,未勝利*,36.5,先行,10
8,,15,,,,,デルマエアロール,,牝,4,15,1,4,中山,D,1200,稍,15,4,１勝ｸﾗｽ・牝,39.4,先行,3,12,13,中京,D,1200,良,4,11,１勝ｸﾗｽ・牝,37.1,逃げ,8,10,19,新潟,D,1200,重,8,4,１勝ｸﾗｽ・牝,38.2,先行,7,8,31,新潟,D,1200,良,1,4,未勝利,37.3,逃げ,10,6,21,東京,D,1600,良,10,4,未勝利・牝,38.9,先行,2
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026041803010308,2026.4.18,土,福島,1福3,8,,1勝,ダート,1700,,4,良(暫定),晴(暫定),15,13:35,,定量,４上
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,ボナーテソーロ,,牡,5,4,3,22,中山,D,1800,良,10,11,１勝ｸﾗｽ,39.8,中団,4,2,22,小倉,T,2000,良,10,11,１勝ｸﾗｽ,36.7,先行,13,11,24,福島,T,2000,良,12,12,１勝ｸﾗｽ,35.6,先行,2,11,9,福島,T,2600,良,16,11,１勝ｸﾗｽ,36.6,逃げ,10,8,31,新潟,T,2200,良,10,4,瓢湖特別･1勝,37.1,中団,4
2,B,2,,,,,メイショウクーガー,,牡,6,17,12,21,中京,D,1800,稍,6,5,１勝ｸﾗｽ,38.9,先行,2,12,6,中京,D,1900,良,5,6,１勝ｸﾗｽ,38.3,中団,28,5,25,新潟,D,1800,稍,4,2,１勝ｸﾗｽ,38.3,先行,3,5,3,新潟,D,1800,稍,2,2,１勝ｸﾗｽ,37.7,先行,6,3,22,中京,D,1900,良,3,1,１勝ｸﾗｽ,37.1,差し,4
2,,3,,,,,ヤングアメリカンズ,,牡,4,5,3,14,阪神,D,1800,良,3,3,１勝ｸﾗｽ,36.6,差し,2,2,28,阪神,D,1800,良,3,9,１勝ｸﾗｽ,38.1,先行,17,11,2,京都,D,1800,稍,6,12,１勝ｸﾗｽ,38.4,中団,2,10,19,新潟,D,2500,重,11,5,１勝ｸﾗｽ,39.4,後方,5,9,14,阪神,D,2000,良,8,9,１勝ｸﾗｽ,39.0,後方,14
3,B,4,,,,,ローガンパス,,セ,5,3,3,29,阪神,S,2970,良,11,6,障害未勝利,14.4,中団,10,1,17,中山,S,2880,良,11,5,障害未勝利,14.0,後方,6,12,6,中京,D,1200,良,9,3,１勝ｸﾗｽ,38.7,先行,9,10,4,京都,D,1400,不,14,14,１勝ｸﾗｽ,38.9,逃げ,11,7,20,小倉,T,1800,良,9,6,１勝ｸﾗｽ,37.9,先行,6
3,,5,,,,,ララエキリーブル,,牡,4,7,3,1,小倉,D,1700,稍,6,6,１勝ｸﾗｽ,36.8,後方,7,1,11,京都,D,1800,良,10,6,１勝ｸﾗｽ,38.7,先行,2,12,27,阪神,T,1800,良,14,10,１勝ｸﾗｽ,34.8,後方,21,8,2,札幌,D,1700,良,3,4,１勝ｸﾗｽ,38.2,先行,3,7,12,函館,D,1700,良,1,1,未勝利,38.1,差し,2
4,,6,,,,,メイショウピリカ,,牝,4,6,3,8,阪神,D,2000,良,7,6,１勝ｸﾗｽ,40.4,先行,4,2,7,小倉,T,2000,稍,9,10,１勝ｸﾗｽ・牝,36.4,中団,4,1,11,京都,T,2000,良,7,14,１勝ｸﾗｽ,34.6,中団,2,12,27,阪神,T,1800,良,13,8,１勝ｸﾗｽ,34.5,後方,2,12,14,中京,T,2000,稍,4,13,１勝ｸﾗｽ・牝,34.5,差し,13
4,,7,,,,,コスモシェルベット,,牡,4,3,3,31,船橋,D,1800,重,2,4,フレン,----,先行,連,3,22,中京,D,1800,良,7,10,１勝ｸﾗｽ,37.2,先行,10,1,10,中山,D,1800,良,12,14,１勝ｸﾗｽ,39.6,中団,3,12,21,中京,D,1800,稍,15,11,１勝ｸﾗｽ,40.4,後方,18,8,16,札幌,D,1700,良,止,6,１勝ｸﾗｽ,----,,3
5,B,8,,,,,ハイクオリティ,,牡,4,7,2,28,阪神,D,1800,良,4,2,１勝ｸﾗｽ,38.6,先行,3,2,10,京都,D,1800,良,3,2,１勝ｸﾗｽ,38.4,差し,5,1,5,京都,D,1800,良,2,4,１勝ｸﾗｽ,38.5,逃げ,8,11,9,京都,D,1800,重,7,7,１勝ｸﾗｽ,38.2,先行,3,10,18,新潟,D,1800,良,7,2,１勝ｸﾗｽ,40.3,先行,8
5,,9,,,,,クリオシダード,,牡,4,16,12,28,阪神,D,1400,良,16,11,１勝ｸﾗｽ,42.0,先行,5,11,23,京都,D,1400,良,15,12,１勝ｸﾗｽ,40.7,中団,13,8,24,中京,D,1400,良,13,3,１勝ｸﾗｽ,41.2,先行,4,7,27,中京,D,1400,良,2,10,１勝ｸﾗｽ,37.5,先行,8,5,31,京都,D,1800,良,8,8,鳳雛Ｓ(L),39.2,先行,2
6,,10,,,,,カルテシウス,,牡,4,55,3,29,阪神,D,2000,稍,1,2,未勝利,39.7,逃げ,9,1,26,中京,D,1900,良,5,2,未勝利,38.7,先行,3,1,5,中京,D,1900,良,6,2,未勝利,38.4,後方,8,11,10,京都,D,1800,良,5,2,未勝利*,39.9,後方,6,9,28,中京,D,1800,良,3,1,未勝利*,38.7,ﾏｸﾘ,12
6,,11,,,,,ウォーターパラディ,,牡,4,8,2,21,小倉,D,1700,良,2,3,１勝ｸﾗｽ,38.7,先行,4,1,24,小倉,D,1700,良,4,4,１勝ｸﾗｽ,38.4,差し,4,12,28,阪神,D,1400,良,4,6,１勝ｸﾗｽ,37.1,差し,連,12,20,中京,D,1400,稍,8,5,１勝ｸﾗｽ,37.3,中団,3,11,30,京都,D,1400,良,3,5,１勝ｸﾗｽ,37.9,先行,8
7,,12,,,,,リアルフォルゴーレ,,牡,4,3,3,29,阪神,D,1800,良,3,8,１勝ｸﾗｽ,39.9,先行,12,1,5,京都,T,1600,良,10,7,１勝ｸﾗｽ,34.1,後方,2,12,20,阪神,D,1800,良,6,10,１勝ｸﾗｽ,37.7,中団,2,12,6,阪神,D,1800,良,7,7,１勝ｸﾗｽ,38.5,先行,11,9,20,阪神,T,1600,良,9,5,１勝ｸﾗｽ,34.8,逃げ,2
7,,13,,,,,キタノブレイク,,牡,4,44,6,15,東京,D,2100,重,9,12,１勝ｸﾗｽ,36.4,後方,4,5,18,新潟,D,1800,良,1,5,未勝利,40.3,先行,3,4,27,福島,D,1700,良,6,6,未勝利,38.2,中団,8,3,1,中山,D,1800,良,12,3,未勝利,42.0,中団,3,2,9,東京,D,2100,良,3,5,未勝利,39.7,差し,3
8,,14,,,,,イイデカンタロウ,,牡,5,3,3,28,中京,D,1400,稍,6,6,１勝ｸﾗｽ,37.0,中団,13,12,28,阪神,D,1400,良,13,8,１勝ｸﾗｽ,38.5,後方,2,12,13,阪神,D,1400,良,5,9,１勝ｸﾗｽ,37.6,中団,2,11,30,京都,D,1800,良,15,12,１勝ｸﾗｽ,41.3,中団,27,5,22,大井,D,1600,良,1,1,サラ系,----,先行,17
8,,15,,,,,ロストボール,,セ,7,7,3,1,小倉,D,1700,稍,15,16,１勝ｸﾗｽ,38.5,後方,10,12,20,中京,D,1900,稍,11,13,１勝ｸﾗｽ,38.5,後方,連,12,14,中京,D,1800,稍,7,14,１勝ｸﾗｽ・若,38.4,後方,3,11,23,東京,D,2100,良,7,14,１勝ｸﾗｽ,36.9,後方,5,10,19,新潟,D,1800,重,6,14,１勝ｸﾗｽ・若,37.6,後方,3
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026041803010309,2026.4.18,土,福島,1福3,9,ひめさゆり賞,1勝,芝,2000,A,4,良(暫定),晴(暫定),16,14:05,,馬齢,３歳
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,ロザーンジュ,,牝,3,4,3,22,中京,T,2000,良,1,4,未勝利,35.0,差し,7,1,31,小倉,T,2000,良,3,8,未勝利・牝,36.4,逃げ,7,12,14,中京,T,2000,稍,5,9,未勝利*,35.1,後方,10,10,4,京都,T,2000,重,9,8,新馬,36.1,後方,初,,,,,,,,,,,,
2,,2,,,,,マカナアネラ,,牡,3,5,3,15,中山,T,1800,良,13,15,スプリンG2,36.3,中団,6,2,1,小倉,T,2000,良,1,5,未勝利,35.6,逃げ,2,1,18,京都,T,1600,良,9,10,未勝利,36.5,中団,4,12,21,中京,T,1400,稍,7,6,未勝利*,34.9,中団,3,11,29,京都,D,1400,良,4,5,未勝利*,37.8,差し,7
3,,3,,,,,サイン,,牡,3,11,1,31,京都,D,1800,良,9,8,１勝ｸﾗｽ*,37.7,先行,3,1,10,京都,D,1800,良,6,8,１勝ｸﾗｽ*,36.5,中団,13,10,12,京都,D,1800,良,1,2,未勝利*,37.7,逃げ,11,7,26,中京,T,1600,良,5,3,未勝利*,34.6,後方,3,7,6,小倉,T,1800,良,6,3,新馬,40.2,中団,初
4,,4,,,,,サイモンシャリオ,,牡,3,3,3,29,阪神,T,2000,良,1,2,未勝利,34.9,先行,2,3,14,中京,T,2000,良,2,4,未勝利,34.6,追込,10,1,5,京都,T,2000,良,8,6,未勝利,36.3,先行,2,12,20,中京,T,2000,稍,4,5,未勝利*,34.7,差し,2,12,6,阪神,T,1800,良,4,4,未勝利*,33.2,追込,3
5,,5,,,,,キンググローリー,,牡,3,3,3,29,中山,T,2200,良,1,5,未勝利,36.4,逃げ,3,3,7,中山,T,2200,稍,3,5,未勝利,36.2,先行,6,1,24,中山,T,2200,良,9,6,未勝利,36.2,中団,3,1,5,中山,T,2000,良,5,8,未勝利,36.3,先行,12,10,12,東京,T,1600,良,4,3,未勝利*,34.7,先行,3
6,,6,,,,,マイネルシンベリン,,牡,3,5,3,15,中山,T,1800,良,8,13,スプリンG2,35.3,中団,7,1,25,中山,T,1800,良,3,4,若竹賞･1勝*,35.2,ﾏｸﾘ,5,12,20,中山,T,1600,良,8,9,ひいらぎ･1勝,34.9,中団,9,10,18,東京,T,1800,良,5,5,アイビー(L),35.1,逃げ,9,8,16,札幌,T,1800,良,1,1,未勝利*,34.8,先行,3
7,,7,,,,,オブラプリーマ,,牝,3,10,2,10,東京,T,2400,良,6,6,ゆりかも･1勝,34.5,後方,9,12,6,中山,T,2000,良,3,7,葉牡丹賞･1勝,35.0,差し,13,9,6,札幌,T,1800,良,7,8,札幌２歳G3,35.5,後方,7,7,20,福島,T,2000,良,1,7,新馬,35.8,ﾏｸﾘ,初,,,,,,,,,,,,
8,,8,,,,,アイドクレース,,牝,3,7,2,28,中山,T,1800,良,3,6,１勝ｸﾗｽ・牝*,35.9,ﾏｸﾘ,2,2,14,小倉,T,2000,良,5,7,あすなろ･1勝,35.6,後方,2,1,31,小倉,T,1800,良,1,6,未勝利,35.5,差し,10,11,22,福島,T,1800,良,3,9,未勝利*,34.8,追込,4,10,25,新潟,T,1800,良,3,4,未勝利*,33.7,追込,4
8,,9,,,,,ノーウェアマン,,牡,3,4,3,22,中山,T,2000,良,6,5,１勝ｸﾗｽ*,36.2,先行,12,12,27,中山,T,2000,良,15,16,ホープフG1,35.7,後方,9,10,25,東京,T,1800,良,1,5,未勝利*,35.0,逃げ,連,10,19,東京,T,1600,良,6,5,未勝利*,35.3,後方,5,9,15,中山,T,1600,良,5,11,新馬,35.2,ﾏｸﾘ,初
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026041803010310,2026.4.18,土,福島,1福3,10,桑折特別,1勝,芝,2000,A,4,良(暫定),晴(暫定),16,14:40,牝,定量,４上
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,マーゴットレジーナ,,牝,4,4,3,22,中京,T,2000,良,3,2,１勝ｸﾗｽ・牝,34.3,先行,14,12,14,中京,T,2000,稍,8,2,１勝ｸﾗｽ・牝,34.9,後方,3,11,24,福島,T,2000,良,2,4,１勝ｸﾗｽ,34.8,先行,4,10,26,新潟,T,1800,稍,14,1,１勝ｸﾗｽ・牝,34.5,後方,9,8,23,中京,T,2000,良,2,1,１勝ｸﾗｽ・牝,33.9,差し,3
2,,2,,,,,ルールーリマ,,牝,4,4,3,21,中京,T,2000,良,3,4,１勝ｸﾗｽ,34.1,差し,4,2,22,小倉,T,2000,良,5,1,１勝ｸﾗｽ,35.4,中団,13,11,22,福島,T,1800,良,4,3,高湯温泉･1勝,34.5,先行,9,9,20,中山,T,2000,良,3,2,１勝ｸﾗｽ,34.2,差し,7,8,3,札幌,T,2000,良,3,2,１勝ｸﾗｽ・牝,35.2,差し,15
3,,3,,,,,メリザンド,,牝,4,8,2,22,小倉,T,2000,良,1,6,１勝ｸﾗｽ,36.3,逃げ,13,11,24,福島,T,2600,良,10,6,磐梯山特･1勝,36.3,先行,10,9,13,中山,T,2000,稍,3,8,１勝ｸﾗｽ,34.5,逃げ,3,8,23,新潟,D,1800,良,13,5,未勝利・牝,41.8,後方,13,5,24,新潟,D,1800,良,3,6,未勝利・牝,39.2,先行,12
