レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026061402010201,2026.6.14,日,函館,1函2,1,,未勝利,芝,1200,A,2,良(暫定),晴(暫定),16,09:50,,馬齢,３歳
6,,11,,,,,ラップトップ,,牝,3,4,5,17,新潟,T,2000,良,2,5,未勝利・若,36.0,追込,2,5,3,新潟,T,1800,良,4,6,未勝利,33.8,差し,7,3,15,中京,T,1600,良,13,4,未勝利・牝,34.6,後方,3,2,21,小倉,T,1800,良,5,4,未勝利,36.2,先行,4,1,24,小倉,T,1800,良,5,6,未勝利,34.4,先行,6
6,,12,,,,,ヴァールザーゲン,,牝,3,4,5,17,新潟,T,2000,良,5,11,未勝利・若,37.8,逃げ,11,3,1,阪神,T,2000,良,7,13,未勝利,35.4,中団,3,2,7,小倉,T,1200,良,18,16,未勝利,36.5,後方,6,12,28,中山,T,1200,良,8,14,未勝利*,35.1,後方,10,10,19,新潟,T,1400,稍,18,15,新馬,36.5,後方,初
7,,13,,,,,ピアス,,牝,3,6,5,3,新潟,T,2000,稍,9,2,未勝利・牝,37.1,先行,3,4,11,福島,T,1800,良,5,1,未勝利・牝,36.3,逃げ,4,3,14,中京,T,2000,良,5,9,未勝利,35.7,先行,8,1,18,中山,D,1800,良,10,3,未勝利・牝,43.8,逃げ,10,11,9,東京,T,1800,良,5,8,未勝利*,35.6,先行,3
7,,14,,,,,ブライトエアリー,,牝,3,4,5,16,東京,T,2000,良,3,3,未勝利・牝,34.2,先行,4,4,18,福島,T,2000,良,4,2,未勝利・牝,35.9,差し,4,3,22,中京,T,2000,良,3,3,未勝利,36.1,逃げ,4,2,22,小倉,T,1800,良,8,3,未勝利・牝,36.2,先行,10,12,14,阪神,T,1800,稍,2,2,未勝利*,35.6,先行,3
8,,15,,,,,ミナヅキ,,牡,3,8,4,19,中山,T,2000,良,4,4,未勝利,35.5,先行,4,3,22,中山,T,2000,良,2,8,未勝利,35.7,ﾏｸﾘ,3,2,28,中山,T,2000,良,7,4,未勝利,35.7,中団,8,1,4,中山,T,1600,良,7,3,未勝利,35.3,中団,4,12,6,中山,T,1600,良,3,6,未勝利*,33.8,差し,3
8,,16,,,,,レジオンポレール,,牡,3,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026061402010207,2026.6.14,日,函館,1函2,7,,1勝,ダート,1000,,2,稍(暫定),晴(暫定),12,13:05,牝,定量,３上
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,フレンズプラス,,牝,3,5,5,9,新潟,D,1200,稍,1,1,未勝利・牝,38.7,先行,3,4,19,福島,D,1150,良,2,11,未勝利,37.3,差し,10,2,7,小倉,D,1700,良,11,9,未勝利・牝,41.1,先行,17,10,11,京都,D,1200,良,7,2,未勝利*,38.2,先行,4,9,13,阪神,D,1200,良,3,6,未勝利*,36.9,先行,連
2,,2,,,,,ムーンブランシュ,,牝,3,18,2,7,東京,D,1400,良,14,10,１勝ｸﾗｽ*,38.8,中団,2,1,24,中山,D,1200,良,1,1,未勝利・牝,37.3,先行,2,1,12,中山,D,1200,良,2,9,未勝利,37.5,差し,11,10,25,東京,D,1600,稍,15,6,新馬,38.2,後方,初,,,,,,,,,,,,
3,,3,,,,,キャリーグレイス,,牝,4,8,4,18,福島,D,1150,良,2,3,１勝ｸﾗｽ・牝,37.0,先行,7,2,28,小倉,D,1000,不,4,1,１勝ｸﾗｽ,35.4,先行,2,2,15,小倉,D,1000,稍,2,3,１勝ｸﾗｽ,35.0,先行,2,2,1,小倉,D,1000,良,2,11,１勝ｸﾗｽ,36.0,先行,10,11,22,福島,D,1150,良,5,8,１勝ｸﾗｽ,37.9,先行,4
4,B,4,,,,,ミサビスケッツ,,牝,4,5,5,10,新潟,D,1200,良,10,11,１勝ｸﾗｽ・牝,37.6,後方,2,4,25,東京,D,1400,稍,16,6,１勝ｸﾗｽ・牝,40.9,先行,4,3,28,阪神,D,1400,良,5,7,１勝ｸﾗｽ・牝,37.9,先行,6,2,14,小倉,D,1700,良,12,3,１勝ｸﾗｽ・牝,38.5,後方,2,2,1,小倉,D,1700,良,12,2,１勝ｸﾗｽ・牝,39.2,先行,23
5,,5,,,,,パーティーガール,,牝,4,4,5,16,新潟,D,1200,良,11,11,１勝ｸﾗｽ・牝,39.7,中団,12,2,21,東京,D,1400,良,15,10,１勝ｸﾗｽ,39.2,中団,7,1,1,川崎,D,1400,稍,1,2,初詣賞,----,逃げ,3,12,15,川崎,D,1400,重,1,1,ベルリ,----,逃げ,4,11,19,川崎,D,1400,良,1,1,サラ系,----,逃げ,5
5,,6,,,,,オオゾラヒバリ,,牝,5,4,5,17,新潟,T,1000,良,15,8,飛竜特別･1勝,32.5,後方,9,3,14,中山,D,1200,良,7,8,１勝ｸﾗｽ,37.1,先行,8,1,17,中山,D,1200,良,11,6,１勝ｸﾗｽ,37.9,後方,2,1,4,中山,D,1200,稍,2,10,１勝ｸﾗｽ・牝,37.4,差し,8,11,8,福島,D,1150,良,11,6,１勝ｸﾗｽ・牝,36.6,後方,7
6,B,7,,,,,スパークルジョイ,,牝,5,12,3,21,阪神,D,1200,良,9,13,１勝ｸﾗｽ,37.7,逃げ,3,3,1,阪神,D,1200,良,8,8,１勝ｸﾗｽ・牝,37.8,逃げ,5,1,25,小倉,D,1000,良,9,7,１勝ｸﾗｽ,37.7,先行,3,1,4,京都,D,1200,良,12,15,１勝ｸﾗｽ,37.4,逃げ,8,11,8,福島,D,1150,良,13,9,１勝ｸﾗｽ,38.4,中団,10
6,,8,,,,,ゴールドヴィーナス,,牝,3,9,4,11,阪神,T,1200,稍,15,13,１勝ｸﾗｽ*,34.4,後方,2,3,28,阪神,D,1200,稍,1,4,未勝利・牝,37.2,逃げ,8,1,31,小倉,T,1200,良,18,3,未勝利・若,36.6,中団,8,12,7,阪神,T,1400,良,11,9,未勝利*,36.0,中団,6,10,25,新潟,T,1200,良,7,4,未勝利*,36.1,先行,12
7,,9,,,,,テーオーナタリー,,牝,3,3,5,23,京都,D,1400,稍,4,12,１勝ｸﾗｽ*,38.3,先行,5,4,19,阪神,D,1200,良,6,11,１勝ｸﾗｽ*,36.4,中団,18,12,14,阪神,D,1200,良,4,6,１勝ｸﾗｽ*,35.9,追込,3,11,22,京都,D,1200,良,1,1,未勝利・牝*,36.9,逃げ,4,10,25,京都,D,1400,良,3,4,新馬・牝,38.4,先行,初
7,,10,,,,,レストプレドゥモア,,牝,4,9,4,11,福島,D,1150,良,9,10,１勝ｸﾗｽ,38.5,先行,10,2,1,小倉,D,1000,良,10,9,１勝ｸﾗｽ,36.3,中団,8,12,7,阪神,D,1200,良,11,7,１勝ｸﾗｽ・牝,40.8,先行,20,7,19,函館,D,1000,良,1,4,未勝利,35.5,先行,6,6,7,阪神,D,1400,良,6,7,未勝利・牝,38.6,先行,32
8,,11,,,,,アルヘンティニータ,,牝,5,4,5,16,新潟,D,1200,良,6,8,１勝ｸﾗｽ・牝,38.4,先行,4,4,18,福島,D,1150,良,4,6,１勝ｸﾗｽ・牝,36.6,差し,10,2,8,小倉,D,1000,良,8,9,１勝ｸﾗｽ,36.8,中団,11,11,22,福島,D,1150,良,3,9,１勝ｸﾗｽ,37.3,差し,2,11,8,福島,D,1150,良,4,15,１勝ｸﾗｽ・牝,37.5,先行,24
8,,12,,,,,ヒットミー,,牝,4,9,4,12,中山,D,1200,良,7,7,１勝ｸﾗｽ・牝,37.7,先行,4,3,15,中山,D,1200,良,2,9,１勝ｸﾗｽ・牝,36.9,差し,10,1,4,中山,D,1200,稍,14,6,１勝ｸﾗｽ・牝,39.2,中団,12,10,12,東京,D,1600,良,12,10,１勝ｸﾗｽ,37.8,中団,5,9,6,札幌,D,1700,良,10,4,１勝ｸﾗｽ・牝,42.6,逃げ,32
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026061402010208,2026.6.14,日,函館,1函2,8,,1勝,芝,1200,A,2,良(暫定),晴(暫定),16,13:35,,定量,３上
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,ジャスパールビー,,牝,3,7,4,25,福島,T,1200,良,14,14,雪うさぎ･1勝,36.6,中団,6,3,15,中山,T,1200,良,13,11,１勝ｸﾗｽ*,34.9,後方,5,2,8,小倉,T,1200,良,7,11,かささぎ･1勝,34.8,後方,9,12,6,阪神,T,1200,良,7,5,さざんか･1勝,35.6,先行,2,11,24,福島,T,1200,良,1,3,未勝利*,34.9,逃げ,2
2,,2,,,,,グリフォン,,牝,4,10,4,4,阪神,D,1200,稍,16,12,１勝ｸﾗｽ,39.7,中団,10,1,25,小倉,T,1200,良,13,9,八幡特別･1勝,34.2,中団,20,9,7,札幌,T,1200,稍,1,6,未勝利,35.8,先行,2,8,24,札幌,T,1200,良,4,3,未勝利,36.3,逃げ,2,8,9,札幌,T,1200,稍,3,9,未勝利,35.4,先行,3
3,B,3,,,,,マジェステラ,,牝,3,2,5,31,東京,D,1400,良,9,8,１勝ｸﾗｽ*,38.0,先行,9,3,28,中山,D,1200,重,1,2,未勝利・牝,37.1,先行,2,3,14,中京,D,1200,良,2,7,未勝利,37.5,先行,3,2,21,東京,D,1400,良,8,9,未勝利・牝,38.1,中団,11,12,7,中京,T,1600,良,13,9,未勝利*,35.5,中団,2
4,B,4,,,,,スプリングデイ,,牝,5,3,5,24,新潟,T,1200,稍,6,9,１勝ｸﾗｽ,34.3,後方,10,3,15,中京,D,1400,良,13,13,１勝ｸﾗｽ・牝,37.6,中団,12,12,20,中京,T,1400,稍,11,14,１勝ｸﾗｽ,34.6,後方,16,8,30,札幌,T,1200,稍,7,6,１勝ｸﾗｽ,35.1,中団,3,8,10,札幌,T,1200,良,4,7,１勝ｸﾗｽ・牝,34.5,差し,4
4,,5,,,,,シャインズオンユー,,牡,5,4,5,16,新潟,T,1400,良,13,11,１勝ｸﾗｽ,34.0,後方,3,4,25,京都,T,1400,良,13,16,１勝ｸﾗｽ,33.4,後方,連,4,19,福島,T,1200,良,14,13,須賀川特･1勝,33.4,後方,3,3,29,阪神,T,1400,良,13,7,１勝ｸﾗｽ,34.9,後方,6,2,14,小倉,T,1200,良,10,5,１勝ｸﾗｽ,34.7,後方,連
5,,6,,,,,スマッシュアウト,,牡,4,9,4,12,福島,T,1200,良,12,7,１勝ｸﾗｽ,34.0,後方,10,1,31,小倉,T,1200,良,7,8,１勝ｸﾗｽ,34.1,中団,12,11,9,福島,T,1200,良,7,3,１勝ｸﾗｽ,34.5,後方,10,8,30,新潟,T,1400,良,13,9,新発田城･1勝,35.1,後方,6,7,19,函館,T,1200,良,12,3,１勝ｸﾗｽ,36.0,先行,2
5,,7,,,,,アートフォーム,,牝,5,9,4,11,福島,T,1200,良,9,9,１勝ｸﾗｽ・牝,34.1,後方,9,2,7,小倉,T,1200,稍,9,12,１勝ｸﾗｽ・牝,34.9,中団,12,11,16,福島,T,1200,良,5,12,１勝ｸﾗｽ,34.5,中団,8,9,20,阪神,T,1600,良,13,15,１勝ｸﾗｽ,34.8,中団,2,9,7,阪神,T,1200,良,11,9,１勝ｸﾗｽ,34.0,後方,3
6,,8,,,,,クレセントウイング,,セ,6,7,4,25,福島,T,1200,良,10,6,１勝ｸﾗｽ・若,34.5,先行,9,2,21,小倉,T,1200,良,7,8,１勝ｸﾗｽ,33.8,後方,13,11,23,東京,T,1400,良,17,16,２勝ｸﾗｽ,32.6,後方,4,10,25,新潟,T,1400,良,11,4,１勝ｸﾗｽ,35.5,中団,7,9,7,札幌,T,1200,稍,2,5,１勝ｸﾗｽ,35.0,差し,7
6,,9,,,,,フレンドモナコ,,牡,3,6,5,2,東京,T,1400,良,12,16,１勝ｸﾗｽ*,33.8,中団,2,4,19,中山,T,1600,良,4,6,１勝ｸﾗｽ*,34.5,差し,3,3,29,中山,D,1200,稍,12,12,１勝ｸﾗｽ*,37.8,後方,4,3,1,中山,T,1600,良,11,9,１勝ｸﾗｽ*,34.7,後方,連,2,21,小倉,T,1200,良,5,9,あざみ賞･1勝,34.7,中団,3
7,,10,,,,,シーグルロス,,牝,3,3,5,23,新潟,T,1000,稍,5,4,はやぶさ･1勝,34.0,先行,7,4,5,中山,T,1200,重,7,10,１勝ｸﾗｽ*,35.4,逃げ,12,1,11,中山,D,1200,良,16,15,１勝ｸﾗｽ*,41.2,中団,3,12,20,中京,T,1200,稍,7,7,クリスマ,35.5,逃げ,12,9,28,中山,T,1600,良,7,7,サフラン･1勝,35.5,先行,連
7,,11,,,,,フロウアンドライム,,牡,4,9,4,12,福島,T,1200,良,4,3,１勝ｸﾗｽ,33.9,差し,4,3,15,中京,T,1200,良,4,11,１勝ｸﾗｽ,33.8,差し,16,11,24,東京,T,1600,良,16,7,１勝ｸﾗｽ,36.3,先行,12,8,30,新潟,T,1400,良,8,2,新発田城･1勝,34.5,後方,11,6,14,東京,T,1400,良,5,3,１勝ｸﾗｽ,34.1,後方,7
8,,12,,,,,シュークリーム,,牝,5,6,5,2,新潟,T,1000,稍,10,4,１勝ｸﾗｽ,35.2,先行,10,2,22,小倉,D,1000,良,12,8,１勝ｸﾗｽ,36.7,中団,連,2,15,小倉,D,1000,稍,4,6,１勝ｸﾗｽ,35.9,先行,10,12,7,阪神,D,1200,良,8,9,１勝ｸﾗｽ・牝,38.7,先行,3,11,16,福島,D,1150,良,2,10,１勝ｸﾗｽ・若,38.0,逃げ,4
8,,13,,,,,プリンセスモコ,,牝,3,12,3,21,中京,T,1400,良,15,7,ファルコG3,34.9,先行,9,1,17,京都,T,1400,良,2,3,紅梅Ｓ(L),34.4,先行,5,12,13,中京,T,1400,良,2,4,つわぶき･1勝,35.1,逃げ,4,11,15,京都,D,1200,良,1,1,新馬,36.1,先行,初,,,,,,,,,,,,
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026061402010209,2026.6.14,日,函館,1函2,9,八雲特別,1勝,芝,1800,A,4,良(暫定),晴(暫定),16,14:05,,定量,３上
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,サウンドサンライズ,,牝,4,26,12,14,中京,T,2000,稍,12,11,１勝ｸﾗｽ・牝,34.9,後方,14,9,6,札幌,T,2000,良,止,5,富良野特･1勝,----,,2,8,23,札幌,T,1800,稍,7,2,１勝ｸﾗｽ・牝,35.8,中団,3,8,3,札幌,T,2000,良,2,8,１勝ｸﾗｽ・牝,35.5,先行,22,3,2,阪神,T,1600,良,12,14,チューリG2,33.8,後方,3
2,,2,,,,,ゼアズノープレイス,,牡,7,61,4,12,福島,T,1800,良,9,13,浄土平特･1勝,35.4,後方,6,3,2,小倉,T,2000,重,8,17,１勝ｸﾗｽ,36.6,後方,2,2,16,小倉,T,1800,良,10,8,１勝ｸﾗｽ,35.4,中団,2,2,2,小倉,T,2000,稍,7,14,戸畑特別･1勝,36.4,中団,6,12,21,中山,T,2200,良,11,14,ノエル賞･1勝,35.2,中団,連
3,B,3,,,,,ハミルトン,,牡,4,6,5,2,京都,D,1400,稍,8,4,１勝ｸﾗｽ,38.7,先行,22,11,30,京都,D,1400,良,8,6,１勝ｸﾗｽ,39.1,先行,12,9,6,札幌,D,1700,良,6,5,１勝ｸﾗｽ,38.8,逃げ,2,8,23,札幌,D,1700,稍,2,4,ニセコ特･1勝,38.1,先行,5,7,19,函館,D,1700,良,4,4,１勝ｸﾗｽ,38.0,逃げ,3
4,,4,,,,,コスモナエマ,,牝,3,10,4,5,中山,T,2000,重,1,4,未勝利,36.6,逃げ,4,3,7,中山,T,2000,稍,5,6,未勝利・牝,36.3,先行,26,9,7,札幌,T,2000,稍,2,3,未勝利*,37.0,ﾏｸﾘ,4,8,9,新潟,T,2000,良,4,8,未勝利*,37.2,先行,3,7,20,福島,T,2000,良,10,5,新馬,40.3,後方,初
5,,5,,,,,モンローウォーク,,牝,3,43,8,16,新潟,T,1600,良,1,1,新馬,33.9,逃げ,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,6,,,,,ナムラヒナギク,,牝,3,3,5,23,京都,T,1600,良,6,10,メルボル･1勝,34.8,先行,2,5,9,京都,T,1600,良,6,6,１勝ｸﾗｽ*,34.0,後方,11,2,21,阪神,T,1600,良,1,5,未勝利,34.4,差し,2,2,7,京都,T,1600,良,3,9,未勝利・牝,35.6,先行,4,1,12,京都,T,1400,良,5,12,未勝利,35.2,後方,2
7,,7,,,,,ポタリング,,セ,4,16,2,22,東京,T,1800,良,8,10,１勝ｸﾗｽ,34.3,中団,3,1,31,東京,T,1800,良,6,10,１勝ｸﾗｽ,33.8,中団,10,11,22,福島,T,1800,良,5,5,高湯温泉･1勝,34.6,先行,2,11,8,福島,T,1800,良,4,5,１勝ｸﾗｽ・若,35.7,先行,3,10,18,新潟,T,1800,良,13,7,１勝ｸﾗｽ,34.1,中団,13
7,,8,,,,,ゴガツノアマノガワ,,牡,4,2,5,31,東京,T,1800,良,8,6,１勝ｸﾗｽ,35.6,先行,2,5,17,東京,T,1800,良,5,11,１勝ｸﾗｽ,33.8,先行,連,5,10,東京,T,1400,良,8,8,１勝ｸﾗｽ,33.9,後方,53,5,3,東京,T,2000,稍,7,4,未勝利,34.3,中団,2,4,20,中山,T,2000,良,7,6,未勝利,35.2,先行,3
8,,9,,,,,キセキノエンジェル,,牝,7,8,4,19,福島,T,2000,良,8,9,１勝ｸﾗｽ,37.2,先行,3,3,28,中山,D,1800,重,10,12,１勝ｸﾗｽ・牝,40.5,後方,28,9,15,中山,D,1800,良,14,15,１勝ｸﾗｽ・牝,41.4,中団,8,7,19,福島,D,1700,良,8,13,１勝ｸﾗｽ・牝,38.4,中団,8,5,24,新潟,T,2000,良,12,15,石打特別･1勝,35.4,中団,2
8,,10,,,,,ドッグウッド,,牡,3,10,4,4,中山,T,2200,稍,外,--,山吹賞･1勝*,----,,5,3,1,阪神,T,2000,良,2,3,１勝ｸﾗｽ*,35.2,先行,2,2,14,小倉,T,2000,良,4,3,あすなろ･1勝,35.7,先行,3,1,25,小倉,T,2000,良,1,2,未勝利,34.5,先行,5,12,20,中山,T,1800,良,3,9,未勝利*,34.8,先行,2
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026061402010210,2026.6.14,日,函館,1函2,10,津軽海峡特別,2勝,ダート,1700,,4,稍(暫定),晴(暫定),14,14:40,,ﾊﾝﾃﾞ,３上
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,B,1,,,,,リッチブラック,,牡,7,5,5,9,京都,T,2000,良,6,7,鴨川特別･2勝,35.2,後方,2,4,26,京都,T,2200,良,7,10,比良山Ｈ･2勝,37.4,逃げ,2,4,11,阪神,T,2400,良,7,6,明石特別･2勝,35.0,先行,6,3,1,阪神,T,2200,良,8,9,山陽特別･2勝,35.6,逃げ,3,2,7,京都,T,2000,良,6,8,２勝ｸﾗｽ,35.6,ﾏｸﾘ,3
2,,2,,,,,フェスタリア,,牡,4,8,4,19,中山,D,1800,良,9,7,利根川特･2勝,38.8,ﾏｸﾘ,3,3,29,中山,D,1800,稍,1,4,１勝ｸﾗｽ,38.7,先行,3,3,7,中山,D,1800,重,3,5,１勝ｸﾗｽ,38.1,差し,12,12,13,中山,D,1200,良,9,2,１勝ｸﾗｽ,37.3,中団,14,9,6,中山,D,1200,稍,4,2,１勝ｸﾗｽ,36.0,追込,3
3,,3,,,,,チギリ,,牝,4,4,5,16,東京,D,1600,良,1,2,１勝ｸﾗｽ・牝,36.0,差し,3,4,25,福島,D,1700,良,4,6,１勝ｸﾗｽ,37.8,差し,2,4,12,福島,D,1700,良,3,2,１勝ｸﾗｽ,37.8,差し,9,2,7,東京,D,1600,良,4,8,１勝ｸﾗｽ・牝,37.3,差し,8,12,14,中京,D,1800,稍,6,5,１勝ｸﾗｽ・若,39.0,中団,3
4,,4,,,,,ディアウス,,牡,4,4,5,16,新潟,D,1800,良,2,4,中ノ岳特･2勝,37.6,先行,11,2,28,小倉,D,1700,重,7,1,早鞆特Ｈ･2勝,37.8,中団,3,2,8,小倉,D,1700,良,2,5,由布院特･2勝,38.4,先行,25,8,17,札幌,D,1700,稍,1,1,１勝ｸﾗｽ,37.4,先行,3,7,26,札幌,D,1700,良,1,1,未勝利,38.5,逃げ,9
5,,5,,,,,エアニゲラ,,牝,4,9,4,11,阪神,D,1800,重,1,2,１勝ｸﾗｽ・牝,37.3,逃げ,4,3,14,阪神,D,1800,良,1,5,１勝ｸﾗｽ・牝,38.8,逃げ,4,2,15,京都,D,1800,良,12,7,１勝ｸﾗｽ,40.3,先行,10,12,6,中京,D,1800,良,5,5,１勝ｸﾗｽ・牝,38.7,先行,3,11,15,京都,T,2000,良,6,7,２勝ｸﾗｽ・牝,38.4,逃げ,11
5,,6,,,,,アールプロスト,,牡,4,11,3,28,中山,T,2000,稍,12,10,２勝ｸﾗｽ,35.7,後方,4,2,28,中山,D,1800,稍,10,7,２勝ｸﾗｽ,38.7,後方,13,11,29,東京,D,2100,良,15,4,２勝ｸﾗｽ,41.1,中団,5,10,25,新潟,D,1800,良,9,1,菅名岳特･2勝,37.2,後方,4,9,28,中山,D,1800,良,3,3,２勝ｸﾗｽ,37.0,差し,9
6,,7,,,,,タイヨウフレア,,牝,4,8,4,19,中山,D,1800,良,11,11,利根川特･2勝,39.3,後方,8,2,22,小倉,D,1700,良,13,11,和布刈特･2勝,38.1,後方,2,2,8,小倉,D,1700,良,5,11,由布院特･2勝,38.0,中団,3,1,18,中山,D,1800,良,9,12,２勝ｸﾗｽ・牝,39.6,中団,9,11,15,東京,D,1600,良,10,9,三浦特別･2勝,36.9,中団,3
6,B,8,,,,,メイショウタイピン,,牡,4,4,5,17,東京,D,1600,良,5,9,青梅特Ｈ･2勝,36.2,中団,2,5,2,東京,D,1600,稍,5,7,２勝ｸﾗｽ,35.9,後方,15,1,18,京都,D,1800,良,9,8,大津特別･2勝,37.5,中団,4,12,21,阪神,D,1800,重,14,7,２勝ｸﾗｽ,40.3,先行,5,11,15,福島,D,1700,良,11,8,西郷特Ｈ･2勝,38.4,中団,14
7,,9,,,,,レイザリオ,,牡,4,9,4,12,福島,D,1700,良,1,5,１勝ｸﾗｽ,38.4,逃げ,8,2,15,小倉,D,1700,稍,7,5,１勝ｸﾗｽ,40.5,先行,9,12,13,中京,D,1400,良,13,4,１勝ｸﾗｽ,38.7,先行,3,11,24,福島,D,1700,良,3,8,１勝ｸﾗｽ・若,38.8,逃げ,10,9,13,阪神,T,1400,良,10,16,１勝ｸﾗｽ,34.9,中団,6
7,,10,,,,,ラマンシュ,,牡,4,8,4,18,福島,D,1700,良,5,1,ラジオＨ･2勝,37.7,中団,12,1,24,小倉,D,1700,良,1,3,１勝ｸﾗｽ,37.5,差し,7,12,6,中京,D,1800,良,2,7,１勝ｸﾗｽ・若,37.2,差し,6,10,26,新潟,D,1800,稍,2,11,１勝ｸﾗｽ,38.0,差し,12,8,3,札幌,D,1700,良,12,8,１勝ｸﾗｽ,45.8,逃げ,30
8,,11,,,,,マーウォルス,,牡,4,7,4,26,福島,D,1700,良,6,4,尾瀬特別･2勝,37.9,後方,8,2,28,小倉,D,1700,重,5,10,早鞆特Ｈ･2勝,37.4,後方,2,2,15,小倉,D,1700,稍,1,1,１勝ｸﾗｽ,38.3,差し,8,12,20,阪神,D,1800,良,5,5,１勝ｸﾗｽ,37.3,中団,4,11,23,京都,D,1400,良,9,4,１勝ｸﾗｽ,37.0,後方,2
8,B,12,,,,,ジュンラトゥール,,牡,5,7,4,26,福島,D,1700,良,3,7,尾瀬特別･2勝,38.0,先行,5,3,21,阪神,D,1800,良,7,9,２勝ｸﾗｽ,37.9,後方,連,3,14,中京,D,1800,良,9,4,中京スＨ･2勝,37.3,中団,2,2,28,小倉,D,1700,重,4,13,早鞆特Ｈ･2勝,37.4,差し,8,1,4,京都,D,1800,良,10,9,天ケ瀬特･2勝,37.4,後方,3
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026061402010211,2026.6.14,日,函館,1函2,11,函館日刊スポーツ杯,2勝,芝,1200,A,2,良(暫定),晴(暫定),16,15:15,,定量,３上
