レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026042503010501,2026.4.25,土,福島,1福5,1,,未勝利,ダート,1700,,4,良(暫定),晴(暫定),15,09:45,牝,馬齢,３歳
7,,14,,,,,サマーマッドネス,,牡,3,9,2,22,東京,D,1600,良,9,9,ヒヤシン(L),39.0,後方,3,2,3,川崎,D,1600,良,1,1,フェブ,----,逃げ,10,11,23,京都,D,1400,良,2,3,未勝利*,37.4,差し,5,10,18,京都,D,1800,稍,2,2,未勝利*,39.6,先行,5,9,14,中山,D,1800,稍,4,1,未勝利*,41.0,先行,2
8,,15,,,,,ヴェネチアンキング,,牡,3,9,2,21,東京,D,1400,良,10,13,１勝ｸﾗｽ*,37.5,後方,6,1,11,中山,D,1200,良,12,9,１勝ｸﾗｽ*,39.6,中団,4,12,14,中山,D,1200,稍,1,1,未勝利*,38.3,先行,9,10,13,東京,D,1400,良,2,2,未勝利*,37.8,逃げ,5,9,7,中山,D,1800,良,10,4,新馬,42.6,逃げ,初
8,,16,,,,,テイクオンミー,,牡,3,13,1,24,中山,D,1800,良,1,6,未勝利,39.5,逃げ,4,12,27,中山,D,1800,稍,4,8,未勝利*,39.3,先行,9,10,26,東京,T,1800,稍,8,6,新馬,35.2,先行,初,,,,,,,,,,,,,,,,,,,,,,,,
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026042505020107,2026.4.25,土,東京,2東1,7,,1勝,ダート,1400,,2,重(暫定),曇(暫定),16,13:25,牝,定量,４上
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,ザローズハーツ,,牝,4,6,3,14,中山,D,1200,良,15,11,１勝ｸﾗｽ,37.5,後方,60,1,18,中京,T,1400,良,11,10,紅梅Ｓ(L),35.9,中団,10,11,9,東京,D,1600,良,1,2,未勝利・牝*,38.4,先行,4,10,13,東京,D,1400,良,3,1,未勝利・牝*,37.5,差し,3,9,21,中山,T,1600,良,4,7,新馬,33.9,先行,初
1,,2,,,,,レインボーラッキー,,牝,4,2,4,12,福島,D,1700,良,13,7,１勝ｸﾗｽ・牝,39.9,後方,9,2,10,東京,D,1300,稍,7,6,１勝ｸﾗｽ,36.8,後方,3,1,17,中山,D,1200,良,10,7,１勝ｸﾗｽ,37.2,後方,2,1,4,中山,D,1200,稍,3,8,１勝ｸﾗｽ・牝,37.1,追込,16,9,15,中山,D,1200,良,9,6,１勝ｸﾗｽ,38.3,中団,17
2,,3,,,,,ピラニアキッス,,牝,4,2,4,12,福島,D,1700,良,4,5,１勝ｸﾗｽ・牝,38.0,先行,11,1,24,中山,D,1800,良,5,10,１勝ｸﾗｽ・牝,38.2,中団,11,11,11,名古,D,1500,稍,3,1,Ｂ７組,----,差し,連,10,31,名古,D,1700,重,1,2,ハロウ,----,先行,2,10,17,名古,D,1500,重,1,1,Ｃ６組,----,先行,5
2,,4,,,,,コルヴィル,,牝,5,4,3,28,中京,D,1400,稍,7,5,１勝ｸﾗｽ,36.7,後方,連,3,22,中山,D,1800,良,外,--,１勝ｸﾗｽ,----,,6,2,7,東京,D,1600,良,8,5,１勝ｸﾗｽ・牝,38.3,中団,11,11,23,東京,D,1600,良,2,11,１勝ｸﾗｽ・牝,36.5,先行,4,10,26,東京,D,1600,不,11,9,１勝ｸﾗｽ・牝,35.9,後方,2
3,,5,,,,,メルシージュテーム,,牝,4,9,2,21,阪神,D,1400,良,9,5,１勝ｸﾗｽ,37.5,後方,9,12,20,中京,D,1400,稍,10,2,１勝ｸﾗｽ・牝,38.0,中団,10,10,12,東京,D,1400,良,5,5,１勝ｸﾗｽ・牝,36.0,中団,10,8,2,新潟,D,1800,良,8,3,１勝ｸﾗｽ,40.0,先行,9,6,1,東京,D,1400,重,4,5,１勝ｸﾗｽ*,35.1,差し,14
3,B,6,,,,,ブルージュ,,牝,4,11,2,7,東京,D,1600,良,6,9,１勝ｸﾗｽ・牝,37.4,後方,8,12,13,中京,D,1800,良,8,6,１勝ｸﾗｽ・牝,37.8,中団,7,10,26,東京,D,1600,不,5,7,１勝ｸﾗｽ・牝,36.1,中団,20,6,7,東京,D,1400,良,1,1,未勝利・牝,37.0,差し,2,5,24,東京,D,1400,良,2,2,未勝利,36.6,先行,6
4,,7,,,,,キャットテイル,,牝,4,2,4,12,福島,D,1700,良,3,2,１勝ｸﾗｽ・牝,38.3,先行,10,2,1,小倉,D,1700,良,1,10,１勝ｸﾗｽ・牝,38.1,先行,4,1,4,京都,D,1800,良,5,8,１勝ｸﾗｽ・牝,38.2,逃げ,4,12,6,中京,D,1800,良,4,15,１勝ｸﾗｽ・牝,38.9,逃げ,17,8,9,札幌,D,1700,重,14,9,未勝利・牝,44.3,後方,4
4,,8,,,,,マオノクラッシュ,,牝,4,2,4,12,中山,D,1200,良,11,2,１勝ｸﾗｽ・牝,37.3,中団,7,2,22,小倉,D,1000,良,7,1,１勝ｸﾗｽ,35.2,後方,2,2,8,小倉,D,1000,良,4,1,１勝ｸﾗｽ,36.9,先行,8,12,13,中山,D,1200,良,6,1,１勝ｸﾗｽ,37.3,中団,16,8,24,新潟,D,1200,良,1,3,未勝利,36.6,先行,3
5,,9,,,,,エイミームーン,,牝,4,9,2,21,阪神,D,1400,良,11,6,１勝ｸﾗｽ,37.8,後方,9,12,20,中京,D,1400,稍,8,8,１勝ｸﾗｽ・牝,37.8,先行,3,11,30,東京,D,1400,良,6,5,１勝ｸﾗｽ,36.6,中団,28,5,17,東京,D,1400,稍,1,3,未勝利・牝,37.6,先行,3,4,27,東京,D,1400,稍,5,1,未勝利・牝,38.9,中団,4
5,B,10,,,,,ケープウィッカム,,牝,5,8,3,1,中山,D,1800,稍,3,5,１勝ｸﾗｽ・牝,37.8,差し,12,12,6,中京,D,1800,良,13,6,１勝ｸﾗｽ・牝,39.2,中団,3,11,16,福島,D,1700,良,4,2,１勝ｸﾗｽ,38.8,先行,10,9,6,札幌,D,1700,良,3,1,１勝ｸﾗｽ・牝,39.7,先行,9,7,5,函館,D,1700,重,4,2,１勝ｸﾗｽ・牝,37.2,先行,2
6,,11,,,,,ラルガメンテ,,牝,4,4,3,29,中京,D,1800,良,6,8,１勝ｸﾗｽ・牝,38.9,先行,11,1,12,中山,D,1800,良,11,8,１勝ｸﾗｽ・牝,40.4,中団,4,12,14,中京,D,1800,稍,5,9,１勝ｸﾗｽ・若,39.3,先行,9,10,11,東京,D,1600,稍,13,7,１勝ｸﾗｽ・牝,40.7,先行,12,7,19,福島,D,1700,良,5,4,１勝ｸﾗｽ・牝,38.8,中団,10
6,B,12,,,,,ミサビスケッツ,,牝,4,4,3,28,阪神,D,1400,良,5,7,１勝ｸﾗｽ・牝,37.9,先行,6,2,14,小倉,D,1700,良,12,3,１勝ｸﾗｽ・牝,38.5,後方,2,2,1,小倉,D,1700,良,12,2,１勝ｸﾗｽ・牝,39.2,先行,23,8,24,札幌,D,1700,良,2,1,１勝ｸﾗｽ・牝,39.2,先行,2,8,9,札幌,D,1700,重,1,1,未勝利・牝,38.4,先行,2
7,B,13,,,,,ハヌル,,牝,5,2,4,12,中山,D,1200,良,8,10,１勝ｸﾗｽ・牝,37.4,中団,2,3,29,中山,D,1200,稍,4,14,１勝ｸﾗｽ,37.5,差し,2,3,15,中山,D,1200,良,11,11,１勝ｸﾗｽ・牝,38.3,先行,9,1,10,中山,D,1200,良,9,13,１勝ｸﾗｽ,38.8,先行,11,10,25,新潟,D,1200,良,8,6,１勝ｸﾗｽ,36.5,中団,5
7,,14,,,,,パッションディーバ,,牝,4,5,3,25,名古,D,1400,重,6,2,豊明特,----,逃げ,2,3,9,名古,D,1400,良,1,1,レディ,----,逃げ,9,1,1,名古,D,1400,良,2,3,願いを,----,逃げ,2,12,18,名古,D,1500,稍,3,1,カスト,----,逃げ,2,12,4,名古,D,1400,稍,1,3,アケル,----,逃げ,4
8,,15,,,,,ベリーベリーベリー,,牝,6,12,2,4,川崎,D,1600,良,6,4,フェブ,----,中団,6,12,20,中京,D,1800,稍,14,10,１勝ｸﾗｽ,39.8,先行,12,9,30,船橋,D,1800,良,3,6,フレン,----,差し,6,8,16,新潟,T,1000,良,15,6,１勝ｸﾗｽ,33.3,中団,9,6,17,川崎,D,1500,良,3,6,ジュー,----,先行,9
8,,16,,,,,クラリネットソナタ,,牝,4,9,2,21,東京,D,1600,良,15,2,１勝ｸﾗｽ,36.1,後方,2,2,7,東京,D,1600,良,3,3,１勝ｸﾗｽ・牝,36.3,追込,15,10,25,新潟,D,1800,良,4,1,１勝ｸﾗｽ,38.4,先行,18,6,22,東京,D,1600,良,6,1,１勝ｸﾗｽ・牝,36.7,後方,8,4,26,東京,D,1600,稍,2,4,１勝ｸﾗｽ*,35.8,差し,10
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026042505020108,2026.4.25,土,東京,2東1,8,,1勝,芝,1600,A,2,良(暫定),曇(暫定),18,13:55,,定量,４上
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,アセンブリールーム,,牡,4,13,1,24,中山,T,1600,良,3,2,１勝ｸﾗｽ,34.1,先行,11,11,8,東京,T,1600,良,2,2,１勝ｸﾗｽ,33.3,差し,8,9,14,中山,T,1600,良,4,6,１勝ｸﾗｽ,33.4,追込,12,6,21,東京,T,1800,良,13,5,１勝ｸﾗｽ,34.8,後方,7,5,4,東京,T,1600,良,1,5,未勝利,33.5,追込,13
2,,2,,,,,チャイボーグ,,牝,6,連,4,18,中山,T,2000,良,7,10,１勝ｸﾗｽ,34.7,後方,連,4,12,中山,S,2880,良,11,13,障害未勝利,14.0,後方,7,2,22,小倉,S,2860,良,11,12,障害未勝利,14.3,後方,8,12,27,阪神,T,2000,良,7,8,２勝ｸﾗｽ,35.3,中団,連,12,20,中京,T,2000,稍,14,9,ヤングジ･1勝,36.0,中団,2
3,,3,,,,,スタニングヴュー,,牝,4,2,4,12,福島,T,2000,良,5,9,１勝ｸﾗｽ・若,36.3,先行,21,11,16,福島,T,2000,良,12,9,１勝ｸﾗｽ,36.2,先行,10,9,6,中山,T,2000,良,2,5,未勝利,35.3,逃げ,2,8,23,新潟,T,1800,良,4,3,未勝利・牝,35.1,先行,4,7,26,新潟,T,1800,良,5,6,未勝利,34.0,中団,7
4,,4,,,,,トロピカルティー,,牝,5,10,2,14,東京,T,1600,良,3,11,１勝ｸﾗｽ,33.7,追込,16,10,26,新潟,T,1800,稍,15,2,１勝ｸﾗｽ・牝,35.1,中団,3,10,4,東京,T,2000,良,6,4,１勝ｸﾗｽ・牝,32.9,後方,7,8,16,新潟,T,1800,良,外,--,中郷特別･1勝,----,,8,6,21,東京,T,1800,良,2,4,１勝ｸﾗｽ,34.0,追込,28
5,,5,,,,,アトリウムチャペル,,牝,5,2,4,12,中山,T,1600,良,4,12,１勝ｸﾗｽ,34.0,追込,7,2,21,阪神,D,1400,良,7,11,１勝ｸﾗｽ,37.5,中団,9,12,20,中京,D,1400,稍,14,12,１勝ｸﾗｽ・牝,38.2,中団,9,10,18,東京,T,1400,良,7,11,１勝ｸﾗｽ,33.8,中団,14,7,13,福島,T,1200,良,5,4,１勝ｸﾗｽ,34.8,中団,4
6,,6,,,,,ツインピークス,,牝,4,4,3,28,中京,T,1600,良,5,8,１勝ｸﾗｽ・牝,33.9,中団,13,12,27,中山,T,2200,良,13,6,１勝ｸﾗｽ,35.3,後方,8,11,1,東京,T,1800,良,12,5,１勝ｸﾗｽ,35.4,中団,2,10,19,東京,T,1800,良,3,8,１勝ｸﾗｽ,33.0,差し,14,7,13,福島,T,1800,良,13,12,織姫賞･1勝,36.4,後方,22
7,B,7,,,,,ソニックライン,,セ,5,10,2,14,東京,T,1600,良,4,7,１勝ｸﾗｽ,34.1,差し,13,11,15,東京,D,1400,良,5,5,１勝ｸﾗｽ,36.2,中団,6,10,4,東京,D,1600,良,6,4,１勝ｸﾗｽ,37.4,逃げ,9,8,2,新潟,T,1600,良,3,6,五頭連峰･1勝,33.1,先行,9,5,31,東京,D,1600,不,4,2,１勝ｸﾗｽ,36.4,先行,2
8,,8,,,,,ナクライト,,牡,4,4,3,29,中山,D,1800,稍,2,2,１勝ｸﾗｽ,39.6,逃げ,60,2,1,東京,D,1400,良,6,2,未勝利,37.7,先行,14,10,27,東京,T,1600,良,4,4,未勝利*,34.7,先行,14,7,20,福島,T,1800,良,3,1,未勝利*,36.1,先行,4,6,23,東京,T,1600,稍,2,5,新馬,34.6,逃げ,初
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026042505020109,2026.4.25,土,東京,2東1,9,石和特別,2勝,芝,1800,A,2,良(暫定),曇(暫定),18,14:25,,定量,４上
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,B,1,,,,,ヤコブセン,,牡,4,11,2,7,小倉,T,1800,稍,14,10,ＲＫＢ賞･2勝,36.8,後方,2,1,25,小倉,T,2000,良,1,3,１勝ｸﾗｽ,34.1,先行,4,12,27,中山,T,2200,良,9,16,１勝ｸﾗｽ,36.2,先行,9,10,26,新潟,T,1600,稍,8,9,柏崎特別･1勝,34.7,後方,2,10,13,東京,D,2100,良,13,12,１勝ｸﾗｽ,40.9,先行,2
2,,2,,,,,アルゲンテウス,,セ,7,4,3,28,中山,T,2000,稍,6,5,２勝ｸﾗｽ,35.5,先行,5,2,21,東京,T,1800,良,7,4,２勝ｸﾗｽ,33.3,後方,14,11,15,東京,T,1600,良,4,3,２勝ｸﾗｽ,33.1,追込,2,11,2,東京,T,1600,良,3,7,国立特別･2勝,32.8,差し,4,10,4,東京,T,1800,良,2,4,八ヶ岳特･2勝,33.0,差し,8
3,B,3,,,,,マイネルフォルツァ,,牡,6,3,4,5,中山,T,1600,稍,9,8,２勝ｸﾗｽ,34.4,後方,11,1,18,中山,T,2200,良,8,13,２勝ｸﾗｽ,34.5,中団,2,1,5,中山,T,2000,良,9,9,初日の出･2勝,34.9,中団,2,12,21,中山,T,1600,重,11,12,２勝ｸﾗｽ,35.6,後方,19,8,10,札幌,T,1500,良,10,7,摩周湖特･2勝,34.7,後方,2
4,,4,,,,,レベルスルール,,牡,4,8,3,1,阪神,T,1800,良,1,1,１勝ｸﾗｽ,34.6,先行,10,12,21,中京,T,1600,稍,5,1,１勝ｸﾗｽ,35.3,中団,3,11,29,京都,T,1800,良,3,2,１勝ｸﾗｽ,34.3,差し,5,10,26,新潟,T,2000,稍,2,3,１勝ｸﾗｽ,34.4,差し,2,10,12,京都,T,1600,良,9,3,１勝ｸﾗｽ,33.6,中団,18
5,,5,,,,,オメガインペリアル,,牡,5,3,4,5,阪神,T,1800,稍,3,5,２勝ｸﾗｽ,33.9,差し,5,2,28,小倉,T,2000,稍,6,12,別府特別･2勝,37.1,逃げ,8,1,5,中山,T,2000,良,消,--,初日の出･2勝,----,,27,6,28,函館,T,2000,良,11,8,洞爺湖特･2勝,35.1,後方,2,6,14,函館,T,1800,良,11,4,松前特別･2勝,35.0,中団,13
6,B,6,,,,,ダノンミッション,,牡,4,6,3,15,中山,T,1600,良,2,3,２勝ｸﾗｽ,33.7,差し,3,2,21,東京,T,1800,良,2,2,２勝ｸﾗｽ,33.8,先行,6,1,10,中山,T,1600,良,2,2,初凪賞･2勝,34.3,差し,18,9,6,札幌,T,1500,良,1,1,１勝ｸﾗｽ,35.4,差し,連,8,31,札幌,T,1800,稍,2,2,１勝ｸﾗｽ,36.6,先行,19
7,,7,,,,,ビーオンザカバー,,牡,4,5,3,21,中山,T,1800,良,5,2,館山特Ｈ･2勝,33.7,中団,8,1,24,中山,T,1800,良,3,1,東雲賞･2勝,33.3,追込,8,11,30,東京,T,2000,良,6,3,オリエＨ･2勝,34.6,中団,3,11,8,東京,T,2000,良,2,3,２勝ｸﾗｽ,33.7,先行,8,9,15,中山,T,2200,良,6,7,セントラG2,34.0,後方,11
8,,8,,,,,コスモスプモーニ,,牡,6,3,4,5,阪神,T,1800,稍,10,11,２勝ｸﾗｽ,35.8,先行,2,3,21,中山,T,1800,良,消,--,館山特Ｈ･2勝,----,,40,6,15,東京,T,1600,稍,10,9,芦ノ湖特･2勝,37.3,先行,3,5,25,東京,T,1800,良,6,7,調布特Ｈ･2勝,35.8,先行,4,4,26,東京,T,1800,良,9,8,石和特別･2勝,35.4,逃げ,4
8,,9,,,,,ノビリシマビジョン,,牝,4,6,3,14,中山,T,2000,良,4,3,房総特別･2勝,35.1,先行,12,12,21,中山,T,2000,重,7,2,チバテレ･2勝,36.5,先行,35,4,19,中山,T,1800,良,1,2,１勝ｸﾗｽ・牝*,33.3,先行,7,3,1,中山,T,1800,良,3,2,１勝ｸﾗｽ・牝*,35.0,差し,11,12,14,中山,T,1800,良,1,2,未勝利・牝*,35.1,差し,8
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026042505020110,2026.4.25,土,東京,2東1,10,鎌倉Ｓ,3勝,ダート,1400,,2,重(暫定),曇(暫定),16,15:00,,定量,４上
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,B,1,,,,,ピックアップライン,,牡,6,8,2,28,中山,D,1200,稍,5,12,春風ＳＨ･3勝,36.7,中団,10,12,21,阪神,D,1400,重,10,8,御影Ｓ･3勝,37.4,先行,11,10,4,東京,D,1400,良,1,7,２勝ｸﾗｽ,36.7,先行,4,9,7,阪神,D,1400,良,3,5,２勝ｸﾗｽ,36.9,先行,9,7,6,福島,D,1150,良,5,4,さくらん･2勝,37.4,中団,9
2,,2,,,,,クインズデネブ,,牝,5,5,3,21,中京,D,1400,良,5,7,豊明ＳＨ･3勝,36.2,後方,5,2,15,東京,D,1400,良,1,4,２勝ｸﾗｽ,35.2,差し,12,11,24,東京,D,1400,良,4,4,２勝ｸﾗｽ・牝,35.8,追込,4,10,26,東京,D,1600,不,5,2,三鷹特別･2勝,35.2,中団,3,10,4,東京,D,1400,良,7,3,２勝ｸﾗｽ,36.5,後方,15
2,,3,,,,,ラストシャリナ,,牡,4,4,3,28,中山,D,1200,重,4,6,ブラッド･3勝,36.1,差し,4,3,1,中山,D,1200,良,1,13,２勝ｸﾗｽ,36.2,先行,7,1,11,中山,D,1200,良,9,12,２勝ｸﾗｽ,38.4,中団,4,12,13,中山,D,1200,良,5,8,２勝ｸﾗｽ,37.4,中団,5,11,9,東京,D,1300,稍,15,8,２勝ｸﾗｽ,39.1,先行,4
3,,4,,,,,メイショウハチロー,,牡,4,10,2,14,東京,D,1400,良,2,4,銀蹄Ｓ･3勝,35.9,差し,13,11,16,東京,D,1400,良,1,2,２勝ｸﾗｽ,35.6,差し,14,8,9,中京,D,1400,良,1,2,１勝ｸﾗｽ,36.8,差し,14,5,4,京都,D,1400,良,9,2,１勝ｸﾗｽ*,37.3,後方,3,4,13,阪神,D,1400,良,2,7,１勝ｸﾗｽ*,37.3,差し,4
3,,5,,,,,ベンヌ,,牡,4,10,2,14,東京,D,1400,良,11,2,銀蹄Ｓ･3勝,37.5,先行,13,11,16,東京,D,1400,良,3,1,銀嶺ＳＨ･3勝,36.8,逃げ,3,10,25,東京,D,1600,稍,4,1,河口湖Ｈ･3勝,36.5,逃げ,8,8,30,札幌,D,1700,重,1,1,千歳特別･2勝,37.4,先行,15,5,17,東京,D,1400,不,1,1,１勝ｸﾗｽ*,36.3,逃げ,27
4,,6,,,,,トクシーカイザー,,牡,6,10,2,14,東京,D,1400,良,3,13,銀蹄Ｓ･3勝,36.2,先行,13,11,16,東京,D,1400,良,8,4,銀嶺ＳＨ･3勝,37.1,先行,2,11,2,東京,D,1300,重,3,6,秋嶺Ｓ･3勝,36.1,先行,3,10,12,東京,D,1400,良,5,5,テレビ静･3勝,35.8,中団,16,6,22,東京,D,1400,良,1,6,甲州街道･2勝,36.5,先行,17
4,,7,,,,,スプランドゥール,,牡,5,2,4,11,中山,D,1200,稍,8,8,卯月Ｓ･3勝,35.0,後方,6,2,28,中山,D,1200,稍,9,5,春風ＳＨ･3勝,36.2,後方,7,1,11,中山,D,1200,良,1,8,２勝ｸﾗｽ,36.0,追込,3,12,21,中京,D,1200,稍,1,1,１勝ｸﾗｽ,36.3,差し,2,12,6,中京,D,1200,良,2,1,１勝ｸﾗｽ,35.7,追込,3
5,,8,,,,,カネショウレジェン,,牡,4,5,3,22,中山,D,1200,良,1,1,鎌ケ谷特･2勝,36.0,差し,4,2,22,東京,D,1400,良,5,2,大島特別･2勝,36.0,中団,12,11,30,東京,D,1400,良,4,2,アプロー･2勝,36.8,先行,4,11,1,東京,D,1400,重,2,3,２勝ｸﾗｽ,35.7,先行,4,10,4,東京,D,1400,良,3,4,２勝ｸﾗｽ,36.4,差し,4
5,,9,,,,,エンセリオ,,牝,5,38,8,2,新潟,D,1800,良,8,9,柳都ＳＨ･3勝,37.2,中団,10,5,25,東京,D,1600,不,1,5,三峰山特･2勝,35.0,追込,3,5,4,新潟,D,1800,稍,4,9,咲花特別･2勝,37.2,追込,6,3,23,中山,D,1800,良,7,7,２勝ｸﾗｽ・牝,39.3,後方,5,2,15,東京,D,1600,良,7,11,２勝ｸﾗｽ,37.0,中団,4
6,,10,,,,,シャパリュ,,セ,5,21,11,30,東京,D,1400,良,1,8,アプロー･2勝,36.7,逃げ,2,11,15,東京,D,1600,良,2,6,三浦特別･2勝,36.9,先行,13,8,16,新潟,D,1800,良,6,4,瀬波温泉･2勝,37.8,先行,9,6,14,東京,D,2100,良,15,5,日野特別･2勝,40.2,中団,14,3,9,中山,D,1800,重,6,5,２勝ｸﾗｽ,38.6,中団,7
6,B,11,,,,,レーウィン,,セ,5,10,2,15,京都,D,1800,良,8,6,北山Ｓ･3勝,37.0,先行,3,1,24,京都,D,1900,良,9,5,下鴨Ｓ･3勝,37.3,先行,8,11,30,京都,D,1800,良,3,12,花園Ｓ･3勝,37.5,差し,2,11,16,東京,D,1400,良,10,5,銀嶺ＳＨ･3勝,36.3,中団,4,10,19,京都,D,1400,良,6,11,京都競Ｈ･3勝,34.9,後方,10
7,,12,,,,,フウセツ,,牡,4,13,1,25,中山,D,1200,良,15,4,江戸川Ｓ･3勝,39.0,先行,10,11,16,東京,D,1400,良,7,3,銀嶺ＳＨ･3勝,37.3,先行,3,10,25,東京,D,1400,稍,1,1,２勝ｸﾗｽ,35.4,逃げ,3,10,4,東京,D,1400,良,2,2,２勝ｸﾗｽ,36.6,先行,15,6,22,東京,D,1400,良,1,3,１勝ｸﾗｽ,36.5,差し,4
7,,13,,,,,イノセントキャット,,牝,5,27,10,19,京都,D,1400,良,8,6,京都競Ｈ･3勝,36.3,先行,9,8,16,新潟,D,1200,良,9,4,上越Ｓ･3勝,36.7,中団,14,5,10,東京,D,1400,重,1,1,２勝ｸﾗｽ・牝,35.8,先行,8,3,16,中山,D,1200,不,3,1,２勝ｸﾗｽ,37.3,差し,3,2,22,東京,D,1400,良,1,2,１勝ｸﾗｽ,37.2,逃げ,11
8,,14,,,,,ワンダラー,,牡,4,2,4,11,中山,D,1200,稍,2,1,卯月Ｓ･3勝,35.6,先行,6,2,28,中山,D,1200,稍,7,1,春風ＳＨ･3勝,36.4,後方,5,1,25,中山,D,1200,良,2,3,江戸川Ｓ･3勝,37.4,先行,6,12,13,中山,D,1200,良,8,1,アクアＨ･3勝,36.8,中団,11,9,27,中山,D,1200,良,1,2,２勝ｸﾗｽ,36.2,差し,2
8,,15,,,,,ペイシャケイプ,,牡,4,9,2,21,阪神,D,1400,良,6,3,鳴門Ｓ･3勝,35.0,後方,3,1,31,東京,D,1400,良,1,2,２勝ｸﾗｽ,34.6,追込,8,12,6,阪神,D,1400,良,3,3,２勝ｸﾗｽ,36.0,追込,5,11,1,東京,D,1400,重,7,1,２勝ｸﾗｽ,36.0,中団,3,10,12,東京,D,1300,良,3,3,２勝ｸﾗｽ,35.2,追込,30
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026042505020111,2026.4.25,土,東京,2東1,11,テレビ東京杯青葉賞,Ｇ２,芝,2400,A,4,良(暫定),曇(暫定),18,15:45,,馬齢,３歳
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
