レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026080201010401,2026.8.2,日,札幌,1札4,1,,未勝利,ダート,1700,,4,稍(暫定),曇(暫定),14,10:00,牝,馬齢,３歳
4,,5,,,,,トランスマーレ,,牝,3,9,5,31,東京,T,1600,良,1,1,未勝利,33.6,差し,4,5,3,東京,T,1800,良,2,2,未勝利,33.9,差し,10,2,21,東京,T,1600,良,8,3,未勝利,34.7,中団,3,1,31,東京,T,1600,良,3,4,未勝利,34.2,差し,12,11,9,東京,T,1600,良,4,3,未勝利・牝*,33.7,追込,12
4,,6,,,,,ユメシルベ,,牝,3,3,7,12,福島,T,1800,稍,11,8,織姫賞･1勝,36.5,中団,15,3,29,中山,T,2000,良,5,6,ミモザ賞･1勝,35.4,先行,4,2,28,中山,T,1800,良,4,7,１勝ｸﾗｽ・牝*,35.7,差し,5,1,25,中山,T,1800,良,6,7,若竹賞･1勝*,35.6,中団,3,1,5,中山,T,2000,良,4,7,１勝ｸﾗｽ*,35.8,差し,12
5,,7,,,,,ゴバド,,牝,3,14,4,26,東京,T,2000,良,7,7,フローラG2,33.0,後方,10,2,14,東京,T,1600,良,13,8,クイーンG3,34.4,後方,11,11,30,東京,T,1600,良,1,2,未勝利*,33.3,差し,12,9,6,札幌,T,1500,良,2,9,新馬,35.4,ﾏｸﾘ,初,,,,,,,,,,,,
5,,8,,,,,リポサンテ,,牝,4,13,5,2,東京,T,2000,良,2,2,１勝ｸﾗｽ,33.8,先行,2,4,18,中山,T,2000,良,2,1,１勝ｸﾗｽ,34.2,先行,4,3,21,中京,T,2000,良,5,1,１勝ｸﾗｽ,34.0,後方,4,2,22,東京,T,1800,良,6,6,１勝ｸﾗｽ,33.5,後方,14,11,15,福島,T,2600,良,11,1,１勝ｸﾗｽ,36.8,後方,3
6,,9,,,,,キューティリップ,,牝,4,3,7,12,福島,T,1800,稍,4,5,織姫賞･1勝,35.9,差し,11,4,25,福島,T,1800,良,5,1,１勝ｸﾗｽ・牝,36.0,中団,3,4,4,中山,T,2000,良,4,4,１勝ｸﾗｽ,35.9,差し,3,3,14,中山,T,2000,良,5,6,房総特別･2勝,35.1,中団,4,2,14,東京,T,1600,良,12,2,１勝ｸﾗｽ,34.5,後方,12
6,,10,,,,,ニシノコマチムスメ,,牝,5,3,7,12,福島,T,1800,稍,3,14,織姫賞･1勝,35.4,追込,11,4,25,福島,T,1800,良,10,9,１勝ｸﾗｽ・牝,36.9,中団,9,2,21,小倉,T,1800,良,10,6,１勝ｸﾗｽ・牝,35.7,後方,2,2,7,小倉,T,2000,稍,6,12,１勝ｸﾗｽ・牝,36.0,中団,2,1,25,小倉,T,1800,良,4,14,１勝ｸﾗｽ・牝,36.2,差し,6
7,,11,,,,,ルンベーラ,,牝,3,3,7,11,福島,T,1800,良,1,4,未勝利,34.7,先行,7,5,24,東京,D,1400,稍,11,7,未勝利・牝,41.3,逃げ,3,5,3,東京,D,1600,稍,6,7,未勝利・牝,39.2,逃げ,7,3,15,中山,D,1800,良,16,3,未勝利・牝,43.5,逃げ,4,2,14,京都,T,1800,良,6,3,未勝利,36.8,先行,8
7,,12,,,,,ノーザンタイタン,,牝,3,15,4,18,中山,T,1800,良,5,3,１勝ｸﾗｽ・牝*,33.1,後方,14,1,11,中山,T,1600,良,8,4,フェアリG3,35.5,中団,13,10,13,東京,T,1600,良,1,3,新馬・牝,34.7,先行,初,,,,,,,,,,,,,,,,,,,,,,,,
8,,13,,,,,ミエノフェアリー,,牝,4,13,5,3,新潟,T,1800,良,8,1,１勝ｸﾗｽ,35.0,中団,11,2,14,東京,T,1600,良,6,6,１勝ｸﾗｽ,34.2,後方,13,11,16,東京,T,2000,良,7,1,１勝ｸﾗｽ,34.4,後方,4,10,18,新潟,T,1800,良,2,1,１勝ｸﾗｽ,33.0,追込,8,8,23,新潟,T,1800,良,1,2,未勝利・牝,33.4,追込,4
8,,14,,,,,ノーブルクラウド,,牝,3,3,7,12,福島,T,1800,稍,8,11,織姫賞･1勝,35.8,後方,18,3,8,阪神,D,1800,良,15,16,１勝ｸﾗｽ・牝*,41.3,先行,8,1,11,中山,D,1800,良,1,4,未勝利・牝,39.1,先行,3,12,20,中山,D,1800,良,5,11,未勝利・牝*,40.0,後方,3,11,30,東京,D,1600,良,5,13,新馬,38.7,中団,初
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026080204020409,2026.8.2,日,新潟,2新4,9,,1勝,ダート,1800,,4,稍(暫定),曇(暫定),15,16:55,,定量,３上
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,スーパーホース,,セ,4,2,7,19,福島,D,1700,良,13,13,１勝ｸﾗｽ,40.3,中団,27,1,11,中山,D,1800,良,7,14,１勝ｸﾗｽ,39.5,中団,8,11,13,名古,D,1500,稍,2,1,Ｂ１１,----,先行,4,10,17,名古,D,1500,稍,1,1,けいち,----,先行,17,6,24,名古,D,1500,不,7,2,クジャ,----,逃げ,3
2,,2,,,,,ウリズンベー,,牡,3,17,4,5,中山,D,1800,重,5,6,１勝ｸﾗｽ*,37.9,後方,11,1,17,中山,D,1800,良,1,1,未勝利,39.0,先行,11,11,1,東京,D,1600,不,5,2,未勝利*,37.0,中団,3,10,11,東京,D,1600,稍,2,5,新馬,37.2,追込,初,,,,,,,,,,,,
2,,3,,,,,ウーバーストロング,,牡,4,10,5,24,東京,T,2400,良,17,16,１勝ｸﾗｽ,37.9,逃げ,3,5,2,東京,T,2000,良,6,7,１勝ｸﾗｽ,36.6,逃げ,3,4,11,中山,D,1800,稍,16,14,１勝ｸﾗｽ,40.2,後方,3,3,22,中山,D,1800,良,6,15,１勝ｸﾗｽ,39.3,後方,2,3,7,中山,T,1600,稍,15,16,１勝ｸﾗｽ,37.6,中団,15
3,,4,,,,,ヘルメスギャング,,セ,3,3,7,11,福島,T,2000,良,11,10,１勝ｸﾗｽ,37.3,逃げ,3,6,20,東京,D,1600,不,11,9,１勝ｸﾗｽ,36.9,中団,11,4,4,阪神,T,2400,稍,8,9,アザレア･1勝,35.5,後方,2,3,22,中山,T,2000,良,7,7,１勝ｸﾗｽ*,36.6,後方,3,3,1,阪神,T,2000,良,4,4,１勝ｸﾗｽ*,36.7,先行,2
3,,5,,,,,サトノラポール,,セ,4,8,6,7,東京,T,1600,良,11,12,１勝ｸﾗｽ,34.5,中団,2,5,24,新潟,T,1800,稍,8,3,二王子特･1勝,34.6,中団,2,5,9,新潟,T,1800,良,3,2,粟島特別･1勝,35.3,差し,4,4,11,福島,T,1800,良,7,9,浄土平特･1勝,36.2,中団,10,1,31,東京,T,1800,良,10,8,１勝ｸﾗｽ,35.2,先行,6
4,,6,,,,,ブレゲアン,,牡,4,3,7,11,福島,D,1700,良,6,8,１勝ｸﾗｽ,38.1,中団,24,1,25,中山,D,1800,良,14,3,１勝ｸﾗｽ,48.1,逃げ,3,1,4,中山,D,1800,稍,7,3,１勝ｸﾗｽ,39.0,後方,16,9,14,中山,D,1800,稍,1,10,未勝利,38.6,逃げ,2,8,31,新潟,D,1800,良,5,5,未勝利,39.0,中団,3
4,,7,,,,,メディチパワー,,牡,3,10,5,23,東京,D,1600,重,4,9,１勝ｸﾗｽ*,35.1,差し,5,4,18,中山,D,1800,良,1,5,未勝利,38.9,先行,2,4,4,中山,D,1800,稍,2,6,未勝利,38.1,先行,3,3,14,中山,D,1800,良,4,4,未勝利,40.0,差し,13,12,13,中山,D,1800,良,6,3,未勝利*,39.8,中団,3
5,B,8,,,,,イーグルロック,,牡,3,12,5,10,東京,D,2100,良,13,5,１勝ｸﾗｽ*,39.2,中団,7,3,22,中山,D,1800,良,1,2,未勝利,39.8,先行,4,2,21,東京,D,1600,良,3,4,新馬,37.4,差し,初,,,,,,,,,,,,,,,,,,,,,,,,
5,,9,,,,,タニセンドリーム,,牡,5,14,4,25,福島,D,1700,良,8,5,１勝ｸﾗｽ,38.4,中団,18,12,21,中山,D,1800,重,12,2,１勝ｸﾗｽ,38.0,中団,4,11,24,福島,D,1700,良,6,3,１勝ｸﾗｽ・若,38.6,中団,9,9,21,中山,D,1800,良,5,3,１勝ｸﾗｽ,39.9,逃げ,2,9,7,中山,D,1800,良,4,4,１勝ｸﾗｽ,39.5,先行,10
6,,10,,,,,サトノフェンサー,,牡,3,14,4,26,東京,D,1600,稍,1,2,未勝利,36.9,差し,15,1,11,中山,D,1800,良,6,2,新馬,38.9,中団,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,B,11,,,,,サトノシャムロック,,セ,4,13,5,2,新潟,D,1800,重,3,2,１勝ｸﾗｽ,41.1,先行,連,4,26,東京,D,1600,稍,8,5,１勝ｸﾗｽ,37.5,中団,19,12,13,阪神,D,1400,良,止,6,１勝ｸﾗｽ,----,,5,11,9,東京,D,1600,稍,9,5,１勝ｸﾗｽ,36.9,中団,13,8,9,札幌,T,1500,良,10,5,厚岸特別･1勝,38.3,中団,4
7,B,12,,,,,セントゴーデンス,,セ,3,14,4,25,東京,D,1600,稍,11,14,１勝ｸﾗｽ*,39.1,先行,8,3,1,中山,T,1600,良,12,8,１勝ｸﾗｽ*,35.1,後方,5,1,24,中山,D,1800,良,13,8,１勝ｸﾗｽ*,41.7,後方,8,11,29,東京,D,1600,良,1,6,未勝利*,37.9,先行,7,10,12,東京,D,1600,良,5,2,未勝利*,38.5,中団,8
7,,13,,,,,エコロガノン,,牡,3,3,7,11,福島,D,1700,良,2,2,１勝ｸﾗｽ,38.2,先行,13,4,12,中山,D,1800,良,7,9,１勝ｸﾗｽ*,39.9,先行,3,3,22,阪神,D,1800,良,5,10,１勝ｸﾗｽ*,38.9,逃げ,3,3,1,中山,D,1800,稍,8,2,１勝ｸﾗｽ*,39.5,中団,10,12,20,中山,D,1800,良,1,2,未勝利*,38.4,先行,3
8,B,14,,,,,ベルウッドピース,,牡,3,7,6,14,東京,D,1600,稍,8,12,１勝ｸﾗｽ,35.5,後方,4,5,17,京都,D,1800,良,14,12,１勝ｸﾗｽ*,40.2,先行,5,4,12,中山,D,1800,良,9,10,１勝ｸﾗｽ*,39.9,先行,4,3,14,中山,D,1800,良,7,12,１勝ｸﾗｽ*,40.7,先行,9,1,10,中山,D,1800,良,1,1,未勝利,40.1,先行,3
8,,15,,,,,カシノスパーク,,牡,3,9,5,30,東京,D,1600,良,8,10,１勝ｸﾗｽ*,39.1,中団,4,5,3,新潟,D,1800,稍,1,7,未勝利,38.9,差し,4,4,5,中山,D,1800,不,3,4,未勝利,39.5,先行,連,3,29,中京,D,1900,良,6,6,未勝利,38.3,中団,2,3,15,中京,D,1800,良,5,10,未勝利,38.4,先行,4
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026080204020410,2026.8.2,日,新潟,2新4,10,,1勝,ダート,1200,,2,稍(暫定),曇(暫定),15,17:30,牝,定量,３上
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,チームユートピア,,牝,3,10,5,24,東京,D,1400,稍,2,3,１勝ｸﾗｽ*,37.0,逃げ,3,5,3,東京,D,1400,稍,2,9,１勝ｸﾗｽ*,36.7,逃げ,10,2,21,東京,D,1400,良,7,9,１勝ｸﾗｽ*,37.7,中団,2,2,7,東京,D,1400,良,1,6,未勝利・牝,37.7,先行,8,12,13,中山,D,1800,良,6,8,新馬,41.4,先行,初
2,,2,,,,,ベルヴィヴァン,,牝,4,9,6,3,船橋,D,1200,不,1,1,アマガ,----,逃げ,4,5,4,船橋,D,1200,稍,1,1,サラ系,----,逃げ,4,4,2,船橋,D,1200,不,1,1,サラ系,----,逃げ,3,3,12,船橋,D,1200,良,1,1,サラ系,----,逃げ,27,9,7,札幌,T,1200,稍,9,8,未勝利,36.3,先行,7
3,,3,,,,,マオノクラッシュ,,牝,4,14,4,25,東京,D,1400,稍,14,11,１勝ｸﾗｽ・牝,39.1,先行,2,4,12,中山,D,1200,良,11,2,１勝ｸﾗｽ・牝,37.3,中団,7,2,22,小倉,D,1000,良,7,1,１勝ｸﾗｽ,35.2,後方,2,2,8,小倉,D,1000,良,4,1,１勝ｸﾗｽ,36.9,先行,8,12,13,中山,D,1200,良,6,1,１勝ｸﾗｽ,37.3,中団,16
3,,4,,,,,レディサン,,牝,3,16,4,11,中山,D,1200,稍,13,8,１勝ｸﾗｽ*,37.3,後方,10,2,1,京都,D,1400,良,13,7,１勝ｸﾗｽ・牝*,39.7,中団,3,1,11,中山,D,1200,良,4,6,１勝ｸﾗｽ*,37.4,追込,11,10,25,新潟,D,1200,良,1,1,未勝利*,37.6,逃げ,4,9,27,中山,D,1200,良,2,5,未勝利*,37.1,先行,7
4,,5,,,,,ローズブーケ,,牝,3,6,6,21,東京,D,1600,重,14,5,１勝ｸﾗｽ・牝,40.1,先行,17,2,22,東京,D,1400,良,1,1,新馬,38.2,差し,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,6,,,,,アイアンソリッド,,牝,4,12,5,10,新潟,D,1200,良,8,12,１勝ｸﾗｽ・牝,37.7,中団,9,3,8,中山,D,1200,稍,7,8,１勝ｸﾗｽ,38.4,中団,11,12,21,中京,D,1200,稍,6,11,１勝ｸﾗｽ・若,37.4,先行,2,12,6,中京,D,1200,良,10,6,１勝ｸﾗｽ,39.6,先行,4,11,8,福島,D,1150,良,8,10,１勝ｸﾗｽ,37.5,中団,3
5,B,7,,,,,フュルスティン,,牝,3,19,3,22,中山,D,1200,良,11,8,１勝ｸﾗｽ*,38.3,後方,11,1,4,中山,D,1200,稍,1,1,未勝利・牝,38.9,先行,2,12,21,中山,D,1200,不,2,2,未勝利*,36.6,差し,2,12,6,中山,D,1800,良,11,2,未勝利・牝*,43.1,逃げ,15,8,24,新潟,T,1600,良,12,8,新馬・牝,35.4,中団,初
5,,8,,,,,ビアフォーナウ,,牝,5,11,5,17,新潟,D,1200,良,7,8,１勝ｸﾗｽ,37.0,中団,連,5,10,東京,D,1300,良,9,9,１勝ｸﾗｽ,36.9,中団,20,12,21,中京,D,1200,稍,5,7,１勝ｸﾗｽ,36.6,後方,2,12,7,中京,D,1400,良,7,11,１勝ｸﾗｽ・牝,37.5,中団,3,11,15,福島,T,1200,良,7,12,１勝ｸﾗｽ・牝,34.9,後方,19
6,,9,,,,,レゲンデ,,牝,3,7,6,14,東京,D,1300,稍,1,4,未勝利,36.0,先行,3,5,23,新潟,T,1400,稍,9,12,未勝利,36.0,中団,14,2,14,東京,T,1400,良,10,7,未勝利,34.9,先行,14,11,9,東京,T,1400,良,11,2,未勝利*,35.4,中団,2,10,26,東京,T,1400,稍,3,1,新馬,34.1,差し,初
6,,10,,,,,トモジャオーリー,,牝,3,4,7,5,福島,D,1150,良,2,1,１勝ｸﾗｽ,37.0,差し,6,5,23,新潟,T,1000,稍,7,5,はやぶさ･1勝,34.4,先行,11,3,7,中山,D,1200,重,1,1,未勝利・牝,37.2,先行,13,12,7,中山,D,1200,良,5,1,未勝利*,39.2,先行,4,11,8,東京,D,1300,良,2,9,新馬,36.7,先行,初
7,,11,,,,,カンレイスター,,牝,3,4,7,5,福島,D,1150,良,10,4,１勝ｸﾗｽ,38.0,中団,2,6,21,東京,D,1400,重,6,5,１勝ｸﾗｽ,36.4,先行,11,4,4,中山,D,1200,稍,1,1,未勝利・牝,36.9,先行,3,3,15,中山,D,1200,良,2,2,未勝利・牝,38.2,先行,9,1,10,中山,D,1200,良,2,2,未勝利・牝,38.3,先行,3
7,,12,,,,,セイウンアインス,,牝,3,9,5,30,東京,T,1400,良,12,12,１勝ｸﾗｽ*,36.1,中団,3,5,9,新潟,T,1200,良,12,12,ゆきつば･1勝,35.3,後方,5,4,5,中山,T,1200,重,9,14,１勝ｸﾗｽ*,34.3,後方,3,3,15,中山,T,1200,良,12,14,１勝ｸﾗｽ*,35.1,先行,9,1,11,中山,D,1200,良,15,16,１勝ｸﾗｽ*,40.6,中団,2
8,B,13,,,,,ハヌル,,牝,5,14,4,25,東京,D,1400,稍,13,14,１勝ｸﾗｽ・牝,39.0,先行,2,4,12,中山,D,1200,良,8,10,１勝ｸﾗｽ・牝,37.4,中団,2,3,29,中山,D,1200,稍,4,14,１勝ｸﾗｽ,37.5,差し,2,3,15,中山,D,1200,良,11,11,１勝ｸﾗｽ・牝,38.3,先行,9,1,10,中山,D,1200,良,9,13,１勝ｸﾗｽ,38.8,先行,11
8,,14,,,,,ゴールドシャーク,,牝,4,11,5,16,東京,D,1600,良,14,14,１勝ｸﾗｽ・牝,40.8,逃げ,26,11,15,東京,D,1400,良,15,9,１勝ｸﾗｽ,38.9,中団,16,7,24,浦和,D,1400,良,1,3,ツイン,----,逃げ,10,5,18,新潟,D,1200,稍,6,7,未勝利・牝,38.4,先行,3,4,27,福島,D,1150,良,4,7,未勝利・牝,37.8,先行,3
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026080204020411,2026.8.2,日,新潟,2新4,11,,未勝利,芝,2200,A,4,良(暫定),曇(暫定),18,18:00,,馬齢,３歳
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,キコリータ,,牝,3,7,6,13,東京,T,2400,稍,7,8,未勝利,34.6,中団,3,5,24,新潟,T,2000,稍,5,7,未勝利,36.0,中団,3,5,3,新潟,T,2000,稍,4,3,未勝利・牝,35.4,追込,11,2,14,東京,T,1800,良,8,10,未勝利・牝,33.6,後方,9,12,14,中山,T,1600,稍,7,9,新馬,35.7,中団,初
2,B,2,,,,,レッドリファインド,,牡,3,8,6,7,東京,D,1600,良,13,7,未勝利,39.5,中団,3,5,16,新潟,T,1800,良,6,11,未勝利,34.2,中団,11,2,28,中山,T,2000,良,8,7,未勝利,35.8,先行,3,2,7,東京,T,1800,良,4,7,新馬,34.6,差し,初,,,,,,,,,,,,
3,,3,,,,,フロステリオン,,牡,3,2,7,18,福島,T,1200,良,15,14,未勝利,35.1,後方,24,2,1,東京,D,2100,良,13,13,未勝利,44.1,後方,2,1,18,中山,D,1800,良,10,10,未勝利,42.7,後方,14,10,12,東京,T,2000,良,9,10,未勝利*,35.5,後方,2,9,28,中山,T,2000,良,11,15,新馬,35.4,中団,初
3,,4,,,,,サヴマ,,牡,3,2,7,18,福島,T,2000,良,12,6,未勝利,38.2,先行,27,1,10,中山,T,2000,良,4,6,新馬,35.3,ﾏｸﾘ,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,B,5,,,,,コスモアミュレット,,牡,3,5,6,27,福島,T,2000,良,9,6,未勝利,36.7,中団,6,5,17,新潟,T,2000,良,3,7,未勝利・若,37.0,先行,4,4,19,福島,T,2000,良,9,7,未勝利,36.6,中団,3,3,29,中山,T,1800,良,5,9,未勝利,36.0,中団,初,,,,,,,,,,,,
4,,6,,,,,タイキヴィグルーズ,,牡,3,7,6,13,東京,T,2400,稍,14,17,未勝利,35.4,後方,28,11,30,東京,T,2000,良,9,12,未勝利*,35.0,後方,2,11,15,福島,T,2000,良,15,11,新馬,37.1,後方,初,,,,,,,,,,,,,,,,,,,,,,,,
5,,7,,,,,ブラーヴジャン,,牡,3,2,7,19,福島,T,1800,良,7,5,未勝利,35.0,後方,4,6,21,東京,T,1600,稍,4,7,未勝利,35.2,追込,連,6,14,東京,T,1400,良,4,6,未勝利,33.3,追込,13,3,14,中京,T,1600,良,6,7,未勝利・若,34.3,中団,10,1,4,中山,T,1600,良,6,8,未勝利,34.9,後方,11
5,,8,,,,,マイネルオラクル,,牡,3,2,7,18,福島,T,2000,良,6,8,未勝利,36.9,先行,3,6,27,福島,T,2000,良,4,12,未勝利,36.5,先行,20,2,10,東京,T,2400,良,11,11,未勝利,35.8,中団,4,1,11,中山,T,2200,良,14,12,未勝利,36.2,後方,14,10,5,東京,T,2000,良,11,13,新馬,35.5,後方,初
6,,9,,,,,ジーティーホクサイ,,セ,3,9,5,30,東京,T,2000,良,13,9,未勝利,34.2,後方,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,10,,,,,カムバックトゥミー,,牝,3,連,7,26,新潟,T,1600,稍,15,15,未勝利,36.4,先行,18,3,22,中山,T,2000,良,18,17,未勝利,42.7,逃げ,連,3,15,中山,T,2000,良,16,7,未勝利,38.2,先行,5,2,7,東京,T,1800,良,6,6,新馬,34.4,中団,初,,,,,,,,,,,,
7,,11,,,,,ソロンゴ,,牝,3,4,7,5,福島,T,1800,良,4,9,未勝利,34.3,差し,9,5,2,京都,T,1600,稍,7,12,未勝利・牝,33.6,後方,8,3,8,阪神,D,1400,良,8,12,未勝利,38.1,後方,初,,,,,,,,,,,,,,,,,,,,,,,,
7,,12,,,,,ヤマメホープ,,牡,3,4,7,5,福島,T,1800,良,2,1,未勝利,35.6,先行,4,6,6,東京,T,2000,良,5,4,未勝利,34.1,中団,2,5,23,東京,T,2000,良,2,6,未勝利,33.6,差し,4,4,26,福島,T,1800,良,6,1,未勝利,34.7,後方,4,3,29,中山,T,1800,良,3,5,未勝利,35.2,差し,6
8,,13,,,,,クイーンズレイン,,牝,3,4,7,4,福島,T,2600,稍,2,3,未勝利,35.7,差し,3,6,13,東京,T,2400,稍,4,9,未勝利,34.1,追込,13,3,14,中京,T,2000,良,10,7,未勝利,35.2,後方,4,2,14,東京,T,1800,良,7,4,未勝利・牝,33.7,後方,13,11,15,東京,T,1600,良,6,5,新馬・牝,33.3,後方,初
8,,14,,,,,フォンドルレール,,牡,3,6,6,21,東京,D,2100,不,10,2,未勝利,38.0,中団,3,5,30,東京,T,2400,良,5,6,未勝利,34.5,後方,3,5,9,東京,T,2400,良,4,5,未勝利,34.5,差し,4,4,12,中山,T,2200,良,6,8,未勝利,35.1,中団,6,2,28,中山,T,2000,良,9,5,未勝利,35.6,中団,4
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026080204020412,2026.8.2,日,新潟,2新4,12,,未勝利,芝,1400,A,2,良(暫定),曇(暫定),18,18:30,,馬齢,３歳
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,ノブステップ,,牡,3,20,3,15,中山,D,1200,良,10,6,未勝利,38.3,後方,13,12,13,阪神,T,1200,良,8,9,未勝利*,34.0,後方,2,11,29,東京,T,1800,良,9,7,未勝利*,34.7,中団,20,7,12,福島,T,1800,良,4,7,未勝利*,37.2,追込,3,6,22,東京,T,1400,良,7,16,新馬,35.8,中団,初
1,,2,,,,,アラムベイ,,牡,3,9,5,30,東京,T,1400,良,16,8,未勝利,33.8,後方,4,5,3,東京,T,1800,良,5,6,未勝利,35.1,先行,6,3,22,中山,T,1600,良,6,6,未勝利,35.1,後方,33,8,3,新潟,T,1600,良,3,6,新馬,33.6,追込,初,,,,,,,,,,,,
2,,3,,,,,ベルバード,,牝,3,12,5,9,東京,T,1400,良,12,7,未勝利,35.6,先行,7,3,22,中山,T,1600,良,5,8,未勝利,35.5,中団,13,12,21,中京,T,1400,稍,15,12,未勝利*,35.4,中団,8,10,26,新潟,T,1400,良,12,6,未勝利*,38.1,中団,17,6,28,福島,T,1200,良,9,1,未勝利*,38.2,先行,3
2,,4,,,,,エイシンイクサボシ,,牝,3,11,5,16,東京,T,1400,良,12,6,未勝利,36.0,先行,4,4,18,中山,T,1600,良,3,13,未勝利,34.6,差し,9,2,15,京都,T,2000,良,11,11,未勝利・牝,36.6,後方,4,1,18,中山,D,1800,良,9,8,未勝利・牝,40.9,後方,17,9,21,中山,T,1800,良,9,5,未勝利*,37.3,後方,5
3,,5,,,,,ノベンバーベイズ,,牝,3,13,5,2,新潟,T,1400,稍,15,13,未勝利,38.1,後方,35,8,31,新潟,T,1400,良,9,6,未勝利*,37.3,中団,3,8,10,新潟,T,1400,稍,5,11,未勝利*,35.2,中団,5,7,5,福島,T,1200,稍,4,5,新馬,35.3,先行,初,,,,,,,,,,,,
3,,6,,,,,ゴッドレイ,,牝,3,10,5,24,京都,T,1600,良,13,8,未勝利,36.2,中団,10,3,14,阪神,T,1400,良,6,12,未勝利,34.7,中団,7,1,25,小倉,T,1200,良,16,1,未勝利,35.5,中団,11,11,8,京都,T,1400,良,2,4,新馬,35.2,先行,初,,,,,,,,,,,,
4,,7,,,,,セレスティアハート,,牝,3,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,8,,,,,ニシノタチアナ,,牝,3,4,7,5,福島,T,1200,良,5,7,未勝利,35.5,中団,8,5,9,新潟,T,1200,良,12,4,未勝利・若,36.3,後方,3,4,18,福島,T,1200,良,2,5,未勝利,34.6,差し,11,2,1,小倉,T,1200,良,6,5,未勝利,34.8,中団,10,11,24,福島,T,1200,良,6,13,未勝利*,34.6,中団,2
