レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026082901020301,2026.8.29,土,札幌,2札3,1,,未勝利,ダート,1700,,4,稍(暫定),曇(暫定),14,10:00,,馬齢,３歳
8,,13,,,,,シンデレラカラー,,牝,3,10,6,20,函館,T,1800,良,9,16,未勝利・牝,36.0,後方,7,5,3,東京,D,1600,稍,10,9,未勝利・牝,38.6,中団,3,4,11,中山,D,1800,重,9,9,未勝利,40.6,中団,4,3,14,中京,D,1800,良,8,6,未勝利・牝,41.6,先行,14,12,6,中京,D,1400,良,9,2,未勝利・牝*,39.4,中団,2
8,,14,,,,,ビロングトゥミー,,牝,3,17,5,3,京都,T,1800,良,7,5,未勝利,35.2,先行,連,4,25,京都,T,1800,良,止,2,未勝利・牝,----,,4,3,28,中京,T,1600,良,3,3,未勝利,34.4,差し,2,3,14,中京,T,1600,良,2,6,未勝利・若,34.2,差し,12,12,20,阪神,T,1600,良,7,12,未勝利*,34.1,中団,2
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026082901020307,2026.8.29,土,札幌,2札3,7,,1勝,芝,1200,B,2,稍(暫定),曇(暫定),16,13:20,,定量,３上
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,ハッピーラッキー,,牡,3,2,8,16,札幌,T,1200,良,4,1,小樽特別･1勝,34.8,先行,3,7,25,札幌,T,1200,良,3,5,１勝ｸﾗｽ,34.2,差し,2,7,12,函館,T,1200,重,6,1,１勝ｸﾗｽ,36.3,中団,4,6,13,東京,T,1400,良,5,3,１勝ｸﾗｽ,34.2,中団,7,4,25,福島,T,1200,良,5,2,雪うさぎ･1勝,34.3,中団,3
1,,2,,,,,プリュノワール,,牝,5,8,7,4,福島,T,1200,良,2,9,１勝ｸﾗｽ・牝,34.6,差し,12,4,11,福島,T,1200,良,10,5,１勝ｸﾗｽ・牝,33.5,後方,10,2,1,小倉,T,1200,良,6,4,１勝ｸﾗｽ,33.0,後方,11,11,15,福島,T,1200,良,5,3,１勝ｸﾗｽ・牝,35.6,先行,19,7,5,福島,T,1200,良,3,7,１勝ｸﾗｽ・牝,35.4,先行,3
2,,3,,,,,レッドカメリア,,牝,6,2,8,16,札幌,T,1200,良,7,12,小樽特別･1勝,33.9,後方,2,8,2,札幌,T,1200,良,4,11,１勝ｸﾗｽ,34.2,追込,3,7,12,福島,T,1200,稍,5,11,１勝ｸﾗｽ,34.1,後方,連,7,4,福島,T,1200,良,7,13,１勝ｸﾗｽ・牝,34.5,後方,12,4,11,福島,T,1200,良,14,10,１勝ｸﾗｽ・牝,35.0,中団,10
2,,4,,,,,ニルマーネル,,牝,3,9,6,28,函館,T,1200,良,7,1,１勝ｸﾗｽ,34.6,中団,12,4,5,中山,T,1200,重,5,1,１勝ｸﾗｽ*,34.2,中団,3,3,15,中山,T,1200,良,2,9,１勝ｸﾗｽ*,33.4,差し,13,12,14,中山,T,1200,良,1,2,未勝利*,35.2,先行,3,11,24,福島,T,1200,良,3,6,未勝利*,34.8,先行,11
3,B,5,,,,,グロリアスマーチ,,牡,3,3,8,8,札幌,T,1500,稍,11,6,１勝ｸﾗｽ,37.9,先行,10,5,30,東京,T,1400,良,5,8,１勝ｸﾗｽ*,33.9,後方,4,5,2,東京,T,1400,良,6,2,１勝ｸﾗｽ*,33.5,中団,5,3,28,阪神,T,1400,良,3,1,１勝ｸﾗｽ*,35.6,先行,6,2,14,東京,T,1400,良,2,5,１勝ｸﾗｽ*,33.9,先行,7
3,,6,,,,,ロードヴェルテクス,,牡,3,6,7,19,函館,T,1200,重,8,10,１勝ｸﾗｽ,35.5,中団,12,4,25,京都,D,1800,稍,11,11,１勝ｸﾗｽ*,38.5,後方,10,2,18,笠松,D,1400,良,1,1,加納宿,----,先行,13,11,15,福島,D,1700,良,7,5,未勝利*,38.3,中団,4,10,19,京都,T,1400,良,11,14,新馬,35.5,中団,初
4,,7,,,,,ミレニアルピンク,,牝,3,3,8,8,札幌,T,1200,稍,1,13,未勝利,35.3,先行,4,7,12,函館,T,1200,重,3,7,未勝利,35.9,差し,3,6,21,函館,T,1200,良,6,10,未勝利・牝,35.3,中団,21,1,24,京都,T,1400,良,14,7,未勝利,36.2,中団,4,12,28,阪神,T,1600,良,6,11,新馬,35.0,先行,初
4,,8,,,,,ジーティーエスピ,,牡,4,4,8,2,札幌,T,1200,良,3,1,１勝ｸﾗｽ,35.0,差し,連,7,25,札幌,T,1200,良,4,3,１勝ｸﾗｽ,34.4,差し,11,5,10,京都,T,1200,良,2,3,１勝ｸﾗｽ,33.6,先行,3,4,18,福島,T,1200,良,3,2,１勝ｸﾗｽ,34.2,差し,10,2,8,小倉,T,1200,良,8,1,１勝ｸﾗｽ,35.3,先行,4
5,,9,,,,,ラプランセス,,牝,3,3,8,9,札幌,T,1200,良,4,9,１勝ｸﾗｽ・牝,33.9,追込,10,5,30,東京,T,1400,良,10,9,１勝ｸﾗｽ*,36.6,逃げ,9,3,28,中京,T,1600,良,1,1,未勝利,34.8,逃げ,11,1,10,中山,T,1600,良,3,4,未勝利,34.3,差し,4,12,13,中山,T,1600,良,3,6,未勝利*,34.5,差し,2
5,B,10,,,,,ハルヒメ,,牝,3,5,7,26,札幌,T,1200,良,1,1,未勝利,34.4,差し,3,7,5,函館,T,1200,良,5,5,未勝利・牝,34.8,中団,2,6,21,函館,T,1200,良,2,3,未勝利・牝,35.4,先行,4,5,24,新潟,T,1200,稍,2,1,未勝利,36.2,先行,2,5,9,新潟,T,1200,良,2,9,未勝利・若,36.5,先行,10
6,B,11,,,,,ペガサスノース,,牝,4,5,7,25,札幌,T,1200,良,15,8,１勝ｸﾗｽ,51.5,後方,3,7,4,小倉,T,1200,稍,4,6,１勝ｸﾗｽ・牝,34.7,先行,8,5,9,京都,D,1400,良,11,15,１勝ｸﾗｽ・牝,37.8,後方,3,4,18,福島,D,1150,良,14,7,１勝ｸﾗｽ・牝,37.1,後方,12,1,24,京都,D,1400,良,10,7,１勝ｸﾗｽ・牝,39.2,逃げ,10
6,,12,,,,,ペイシャアーサー,,牡,4,3,8,8,札幌,T,1500,稍,12,14,１勝ｸﾗｽ,37.4,後方,2,7,25,札幌,T,1200,良,9,15,１勝ｸﾗｽ,34.2,後方,2,7,12,函館,T,1200,重,5,5,１勝ｸﾗｽ,36.7,先行,14,4,5,中山,D,1200,重,14,7,１勝ｸﾗｽ,38.9,逃げ,2,3,22,中京,T,1400,良,14,8,１勝ｸﾗｽ,36.2,逃げ,3
7,B,13,,,,,ナンナンプー,,牝,4,2,8,16,札幌,D,1000,良,9,7,１勝ｸﾗｽ,35.3,後方,3,7,25,札幌,T,1200,良,5,12,１勝ｸﾗｽ,34.3,後方,2,7,12,函館,T,1200,重,4,7,１勝ｸﾗｽ,36.1,先行,2,6,27,函館,T,1200,稍,9,7,長万部特･1勝,36.5,先行,連,6,21,函館,T,1200,良,7,8,１勝ｸﾗｽ・牝,34.7,中団,8
7,,14,,,,,マグネシアブリック,,セ,4,6,7,19,函館,T,1200,重,3,3,１勝ｸﾗｽ,35.7,先行,3,6,28,函館,T,1200,良,2,10,１勝ｸﾗｽ,34.3,先行,6,5,17,新潟,T,1000,良,9,5,飛竜特別･1勝,32.5,中団,15,2,1,小倉,T,1200,良,17,3,１勝ｸﾗｽ,35.7,中団,14,10,25,新潟,T,1000,良,3,2,稲光特別･1勝,32.4,先行,24
8,,15,,,,,ツルノマイハシ,,牝,3,8,7,4,函館,T,1200,良,4,2,１勝ｸﾗｽ・牝,34.7,先行,2,6,21,函館,T,1200,良,2,5,１勝ｸﾗｽ・牝,34.5,先行,6,5,9,新潟,T,1200,良,7,8,ゆきつば･1勝,35.2,中団,4,4,12,福島,T,1200,良,1,2,未勝利,34.4,先行,15,12,28,中山,T,1200,良,6,4,未勝利*,34.8,中団,2
8,B,16,,,,,スプリングデイ,,牝,5,3,8,9,札幌,T,1200,良,8,11,１勝ｸﾗｽ・牝,34.9,中団,7,6,21,函館,T,1200,良,8,10,１勝ｸﾗｽ・牝,34.6,後方,連,6,14,函館,T,1200,良,7,10,１勝ｸﾗｽ,34.1,中団,3,5,24,新潟,T,1200,稍,6,9,１勝ｸﾗｽ,34.3,後方,10,3,15,中京,D,1400,良,13,13,１勝ｸﾗｽ・牝,37.6,中団,12
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026082901020308,2026.8.29,土,札幌,2札3,8,,1勝,ダート,1700,,4,稍(暫定),曇(暫定),14,13:50,,定量,３上
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,エコロゼルダ,,牝,3,3,8,9,札幌,T,2600,良,10,12,未勝利,37.0,逃げ,6,6,27,小倉,T,1800,重,9,13,未勝利・牝,35.3,後方,10,4,18,福島,T,2000,良,13,10,未勝利・牝,36.6,後方,初,,,,,,,,,,,,,,,,,,,,,,,,
2,B,2,,,,,ガビーズメロディ,,牡,3,2,8,15,札幌,D,2400,良,10,10,未勝利,43.5,後方,9,6,14,東京,D,2100,稍,7,9,未勝利,39.0,後方,4,5,17,東京,D,2100,良,5,7,未勝利,38.2,中団,3,4,25,福島,D,1700,良,8,11,未勝利,39.0,中団,12,1,31,東京,D,1400,良,8,8,新馬,37.3,後方,初
3,,3,,,,,ロードアルディート,,牡,4,2,8,16,札幌,D,1700,良,3,5,１勝ｸﾗｽ,36.3,差し,9,6,13,函館,D,1700,稍,3,4,１勝ｸﾗｽ,38.1,追込,9,4,12,阪神,D,1800,稍,5,2,１勝ｸﾗｽ,37.2,中団,3,3,22,中京,D,1800,良,5,2,１勝ｸﾗｽ,36.1,後方,4,2,22,阪神,D,1800,良,2,1,１勝ｸﾗｽ,38.4,差し,3
4,,4,,,,,エタンセル,,牡,3,4,8,1,札幌,D,1700,稍,5,3,１勝ｸﾗｽ,38.2,先行,11,5,17,新潟,D,1800,良,1,1,未勝利,37.6,先行,4,4,18,福島,D,1700,良,2,1,未勝利,37.6,先行,3,3,29,中山,D,1800,稍,2,2,未勝利,41.1,逃げ,3,3,7,中山,D,1800,重,3,1,未勝利,40.7,逃げ,3
5,,5,,,,,アチーヴァー,,牡,3,8,7,4,函館,D,1700,良,2,4,１勝ｸﾗｽ,36.7,先行,3,6,14,函館,D,1700,良,6,3,１勝ｸﾗｽ,38.6,後方,9,4,11,中山,D,1800,重,1,2,未勝利,38.9,先行,9,2,7,京都,D,1800,良,7,4,新馬,39.0,中団,初,,,,,,,,,,,,
6,B,6,,,,,レッドフロイデ,,牡,3,8,7,4,函館,D,1700,良,1,1,未勝利,37.6,先行,4,6,6,阪神,D,1800,良,3,1,未勝利,37.2,先行,3,5,16,京都,D,1800,良,2,1,未勝利,37.2,先行,3,4,26,京都,D,1800,良,3,3,未勝利,38.7,逃げ,4,3,28,中京,D,1800,稍,3,3,未勝利・若,39.0,先行,2
6,,7,,,,,グローリーバローズ,,セ,3,2,8,15,札幌,T,1500,良,7,5,未勝利,35.3,中団,2,8,2,札幌,T,1500,良,3,8,未勝利,34.9,差し,2,7,18,函館,T,1800,良,5,10,未勝利,36.4,中団,4,6,20,阪神,T,1800,稍,10,11,未勝利,35.8,逃げ,21,1,25,京都,T,1600,良,4,9,新馬,34.9,差し,初
7,B,8,,,,,ピエナオルカ,,牡,3,3,8,9,札幌,D,1700,良,8,1,１勝ｸﾗｽ,40.3,逃げ,2,7,25,札幌,D,1700,良,5,2,１勝ｸﾗｽ,40.3,逃げ,3,7,4,小倉,D,1700,不,1,1,未勝利,36.6,逃げ,3,6,13,阪神,D,2000,良,4,2,未勝利,39.0,先行,3,5,23,新潟,D,1800,稍,2,2,未勝利・若,38.5,逃げ,9
7,,9,,,,,スターオブロンドン,,牡,3,20,4,12,阪神,D,1400,稍,9,3,１勝ｸﾗｽ*,37.0,中団,3,3,21,阪神,D,1400,良,4,5,１勝ｸﾗｽ*,36.5,差し,6,2,7,東京,D,1400,良,6,4,１勝ｸﾗｽ*,37.0,中団,4,1,11,京都,D,1400,良,5,3,１勝ｸﾗｽ*,38.2,先行,3,12,21,中京,D,1400,稍,2,10,寒椿賞･1勝*,36.7,差し,4
8,B,10,,,,,ルージュエピック,,牝,3,3,8,8,札幌,D,1700,良,7,7,未勝利・牝,39.3,中団,7,6,20,阪神,D,1800,稍,9,8,未勝利・牝,40.8,中団,3,5,31,京都,D,1800,良,7,4,未勝利・牝,38.9,中団,2,5,17,京都,D,1800,良,3,2,未勝利・牝,38.0,差し,6,4,4,阪神,D,1800,稍,4,2,未勝利・牝,37.7,差し,2
8,,11,,,,,ノリノドラゴン,,牡,3,3,8,9,札幌,D,1700,良,10,13,１勝ｸﾗｽ,38.9,後方,3,7,18,函館,D,1700,良,10,9,１勝ｸﾗｽ,38.5,中団,4,6,20,函館,D,1700,良,8,5,１勝ｸﾗｽ,38.6,後方,6,5,10,新潟,D,1800,良,1,2,未勝利,38.3,先行,3,4,19,阪神,D,1800,良,6,5,未勝利,38.3,中団,3
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026082901020309,2026.8.29,土,札幌,2札3,9,,1勝,芝,1800,B,4,稍(暫定),曇(暫定),14,14:20,,定量,３上
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,B,1,,,,,ミエノストロング,,牡,3,6,7,19,福島,T,1800,良,14,6,１勝ｸﾗｽ,37.2,先行,2,7,5,福島,T,1800,良,3,1,１勝ｸﾗｽ,34.0,差し,10,4,25,福島,T,2000,良,1,1,未勝利,35.7,先行,8,2,28,小倉,T,2000,稍,4,2,未勝利,36.8,先行,2,2,14,小倉,T,2000,良,3,2,未勝利,35.8,差し,8
2,,2,,,,,マイバラード,,牡,6,2,8,16,札幌,T,1800,良,5,13,１勝ｸﾗｽ,34.5,後方,2,8,1,札幌,T,1800,稍,7,6,１勝ｸﾗｽ,35.9,中団,2,7,18,函館,T,1800,良,7,13,湯浜特別･1勝,35.5,後方,2,7,4,函館,T,1800,良,6,7,恵山特別･1勝,34.9,中団,2,6,21,函館,T,1800,良,3,9,１勝ｸﾗｽ,34.6,追込,16
3,,3,,,,,アイドクレース,,牝,3,4,8,1,札幌,T,1800,稍,2,1,１勝ｸﾗｽ,35.5,先行,3,7,11,函館,T,1800,稍,2,5,１勝ｸﾗｽ・牝,34.5,先行,2,6,27,函館,T,2000,稍,2,5,１勝ｸﾗｽ,35.4,差し,10,4,18,福島,T,2000,良,7,8,ひめさゆ･1勝,36.1,先行,7,2,28,中山,T,1800,良,3,6,１勝ｸﾗｽ・牝*,35.9,ﾏｸﾘ,2
4,,4,,,,,ウインイルネージュ,,牝,4,5,7,28,盛岡,T,1700,稍,6,4,アンタ,----,中団,連,7,18,福島,T,1200,良,14,12,１勝ｸﾗｽ,35.7,後方,2,7,5,福島,T,1800,良,5,9,１勝ｸﾗｽ,34.8,中団,7,5,16,新潟,T,1800,良,10,14,石打特別･1勝,35.1,中団,2,5,2,新潟,T,1600,稍,8,9,１勝ｸﾗｽ,36.0,後方,12
5,B,5,,,,,カージオイド,,牡,4,5,7,26,札幌,T,2000,良,2,6,厚岸特別･1勝,35.4,先行,2,7,12,函館,D,2400,不,8,11,１勝ｸﾗｽ,41.2,中団,3,6,20,函館,D,1700,良,9,8,１勝ｸﾗｽ,39.5,先行,12,3,29,中山,D,1800,稍,9,6,１勝ｸﾗｽ,40.1,中団,3,3,7,中山,D,1800,重,7,6,１勝ｸﾗｽ,40.4,逃げ,3
5,,6,,,,,ブランドブラン,,牡,3,2,8,16,札幌,T,1800,良,8,2,１勝ｸﾗｽ,36.2,中団,17,4,18,福島,T,1800,良,1,2,未勝利・若,34.6,先行,9,2,15,小倉,T,1800,稍,2,2,未勝利,35.4,先行,8,12,21,阪神,D,1800,稍,8,4,未勝利*,39.3,中団,2,12,6,阪神,D,1800,良,4,2,未勝利*,38.2,差し,11
6,,7,,,,,グランセゾン,,牝,4,3,8,9,札幌,T,1800,良,2,6,石狩特別･1勝,34.9,先行,3,7,18,函館,T,1800,良,3,7,湯浜特別･1勝,35.8,先行,2,7,4,函館,T,1800,良,3,3,恵山特別･1勝,34.5,先行,10,4,25,福島,T,1800,良,2,2,１勝ｸﾗｽ・牝,36.0,先行,11,2,8,小倉,T,1800,良,10,3,１勝ｸﾗｽ・若,37.1,先行,2
6,,8,,,,,キタノサリスカ,,牝,3,2,8,15,札幌,T,2000,良,5,9,１勝ｸﾗｽ・牝,35.9,先行,3,7,25,札幌,T,1800,良,6,10,１勝ｸﾗｽ・牝,34.7,中団,4,6,28,函館,D,1700,稍,6,8,１勝ｸﾗｽ・牝,38.4,先行,10,4,18,阪神,D,1800,良,11,13,１勝ｸﾗｽ・牝*,39.9,後方,3,3,28,中京,D,1800,稍,1,11,未勝利・牝,38.6,先行,4
7,,9,,,,,カイシンパジェント,,牝,3,5,7,26,札幌,T,2000,良,6,7,厚岸特別･1勝,35.3,後方,4,6,25,門別,D,1700,良,4,5,フロイ,----,差し,6,5,14,門別,D,1200,良,2,9,フロイ,----,先行,5,4,15,門別,D,1200,良,9,7,２５周,----,後方,23,10,30,門別,D,1200,稍,9,10,エーデG3,----,後方,4
7,,10,,,,,エオアリイ,,牡,4,3,8,9,札幌,T,2000,良,5,6,１勝ｸﾗｽ,36.1,逃げ,4,7,11,函館,T,2000,稍,4,9,北斗特別･1勝,35.9,先行,2,6,27,函館,T,2000,稍,10,10,１勝ｸﾗｽ,37.0,後方,26,12,27,中山,T,2200,良,17,8,１勝ｸﾗｽ,37.2,中団,6,11,15,福島,T,2600,良,9,5,１勝ｸﾗｽ,38.4,先行,11
8,,11,,,,,エイトスターズ,,牝,6,2,8,15,札幌,T,2000,良,12,13,１勝ｸﾗｽ・牝,36.0,後方,2,8,1,札幌,T,1800,稍,8,9,１勝ｸﾗｽ,36.1,後方,10,5,24,京都,T,1400,良,8,11,１勝ｸﾗｽ,34.3,中団,4,4,26,京都,T,1800,良,9,10,１勝ｸﾗｽ,35.2,中団,8,2,28,阪神,D,1400,良,13,16,１勝ｸﾗｽ,38.1,後方,2
8,,12,,,,,コスモキャバリエ,,牡,4,2,8,16,新潟,T,1800,良,7,6,１勝ｸﾗｽ,33.7,中団,17,4,19,福島,T,1800,良,6,1,１勝ｸﾗｽ,35.4,先行,連,4,11,福島,T,1800,良,2,8,浄土平特･1勝,36.0,先行,3,3,21,中京,T,1600,良,5,9,１勝ｸﾗｽ,34.3,先行,26,9,20,中山,T,2000,良,9,15,１勝ｸﾗｽ,35.3,中団,3
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026082901020310,2026.8.29,土,札幌,2札3,10,すずらん賞,ｵｰﾌﾟﾝ,芝,1200,B,2,稍(暫定),曇(暫定),16,14:50,,別定,２歳
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,ルアシュエル,,牡,2,5,7,28,門別,D,1200,稍,1,1,アタッ,----,先行,2,7,14,門別,D,1200,稍,2,1,アタッ,----,逃げ,4,6,17,門別,D,1000,良,1,3,日高町,----,先行,2,5,28,門別,D,1000,稍,3,2,フレッ,----,先行,初,,,,,,,,,,,,
2,,2,,,,,ルベルグラン,,牝,2,6,7,21,門別,D,1200,良,7,5,ターフ,----,先行,4,6,24,門別,D,1000,良,1,1,フレッ,----,逃げ,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,3,,,,,ワールドエンジェル,,牝,2,9,6,28,小倉,T,1200,良,1,2,新馬,35.4,逃げ,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,4,,,,,スハッチェ,,牝,2,6,7,22,門別,D,1000,稍,7,5,リリー,----,後方,7,6,3,門別,D,1000,良,1,1,フレッ,----,先行,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,5,,,,,ピンクゴールド,,牝,2,6,7,22,門別,D,1000,稍,4,7,リリー,----,差し,3,6,25,門別,D,1000,良,6,5,ウィナ,----,後方,6,5,14,門別,D,1000,良,1,1,フレッ,----,先行,初,,,,,,,,,,,,,,,,,,,,,,,,
5,,6,,,,,トラデスカンティア,,牝,2,3,8,6,門別,D,1100,良,1,2,アタッ,----,先行,4,7,14,門別,D,1100,稍,1,1,２歳牝,----,先行,2,7,1,門別,D,1100,良,7,8,アタッ,----,中団,連,6,18,門別,D,1100,良,2,5,フレッ,----,先行,初,,,,,,,,,,,,
6,,7,,,,,ピクニックマーチ,,牝,2,8,7,5,福島,T,1200,良,1,6,新馬,35.9,先行,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,8,,,,,タイフーンナイン,,牝,2,2,8,16,札幌,T,1200,良,1,1,未勝利*,34.6,先行,4,7,19,函館,T,1200,重,2,2,未勝利*,36.4,逃げ,5,6,14,函館,T,1000,良,2,3,新馬,33.7,先行,初,,,,,,,,,,,,,,,,,,,,,,,,
7,,9,,,,,ムーンベリル,,牝,2,6,7,19,福島,D,1150,良,1,1,未勝利*,37.3,先行,3,6,27,福島,D,1150,稍,2,1,新馬,37.1,逃げ,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,10,,,,,ヌーンベルク,,牝,2,5,7,25,札幌,T,1200,良,1,2,未勝利*,35.2,先行,3,7,4,函館,T,1200,良,4,2,未勝利・牝*,34.8,先行,連,6,27,函館,T,1200,稍,3,3,新馬,35.5,逃げ,初,,,,,,,,,,,,,,,,,,,,,,,,
8,,11,,,,,ラビリンスティアラ,,牝,2,2,8,19,門別,D,1200,良,3,5,フルー,----,先行,連,8,6,門別,D,1200,良,3,4,サッポ,----,先行,4,7,14,門別,D,1200,重,1,2,スフェ,----,逃げ,3,6,18,門別,D,1200,良,1,2,アタッ,----,先行,3,6,3,門別,D,1200,良,3,3,アタッ,----,先行,2
8,,12,,,,,ウインガラハッド,,牡,2,6,7,18,小倉,T,1200,良,1,1,新馬,35.4,逃げ,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026082901020311,2026.8.29,土,札幌,2札3,11,札幌日刊スポーツ杯,2勝,芝,2000,B,4,稍(暫定),曇(暫定),16,15:25,,定量,３上
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,エボルヴィング,,牡,5,3,8,8,札幌,T,2000,稍,3,7,藻岩山特･2勝,36.1,先行,9,6,7,東京,T,2000,良,8,5,香港ジョ･2勝,35.7,中団,9,4,5,阪神,T,2000,稍,1,1,１勝ｸﾗｽ,35.7,先行,15,12,21,阪神,T,2200,重,18,12,１勝ｸﾗｽ,39.7,先行,5,11,15,京都,T,1600,良,11,9,１勝ｸﾗｽ,34.0,後方,3
2,,2,,,,,マイネルバーテクス,,牡,5,41,11,16,東京,T,1800,良,4,11,２勝ｸﾗｽ,33.8,先行,3,10,25,京都,T,1800,良,6,12,２勝ｸﾗｽ,34.3,中団,7,9,7,札幌,T,1800,稍,11,13,ＨＴＢ賞･2勝,37.2,後方,連,8,30,札幌,T,2000,稍,8,8,札幌日刊･2勝,37.3,中団,4,8,2,札幌,T,1800,良,9,10,釧路湿原･2勝,36.1,中団,22
3,B,3,,,,,マイネルフォルツァ,,牡,6,連,8,23,札幌,T,1800,良,2,11,WASJ第４･2勝,35.7,差し,2,8,8,中京,T,1600,良,11,8,納屋橋特･2勝,33.3,後方,5,7,5,福島,T,1800,良,6,3,白河特別･2勝,35.1,中団,7,5,17,東京,T,1600,良,7,7,テレ玉杯･2勝,33.3,中団,3,4,25,東京,T,1800,良,6,8,石和特別･2勝,33.8,中団,3
3,,4,,,,,ウィルサヴァイブ,,牝,4,4,8,1,札幌,T,1800,稍,3,4,釧路湿原･2勝,36.0,先行,3,7,12,函館,T,1800,重,12,7,北海Ｈ･2勝,36.3,中団,2,6,27,函館,T,2000,稍,4,2,洞爺湖特･2勝,35.7,逃げ,6,5,16,東京,T,1800,良,6,3,調布特別･2勝,33.1,中団,13,2,15,小倉,T,2000,稍,4,1,太宰府特･2勝,36.6,逃げ,3
