レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026092706040901,2026.9.27,日,中山,4中9,1,,未勝利,ダート,1200,,2,重(暫定),曇(暫定),16,10:00,牝,馬齢,２歳
3,,3,,,,,リアライズグリント,,牡,3,4,9,1,盛岡,D,2000,稍,4,2,不来方G2,----,先行,12,6,10,大井,D,2000,重,3,4,東京ダG1,----,先行,6,4,29,大井,D,1800,稍,4,2,羽田盃G1,----,逃げ,10,2,18,大井,D,1800,良,1,3,雲取賞G3,----,先行,4,1,17,京都,D,1800,良,1,1,未勝利,37.8,先行,2
4,,4,,,,,ラフエイジアン,,セ,6,8,8,1,新潟,D,1800,稍,4,10,柳都ＳＨ･3勝,37.1,追込,5,6,28,福島,D,1700,良,9,5,鶴ヶ城Ｓ･3勝,38.7,後方,10,4,18,中山,D,1800,良,6,8,下総Ｓ･3勝,36.7,後方,6,3,7,中山,D,1800,重,5,9,上総Ｓ･3勝,38.2,後方,11,12,21,中山,D,1800,重,4,10,北総Ｓ･3勝,36.2,追込,8
5,,5,,,,,ジャイアンバローズ,,牡,3,3,9,5,阪神,D,1800,稍,1,2,出石特別･2勝,38.1,差し,16,5,17,京都,D,1800,良,1,6,１勝ｸﾗｽ*,36.8,先行,2,5,2,新潟,D,1800,重,5,9,わらび賞･1勝,39.1,中団,10,2,21,小倉,D,1700,良,1,3,未勝利,38.1,先行,3,2,1,京都,D,1900,良,5,4,未勝利,39.4,逃げ,3
5,,6,,,,,マテンロウブレイブ,,牡,4,2,9,12,阪神,D,1800,良,9,2,竹田城Ｓ･3勝,36.5,後方,15,5,30,京都,D,1800,良,4,1,桃山ＳＨ･3勝,35.0,追込,8,4,5,阪神,D,1800,重,1,1,２勝ｸﾗｽ,35.2,追込,6,2,22,小倉,D,1700,良,4,1,和布刈特･2勝,36.3,追込,4,1,25,小倉,D,1700,良,5,1,響灘特別･2勝,36.0,中団,9
6,,7,,,,,バッケンレコード,,牡,4,24,4,12,阪神,D,2000,良,9,3,梅田Ｓ･3勝,36.7,中団,8,2,15,京都,D,1800,良,5,4,北山Ｓ･3勝,36.0,後方,4,1,18,京都,D,1800,良,1,1,大津特別･2勝,36.3,差し,7,11,29,京都,D,1800,良,3,1,栂尾特Ｈ･2勝,36.2,差し,6,10,19,京都,D,1800,良,2,6,聚楽第特･2勝,36.8,差し,6
6,,8,,,,,メイショウコガシラ,,牡,6,7,8,8,中京,D,1800,良,5,7,三河Ｓ･3勝,37.6,中団,6,6,27,小倉,D,1700,重,7,15,薩摩Ｓ･3勝,37.5,中団,8,5,2,新潟,S,2890,重,7,7,障害未勝利,13.5,先行,7,3,15,阪神,S,2970,良,8,4,障害未勝利,14.0,先行,3,2,22,小倉,S,2860,良,5,6,障害未勝利,13.9,逃げ,6
7,,9,,,,,マンオブザマッチ,,牡,4,6,8,15,札幌,D,1700,良,10,5,報知杯Ｈ･3勝,40.0,先行,11,5,30,京都,D,1800,良,8,7,桃山ＳＨ･3勝,36.2,中団,3,5,10,新潟,D,1800,良,1,3,五泉特Ｈ･2勝,38.0,先行,11,2,22,小倉,D,1700,良,1,2,１勝ｸﾗｽ,38.6,先行,9,12,20,阪神,D,1800,良,2,6,１勝ｸﾗｽ,36.8,先行,2
7,,10,,,,,ショウナンバンライ,,牡,3,7,8,9,新潟,D,1800,良,6,2,レパードG3,37.9,後方,4,7,12,小倉,D,1700,良,1,1,八女特別･2勝,37.0,先行,3,6,20,阪神,D,1800,稍,1,6,１勝ｸﾗｽ,36.7,先行,13,3,21,阪神,T,2000,良,10,10,若葉Ｓ(L),35.7,中団,3,3,1,阪神,T,2000,良,1,2,未勝利,34.4,先行,4
8,,11,,,,,ポルポラジール,,牡,5,2,9,12,阪神,D,1800,良,13,8,竹田城Ｓ･3勝,39.0,後方,17,5,16,京都,D,1900,良,14,6,上賀茂Ｓ･3勝,37.4,中団,5,4,12,阪神,D,2000,良,5,5,梅田Ｓ･3勝,36.3,後方,6,3,1,阪神,D,1800,良,4,10,伊丹Ｓ･3勝,36.6,先行,9,12,27,阪神,D,1800,稍,15,8,摩耶Ｓ･3勝,39.1,後方,2
8,,12,,,,,タマモキャリコ,,セ,5,14,6,21,阪神,D,1800,重,3,9,姫路Ｓ･3勝,37.8,先行,12,3,29,中京,D,1900,良,止,10,伊勢ＳＨ･3勝,----,,2,3,15,阪神,D,1800,良,6,2,甲南ＳＨ･3勝,38.0,中団,14,12,7,阪神,D,1800,良,1,2,豊中特別･2勝,38.2,先行,3,11,16,京都,D,1800,良,4,5,２勝ｸﾗｽ,38.7,先行,3
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026092709040911,2026.9.27,日,阪神,4阪9,11,ポートアイランドＳ,OP(L),芝,1600,B,2,良(暫定),雨(暫定),18,15:20,,別定,３上
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,ダノンセンチュリー,,牡,4,9,7,26,新潟,T,1600,不,11,2,関屋記念ＨG3,37.1,後方,12,5,2,東京,T,1400,良,9,2,京王杯スG2,33.0,中団,11,2,15,東京,T,1600,良,1,2,雲雀Ｓ･3勝,32.6,差し,13,11,15,東京,T,1600,良,1,1,２勝ｸﾗｽ,33.3,先行,5,10,13,東京,T,1600,良,1,1,１勝ｸﾗｽ,32.7,追込,10
1,,2,,,,,エイシンディード,,牡,3,5,8,23,札幌,T,1200,良,15,6,キーンラG3,35.0,先行,12,5,30,京都,T,1200,良,6,2,葵ＳG3,34.1,先行,10,3,21,中京,T,1400,良,2,8,ファルコG3,34.1,先行,18,11,15,京都,T,1600,良,4,6,デイリーG2,35.6,逃げ,17,7,20,函館,T,1200,良,1,9,函館２歳G3,34.1,逃げ,5
2,,3,,,,,スカイロケット,,牡,6,18,5,23,東京,D,1400,稍,12,12,欅Ｓ,36.4,後方,14,2,14,京都,T,1600,良,7,13,洛陽ＳＨ(L),33.7,中団,3,1,24,京都,T,1600,良,5,11,睦月Ｓ,33.4,先行,10,11,16,東京,T,1400,良,13,18,オーロＨ(L),33.9,中団,12,8,24,新潟,T,1400,良,7,11,朱鷺Ｓ(L),34.7,後方,12
2,B,4,,,,,ヤマニンサンパ,,牡,8,7,8,8,新潟,T,1800,良,13,9,関越ＳＨ,32.4,中団,8,6,13,東京,T,1800,良,7,11,ジューン,33.4,後方,14,3,8,阪神,T,1800,良,4,10,大阪城Ｓ(L),34.1,追込,9,1,4,京都,T,1600,良,15,12,京都金杯ＨG3,33.6,後方,14,9,28,阪神,T,1600,良,1,7,ポートア(L),33.4,差し,7
3,,5,,,,,ラケマーダ,,牡,6,3,9,5,中山,T,1600,良,14,16,オータムＨG3,34.0,後方,12,6,14,東京,T,1400,良,8,6,パラダＨ(L),34.4,先行,6,5,2,東京,T,1400,良,4,18,京王杯スG2,33.4,差し,10,2,22,小倉,T,1800,良,10,13,小倉大賞ＨG3,35.3,後方,連,2,14,京都,T,1600,良,9,11,洛陽ＳＨ(L),33.2,後方,6
3,B,6,,,,,アサヒ,,牡,7,18,5,24,京都,T,1800,良,11,11,都大路Ｈ(L),35.8,先行,4,4,26,京都,T,1600,良,16,18,マイラーG2,33.0,後方,4,3,29,阪神,T,1600,良,9,13,六甲Ｓ(L),34.2,後方,2,3,15,中山,T,1600,良,13,14,東風Ｓ(L),34.0,後方,4,2,15,東京,D,1400,良,15,15,バレンタＨ,35.5,後方,23
4,,7,,,,,アクートゥス,,セ,6,15,6,14,東京,T,1400,良,3,7,パラダＨ(L),33.0,追込,5,5,10,新潟,T,1400,良,2,10,谷川岳Ｓ(L),34.4,差し,4,4,12,中山,T,1200,良,6,13,春雷ＳＨ(L),33.3,後方,2,3,29,阪神,T,1600,良,12,9,六甲Ｓ(L),35.1,中団,19,11,16,東京,T,1400,良,14,7,オーロＨ(L),34.5,中団,3
4,,8,,,,,レッドシュヴェルト,,牡,6,5,8,22,新潟,T,1400,良,10,12,朱鷺Ｓ(L),34.0,後方,10,6,14,東京,T,1400,良,6,8,パラダＨ(L),33.3,後方,6,5,2,東京,T,1400,良,11,15,京王杯スG2,33.1,中団,7,3,15,阪神,T,1200,良,11,8,米子城ＳＨ,33.5,後方,8,1,17,中山,T,1200,良,7,10,カーバンＨ,32.9,後方,9
5,B,9,,,,,ラインベック,,セ,9,7,8,8,新潟,T,1800,良,8,12,関越ＳＨ,32.9,先行,12,5,16,新潟,T,2000,良,12,15,新潟大賞ＨG3,34.9,逃げ,5,4,12,福島,T,2000,良,8,12,福島民報(L),35.3,中団,23,11,2,京都,T,1600,良,9,11,まほろＨ(L),34.1,中団,5,9,28,阪神,T,1600,良,5,10,ポートア(L),33.8,中団,7
5,,10,,,,,サブマリーナ,,牡,5,20,5,9,東京,T,1800,良,11,4,エプソムG3,33.6,中団,9,3,8,阪神,T,1800,良,2,1,大阪城Ｓ(L),33.7,追込,7,1,18,京都,T,2400,良,9,4,日経新春ＨG2,33.7,後方,15,10,5,京都,T,2400,稍,16,6,京都大賞G2,35.9,先行,3,9,13,阪神,T,2000,良,4,3,チャレンＨG3,34.8,差し,17
6,,11,,,,,メイショウシンタケ,,牡,8,14,6,21,阪神,T,1600,稍,18,17,しらさぎG3,35.9,後方,3,5,31,京都,T,1400,良,17,13,安土城Ｈ(L),32.9,後方,9,3,29,阪神,T,1600,良,4,5,六甲Ｓ(L),34.0,追込,2,3,15,中山,T,1600,良,10,16,東風Ｓ(L),33.6,後方,13,12,13,阪神,T,1600,良,10,10,リゲルＳ(L),32.8,後方,4
6,,12,,,,,ファインライン,,牡,5,14,6,21,阪神,T,1600,稍,11,16,しらさぎG3,34.9,中団,8,4,26,京都,T,1600,良,15,15,マイラーG2,33.3,中団,7,3,8,阪神,T,1600,良,1,9,岸和田Ｓ･3勝,33.8,差し,3,2,15,東京,T,1600,良,11,10,雲雀Ｓ･3勝,32.9,後方,7,12,28,中山,T,1600,良,10,12,ファイＨ･3勝,33.9,後方,5
7,,13,,,,,インヴォーグ,,牝,4,2,9,13,阪神,T,1600,良,1,2,仲秋Ｓ･3勝,33.7,差し,9,7,11,函館,T,1800,稍,6,4,五稜郭Ｓ･3勝,35.0,先行,8,5,17,京都,T,1600,良,8,1,錦ＳＨ･3勝,32.8,後方,4,4,19,阪神,T,1600,良,3,2,立雲峡Ｓ･3勝,33.6,差し,12,1,24,小倉,T,2000,良,6,7,小倉牝馬ＨG3,34.5,先行,10
7,,14,,,,,ショウナンガルフ,,牡,3,13,6,28,福島,T,1800,良,12,15,ラジオNIＨG3,34.5,後方,4,5,31,東京,T,2400,良,17,17,東京優駿G1,34.1,後方,16,2,10,京都,T,1800,良,9,5,きさらぎG3,34.3,先行,6,12,27,中山,T,2000,良,14,3,ホープフG1,35.6,中団,16,9,6,札幌,T,1800,良,1,1,札幌２歳G3,35.0,追込,9
8,,15,,,,,ビップデイジー,,牝,4,14,6,21,東京,T,1800,稍,11,13,府中牝馬ＨG3,35.5,中団,10,4,11,阪神,T,1600,良,5,9,阪神牝馬G2,33.4,中団,11,1,24,京都,T,1600,良,10,6,睦月Ｓ,33.6,中団,5,12,20,中山,T,1600,良,10,4,ターコイＨG3,34.4,中団,9,10,19,京都,T,2000,良,6,9,秋華賞G1,35.5,中団,5
8,,16,,,,,レディントン,,セ,5,11,7,12,函館,T,1800,重,11,11,巴賞,37.1,先行,6,5,30,東京,D,1600,良,9,15,アハルテ,37.8,先行,15,2,15,東京,D,1400,良,14,10,バレンタＨ,36.7,先行,12,11,23,東京,D,1400,良,11,7,霜月Ｓ,36.9,中団,7,10,4,東京,D,1600,良,11,3,グリーン(L),37.0,中団,11
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026092709040912,2026.9.27,日,阪神,4阪9,12,,2勝,ダート,2000,,4,良(暫定),雨(暫定),16,16:05,,定量,３上
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,B,1,,,,,ビルンバウム,,セ,5,5,8,22,中京,D,1800,良,6,11,大府特別･2勝,39.6,先行,3,8,1,中京,D,1800,良,8,4,日進特別･2勝,39.9,逃げ,10,5,23,京都,D,1800,稍,1,3,１勝ｸﾗｽ,37.1,先行,5,4,19,阪神,D,1800,良,4,3,１勝ｸﾗｽ,38.1,逃げ,3,3,29,阪神,D,1800,良,2,7,１勝ｸﾗｽ,40.9,逃げ,49
2,B,2,,,,,タガノヘラクレス,,牡,5,10,7,18,小倉,D,1700,稍,6,2,熊本城特･2勝,37.7,後方,12,4,26,京都,D,1800,良,5,6,２勝ｸﾗｽ,39.2,先行,15,1,11,京都,D,1900,良,6,6,五条坂特･2勝,39.1,先行,3,12,20,中京,D,1800,稍,1,3,１勝ｸﾗｽ,37.6,先行,13,9,20,阪神,D,1800,良,3,10,１勝ｸﾗｽ,37.7,逃げ,13
3,,3,,,,,アルベリック,,牡,5,4,8,30,新潟,D,1800,良,11,9,両津湾特･2勝,38.0,後方,18,4,26,京都,T,2200,良,6,9,比良山Ｈ･2勝,34.5,中団,2,4,11,阪神,T,2400,良,5,7,明石特別･2勝,33.7,後方,10,2,1,京都,D,1800,良,6,8,衣笠特別･2勝,36.8,後方,2,1,18,京都,D,1800,良,7,11,大津特別･2勝,36.5,後方,8
4,,4,,,,,ソウルアンドジャズ,,セ,5,5,8,22,中京,D,1800,良,2,2,大府特別･2勝,38.9,先行,3,8,1,中京,D,1800,良,2,5,日進特別･2勝,37.4,先行,6,6,21,阪神,D,1800,重,2,5,２勝ｸﾗｽ,38.6,逃げ,3,5,31,京都,D,1800,良,7,7,與杼特別･2勝,37.2,中団,2,5,17,京都,D,1900,良,4,6,２勝ｸﾗｽ,37.0,先行,5
5,B,5,,,,,レッドボブ,,牡,4,8,8,1,中京,D,1800,良,11,6,日進特別･2勝,40.8,先行,11,5,17,京都,D,1900,良,8,5,２勝ｸﾗｽ,37.9,先行,8,3,22,中京,D,1900,良,5,8,弥富特別･2勝,37.9,先行,4,2,21,阪神,D,1800,良,3,3,２勝ｸﾗｽ,37.9,先行,連,2,14,京都,D,1900,稍,6,6,２勝ｸﾗｽ,39.7,先行,9
5,,6,,,,,マクノス,,牝,3,3,9,6,阪神,D,1800,良,1,8,１勝ｸﾗｽ・牝,38.2,先行,11,6,20,阪神,D,1800,稍,1,6,未勝利・牝,40.3,先行,2,6,6,阪神,D,1800,良,2,2,未勝利・牝,38.7,差し,2,5,24,京都,D,1800,良,2,4,未勝利・牝,39.5,先行,6,4,11,阪神,D,1800,重,4,14,未勝利・牝,39.3,差し,7
6,,7,,,,,タガノアニマシオン,,セ,4,5,8,22,中京,D,1800,良,7,13,大府特別･2勝,39.1,中団,6,7,12,小倉,D,1700,良,7,6,八女特別･2勝,38.8,中団,17,3,15,阪神,D,1800,良,4,3,２勝ｸﾗｽ,38.2,差し,3,2,22,阪神,D,1800,良,1,3,１勝ｸﾗｽ,38.7,差し,23,9,13,阪神,D,1800,良,3,2,１勝ｸﾗｽ,38.6,差し,3
6,B,8,,,,,サンライズオスカー,,牡,3,2,9,13,阪神,D,1800,良,1,1,１勝ｸﾗｽ,37.5,先行,5,8,8,中京,D,1800,良,2,9,恵那特別･1勝,37.2,ﾏｸﾘ,8,6,13,阪神,D,1800,良,7,14,１勝ｸﾗｽ,37.9,後方,3,5,27,園田,D,1870,良,1,8,三室山,----,先行,10,3,14,中京,D,1900,良,10,13,未勝利,38.6,後方,14
7,,9,,,,,ポッドフォルク,,牡,4,30,3,1,阪神,D,1800,良,7,7,伊丹Ｓ･3勝,37.2,逃げ,3,2,8,小倉,D,1700,良,9,3,由布院特･2勝,38.7,後方,8,12,13,中京,D,1800,良,4,1,鳴海特別･2勝,37.3,逃げ,4,11,16,京都,D,1800,良,2,4,２勝ｸﾗｽ,38.1,逃げ,4,10,19,京都,D,1800,良,6,7,聚楽第特･2勝,38.4,先行,2
7,,10,,,,,セイントホース,,牡,3,5,8,23,札幌,D,1700,良,12,4,WASJ第３･2勝,39.3,先行,3,8,2,札幌,D,1700,良,1,6,１勝ｸﾗｽ,36.7,差し,22,3,1,阪神,D,1800,良,4,6,１勝ｸﾗｽ*,37.8,差し,4,1,31,京都,D,1800,良,7,11,１勝ｸﾗｽ*,36.8,中団,3,1,10,京都,D,1900,良,1,1,未勝利,37.6,差し,3
8,B,11,,,,,テンエースワン,,牡,5,8,8,1,中京,D,1800,良,6,8,日進特別･2勝,38.9,中団,3,7,12,小倉,D,1700,良,5,8,八女特別･2勝,38.4,中団,9,5,9,京都,D,1900,良,1,3,１勝ｸﾗｽ,39.4,逃げ,6,3,28,中京,D,1900,稍,7,6,ロイヤル･1勝,39.6,中団,3,3,8,阪神,D,2000,良,3,2,１勝ｸﾗｽ,38.8,先行,7
8,B,12,,,,,エンマ,,牡,4,8,8,1,中京,D,1800,良,9,9,日進特別･2勝,40.4,後方,3,7,12,小倉,D,1700,良,8,9,八女特別･2勝,39.2,ﾏｸﾘ,3,6,21,阪神,D,1800,重,6,7,２勝ｸﾗｽ,39.5,先行,3,5,31,京都,D,1800,良,9,8,與杼特別･2勝,38.4,先行,9,3,28,阪神,D,2000,良,8,5,２勝ｸﾗｽ,38.4,中団,2
