レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026041103010101,2026.4.11,土,福島,1福1,1,,未勝利,ダート,1700,,4,良(暫定),曇(暫定),15,09:45,,馬齢,３歳
1,,1,,,,,ヒナアラレ,,牝,7,7,2,20,笠松,D,1400,良,2,3,Ｃ１１,----,逃げ,4,1,22,笠松,D,1400,稍,3,6,祝・ゆ,----,逃げ,4,12,31,笠松,D,1400,良,消,--,２０２,----,,2,12,16,笠松,D,1400,稍,9,5,りあち,----,逃げ,2,12,3,笠松,D,1400,良,8,4,Ｃ級サ,----,逃げ,2
1,,2,,,,,プレアデスグループ,,牝,5,2,3,29,阪神,D,1200,良,5,7,２勝ｸﾗｽ,36.7,中団,9,1,24,京都,D,1200,良,12,5,２勝ｸﾗｽ,36.4,後方,3,1,5,京都,D,1200,良,5,5,２勝ｸﾗｽ,36.4,中団,12,10,12,京都,D,1200,良,8,5,円山特別･2勝,35.8,中団,4,9,15,阪神,D,1200,良,2,4,新涼特別･2勝,36.2,差し,3
2,,3,,,,,アルジェンタージョ,,牝,5,4,3,14,中山,D,1200,良,5,9,２勝ｸﾗｽ,37.0,先行,2,3,1,中山,D,1200,良,5,15,２勝ｸﾗｽ,36.6,中団,6,1,17,中山,D,1200,良,11,10,２勝ｸﾗｽ,37.3,中団,8,11,22,京都,D,1400,良,11,11,２勝ｸﾗｽ,38.2,中団,4,10,25,東京,D,1400,稍,10,7,２勝ｸﾗｽ,35.8,後方,4
2,,4,,,,,アスタールフナ,,牝,4,2,3,29,阪神,D,1200,良,4,1,２勝ｸﾗｽ,37.6,先行,4,3,1,阪神,D,1200,良,4,1,２勝ｸﾗｽ,37.3,逃げ,7,1,11,中山,D,1200,良,10,3,２勝ｸﾗｽ,39.1,逃げ,10,11,2,京都,D,1200,稍,3,1,２勝ｸﾗｽ,35.6,差し,3,10,12,京都,D,1200,良,2,2,円山特別･2勝,35.7,先行,6
3,,5,,,,,クインズポラリス,,牝,5,4,3,15,中山,D,1200,良,1,3,１勝ｸﾗｽ・牝,37.1,先行,7,1,24,中山,D,1200,良,6,7,１勝ｸﾗｽ,37.8,中団,11,11,8,福島,D,1150,良,8,8,１勝ｸﾗｽ・牝,37.0,後方,26,5,11,京都,D,1400,稍,11,4,１勝ｸﾗｽ・牝,37.9,中団,3,4,20,中山,D,1200,良,6,5,１勝ｸﾗｽ,36.7,中団,3
3,B,6,,,,,プレゼンティーア,,牝,5,8,2,15,京都,D,1200,良,6,9,２勝ｸﾗｽ・牝,36.2,中団,13,11,15,福島,D,1150,良,1,2,１勝ｸﾗｽ,37.5,逃げ,5,10,13,京都,D,1400,良,9,3,１勝ｸﾗｽ・牝,39.1,逃げ,2,9,28,阪神,D,1400,良,3,4,１勝ｸﾗｽ,38.3,先行,14,6,22,函館,D,1700,重,6,3,１勝ｸﾗｽ・牝,39.3,先行,51
4,,7,,,,,ボルセーナ,,牝,4,9,2,10,京都,D,1200,良,6,15,２勝ｸﾗｽ,36.7,後方,連,1,31,小倉,D,1000,良,11,11,有田特別･2勝,36.5,中団,9,11,29,京都,D,1200,良,14,7,２勝ｸﾗｽ,37.3,先行,17,8,3,札幌,D,1000,良,6,2,２勝ｸﾗｽ,36.7,先行,3,7,12,函館,D,1000,良,1,1,１勝ｸﾗｽ,35.9,先行,9
4,,8,,,,,シアター,,牝,5,6,3,1,小倉,T,1200,良,9,7,西日本新･2勝,34.3,後方,12,12,7,阪神,T,1400,良,10,10,２勝ｸﾗｽ,35.3,中団,4,11,8,福島,T,1200,良,4,15,飯坂温泉･2勝,35.2,差し,18,7,6,函館,T,1200,稍,8,7,立待岬特･2勝,34.5,中団,3,6,15,函館,T,1200,良,1,4,１勝ｸﾗｽ,34.5,逃げ,15
5,,9,,,,,モリノレッドスター,,牝,5,4,3,14,中山,D,1200,良,2,6,２勝ｸﾗｽ,37.0,先行,9,1,11,中山,D,1200,良,6,6,２勝ｸﾗｽ,37.5,中団,8,11,16,東京,D,1400,良,16,5,２勝ｸﾗｽ,44.1,先行,7,9,27,中山,D,1200,良,12,5,２勝ｸﾗｽ,37.2,中団,20,5,10,新潟,D,1200,稍,1,2,１勝ｸﾗｽ・牝,36.7,先行,3
5,,10,,,,,ベニシア,,牝,5,7,2,22,小倉,D,1000,良,1,14,１勝ｸﾗｽ,36.5,逃げ,11,12,6,中山,D,1200,良,7,11,１勝ｸﾗｽ,36.8,中団,3,11,15,福島,D,1150,良,6,12,１勝ｸﾗｽ,37.6,中団,9,9,13,中山,D,1200,不,14,14,１勝ｸﾗｽ,37.4,中団,5,8,9,札幌,D,1000,重,7,10,１勝ｸﾗｽ,35.6,後方,3
6,B,11,,,,,クインズシフォン,,牝,4,9,2,8,小倉,D,1000,良,1,4,１勝ｸﾗｽ,35.9,差し,3,1,17,中山,D,1200,良,3,9,１勝ｸﾗｽ,37.1,差し,3,12,28,中山,D,1200,良,5,6,１勝ｸﾗｽ,37.7,中団,13,9,27,中山,D,1200,良,6,9,１勝ｸﾗｽ,37.0,後方,8,8,3,新潟,D,1200,良,10,2,１勝ｸﾗｽ・牝,37.4,後方,10
6,B,12,,,,,バロン,,牝,5,9,2,10,東京,D,1300,稍,10,11,２勝ｸﾗｽ,36.4,中団,9,12,7,中山,D,1200,良,11,8,２勝ｸﾗｽ,36.7,後方,15,8,23,新潟,D,1200,良,12,8,岩室温泉･2勝,37.3,後方,9,6,22,東京,D,1400,良,6,14,甲州街道･2勝,37.0,中団,10,4,12,中山,D,1200,良,14,3,２勝ｸﾗｽ・牝,36.2,後方,4
7,,13,,,,,エリカカリーナ,,牝,5,7,2,22,東京,T,1400,良,13,9,２勝ｸﾗｽ,35.2,中団,11,12,6,中山,T,1200,良,3,4,２勝ｸﾗｽ,33.7,先行,4,11,9,東京,T,1400,良,3,7,２勝ｸﾗｽ,33.6,先行,11,8,23,新潟,T,1400,良,8,9,飯豊特別･2勝,35.3,逃げ,9,6,21,東京,T,1400,良,5,4,相模湖特･2勝,35.4,逃げ,14
7,,14,,,,,ベルブリエ,,牝,5,17,12,13,中山,D,1200,良,8,9,２勝ｸﾗｽ,37.4,中団,3,11,24,東京,D,1400,良,8,14,２勝ｸﾗｽ・牝,36.9,後方,7,10,4,東京,D,1400,良,11,12,２勝ｸﾗｽ,37.5,先行,17,6,8,東京,D,1600,良,7,4,小金井特･2勝,37.1,中団,4,5,10,東京,D,1400,重,5,5,２勝ｸﾗｽ・牝,35.3,後方,7
8,,15,,,,,オカメノコイ,,牝,4,10,1,31,小倉,D,1700,良,11,15,平尾台特･2勝,37.6,後方,2,1,18,京都,D,1400,良,13,14,小倉山特･2勝,38.2,中団,4,12,21,阪神,D,1800,重,15,8,２勝ｸﾗｽ,39.9,後方,22,7,20,函館,D,1700,良,1,4,１勝ｸﾗｽ,38.1,差し,2,7,5,函館,D,1700,重,2,7,１勝ｸﾗｽ・牝,36.3,差し,3
8,,16,,,,,ルーフオブヘヴン,,牝,5,11,1,24,中山,D,1200,良,1,6,１勝ｸﾗｽ,37.5,先行,3,1,4,中山,D,1200,稍,4,9,１勝ｸﾗｽ・牝,37.5,差し,16,9,13,中山,D,1200,不,8,4,１勝ｸﾗｽ,36.3,中団,4,8,17,新潟,D,1200,良,5,7,１勝ｸﾗｽ,37.2,中団,10,6,7,東京,D,1600,良,11,8,１勝ｸﾗｽ・牝,37.4,先行,25
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026041109020501,2026.4.11,土,阪神,2阪5,1,,未勝利,ダート,1800,,4,不(暫定),曇(暫定),16,09:55,牝,馬齢,３歳
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,ジェイパック,,牝,3,2,3,28,阪神,D,1200,稍,13,9,未勝利,38.2,中団,連,3,22,阪神,D,1400,良,7,6,未勝利・牝,39.2,先行,11,1,5,京都,T,1600,良,14,13,未勝利,38.8,先行,10,10,26,京都,T,1600,稍,10,9,未勝利*,39.2,中団,2,10,13,京都,T,1600,良,6,8,未勝利・牝*,34.9,中団,14
1,,2,,,,,ミルボナー,,牝,3,3,3,21,阪神,D,1800,稍,3,2,未勝利・牝,37.9,先行,2,3,7,阪神,D,1800,稍,2,4,未勝利・牝,38.7,先行,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,3,,,,,ハバタクジユウニ,,牝,3,19,11,30,京都,T,2000,良,7,4,新馬,36.3,中団,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,4,,,,,ヒルノジェノヴァ,,牝,3,4,3,14,阪神,D,1800,良,4,8,未勝利・牝,38.6,追込,6,1,31,京都,T,1600,良,13,14,未勝利,38.1,先行,6,12,21,阪神,T,1800,稍,12,15,未勝利・牝*,36.3,先行,6,11,9,京都,T,1600,稍,6,8,未勝利・牝*,37.1,後方,2,10,25,京都,T,1600,良,5,14,新馬,35.9,先行,初
3,,5,,,,,マクノス,,牝,3,7,2,22,小倉,D,1700,良,5,10,未勝利・牝,39.8,中団,13,11,22,京都,D,1400,良,11,12,新馬,38.5,後方,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,6,,,,,トゥスコラーナ,,牝,3,6,3,1,小倉,T,2000,良,14,6,未勝利・牝,36.9,中団,14,11,24,福島,T,1800,良,11,3,新馬,35.4,中団,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,7,,,,,イルカンダ,,牝,3,11,1,24,京都,D,1800,良,9,4,未勝利・牝,39.0,先行,3,1,5,京都,D,1800,良,3,5,未勝利・牝,39.1,逃げ,15,9,21,阪神,D,1400,良,5,10,未勝利*,38.8,中団,連,9,13,阪神,D,1400,良,7,11,新馬・牝,39.5,中団,初,,,,,,,,,,,,
4,,8,,,,,リトゥリア,,牝,3,2,3,28,中京,D,1800,稍,6,3,未勝利・牝,39.0,中団,11,1,10,京都,T,1600,良,14,11,未勝利・牝,36.6,中団,13,10,13,京都,T,1600,良,4,5,未勝利・牝*,34.6,追込,2,9,28,阪神,T,1400,良,9,4,未勝利・牝*,35.5,中団,8,8,2,中京,T,1400,良,3,4,未勝利*,33.9,追込,3
5,B,9,,,,,スマートコーラル,,牝,3,3,3,22,阪神,D,1400,良,9,12,未勝利・牝,39.0,中団,14,12,14,中京,D,1800,稍,12,11,未勝利・牝*,43.1,先行,3,11,23,京都,D,1800,良,12,12,未勝利*,41.1,中団,9,9,21,阪神,D,1800,良,8,6,未勝利*,40.3,中団,3,8,31,中京,T,2000,良,6,5,新馬,35.9,後方,初
5,,10,,,,,タントレーベル,,牝,3,2,3,29,阪神,D,1800,良,5,4,未勝利・牝,39.4,先行,9,1,24,京都,D,1800,良,9,9,未勝利・牝,39.0,先行,4,12,27,阪神,D,1400,稍,15,7,未勝利*,39.2,後方,5,11,22,京都,D,1400,良,6,10,新馬,37.9,中団,初,,,,,,,,,,,,
6,,11,,,,,レステダンルヴァン,,牝,3,3,3,22,中京,D,1800,良,2,3,未勝利・牝,37.8,先行,15,12,6,中京,T,1200,良,18,8,未勝利*,34.2,後方,3,11,16,京都,D,1400,良,9,6,未勝利・牝*,38.6,中団,3,10,26,京都,D,1800,重,8,4,未勝利・牝*,39.1,後方,15,7,12,小倉,T,1800,良,8,5,新馬・牝,38.4,中団,初
6,,12,,,,,ミリオンアップ,,牝,3,11,1,25,京都,D,1400,良,9,7,未勝利・牝,38.5,中団,連,1,17,京都,D,1400,良,11,10,新馬・牝,38.7,中団,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,13,,,,,メイショウゼルク,,牝,3,3,3,21,阪神,D,1200,稍,9,9,未勝利,37.1,後方,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,14,,,,,ワンインザスカイ,,牝,3,3,3,21,阪神,D,1800,稍,6,7,未勝利・牝,39.2,先行,3,3,1,阪神,D,1800,良,10,12,未勝利・牝,40.9,後方,29,8,10,札幌,D,1700,稍,13,10,未勝利*,43.1,中団,7,6,21,函館,T,1200,良,13,9,新馬・牝,35.9,中団,初,,,,,,,,,,,,
8,,15,,,,,プルーフリーディン,,牝,3,10,2,1,京都,D,1800,良,2,4,未勝利・牝,37.9,先行,3,1,10,京都,T,1600,良,8,13,未勝利・牝,35.6,後方,12,10,18,京都,T,1600,良,6,4,新馬・牝,34.8,後方,初,,,,,,,,,,,,,,,,,,,,,,,,
8,,16,,,,,トライアンドエラー,,牝,3,10,1,31,小倉,T,2000,良,17,6,未勝利・牝,38.8,中団,4,1,4,中山,T,2000,良,2,13,新馬,35.7,逃げ,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026041109020502,2026.4.11,土,阪神,2阪5,2,,未勝利,ダート,1400,,2,不(暫定),曇(暫定),16,10:25,,馬齢,３歳
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,オウケンブラッド,,牡,3,7,2,21,阪神,D,1400,良,3,2,未勝利,36.7,差し,4,1,25,京都,D,1400,良,2,4,未勝利,36.5,先行,2,1,10,京都,D,1400,良,4,10,新馬,37.4,先行,初,,,,,,,,,,,,,,,,,,,,,,,,
1,,2,,,,,オアシスアラン,,牡,3,5,3,11,高知,D,1400,稍,2,2,竜王盃,----,先行,5,2,1,京都,D,1200,良,12,6,未勝利,37.7,中団,連,1,24,京都,D,1200,良,9,6,未勝利,36.5,後方,4,12,27,阪神,D,1400,稍,9,10,未勝利*,39.4,先行,9,10,25,新潟,D,1200,良,15,8,未勝利*,42.7,中団,12
2,,3,,,,,ラジャブルック,,牡,3,7,2,22,阪神,D,1800,良,7,4,未勝利,40.0,逃げ,3,1,31,京都,D,1800,良,3,2,未勝利,38.7,先行,13,11,1,京都,D,1800,重,9,1,新馬,40.2,中団,初,,,,,,,,,,,,,,,,,,,,,,,,
2,,4,,,,,ゴールデンボブ,,牡,3,9,2,10,京都,T,2400,良,15,6,未勝利,39.9,後方,2,1,24,小倉,T,2000,良,9,5,新馬,34.6,中団,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,5,,,,,ゼロヴィジビリティ,,牡,3,41,6,29,小倉,T,1200,良,3,1,新馬,35.1,逃げ,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,B,6,,,,,ペントハウス,,セ,3,16,12,20,阪神,T,1600,良,15,10,未勝利*,34.8,後方,28,6,8,阪神,T,1400,良,11,4,新馬,35.4,後方,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,B,7,,,,,ペスキエーラ,,牝,3,7,2,22,小倉,T,1200,良,15,5,未勝利,35.8,後方,16,11,2,東京,T,1600,良,10,2,新馬・牝,34.7,中団,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,8,,,,,ペプチドレオン,,牡,3,11,1,25,京都,D,1400,良,3,2,未勝利,36.6,先行,2,1,11,京都,D,1400,良,2,4,未勝利,36.8,追込,7,11,22,京都,D,1400,良,3,1,新馬,37.3,差し,初,,,,,,,,,,,,,,,,,,,,,,,,
5,,9,,,,,レッドピアレス,,牡,3,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,10,,,,,メイショウライゴー,,牡,3,3,3,22,中京,D,1400,良,2,1,未勝利,39.5,先行,3,3,1,阪神,D,1400,良,4,8,未勝利,39.8,逃げ,3,2,10,京都,D,1200,良,15,6,未勝利,39.5,後方,2,1,24,京都,D,1800,良,11,1,新馬,39.2,先行,初,,,,,,,,,,,,
6,,11,,,,,マカラス,,牡,3,11,1,24,小倉,D,1700,良,7,7,未勝利,38.8,後方,2,1,10,京都,D,1400,良,7,9,新馬,37.1,後方,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,12,,,,,スージーハルワ,,牡,3,12,1,17,京都,D,1200,良,9,14,未勝利,38.2,中団,3,12,27,阪神,D,1200,稍,11,15,未勝利*,38.3,後方,3,12,6,阪神,D,1200,良,9,8,新馬,39.6,後方,初,,,,,,,,,,,,,,,,,,,,,,,,
7,,13,,,,,ライフイズカラフル,,牡,3,8,2,15,小倉,D,1700,稍,3,7,未勝利,38.6,逃げ,3,1,25,京都,D,1900,良,5,8,未勝利,39.2,先行,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,14,,,,,パピプペピンク,,牝,3,8,2,14,京都,D,1400,稍,13,8,未勝利,39.9,後方,2,2,1,京都,D,1400,良,7,3,新馬,37.8,後方,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,15,,,,,テリオスリコ,,牝,3,7,2,22,阪神,D,1800,良,7,6,未勝利・牝,40.2,中団,2,2,7,京都,D,1400,良,14,8,未勝利,38.1,後方,2,1,25,京都,D,1400,良,8,3,未勝利・牝,38.5,中団,4,12,28,阪神,D,1400,良,3,12,新馬,38.2,追込,初,,,,,,,,,,,,
8,,16,,,,,シュネープリンセス,,牝,3,8,2,14,京都,D,1400,稍,6,5,未勝利,38.4,中団,3,1,25,京都,D,1400,良,3,8,未勝利・牝,37.1,追込,2,1,12,京都,D,1400,良,7,14,未勝利・牝,38.4,後方,18,9,6,阪神,D,1400,稍,9,9,新馬,39.8,後方,初,,,,,,,,,,,,
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026041109020503,2026.4.11,土,阪神,2阪5,3,,未勝利,ダート,1800,,4,不(暫定),曇(暫定),16,10:55,,馬齢,３歳
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,ハオカノア,,牡,3,4,3,15,中京,D,1800,良,3,5,未勝利,38.0,先行,2,3,1,小倉,D,1700,稍,13,8,未勝利,40.5,中団,6,1,17,京都,D,1800,良,3,5,未勝利,39.3,差し,2,1,4,京都,D,1800,良,4,6,未勝利,38.5,差し,7,11,16,東京,D,1600,良,8,6,新馬,37.3,中団,初
2,,2,,,,,ブラストオフ,,牡,3,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,3,,,,,ジュンドラドラ,,牡,3,2,3,28,阪神,D,1800,稍,2,1,未勝利,37.9,先行,16,12,6,阪神,D,1800,良,2,3,未勝利*,37.4,先行,3,11,15,京都,T,2000,良,4,5,未勝利*,35.8,先行,3,10,26,京都,T,1800,稍,4,4,新馬,34.2,差し,初,,,,,,,,,,,,
4,,4,,,,,メイショウヒタカミ,,牡,3,3,3,21,中京,T,2000,良,9,4,未勝利,35.4,中団,17,11,22,京都,T,1800,良,8,8,未勝利*,35.5,後方,3,11,1,京都,T,1800,稍,3,5,未勝利*,34.3,差し,3,10,13,京都,T,1800,良,7,11,新馬,35.8,先行,初,,,,,,,,,,,,
4,,5,,,,,ウインマデイラ,,牡,3,3,3,22,阪神,T,2400,良,16,10,未勝利,37.1,中団,3,3,1,小倉,T,1800,良,11,10,未勝利,37.6,後方,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,6,,,,,トコトコクマチ,,牡,3,5,3,7,阪神,T,2400,稍,13,10,未勝利,37.7,中団,9,1,5,京都,D,1900,良,9,13,未勝利,39.3,後方,3,12,14,中京,D,1800,稍,7,6,新馬,40.7,中団,初,,,,,,,,,,,,,,,,,,,,,,,,
5,,7,,,,,メイショウトッド,,牡,3,2,3,29,中京,T,1200,良,16,16,未勝利,35.3,後方,24,10,13,京都,T,1600,良,12,11,新馬,39.0,中団,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,8,,,,,ケンフィールド,,牡,3,3,3,21,中京,D,1900,良,10,6,未勝利,40.1,先行,3,3,1,小倉,D,1700,稍,8,15,未勝利,38.4,後方,5,1,22,姫路,D,1500,良,消,--,書写山,----,,15,10,13,京都,D,1400,良,7,7,未勝利*,38.9,中団,連,10,4,京都,D,1800,重,12,10,未勝利*,41.1,中団,3
6,,9,,,,,オセアスターライト,,セ,3,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,10,,,,,パイザナンバー,,牡,3,連,4,4,阪神,D,1400,稍,10,14,未勝利,37.6,後方,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,B,11,,,,,ジャスティンレビン,,牡,3,3,3,22,阪神,D,1800,良,4,4,未勝利,38.6,先行,3,3,1,阪神,D,2000,良,8,2,未勝利,39.1,中団,6,1,17,京都,D,1800,良,2,3,未勝利,38.5,先行,3,12,27,阪神,T,2000,良,9,8,新馬,34.7,中団,初,,,,,,,,,,,,
8,,12,,,,,サンライズレマ,,牡,3,7,2,21,阪神,D,1800,良,9,9,新馬,39.3,中団,連,2,14,京都,D,1800,稍,消,--,新馬,----,,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,13,,,,,ディープシャロー,,牡,3,2,3,28,中京,D,1800,稍,9,6,未勝利・若,42.0,逃げ,12,1,4,京都,D,1800,良,5,4,未勝利,39.9,逃げ,3,12,13,中京,T,2000,良,8,7,新馬,34.1,後方,初,,,,,,,,,,,,,,,,,,,,,,,,
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026041109020504,2026.4.11,土,阪神,2阪5,4,,未勝利,芝,2000,B,4,重(暫定),曇(暫定),16,11:25,,馬齢,３歳
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,シャリキモン,,牡,3,7,2,21,阪神,D,1800,良,11,4,未勝利,39.4,中団,3,1,31,小倉,T,1800,良,11,13,未勝利,36.3,後方,12,11,8,京都,T,1800,良,7,6,未勝利*,34.7,後方,4,10,13,京都,T,1800,良,5,8,新馬,35.6,逃げ,初,,,,,,,,,,,,
1,,2,,,,,ベルアズーロ,,牡,3,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,3,,,,,エアアルチーナ,,牝,3,4,3,14,阪神,T,1800,良,6,7,未勝利,35.0,中団,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,4,,,,,ダンツカレン,,牝,3,2,3,29,阪神,D,1400,良,14,9,未勝利,39.9,中団,2,3,14,阪神,D,1800,良,8,5,未勝利・牝,41.2,先行,21,10,19,京都,T,2000,良,10,8,新馬,38.2,先行,初,,,,,,,,,,,,,,,,,,,,,,,,
3,,5,,,,,コスモフィレンツェ,,牡,3,29,9,21,阪神,T,1800,良,2,1,新馬,34.2,先行,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,6,,,,,オリオンブレード,,牡,3,11,1,24,京都,T,2200,良,3,4,未勝利,34.8,先行,2,1,10,中山,T,2000,良,3,1,新馬,34.8,差し,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,7,,,,,アリュウ,,牝,3,3,3,25,園田,D,1870,重,4,4,諭鶴羽,----,先行,10,1,11,京都,D,1800,良,10,8,新馬・牝,42.0,先行,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,8,,,,,サトノアグード,,牡,3,6,2,28,阪神,T,1800,良,2,1,未勝利,34.7,先行,5,1,24,小倉,T,1800,良,3,2,未勝利,34.0,追込,9,11,23,京都,T,1800,良,2,4,新馬,34.4,先行,初,,,,,,,,,,,,,,,,,,,,,,,,
5,,9,,,,,グリッタードール,,牝,3,3,3,21,中京,T,2000,良,8,11,未勝利,35.6,中団,3,2,28,小倉,T,1200,稍,17,9,未勝利,36.7,中団,17,11,1,京都,T,1200,稍,5,11,未勝利*,35.0,先行,2,10,19,京都,D,1400,稍,8,12,未勝利・牝*,40.4,中団,連,10,12,京都,D,1400,良,10,12,未勝利・牝*,40.0,後方,3
5,,10,,,,,イズントイット,,牝,3,4,3,14,阪神,T,1400,良,11,14,未勝利,34.8,中団,9,1,11,京都,D,1400,良,11,8,未勝利,40.4,先行,9,11,8,京都,T,1400,良,9,9,未勝利*,34.7,中団,3,10,19,京都,T,1400,良,8,7,新馬,35.5,先行,初,,,,,,,,,,,,
6,,11,,,,,プロスト,,牡,3,2,3,28,中京,T,2200,良,12,5,未勝利,37.2,先行,9,1,24,京都,T,2200,良,10,11,未勝利,35.2,後方,3,1,4,京都,T,1800,良,7,9,新馬,34.5,後方,初,,,,,,,,,,,,,,,,,,,,,,,,
