日付,馬名,スコア,レースID
2026.1.2,ジャスリー,5.6,2026012506010910
2026.3.7,ジャスリー,16.9,2026030709010510
2026.5.1,ジャスリー,11.8,2026051705020812
2026.1.1,ジャズ,34.3,2026011708010612
2026.2.1,ジャズ,20.1,2026021405010508
2026.5.2,ジャズ,9.7,2026052408031009
2026.2.1,ジャズホリック,27.0,2026021508020603
2026.3.8,ジャズホリック,2.0,2026030809010602
2026.3.2,ジャッキーバローズ,2.6,2026032909020202
2026.3.8,ジャッキーバローズ,4.2,2026030809010603
2026.1.2,ジャックナダル,12.6,2026012506010901
2026.2.1,ジャックナダル,47.2,2026021505010601
2026.4.5,ジャックナダル,29.6,2026040509020409
2026.1.1,ジャミールアイン,32.3,2026011108010402
2026.1.2,ジャミールアイン,30.6,2026012510010201
2026.5.1,ジャミールアイン,1.4,2026051708030804
2026.1.1,ジャメビュ,27.3,2026011006010301
2026.2.2,ジャメビュ,34.3,2026022806020101
2026.2.7,ジャメビュ,18.7,2026020705010301
2026.3.7,ジャメビュ,10.4,2026030706020301
2026.4.1,ジャメビュ,37.1,2026041806030701
2026.5.3,ジャメビュ,33.7,2026053105021202
2026.1.1,ジャルディニエ,20.1,2026011106010409
2026.3.7,ジャルディニエ,30.0,2026030709010508
2026.1.1,ジャレッド,3.1,2026011106010404
2026.3.2,ジャレッド,1.0,2026032109010906
2026.3.7,ジャンシ,3.1,2026030709010506
2026.1.3,ジャンヌドゥレーヴ,10.4,2026013108020101
2026.2.2,ジャンヌドゥレーヴ,17.4,2026022809010301
2026.5.2,ジャンヌドゥレーヴ,17.3,2026052308030906
2026.2.2,ジャンヌローサ,26.7,2026022110010912
2026.2.2,ジャンヌローサ,34.3,2026022810011112
2026.3.1,ジャンビ,17.4,2026031406020509
2026.4.1,ジャンビ,15.0,2026041906030809
2026.5.1,ジャンビ,5.7,2026051704010610
2026.1.1,ジャンプストリート,6.1,2026011806010701
2026.3.1,ジャンプストリート,9.8,2026030106020203
2026.4.2,ジャンプストリート,27.3,2026042605020203
2026.1.2,ジャージーテーラー,6.8,2026012408010803
2026.2.1,ジャージーテーラー,24.2,2026021408020501
2026.5.2,ジャージーテーラー,1.5,2026052308030904
2026.5.9,ジャージーテーラー,6.6,2026050908030502
2026.1.2,ジャーナーリア,12.5,2026012510010206
2026.1.4,ジャーナーリア,32.3,2026010408010103
2026.2.2,ジャーナーリア,34.3,2026022109010103
2026.2.7,ジャーナーリア,32.3,2026020708020303
2026.3.1,ジャーナーリア,47.2,2026031409010702
2026.4.4,ジャーナーリア,32.5,2026040409020302
2026.5.2,ジャーナーリア,100.0,2026052304010703
2026.5.9,ジャーナーリア,61.7,2026050908030501
2026.4.1,ジャーニーメモリー,1.4,2026041903010412
2026.4.5,ジャーニーメモリー,1.5,2026040506030408
2026.1.1,ジャーヴィス,4.2,2026011708010611
2026.2.2,ジャーヴィス,20.1,2026022109010110
2026.4.1,ジャーヴィス,15.0,2026041106030510
2026.5.2,ジャーヴィス,21.0,2026052408031010
2026.2.7,ジュウオウ,9.1,2026020708020312
2026.3.7,ジュウオウ,9.9,2026030709010512
2026.5.9,ジュウオウ,11.2,2026050904010307
2026.3.2,ジュウハチキン,21.0,2026032809020102
2026.4.1,ジュウハチキン,26.8,2026041209020602
2026.1.4,ジュウリョクピエロ,6.1,2026010408010106
2026.4.1,ジュウリョクピエロ,32.5,2026041209020609
2026.5.2,ジュウリョクピエロ,6.6,2026052405021011
2026.1.1,ジュエルサンライズ,8.0,2026011208010512
2026.2.1,ジュエルサンライズ,9.9,2026020108020202
2026.4.5,ジュエルサンライズ,8.7,2026040509020403
2026.5.2,ジュエルサンライズ,33.7,2026052404010802
2026.1.4,ジュエルハウス,9.1,2026010408010108
2026.2.2,ジュエルハウス,9.1,2026022110010912
2026.2.2,ジュエルハウス,4.2,2026022809010307
2026.3.2,ジュエルハウス,3.1,2026032207010408
2026.1.2,ジュエルブリス,9.9,2026012510010205
2026.2.2,ジュエルブリス,23.6,2026022110010902
2026.5.2,ジュエルブリス,11.2,2026052408031003
2026.1.2,ジュジュドール,5.2,2026012410010109
2026.2.8,ジュジュドール,8.4,2026020810010609
2026.3.2,ジュタ,20.1,2026032206020810
2026.4.5,ジュタ,9.7,2026040506030411
2026.5.9,ジュタ,11.2,2026050905020511
2026.3.2,ジュタロウ,3.1,2026032107010310
2026.2.1,ジュディーイメル,21.0,2026021408020504
2026.2.2,ジュディーイメル,34.3,2026022809010301
2026.3.1,ジュディーイメル,17.4,2026031409010704
2026.5.2,ジュディーイメル,100.0,2026052404010802
2026.2.1,ジュドー,12.4,2026020105010210
2026.2.7,ジュナベーラ,25.6,2026020705010306
2026.5.1,ジュナベーラ,28.9,2026051004010405
2026.5.2,ジュナベーラ,54.0,2026052405021005
2026.1.2,ジュニアスウィート,19.1,2026012406010801
2026.4.1,ジュニアスウィート,11.9,2026041103010104
2026.1.3,ジュニートワン,11.7,2026013110010306
2026.4.2,ジュニートワン,12.9,2026042505020105
2026.1.1,ジュノー,3.1,2026011806010709
2026.3.1,ジュノー,3.1,2026031406020510
2026.2.1,ジュピターテソーロ,9.1,2026021005010401
2026.5.3,ジュピターテソーロ,15.0,2026053005021101
2026.5.9,ジュピターテソーロ,14.5,2026050904010302
2026.5.3,ジュピターバローズ,14.5,2026053008031101
2026.2.7,ジュラトリー,34.3,2026020705010306
2026.4.1,ジュラトリー,48.5,2026041106030505
2026.1.1,ジュリ,5.6,2026011806010712
2026.2.2,ジュリ,3.1,2026022110010906
2026.5.2,ジュリ,5.2,2026052405021004
2026.5.1,ジュリアスローズ,21.4,2026051704010601
2026.1.1,ジュルナール,16.1,2026011208010506
2026.1.2,ジュルナール,9.1,2026012510010208
2026.3.1,ジュルナール,5.6,2026031507010206
2026.5.2,ジュルナール,8.3,2026052408031012
2026.6.7,ジュルナール,5.7,2026060709030209
2026.2.1,ジュワネング,34.2,2026020105010203
2026.3.8,ジュワネング,32.3,2026030809010605
2026.5.1,ジュワネング,45.9,2026051705020806
2026.1.1,ジュンウィンダム,4.2,2026011806010710
2026.4.1,ジュンウィンダム,11.2,2026041906030810
2026.4.2,ジュンウィンダム,9.5,2026042508030111
2026.4.4,ジュンウィンダム,3.8,2026040409020310
2026.6.7,ジュンウィンダム,11.2,2026060709030211
2026.4.4,ジュンオルレアン,11.9,2026040406030301
2026.1.1,ジュンクロノシップ,21.6,2026011708010603
2026.1.4,ジュンクロノシップ,12.4,2026010408010104
2026.3.2,ジュンクロノシップ,6.8,2026032207010402
2026.3.2,ジュンクロノシップ,11.9,2026032809020103
2026.2.2,ジュンゴールド,9.9,2026022205010808
2026.5.3,ジュンゴールド,3.8,2026053008031112
2026.3.2,ジュンサク,3.1,2026032106020701
2026.4.1,ジュンサク,20.0,2026041206030603
2026.4.2,ジュンサク,1.0,2026042605020203
2026.3.2,ジュンドラドラ,45.9,2026032809020104
2026.4.1,ジュンドラドラ,65.7,2026041109020503
2026.4.2,ジュンドラドラ,29.5,2026042508030107
2026.3.2,ジュンノシャップ,9.7,2026032206020802
2026.1.1,ジュンビクトワール,5.6,2026011208010508
2026.4.4,ジュンブロッサム,6.6,2026040406030311
2026.5.9,ジュンブロッサム,5.7,2026050905020511
2026.3.1,ジュンプリメーロ,21.0,2026030110011201
2026.3.2,ジュンプリメーロ,8.0,2026032209011006
2026.4.1,ジュンプリメーロ,17.3,2026041109020505
2026.2.2,ジュンライデン,25.6,2026022810011109
2026.3.2,ジュンライデン,18.8,2026032209011007
2026.1.3,ジュンライトニング,5.2,2026013108020112
2026.2.1,ジュンライトニング,8.5,2026021408020507
2026.3.1,ジュンライトニング,44.6,2026030109010408
2026.3.1,ジュンライトニング,4.2,2026031509010807
2026.4.1,ジュンライトニング,23.3,2026041809020712
2026.1.4,ジュンラトゥール,24.8,2026010408010109
2026.2.2,ジュンラトゥール,9.9,2026022810011110
2026.3.1,ジュンラトゥール,32.3,2026031407010111
2026.3.2,ジュンラトゥール,5.2,2026032109010908
2026.4.2,ジュンラトゥール,20.3,2026042603010610
2026.2.1,ジュンレイ,21.6,2026021005010404
2026.4.1,ジュンヴァッテッド,3.8,2026041809020704
2026.2.1,ジュンヴァンケット,24.8,2026021410010711
2026.5.9,ジュンヴァンケット,31.0,2026050904010311
2026.6.7,ジュンヴォルティス,35.7,2026060705030205
2026.1.3,ジューンアゲイン,39.5,2026013108020106
2026.3.1,ジューンアゲイン,35.3,2026031409010702
2026.6.6,ジューンアゲイン,14.5,2026060609030112
2026.2.2,ジューンアヲニヨシ,1.0,2026022809010311
2026.2.7,ジューンアヲニヨシ,5.2,2026020708020311
2026.4.1,ジューンアヲニヨシ,5.7,2026041809020711
2026.5.2,ジューンアヲニヨシ,5.7,2026052308030911
2026.2.2,ジューンエオス,3.1,2026022810011110
2026.3.2,ジューンエオス,5.6,2026032106020710
2026.1.2,ジューンオアシス,20.9,2026012510010205
2026.2.2,ジューンオアシス,17.4,2026022210011002
2026.3.2,ジューンオアシス,30.0,2026032107010306
2026.5.2,ジューンオアシス,37.1,2026052308030903
2026.2.1,ジューングレイス,12.4,2026021005010404
2026.2.2,ジューングレイス,2.8,2026022205010802
2026.6.6,ジューングレイス,0.5,2026060605030103
2026.1.1,ジューンスマッシュ,5.6,2026011208010512
2026.4.2,ジューンスマッシュ,16.1,2026042503010502
2026.5.1,ジューンスマッシュ,5.7,2026051008030602
2026.1.2,ジューンセクレタ,42.3,2026012508010901
2026.2.1,ジューンセクレタ,33.3,2026021510010801
2026.4.1,ジューンセクレタ,50.7,2026041906030803
2026.2.1,ジューンテイク,34.2,2026021508020611
2026.3.1,ジューンテイク,38.2,2026031507010211
2026.3.2,ジューンブレア,6.6,2026032907010611
2026.2.1,ジューンベロシティ,47.2,2026021410010708
2026.1.3,ジューンポンポン,9.1,2026013105010108
2026.6.6,ジューンマロン,37.1,2026060609030101
2026.1.1,ジューンマーチ,3.1,2026011808010703
2026.3.1,ジューンマーチ,7.9,2026030109010402
2026.3.1,ジューンマーチ,5.7,2026031409010703
2026.5.3,ジューンマーチ,31.0,2026053008031102
2026.4.2,ジューンミレニアム,7.9,2026042603010601
2026.4.2,ジューンレトリバー,2.0,2026042505020105
2026.4.4,ジューンレトリバー,14.5,2026040409020302
2026.2.1,ジョアン,30.0,2026020108020206
2026.3.2,ジョアン,17.4,2026032109010906
2026.4.1,ジョアン,8.3,2026041809020706
2026.3.7,ジョアンズベスト,9.8,2026030706020303
2026.1.2,ジョイアミーア,20.7,2026012406010801
2026.5.1,ジョイアミーア,32.5,2026051004010406
2026.5.1,ジョイアミーア,49.6,2026051604010506
2026.1.1,ジョイエッロ,47.2,2026011708010609
2026.3.2,ジョイエッロ,37.1,2026032807010510
2026.4.1,ジョイエッロ,65.7,2026041909020809
2026.5.2,ジョイエッロ,45.9,2026052408031009
2026.6.7,ジョイエッロ,83.3,2026060709030210
2026.2.1,ジョイグリーン,9.1,2026021005010401
2026.3.2,ジョイグリーン,6.6,2026032906030203
2026.4.1,ジョイグリーン,33.7,2026041806030704
2026.6.7,ジョイフルサンデー,15.0,2026060709030203
2026.3.1,ジョイフルニュース,38.2,2026031506020610
2026.4.1,ジョイフルニュース,74.0,2026041903010411
2026.5.1,ジョイベル,15.0,2026051704010603
2026.2.1,ジョウゲンノツキ,9.9,2026021510010810
2026.2.2,ジョウゲンノツキ,4.2,2026022806020108
2026.5.2,ジョウゲンノツキ,1.5,2026052308030912
2026.1.2,ジョスラン,30.6,2026012410010111
2026.5.1,ジョスラン,8.3,2026051705020811
2026.2.7,ジョセフィーナ,3.1,2026020710010507
2026.1.3,ジョディーズマロン,3.1,2026013105010109
2026.4.1,ジョディーズマロン,21.9,2026041909020810
2026.4.5,ジョディーズマロン,15.0,2026040509020412
2026.5.3,ジョディーズマロン,8.3,2026053105021209
2026.6.7,ジョドレルバンク,23.3,2026060705030205
2026.1.2,ジョバンニ,35.3,2026012506010911
2026.3.1,ジョバンニ,25.6,2026031507010211
2026.3.2,ジョブックボー,5.6,2026032206020805
2026.1.1,ジョリュウジャンシ,2.8,2026011006010301
2026.5.2,ジョリュウジャンシ,3.7,2026052404010802
2026.5.3,ジョリュウジャンシ,5.7,2026053005021101
2026.1.1,ジョワイユノエル,34.2,2026011808010712
2026.3.2,ジョワイユノエル,35.7,2026032807010507
2026.5.1,ジョワイユノエル,42.4,2026051604010509
2026.1.3,ジョヴィアン,18.7,2026013110010309
2026.3.1,ジョヴィアン,27.0,2026030106020212
2026.6.6,ジョヴィアン,2.2,2026060605030110
2026.1.1,ジョーカー,47.2,2026011108010403
2026.2.1,ジョーカー,44.6,2026020110010401
2026.4.1,ジョーカー,85.7,2026041203010203
2026.4.2,ジョーカー,71.9,2026042603010603
2026.1.1,ジョータルマエ,5.6,2026011206010509
2026.2.1,ジョータルマエ,34.2,2026020108020209
2026.3.2,ジョータルマエ,9.9,2026032207010410
2026.3.2,ジョータルマエ,5.7,2026032809020112
2026.5.1,ジョータルマエ,32.5,2026051708030808
2026.5.3,ジョータルマエ,35.7,2026053108031209
2026.1.1,ジョードリウム,3.5,2026011708010608
2026.1.5,ジョードリウム,20.1,2026010508010207
2026.2.1,ジョードリウム,12.6,2026020108020208
2026.3.2,ジョードリウム,6.6,2026032807010506
2026.4.1,ジョードリウム,6.6,2026041809020712
2026.1.2,ジョーヌミモザ,5.6,2026012506010912
2026.4.2,ジョーヌミモザ,16.1,2026042503010502
2026.5.9,ジョーヌミモザ,1.5,2026050905020501
2026.5.1,ジョービスコッティ,8.3,2026051608030703
2026.5.3,ジョービスコッティ,65.7,2026053008031103
2026.5.2,ジョーマゴス,5.7,2026052408031001
2026.2.1,ジョーメッドヴィン,17.4,2026021510010811
2026.3.1,ジョーメッドヴィン,34.3,2026031509010811
2026.4.1,ジョーメッドヴィン,23.3,2026041206030611
2026.4.2,ジョーメッドヴィン,20.3,2026042603010611
2026.1.1,ジョーローリット,34.3,2026011806010710
2026.2.2,ジョーローリット,34.3,2026022209010211
2026.4.2,ジョーローリット,51.2,2026042508030111
2026.1.4,ジョーヴェスタ,6.8,2026010408010101
2026.4.1,ジョーヴェスタ,1.4,2026041809020702
2026.3.7,ジリアート,5.3,2026030709010505
2026.5.1,ジリアート,1.5,2026051708030804
2026.5.3,ジリアート,6.6,2026053008031105
2026.2.7,ジルコンテソーロ,5.7,2026020710010503
2026.2.1,ジロラータ,3.5,2026020110010404
2026.1.2,ジワタネホ,4.2,2026012506010905
2026.5.2,ジワタネホ,50.2,2026052404010805
2026.1.1,ジンカイト,17.4,2026011806010705
2026.1.1,ジングアップ,17.4,2026011106010406
2026.5.3,ジングアップ,29.6,2026053005021102
2026.3.2,ジンセイ,4.2,2026032209011010
2026.5.3,ジンセイ,21.4,2026053005021111
2026.1.2,ジーククローネ,3.1,2026012410010104
2026.4.1,ジーゲスツーク,14.5,2026041903010404
2026.1.1,ジージージェット,4.2,2026011808010702
2026.2.1,ジージージェット,4.2,2026020110010406
2026.5.1,ジージージェット,21.9,2026051008030605
2026.5.2,ジージージェット,40.5,2026052404010805
2026.2.1,ジーティーアダマン,1.0,2026021408020510
2026.3.1,ジーティーアダマン,47.2,2026031409010710
2026.5.2,ジーティーアダマン,31.0,2026052408031011
2026.1.2,ジーティーアメリカ,5.7,2026012410010112
2026.2.1,ジーティーアメリカ,8.5,2026021508020607
2026.4.2,ジーティーアメリカ,40.0,2026042608030208
2026.4.4,ジーティーアメリカ,35.7,2026040409020307
2026.1.5,ジーティーアリア,25.6,2026010508010206
2026.4.5,ジーティーアリア,21.4,2026040509020401
2026.1.1,ジーティーウタマロ,5.6,2026011808010706
2026.4.1,ジーティーウタマロ,6.6,2026041809020704
2026.2.1,ジーティーウブラブ,5.6,2026021405010506
2026.4.1,ジーティーウブラブ,8.3,2026041803010305
2026.1.1,ジーティーエスピ,34.2,2026011008010307
2026.2.8,ジーティーエスピ,25.6,2026020810010612
2026.4.1,ジーティーエスピ,50.2,2026041803010312
2026.5.1,ジーティーエスピ,65.7,2026051008030608
2026.1.3,ジーティーオウジャ,34.2,2026013110010304
2026.6.6,ジーティーサクラ,65.7,2026060609030105
2026.2.2,ジーティーシップ,5.2,2026022110010906
2026.3.1,ジーティーシップ,18.8,2026031509010806
2026.5.1,ジーティーシップ,8.3,2026051708030806
2026.1.4,ジーティーシンドウ,16.1,2026010406010110
2026.3.2,ジーティーシンドウ,47.2,2026032106020706
2026.4.1,ジーティーシンドウ,32.5,2026041106030511
2026.1.1,ジーティーソレイユ,19.1,2026011206010501
2026.4.1,ジーティーソレイユ,45.9,2026041203010204
2026.2.1,ジーティーダーリン,47.1,2026020105010208
2026.2.2,ジーティーダーリン,30.6,2026022105010710
2026.6.6,ジーティーダーリン,8.3,2026060609030111
2026.1.3,ジーティートゥーリ,3.1,2026013105010106
2026.3.1,ジーティートゥーリ,24.2,2026030106020207
2026.4.2,ジーティートゥーリ,12.5,2026042505020105
2026.2.1,ジーティートシオー,9.9,2026021510010807
2026.2.2,ジーティートシオー,18.8,2026022810011109
2026.3.2,ジーティートシオー,17.4,2026032209011007
2026.4.1,ジーティートシオー,20.0,2026041809020708
2026.5.9,ジーティートシオー,21.0,2026050908030507
2026.2.1,ジーティードレス,21.0,2026020108020212
2026.3.2,ジーティードレス,26.8,2026032807010511
2026.1.1,ジーティーニッツァ,6.8,2026011706010601
2026.2.1,ジーティーニッツァ,27.5,2026021505010601
2026.4.2,ジーティーニッツァ,29.5,2026042503010504
2026.1.5,ジーティーパワー,5.6,2026010508010207
2026.5.3,ジーティーパワー,15.0,2026053008031106
2026.5.9,ジーティーパワー,8.3,2026050908030507
2026.1.3,ジーティーヒラリ,24.2,2026013105010104
2026.2.2,ジーティーヒラリ,9.9,2026022209010202
2026.1.1,ジーティービキニ,47.2,2026011008010301
2026.1.5,ジーティービキニ,47.2,2026010508010201
2026.2.1,ジーティービキニ,47.2,2026020108020201
2026.4.1,ジーティービキニ,71.4,2026041809020701
2026.1.2,ジーティービジン,4.2,2026012510010212
2026.2.2,ジーティーピカソ,1.9,2026022809010304
2026.3.2,ジーティーピカソ,38.2,2026032207010403
2026.6.6,ジーティーピカソ,17.4,2026060609030106
2026.3.2,ジーティーフクフク,11.9,2026032906030201
2026.4.1,ジーティーフクフク,12.5,2026041106030501
2026.1.1,ジーティーブラック,38.2,2026011706010603
2026.2.1,ジーティーブラック,47.1,2026021005010402
2026.2.2,ジーティーブラック,33.3,2026022806020109
2026.4.2,ジーティーブラック,23.6,2026042505020106
2026.5.3,ジーティーホクサイ,8.7,2026053005021105
2026.2.1,ジーティーマン,34.2,2026021508020609
2026.4.5,ジーティーマン,65.7,2026040509020408
2026.5.1,ジーティーマン,48.5,2026051705020809
2026.5.3,ジーティーマン,54.0,2026053005021110
2026.1.3,ジーティーミュウ,5.6,2026013105010104
2026.3.1,ジーティームソウ,39.5,2026031409010710
2026.1.3,ジーティームッシュ,5.6,2026013108020112
2026.2.2,ジーティームッシュ,16.9,2026022109010109
2026.3.1,ジーティームッシュ,17.4,2026031509010807
2026.3.2,ジーティームッシュ,21.4,2026032909020207
2026.4.1,ジーティームッシュ,32.5,2026041903010412
2026.5.1,ジーティームッシュ,62.3,2026051704010612
2026.5.9,ジーティームッシュ,56.3,2026050904010307
2026.1.1,ジーティームーチョ,3.1,2026011006010302
2026.1.2,ジーティーメティオ,33.3,2026012508010909
2026.2.1,ジーティーメティオ,9.1,2026021508020605
2026.6.7,ジーティーメティオ,33.7,2026060709030202
2026.1.4,ジーティーリボーン,4.2,2026010408010101
2026.3.2,ジーティーリボーン,15.0,2026032809020101
2026.1.4,ジーナグレイス,12.5,2026010406010101
2026.4.2,ジーナグレイス,4.7,2026042605020205
2026.4.4,ジーナグレイス,1.5,2026040406030305
2026.1.1,ジーニアスバローズ,6.8,2026011008010310
2026.1.1,ジーネキング,4.2,2026011806010711
2026.3.1,ジーネキング,8.0,2026031506020611
2026.4.1,ジーネキング,15.0,2026041106030511
2026.5.1,ジーネキング,11.2,2026051005020611
2026.1.1,ジーベック,27.0,2026011706010608
2026.1.2,ジーベック,27.0,2026012408010808
2026.2.1,ジーベック,9.1,2026021008020412
2026.4.1,ジーベック,25.7,2026041203010210
2026.4.2,ジーベック,12.5,2026042605020212
2026.5.1,ジーベック,12.1,2026051008030612
2026.5.2,ジーヴル,14.5,2026052404010812
2026.1.1,スイッチビスケット,21.6,2026011808010712
2026.1.2,スイッチビスケット,13.8,2026012508010912
2026.2.2,スイッチビスケット,13.8,2026022210011009
2026.1.4,スイミーユニバンス,35.3,2026010408010112
2026.2.2,スイミーユニバンス,9.9,2026022809010312
2026.3.2,スイミーユニバンス,17.3,2026032807010512
2026.3.1,スイートオレンジ,47.2,2026031407010109
2026.4.1,スイートオレンジ,42.4,2026041803010310
2026.5.1,スイートオレンジ,48.5,2026051004010409
2026.1.1,スイートハイデン,24.2,2026011006010304
2026.2.1,スイートハイデン,34.3,2026020105010203
2026.3.1,スイートハイデン,1.0,2026031407010105
2026.5.1,スイートハイデン,14.5,2026051604010505
2026.2.1,スイートポメロ,3.1,2026021410010702
2026.4.1,スイートポメロ,2.6,2026041903010405
2026.5.9,スイートポメロ,28.9,2026050904010305
2026.6.6,スイートポメロ,23.3,2026060609030104
2026.2.1,スイープアワーズ,12.4,2026021008020409
2026.3.8,スイープアワーズ,27.0,2026030809010610
2026.4.1,スイープアワーズ,37.1,2026041909020811
2026.2.7,スイープセレニティ,39.5,2026020705010301
2026.4.2,スイープセレニティ,57.6,2026042603010602
2026.1.3,スイーヴル,12.5,2026013110010301
2026.2.1,スイーヴル,17.4,2026021410010703
2026.3.1,スイーヴル,42.8,2026030110011203
2026.4.1,スイーヴル,65.7,2026041903010401
2026.1.1,スウィッチインラヴ,6.1,2026011708010610
2026.5.2,スウィッチインラヴ,45.9,2026052308030909
2026.3.2,スウィーティーベル,9.1,2026032107010304
2026.4.2,スウィーティーベル,19.3,2026042508030105
2026.4.5,スウィーティーベル,15.0,2026040509020404
2026.5.2,スウィーティーベル,54.0,2026052308030905
2026.2.7,スウィートハピネス,47.2,2026020708020310
2026.4.1,スウィートハピネス,11.7,2026041209020611
2026.5.2,スウィートハピネス,2.4,2026052405021011
2026.4.4,スウィートラキ,2.6,2026040406030303
2026.5.2,スウィートラキ,2.6,2026052405021001
2026.1.2,スウィートリワード,5.6,2026012510010209
2026.4.1,スウィートリワード,8.3,2026041103010112
2026.4.2,スウィートリワード,7.9,2026042508030109
2026.6.7,スウィートリワード,8.3,2026060709030208
2026.2.7,スウェーバック,5.6,2026020705010301
2026.5.1,スウェーバック,12.1,2026051705020801
2026.1.3,スカイサーベイ,18.5,2026013108020110
2026.1.5,スカイストライプス,40.0,2026010508010204
2026.4.5,スカイストライプス,54.0,2026040509020405
2026.5.2,スカイストライプス,62.3,2026052305020906
2026.1.4,スカイスプレンダー,36.0,2026010408010106
2026.2.1,スカイスプレンダー,33.3,2026021005010409
2026.2.1,スカイダイバー,7.9,2026020110010403
2026.2.2,スカイダイバー,5.2,2026022210011012
2026.4.1,スカイダイバー,11.9,2026041803010307
2026.2.2,スカイドゥエラー,8.0,2026022810011110
2026.3.2,スカイドゥエラー,8.7,2026032809020112
2026.2.1,スカイドリーマー,9.1,2026020105010212
2026.4.5,スカイハイ,32.5,2026040509020410
2026.5.2,スカイハイ,21.4,2026052405021010
2026.2.1,スカイビート,12.4,2026021405010508
2026.4.2,スカイビート,4.1,2026042605020208
2026.5.2,スカイビート,14.5,2026052305020912
2026.1.1,スカイピア,1.0,2026011108010403
2026.2.1,スカイピア,8.0,2026020108020202
2026.5.1,スカイピア,32.5,2026051608030703
2026.1.4,スカイブルー,12.6,2026010408010108
2026.2.2,スカイブルー,3.1,2026022809010307
2026.3.2,スカイブルー,5.6,2026032109010912
2026.4.4,スカイブルー,17.9,2026040409020306
2026.5.2,スカイブルー,6.6,2026052404010808
2026.3.1,スカイプライド,5.6,2026031406020505
2026.1.2,スカイプレリュード,19.1,2026012508010904
2026.4.1,スカイプレリュード,23.3,2026041903010405
2026.5.9,スカイプレリュード,40.2,2026050904010305
2026.2.1,スカイリッチ,12.4,2026020105010212
2026.2.2,スカイリッチ,34.2,2026022205010804
2026.1.2,スカイレックス,9.1,2026012506010904
2026.2.1,スカイレックス,12.5,2026021405010503
2026.2.2,スカイレックス,12.5,2026022806020102
2026.3.2,スカイレックス,47.2,2026032106020702
2026.5.1,スカイレックス,5.2,2026051005020605
2026.1.2,スカイロケット,4.2,2026012408010811
2026.2.1,スカイロケット,35.3,2026021408020511
2026.5.2,スカイロケット,15.0,2026052305020911
2026.1.1,スカット,5.2,2026011206010505
2026.1.2,スカット,23.6,2026012406010801
2026.3.2,スカット,17.3,2026032906030202
2026.4.1,スカット,54.0,2026041106030502
2026.5.1,スカット,45.9,2026051704010603
2026.6.7,スカット,24.8,2026060705030206
2026.1.2,スカプラリオ,25.6,2026012408010812
2026.2.1,スカプラリオ,9.1,2026020110010410
2026.2.2,スカプラリオ,1.0,2026022809010312
2026.2.2,スカルラッティ,3.5,2026022209010205
2026.2.7,スカルラッティ,25.6,2026020708020304
2026.2.1,スカーレットジーン,3.1,2026021405010506
2026.4.1,スカーレットジーン,8.3,2026041803010302
2026.5.1,スカーレットジーン,11.8,2026051704010605
2026.1.2,スクランプシャス,11.7,2026012410010106
2026.2.1,スクランプシャス,30.6,2026021008020406
2026.4.1,スクランプシャス,33.7,2026041909020805
2026.6.6,スクリプトール,37.1,2026060605030105
2026.2.2,スクレイピング,4.2,2026022105010712
2026.2.2,スケダチムヨウ,5.2,2026022806020104
2026.4.4,スコアレジーナ,8.3,2026040406030305
2026.2.2,スコラーリ,42.7,2026022810011105
2026.1.3,スコーピオン,8.4,2026013110010311
2026.1.5,スコーピオン,34.2,2026010506010211
2026.2.1,スコーピオン,6.8,2026021410010711
2026.5.9,スコーピオン,11.8,2026050904010311
2026.1.1,スコーピオンイメル,17.4,2026011208010508
2026.1.3,スコーピオンイメル,19.3,2026013108020108
2026.3.2,スコーピオンイメル,34.3,2026032207010407
2026.3.2,スコーピオンイメル,32.5,2026032909020209
2026.4.1,スコーピオンイメル,31.0,2026041103010107
2026.1.2,スズカサートゥル,17.4,2026012408010805
2026.3.1,スズカサートゥル,1.0,2026031407010105
2026.3.2,スズカサートゥル,3.8,2026032809020102
2026.1.1,スズカダブル,5.6,2026011108010410
2026.4.2,スズカダブル,6.1,2026042608030210
2026.5.1,スズカダブル,8.3,2026051708030810
2026.5.2,スズカダブル,11.9,2026052408031011
2026.2.2,スズカハービン,42.7,2026022110010905
2026.1.2,スズカミエール,25.6,2026012410010107
2026.2.2,スズカミエール,7.8,2026022110010910
2026.4.1,スズカミエール,20.0,2026041903010410
2026.3.2,スズカローズキング,5.7,2026032807010503
2026.1.1,スズノグレイス,3.5,2026011008010302
2026.2.2,スズノグレイス,5.6,2026022109010102
2026.5.2,スズノグレイス,25.7,2026052408031002
2026.1.1,スズノソレイユ,4.2,2026011208010507
2026.1.1,スズノテレサ,3.1,2026011706010610
2026.4.1,スズノボンライミー,21.9,2026041903010402
2026.1.2,スズハローム,5.6,2026012408010811
2026.2.1,スズハローム,10.4,2026021408020511
2026.4.4,スズハローム,8.3,2026040406030311
2026.6.7,スズハローム,8.3,2026060705030211
2026.3.1,スズランクイーン,3.1,2026031407010104
2026.3.2,スズランクイーン,5.7,2026032809020103
2026.2.2,スタニングレディ,17.4,2026022806020106
2026.3.2,スタニングレディ,32.5,2026032907010608
2026.4.2,スタニングレディ,20.3,2026042605020211
2026.5.2,スタニングレディ,5.7,2026052405021011
2026.4.1,スタニングヴュー,28.9,2026041203010206
2026.4.2,スタニングヴュー,29.5,2026042505020108
2026.5.2,スタニングヴュー,14.5,2026052305020907
