日付,場所,R,クラス,距離,レースID,馬番,馬名,騎手,スコア,印,期待値スコア,EV補正スコア,単勝オッズ,フィルタ除外,警告,HAHO_戦略対象,HAHO_馬連_買い目,HAHO_馬連_購入額,HAHO_三連複_買い目,HAHO_三連複_購入額,HALO_戦略対象,HALO_三連複_買い目,HALO_三連複_購入額,LALO_戦略対象,LALO_複勝_買い目,LALO_複勝_購入額,CQC_戦略対象,CQC_単勝_買い目,CQC_単勝_購入額,着順,単勝払戻,複勝払戻,馬連払戻,三連複払戻,三連単払戻,TRIPLE_戦略対象,TRIPLE_三連複_買い目,TRIPLE_三連複_購入額,TRIPLE_複勝_買い目,TRIPLE_複勝_購入額
2026.4.12,中山,6,1勝,ダート1800m,2026041206030606,10,エコロガノン,大野拓弥,40.2,△,6.584,0.721,13.1,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,中山,6,1勝,ダート1800m,2026041206030606,11,テルケンレンスキー,木幡初也,15.0,,3.584,0.721,19.1,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,中山,7,1勝,芝1600m,2026041206030607,1,ガラク,田辺裕信,28.9,×,2.207,0.777,6.1,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,中山,7,1勝,芝1600m,2026041206030607,2,アッシュバーグ,横山琉人,8.3,,3.957,0.721,38.2,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,中山,7,1勝,芝1600m,2026041206030607,3,ドルビナ,酒井学,24.8,,10.271,0.721,33.1,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,中山,7,1勝,芝1600m,2026041206030607,4,イージーブリージー,木幡巧也,26.8,,5.727,0.721,17.1,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,中山,7,1勝,芝1600m,2026041206030607,5,ルナルーチェット,田山旺佑,7.9,,1.308,0.835,13.2,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,中山,7,1勝,芝1600m,2026041206030607,6,ポッドロルフ,大久保友,42.4,▲,27.501,0.721,51.9,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,中山,7,1勝,芝1600m,2026041206030607,7,ライングッドマン,江田照男,4.8,,3.227,0.733,53.9,,4走前除外,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,中山,7,1勝,芝1600m,2026041206030607,8,ブラックジェダイト,佐々木大,65.7,◎,1.806,0.78,2.2,,,,,0,,0,,,0,,,0,,,0,,,,,,,✅,6-8-9,1000,8,9000
2026.4.12,中山,7,1勝,芝1600m,2026041206030607,9,ゴールドシーン,大野拓弥,54.0,◯,5.27,0.721,7.8,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,中山,7,1勝,芝1600m,2026041206030607,10,ユーティジャーニー,長浜鴻緒,21.9,,13.207,0.721,48.2,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,中山,7,1勝,芝1600m,2026041206030607,11,トレヴィ,ディー,11.2,,6.326,0.721,45.1,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,中山,7,1勝,芝1600m,2026041206030607,12,ゴーゴータカシ,岩田康誠,33.7,△,4.68,0.721,11.1,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,中山,7,1勝,芝1600m,2026041206030607,13,アトリウムチャペル,横山典弘,11.2,,2.623,0.76,18.7,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,中山,7,1勝,芝1600m,2026041206030607,14,コンヴァージョン,吉田豊,17.3,,8.38,0.721,38.7,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,中山,7,1勝,芝1600m,2026041206030607,15,メイリー,横山和生,28.9,,5.03,0.721,13.9,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,中山,8,2勝,芝1800m,2026041206030608,1,ウインシャーガス,三浦皇成,65.7,◯,3.777,0.721,4.6,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,中山,8,2勝,芝1800m,2026041206030608,2,コスモアバンサ,佐々木大,26.8,,5.158,0.721,15.4,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,中山,8,2勝,芝1800m,2026041206030608,3,クインズスピカ,田山旺佑,3.8,,1.627,0.796,34.4,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,中山,8,2勝,芝1800m,2026041206030608,4,ヤマニンガラッシア,木幡巧也,6.6,,3.489,0.721,42.1,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,中山,8,2勝,芝1800m,2026041206030608,5,ミーントゥビー,大野拓弥,54.0,▲,12.498,0.721,18.5,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,中山,8,2勝,芝1800m,2026041206030608,6,マイネルフーガ,ディー,81.6,◎,2.142,0.778,2.1,,,,,0,,0,,,0,,,0,,,0,,,,,,,✅,1-5-6,1000,6,9000
2026.4.12,中山,8,2勝,芝1800m,2026041206030608,7,グランカンタンテ,長浜鴻緒,31.2,,4.44,0.721,11.4,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,中山,8,2勝,芝1800m,2026041206030608,8,ロードマンハイム,岩田康誠,42.4,,11.816,0.721,22.3,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,中山,8,2勝,芝1800m,2026041206030608,9,クラッシファイド,横山武史,49.6,×,2.669,0.758,4.3,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,中山,8,2勝,芝1800m,2026041206030608,10,ソルトブリーズ,横山琉人,50.2,△,13.666,0.721,21.8,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,中山,9,2勝,ダート2400m,2026041206030609,1,オーシンハーフ,横山和生,42.4,▲,4.08,0.721,7.7,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,中山,9,2勝,ダート2400m,2026041206030609,2,コーリンカルベラ,吉田豊,21.0,,3.54,0.721,13.5,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,中山,9,2勝,ダート2400m,2026041206030609,3,シゲルカミカゼ,大野拓弥,9.7,,1.485,0.815,12.2,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,中山,9,2勝,ダート2400m,2026041206030609,4,ロンパイア,酒井学,2.6,,0.239,0.95,7.5,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,中山,9,2勝,ダート2400m,2026041206030609,5,イプシロンナンバー,三浦皇成,47.8,◯,4.543,0.721,7.6,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,中山,9,2勝,ダート2400m,2026041206030609,6,アースイオス,長浜鴻緒,1.4,,0.659,0.799,36.4,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,中山,9,2勝,ダート2400m,2026041206030609,7,オオタチ,佐々木大,65.7,◎,2.956,0.745,3.6,,,,,0,,0,,,0,,,0,,,0,,,,,,,✅,1-5-7,1000,7,9000
2026.4.12,中山,9,2勝,ダート2400m,2026041206030609,8,ムジェロ,ディー,42.4,△,4.186,0.721,7.9,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,中山,9,2勝,ダート2400m,2026041206030609,9,ルーラーリッチ,横山琉人,23.3,×,3.895,0.721,13.4,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,中山,9,2勝,ダート2400m,2026041206030609,10,ラファールドール,木幡巧也,21.0,,4.09,0.721,15.6,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,中山,9,2勝,ダート2400m,2026041206030609,11,キャストロププ,田辺裕信,17.3,,2.122,0.778,9.8,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,中山,9,2勝,ダート2400m,2026041206030609,12,インジケーター,田山旺佑,21.0,,7.368,0.721,28.1,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,中山,10,3勝,芝1600m,2026041206030610,1,グラニット,江田照男,26.8,,10.115,0.721,30.2,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,中山,10,3勝,芝1600m,2026041206030610,2,ブランデーロック,長浜鴻緒,8.3,,5.014,0.721,48.4,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,中山,10,3勝,芝1600m,2026041206030610,3,マテンロウブラボー,横山和生,62.3,◯,3.194,0.735,4.1,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,中山,10,3勝,芝1600m,2026041206030610,4,トーホウディアス,酒井学,15.0,,6.905,0.721,36.8,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,中山,10,3勝,芝1600m,2026041206030610,5,チャンネルトンネル,岩田康誠,32.5,×,4.312,0.721,10.6,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,中山,10,3勝,芝1600m,2026041206030610,6,インパクトシー,横山琉人,48.5,△,2.547,0.764,4.2,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,中山,10,3勝,芝1600m,2026041206030610,7,ストレイトトーカー,横山武史,50.2,▲,8.463,0.721,13.5,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,中山,10,3勝,芝1600m,2026041206030610,8,ブルクトーア,ディー,25.7,,4.01,0.721,12.5,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,中山,10,3勝,芝1600m,2026041206030610,9,ヒシアマン,佐々木大,65.7,◎,2.545,0.764,3.1,,,,,0,,0,,,0,,,0,,,0,,,,,,,✅,3-7-9,1000,9,9000
2026.4.12,中山,10,3勝,芝1600m,2026041206030610,10,ボーモンド,木幡巧也,20.0,,7.734,0.721,30.9,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,中山,10,3勝,芝1600m,2026041206030610,11,テウメッサ,野中悠太,23.3,,3.314,0.729,11.4,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,中山,10,3勝,芝1600m,2026041206030610,12,エスコバル,柴田大知,6.3,,5.337,0.721,68.0,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,中山,11,OP(L),芝1200m,2026041206030611,1,カンティーユ,横山和生,7.9,,1.991,0.779,20.1,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,中山,11,OP(L),芝1200m,2026041206030611,2,ソーダーンライト,横山武史,25.7,△,0.994,0.837,3.1,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,中山,11,OP(L),芝1200m,2026041206030611,3,タマモブラックタイ,酒井学,21.9,,3.672,0.721,13.4,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,中山,11,OP(L),芝1200m,2026041206030611,4,ジョーメッドヴィン,ディー,23.3,,4.651,0.721,16.0,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,中山,11,OP(L),芝1200m,2026041206030611,5,エコロレジーナ,横山典弘,5.2,,1.302,0.835,19.9,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,中山,11,OP(L),芝1200m,2026041206030611,6,アクートゥス,田山旺佑,8.3,,2.704,0.757,26.1,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,中山,11,OP(L),芝1200m,2026041206030611,7,ウインモナーク,三浦皇成,24.8,×,4.282,0.721,13.8,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,中山,11,OP(L),芝1200m,2026041206030611,8,デュガ,江田照男,10.0,,2.145,0.778,17.1,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,中山,11,OP(L),芝1200m,2026041206030611,9,クラスペディア,小崎綾也,26.8,▲,6.555,0.721,19.6,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,中山,11,OP(L),芝1200m,2026041206030611,10,アスクワンタイム,田辺裕信,61.7,◎,10.257,0.721,13.3,,,,,0,,0,,,0,,,0,,,0,,,,,,,✅,9-10-11,1000,10,9000
2026.4.12,中山,11,OP(L),芝1200m,2026041206030611,11,ロードフォアエース,岩田康誠,28.9,◯,1.556,0.806,4.3,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,中山,11,OP(L),芝1200m,2026041206030611,12,カリボール,吉田豊,2.2,,1.029,0.839,37.4,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,中山,11,OP(L),芝1200m,2026041206030611,13,ステークホルダー,横山琉人,5.7,,1.302,0.835,18.2,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,中山,11,OP(L),芝1200m,2026041206030611,14,サウザンサニー,大野拓弥,11.2,,4.292,0.721,30.6,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,中山,11,OP(L),芝1200m,2026041206030611,15,エナジーグラン,秋山稔樹,8.3,,12.835,0.721,123.9,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,中山,11,OP(L),芝1200m,2026041206030611,16,モズナナスター,柴田大知,15.0,,3.546,0.721,18.9,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,中山,12,1勝,ダート1200m,2026041206030612,1,シスター,横山和生,35.7,△,8.304,0.721,18.6,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,中山,12,1勝,ダート1200m,2026041206030612,2,ハーモニーソング,ディー,35.7,×,4.732,0.721,10.6,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,中山,12,1勝,ダート1200m,2026041206030612,3,ハーフェン,木幡巧也,8.3,,4.496,0.721,43.4,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,中山,12,1勝,ダート1200m,2026041206030612,4,ヒットミー,長浜鴻緒,35.7,,7.277,0.721,16.3,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,中山,12,1勝,ダート1200m,2026041206030612,5,ハヌル,江田照男,32.5,,12.937,0.721,31.8,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,中山,12,1勝,ダート1200m,2026041206030612,6,ハッピーウィズユー,田山旺佑,45.9,◯,5.225,0.721,9.1,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,中山,12,1勝,ダート1200m,2026041206030612,7,ブエナディオサ,大野拓弥,23.3,,10.756,0.721,37.0,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,中山,12,1勝,ダート1200m,2026041206030612,8,グランカッサ,横山琉人,8.3,,1.533,0.809,14.8,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,中山,12,1勝,ダート1200m,2026041206030612,9,フォンメイリー,大久保友,25.7,,10.811,0.721,33.7,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,中山,12,1勝,ダート1200m,2026041206030612,10,シュレン,三浦皇成,65.7,◎,7.964,0.721,9.7,,,,,0,,0,,,0,,,0,,,0,,,,,,,✅,6-10-11,1000,10,9000
2026.4.12,中山,12,1勝,ダート1200m,2026041206030612,11,シャンハイナイト,岩田康誠,42.4,▲,5.034,0.721,9.5,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,中山,12,1勝,ダート1200m,2026041206030612,12,ヴィンブルレー,横山武史,33.7,,1.939,0.779,4.6,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,中山,12,1勝,ダート1200m,2026041206030612,13,マオノクラッシュ,佐々木大,28.9,,1.086,0.842,3.0,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,阪神,1,未勝利,ダート1400m,2026041209020601,1,ヴォメロ,原優介,5.7,,3.993,0.721,55.8,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,阪神,1,未勝利,ダート1400m,2026041209020601,2,クリスプレミアム,太宰啓介,11.8,,9.374,0.721,63.5,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,阪神,1,未勝利,ダート1400m,2026041209020601,3,オーブフレッシュ,岩田望来,48.5,△,8.065,0.721,13.3,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,阪神,1,未勝利,ダート1400m,2026041209020601,4,カネトシフレイア,森田誠也,8.7,,10.501,0.721,96.3,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,阪神,1,未勝利,ダート1400m,2026041209020601,5,セヴェンヌ,松山弘平,83.3,◎,4.688,0.721,4.5,,,,,0,,0,,,0,,,0,,,0,,,,,,,✅,5-8-15,1000,5,9000
2026.4.12,阪神,1,未勝利,ダート1400m,2026041209020601,6,ステライヴ,西村淳也,8.3,,0.601,0.819,5.8,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,阪神,1,未勝利,ダート1400m,2026041209020601,7,ファイアプレイス,池添謙一,8.3,,4.61,0.721,44.5,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,阪神,1,未勝利,ダート1400m,2026041209020601,8,アスターエポワス,古川吉洋,71.4,▲,5.893,0.721,6.6,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,阪神,1,未勝利,ダート1400m,2026041209020601,9,レーヌペスカ,高杉吏麒,8.3,,3.812,0.721,36.8,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,阪神,1,未勝利,ダート1400m,2026041209020601,10,ゼルダ,田口貫太,35.7,×,4.866,0.721,10.9,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,阪神,1,未勝利,ダート1400m,2026041209020601,11,メイショウナナユキ,菱田裕二,32.5,,7.201,0.721,17.7,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,阪神,1,未勝利,ダート1400m,2026041209020601,12,チョウスター,柴田裕一,32.5,,27.624,0.721,67.9,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,阪神,1,未勝利,ダート1400m,2026041209020601,13,ルージュアイラ,団野大成,2.2,,1.117,0.842,40.6,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,阪神,1,未勝利,ダート1400m,2026041209020601,14,オーロアルジェント,北村友一,15.0,,2.927,0.747,15.6,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,阪神,1,未勝利,ダート1400m,2026041209020601,15,スマッシング,幸英明,81.6,◯,3.978,0.721,3.9,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,阪神,1,未勝利,ダート1400m,2026041209020601,16,ロージーキャンドル,鮫島克駿,2.4,,0.9,0.832,29.7,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,阪神,2,未勝利,ダート1800m,2026041209020602,1,エルナト,団野大成,40.2,△,2.814,0.752,5.6,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,阪神,2,未勝利,ダート1800m,2026041209020602,2,ミッキーロビン,松山弘平,6.6,,0.738,0.81,8.9,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,阪神,2,未勝利,ダート1800m,2026041209020602,3,エトワールブルー,太宰啓介,6.6,,1.807,0.78,21.8,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,阪神,2,未勝利,ダート1800m,2026041209020602,4,バケラッタ,鮫島克駿,31.2,,3.817,0.721,9.8,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,阪神,2,未勝利,ダート1800m,2026041209020602,5,フチサンチャチャ,岡田祥嗣,5.7,,5.288,0.721,73.9,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,阪神,2,未勝利,ダート1800m,2026041209020602,6,メンデレーエフ,岩田望来,54.0,◯,5.405,0.721,8.0,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,阪神,2,未勝利,ダート1800m,2026041209020602,7,ゼンノスタニング,森田誠也,6.6,,4.003,0.721,48.3,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,阪神,2,未勝利,ダート1800m,2026041209020602,8,スマートグロワール,北村友一,74.0,◎,4.717,0.721,5.1,,,,,0,,0,,,0,,,0,,,0,,,,,,,✅,6-8-12,1000,8,9000
2026.4.12,阪神,2,未勝利,ダート1800m,2026041209020602,9,ハイラブレジェンド,藤懸貴志,16.8,,3.558,0.721,16.9,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,阪神,2,未勝利,ダート1800m,2026041209020602,10,シンゼンコジロウ,今村聖奈,20.0,,5.531,0.721,22.1,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,阪神,2,未勝利,ダート1800m,2026041209020602,11,ジュウハチキン,幸英明,26.8,,8.005,0.721,23.9,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,阪神,2,未勝利,ダート1800m,2026041209020602,12,ピコオーバル,菱田裕二,40.5,▲,3.443,0.724,6.8,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,阪神,2,未勝利,ダート1800m,2026041209020602,13,ウイングリフィス,田口貫太,21.0,,10.724,0.721,40.9,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,阪神,2,未勝利,ダート1800m,2026041209020602,14,ヴレパリジャン,富田暁,2.2,,1.307,0.835,47.5,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,阪神,2,未勝利,ダート1800m,2026041209020602,15,ガラード,古川吉洋,33.7,×,7.251,0.721,17.2,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,阪神,2,未勝利,ダート1800m,2026041209020602,16,メイショウセンドウ,池添謙一,23.3,,4.36,0.721,15.0,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,阪神,3,未勝利,ダート1200m,2026041209020603,1,ベリルスフィア,田口貫太,8.3,,3.74,0.721,36.1,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,阪神,3,未勝利,ダート1200m,2026041209020603,2,ショーライトイヤー,太宰啓介,9.7,,1.862,0.779,15.3,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,阪神,3,未勝利,ダート1200m,2026041209020603,3,モズガネシア,富田暁,2.4,,0.252,0.95,8.3,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,阪神,3,未勝利,ダート1200m,2026041209020603,4,ザキノフレンズ,団野大成,71.4,◎,2.946,0.746,3.3,,,,,0,,0,,,0,,,0,,,0,,,,,,,✅,4-9-12,1000,4,9000
2026.4.12,阪神,3,未勝利,ダート1200m,2026041209020603,5,ドリームハーモニー,荻野琢真,6.6,,3.597,0.721,43.4,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,阪神,3,未勝利,ダート1200m,2026041209020603,6,グラディオール,津村明秀,5.7,,1.317,0.834,18.4,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,阪神,3,未勝利,ダート1200m,2026041209020603,7,ロングフルスペック,角田大和,23.3,△,4.971,0.721,17.1,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,阪神,3,未勝利,ダート1200m,2026041209020603,8,タマモキャロル,吉村誠之,6.3,,0.989,0.837,12.6,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,阪神,3,未勝利,ダート1200m,2026041209020603,9,ミスヘンリー,幸英明,54.0,▲,5.81,0.721,8.6,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,阪神,3,未勝利,ダート1200m,2026041209020603,10,スーパーシスター,今村聖奈,2.6,,0.284,0.95,8.9,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,阪神,3,未勝利,ダート1200m,2026041209020603,11,ナムラソラン,柴田裕一,11.8,,4.06,0.721,27.5,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,阪神,3,未勝利,ダート1200m,2026041209020603,12,クリコファルコン,菱田裕二,65.7,◯,14.779,0.721,18.0,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,阪神,3,未勝利,ダート1200m,2026041209020603,13,モノノケ,原優介,11.9,,2.969,0.745,19.9,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,阪神,3,未勝利,ダート1200m,2026041209020603,14,メイショウカスミ,石橋脩,15.0,×,2.721,0.756,14.5,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,阪神,3,未勝利,ダート1200m,2026041209020603,15,ウルダ,城戸義政,2.6,,0.756,0.812,23.7,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,阪神,3,未勝利,ダート1200m,2026041209020603,16,エナクローム,井上敏樹,11.8,,3.499,0.721,23.7,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,阪神,4,未勝利,芝1600m,2026041209020604,1,パナテナイア,北村友一,4.8,,1.084,0.842,18.1,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,阪神,4,未勝利,芝1600m,2026041209020604,2,ココプレミア,高杉吏麒,1.4,,0.721,0.808,39.8,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,阪神,4,未勝利,芝1600m,2026041209020604,3,セコンドトゥベスト,岩田望来,14.5,,1.581,0.802,8.7,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,阪神,4,未勝利,芝1600m,2026041209020604,4,セルヴァジオ,富田暁,4.8,,3.723,0.721,62.2,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,阪神,4,未勝利,芝1600m,2026041209020604,5,タナブイハチターボ,古川吉洋,47.8,◯,3.467,0.722,5.8,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,阪神,4,未勝利,芝1600m,2026041209020604,6,バロッカネーラ,西村淳也,5.7,,0.701,0.805,9.8,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,阪神,4,未勝利,芝1600m,2026041209020604,7,アイサーベル,ルメール,4.8,,0.497,0.864,8.3,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,阪神,4,未勝利,芝1600m,2026041209020604,8,ソルトアイリス,武豊,42.4,▲,4.451,0.721,8.4,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,阪神,4,未勝利,芝1600m,2026041209020604,9,シバノパージャン,田口貫太,4.8,,1.634,0.795,27.3,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,阪神,4,未勝利,芝1600m,2026041209020604,10,エイシンミスリル,荻野琢真,3.8,,2.426,0.769,51.3,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,阪神,4,未勝利,芝1600m,2026041209020604,11,ララファキュルテ,団野大成,74.0,◎,3.607,0.721,3.9,,,,,0,,0,,,0,,,0,,,0,,,,,,,✅,5-8-11,1000,11,9000
2026.4.12,阪神,4,未勝利,芝1600m,2026041209020604,12,オーケーエレガンス,吉村誠之,3.8,,5.249,0.721,111.0,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,阪神,4,未勝利,芝1600m,2026041209020604,13,ジャスティンカレラ,戸崎圭太,1.5,,0.601,0.819,31.8,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,阪神,4,未勝利,芝1600m,2026041209020604,14,ブランヴァンダイク,鮫島克駿,28.9,△,3.51,0.721,9.7,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,阪神,4,未勝利,芝1600m,2026041209020604,15,ガルフコースト,浜中俊,5.7,,3.585,0.721,50.1,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,阪神,4,未勝利,芝1600m,2026041209020604,16,ハクサンモッピー,藤懸貴志,4.8,,6.83,0.721,114.1,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
