日付,場所,R,クラス,距離,レースID,馬番,馬名,騎手,スコア,印,期待値スコア,EV補正スコア,単勝オッズ,フィルタ除外,警告,HAHO_戦略対象,HAHO_馬連_買い目,HAHO_馬連_購入額,HAHO_三連複_買い目,HAHO_三連複_購入額,HALO_戦略対象,HALO_三連複_買い目,HALO_三連複_購入額,LALO_戦略対象,LALO_複勝_買い目,LALO_複勝_購入額,CQC_戦略対象,CQC_単勝_買い目,CQC_単勝_購入額,着順,単勝払戻,複勝払戻,馬連払戻,三連複払戻,三連単払戻,TRIPLE_戦略対象,TRIPLE_三連複_買い目,TRIPLE_三連複_購入額,TRIPLE_複勝_買い目,TRIPLE_複勝_購入額
2026.4.4,中山,12,2勝,ダート1200m,2026040406030312,6,ビーコング,横山武史,42.4,◯,4.981,0.721,9.4,,,,,,,,,,,,,,,,,15,,,,,,✅,,,,
2026.4.4,中山,12,2勝,ダート1200m,2026040406030312,7,タッカージーティー,横山典弘,14.5,,3.527,0.721,19.4,,,,,,,,,,,,,,,,,6,,,,,,✅,,,,
2026.4.4,中山,12,2勝,ダート1200m,2026040406030312,8,ラヴァグロウ,丸田恭介,2.6,,1.885,0.779,59.1,,,,,,,,,,,,,,,,,13,,,,,,✅,,,,
2026.4.4,中山,12,2勝,ダート1200m,2026040406030312,9,エコロネオ,団野大成,5.7,,0.544,0.844,7.6,,,,,,,,,,,,,,,,,16,,,,,,✅,,,,
2026.4.4,中山,12,2勝,ダート1200m,2026040406030312,10,メッエフアパラ,石橋脩,11.9,,4.639,0.721,31.1,,,,,,,,,,,,,,,,,9,,,,,,✅,,,,
2026.4.4,中山,12,2勝,ダート1200m,2026040406030312,11,ドナカルナバル,江田照男,11.7,,3.238,0.733,22.1,,,,,,,,,,,,,,,,,4,,,,,,✅,,,,
2026.4.4,中山,12,2勝,ダート1200m,2026040406030312,12,コパノヴィンセント,柴田大知,5.7,,3.048,0.741,42.6,,,,,,,,,,,,,,,,,1,10110.0,2700.0,,,,✅,,,,
2026.4.4,中山,12,2勝,ダート1200m,2026040406030312,13,キョウエイカンフ,横山和生,12.1,,1.257,0.837,8.3,,,,,,,,,,,,,,,,,5,,,,,,✅,,,,
2026.4.4,中山,12,2勝,ダート1200m,2026040406030312,14,マクミランテソーロ,菊沢一樹,26.8,▲,2.78,0.753,8.3,,,,,,,,,,,,,,,,,3,,220.0,,,,✅,,,,
2026.4.4,中山,12,2勝,ダート1200m,2026040406030312,15,ショウナンラリー,舟山瑠泉,8.3,,1.564,0.805,15.1,,,,,,,,,,,,,,,,,11,,,,,,✅,,,,
2026.4.4,中山,12,2勝,ダート1200m,2026040406030312,16,カツラノキサノキ,木幡巧也,4.8,,2.203,0.777,36.8,,,,,,,,,,,,,,,,,14,,,,,,✅,,,,
2026.4.4,阪神,1,未勝利,ダート1800m,2026040409020301,1,ザタイムハズカム,川田将雅,3.8,,0.492,0.867,10.4,,,,,,,,,,,,,,,,,13,,,,,,,,,,
2026.4.4,阪神,1,未勝利,ダート1800m,2026040409020301,2,ミヤジケリー,秋山稔樹,0.5,,2.281,0.776,335.7,,,,,,,,,,,,,,,,,9,,,,,,,,,,
2026.4.4,阪神,1,未勝利,ダート1800m,2026040409020301,3,ルージュエピック,菱田裕二,26.8,▲,1.94,0.779,5.8,,,,,,,,,,,,,,,,,4,,,,,,,,,,
2026.4.4,阪神,1,未勝利,ダート1800m,2026040409020301,4,エンジェルグラース,国分恭介,24.8,△,26.902,0.721,86.7,,,,,,,,,,,,,,,,,8,,,,,,,,,,
2026.4.4,阪神,1,未勝利,ダート1800m,2026040409020301,5,グロリアス,田山旺佑,21.9,×,3.726,0.721,13.6,,,,,,,,,,,,,,,,,5,,,,,,,,,,
2026.4.4,阪神,1,未勝利,ダート1800m,2026040409020301,6,メイショウルビー,和田陽希,8.3,,28.353,0.721,273.7,,,,,,,,,,,,,,,,,16,,,,,,,,,,
2026.4.4,阪神,1,未勝利,ダート1800m,2026040409020301,7,ブライトベリル,岩田望来,11.2,,4.46,0.721,31.8,,,,,,,,,,,,,,,,,10,,,,,,,,,,
2026.4.4,阪神,1,未勝利,ダート1800m,2026040409020301,8,ベリベリハッピー,河原田菜,8.7,,17.742,0.721,162.7,,,,,,,,,,,,,,,,,12,,,,,,,,,,
2026.4.4,阪神,1,未勝利,ダート1800m,2026040409020301,9,ルージュマシェリ,永島まな,1.4,,5.176,0.721,285.7,,,,,,,,,,,,,,,,,15,,,,,,,,,,
2026.4.4,阪神,1,未勝利,ダート1800m,2026040409020301,10,シャドウクライ,北村友一,6.3,,4.333,0.721,55.2,,,,,,,,,,,,,,,,,7,,,,,,,,,,
2026.4.4,阪神,1,未勝利,ダート1800m,2026040409020301,11,モズギャクテン,幸英明,11.2,,7.714,0.721,55.0,,,,,,,,,,,,,,,,,11,,,,,,,,,,
2026.4.4,阪神,1,未勝利,ダート1800m,2026040409020301,12,ヤマニンエルファバ,武豊,5.2,,1.001,0.838,15.3,,,,,,,,,,,,,,,,,2,,320.0,,,,,,,,
2026.4.4,阪神,1,未勝利,ダート1800m,2026040409020301,13,ハッピーリオン,太宰啓介,13.3,,8.411,0.721,50.5,,,,,,,,,,,,,,,,,6,,,,,,,,,,
2026.4.4,阪神,1,未勝利,ダート1800m,2026040409020301,14,ハギノデュア,鮫島克駿,8.3,,27.513,0.721,265.6,,,,,,,,,,,,,,,,,14,,,,,,,,,,
2026.4.4,阪神,1,未勝利,ダート1800m,2026040409020301,15,コイタマチャン,松山弘平,35.7,◎,7.857,0.721,17.6,阪神全面除外(ROI<60%),,,,0,,0,,,0,,,0,,,0,3,,240.0,,,,,,0,,0
2026.4.4,阪神,1,未勝利,ダート1800m,2026040409020301,16,ペトリコール,ルメール,32.5,◯,0.57,0.833,1.4,,,,,,,,,,,,,,,,,1,140.0,110.0,,,,,,,,
2026.4.4,阪神,2,未勝利,ダート1400m,2026040409020302,1,ジャーナーリア,松山弘平,29.6,◯,2.034,0.778,5.5,,,,,,,,,,,,,,,,,3,,220.0,,,,,,,,
2026.4.4,阪神,2,未勝利,ダート1400m,2026040409020302,2,グレイイメル,高倉稜,3.8,,3.405,0.725,72.0,,,,,,,,,,,,,,,,,11,,,,,,,,,,
2026.4.4,阪神,2,未勝利,ダート1400m,2026040409020302,3,アメリカンサクラ,北村友一,9.7,,3.103,0.739,25.5,,,,,,,,,,,,,,,,,6,,,,,,,,,,
2026.4.4,阪神,2,未勝利,ダート1400m,2026040409020302,4,クインテット,荻野琢真,1.4,,3.585,0.721,197.9,,,,,,,,,,,,,,,,,16,,,,,,,,,,
2026.4.4,阪神,2,未勝利,ダート1400m,2026040409020302,5,マカホウ,角田大和,7.9,,7.946,0.721,80.2,,,,,,,,,,,,,,,,,8,,,,,,,,,,
2026.4.4,阪神,2,未勝利,ダート1400m,2026040409020302,6,ボトムレス,酒井学,5.7,,7.786,0.721,108.8,,,,,,,,,,,,,,,,,14,,,,,,,,,,
2026.4.4,阪神,2,未勝利,ダート1400m,2026040409020302,7,ガビーズデトワール,古川奈穂,5.7,,11.75,0.721,164.2,,1走前中止,,,,,,,,,,,,,,,12,,,,,,,,,,
2026.4.4,阪神,2,未勝利,ダート1400m,2026040409020302,8,モズジェネラル,森田誠也,17.9,△,5.713,0.721,25.6,,,,,,,,,,,,,,,,,4,,,,,,,,,,
2026.4.4,阪神,2,未勝利,ダート1400m,2026040409020302,9,ミニュイ,田山旺佑,4.8,,3.897,0.721,65.1,,,,,,,,,,,,,,,,,9,,,,,,,,,,
2026.4.4,阪神,2,未勝利,ダート1400m,2026040409020302,10,ジューンレトリバー,富田暁,14.5,,2.599,0.761,14.3,,,,,,,,,,,,,,,,,15,,,,,,,,,,
2026.4.4,阪神,2,未勝利,ダート1400m,2026040409020302,11,モズプリフォール,岩田望来,6.6,,0.721,0.808,8.7,,,,,,,,,,,,,,,,,2,,330.0,,,,,,,,
2026.4.4,阪神,2,未勝利,ダート1400m,2026040409020302,12,パイザナンバー,城戸義政,8.7,,19.17,0.721,175.8,,,,,,,,,,,,,,,,,10,,,,,,,,,,
2026.4.4,阪神,2,未勝利,ダート1400m,2026040409020302,13,エクスマウス,吉村誠之,8.3,,10.981,0.721,106.0,,,,,,,,,,,,,,,,,13,,,,,,,,,,
2026.4.4,阪神,2,未勝利,ダート1400m,2026040409020302,14,アニマレイ,ルメール,56.3,◎,1.969,0.779,2.8,阪神全面除外(ROI<60%),,,,0,,0,,,0,,,0,,,0,5,,,,,,,,0,,0
2026.4.4,阪神,2,未勝利,ダート1400m,2026040409020302,15,バトルアックス,坂井瑠星,26.8,▲,1.206,0.839,3.6,,,,,,,,,,,,,,,,,1,330.0,170.0,,,,,,,,
2026.4.4,阪神,2,未勝利,ダート1400m,2026040409020302,16,チャーチルデュース,武豊,15.0,×,1.689,0.788,9.0,,,,,,,,,,,,,,,,,7,,,,,,,,,,
2026.4.4,阪神,3,未勝利,ダート1800m,2026040409020303,1,メエメエ,永島まな,6.6,,3.572,0.721,43.1,,,,,,,,,,,,,,,,,10,,,,,,,,,,
2026.4.4,阪神,3,未勝利,ダート1800m,2026040409020303,2,コカボムショット,加藤祥太,5.2,,6.459,0.721,98.7,,,,,,,,,,,,,,,,,8,,,,,,,,,,
2026.4.4,阪神,3,未勝利,ダート1800m,2026040409020303,3,テーオータウンズ,高杉吏麒,0.5,,0.178,0.95,29.4,,,,,,,,,,,,,,,,,9,,,,,,,,,,
2026.4.4,阪神,3,未勝利,ダート1800m,2026040409020303,4,ドンテスタマスター,坂井瑠星,49.6,◎,2.731,0.755,4.4,阪神全面除外(ROI<60%),,,,0,,0,,,0,,,0,,,0,5,,,,,,,,0,,0
2026.4.4,阪神,3,未勝利,ダート1800m,2026040409020303,5,オンザ,富田暁,7.9,,9.273,0.721,93.6,,,,,,,,,,,,,,,,,4,,,,,,,,,,
2026.4.4,阪神,3,未勝利,ダート1800m,2026040409020303,6,マーゴットバディ,小崎綾也,28.9,▲,2.823,0.751,7.8,,2走前中止,,,,,,,,,,,,,,,2,,150.0,,,,,,,,
2026.4.4,阪神,3,未勝利,ダート1800m,2026040409020303,7,ハイビッグゴールド,柴田裕一,11.2,×,3.212,0.734,22.9,,,,,,,,,,,,,,,,,6,,,,,,,,,,
2026.4.4,阪神,3,未勝利,ダート1800m,2026040409020303,8,レットフィールマン,角田大和,5.7,,3.127,0.738,43.7,,,,,,,,,,,,,,,,,11,,,,,,,,,,
2026.4.4,阪神,3,未勝利,ダート1800m,2026040409020303,9,ファイヤーナイフ,田山旺佑,2.5,,2.407,0.77,76.5,,,,,,,,,,,,,,,,,14,,,,,,,,,,
2026.4.4,阪神,3,未勝利,ダート1800m,2026040409020303,10,メイショウイッカク,河原田菜,15.0,△,7.224,0.721,38.5,,,,,,,,,,,,,,,,,7,,,,,,,,,,
2026.4.4,阪神,3,未勝利,ダート1800m,2026040409020303,11,ゴンタ,松若風馬,8.7,,2.486,0.766,22.8,,,,,,,,,,,,,,,,,1,1400.0,170.0,,,,,,,,
2026.4.4,阪神,3,未勝利,ダート1800m,2026040409020303,12,キャリアハイ,亀田温心,5.2,,2.454,0.768,37.5,,,,,,,,,,,,,,,,,13,,,,,,,,,,
2026.4.4,阪神,3,未勝利,ダート1800m,2026040409020303,13,グリーンゴー,川田将雅,42.4,◯,0.848,0.825,1.6,,,,,,,,,,,,,,,,,3,,110.0,,,,,,,,
2026.4.4,阪神,3,未勝利,ダート1800m,2026040409020303,14,バンブラボー,幸英明,4.8,,2.586,0.762,43.2,,,,,,,,,,,,,,,,,12,,,,,,,,,,
2026.4.4,阪神,4,未勝利,芝1400m,2026040409020304,1,イーグルチョイス,今村聖奈,2.4,,1.049,0.84,34.6,,,,,,,,,,,,,,,,,17,,,,,,,,,,
2026.4.4,阪神,4,未勝利,芝1400m,2026040409020304,2,サンエンジェルス,浜中俊,21.9,,5.781,0.721,21.1,,,,,,,,,,,,,,,,,6,,,,,,,,,,
2026.4.4,阪神,4,未勝利,芝1400m,2026040409020304,3,ラッキーヴォーグ,池添謙一,11.2,,3.857,0.721,27.5,,,,,,,,,,,,,,,,,7,,,,,,,,,,
2026.4.4,阪神,4,未勝利,芝1400m,2026040409020304,4,キタノコウセイ,角田大和,11.7,,8.307,0.721,56.7,,,,,,,,,,,,,,,,,18,,,,,,,,,,
2026.4.4,阪神,4,未勝利,芝1400m,2026040409020304,5,ブランチアウト,古川吉洋,25.7,△,4.074,0.721,12.7,,,,,,,,,,,,,,,,,5,,,,,,,,,,
2026.4.4,阪神,4,未勝利,芝1400m,2026040409020304,6,マイティキングダム,富田暁,29.6,▲,2.589,0.762,7.0,,,,,,,,,,,,,,,,,1,430.0,150.0,,,,,,,,
2026.4.4,阪神,4,未勝利,芝1400m,2026040409020304,7,ムーンライトダイヤ,秋山稔樹,11.8,,8.843,0.721,59.9,,,,,,,,,,,,,,,,,8,,,,,,,,,,
2026.4.4,阪神,4,未勝利,芝1400m,2026040409020304,8,ティアラティアレ,国分優作,8.3,,10.266,0.721,99.1,,,,,,,,,,,,,,,,,15,,,,,,,,,,
2026.4.4,阪神,4,未勝利,芝1400m,2026040409020304,9,タイガーロード,田口貫太,2.6,,1.432,0.822,44.9,,,,,,,,,,,,,,,,,3,,1260.0,,,,,,,,
2026.4.4,阪神,4,未勝利,芝1400m,2026040409020304,10,チヨ,田山旺佑,8.3,,2.838,0.751,27.4,,,,,,,,,,,,,,,,,16,,,,,,,,,,
2026.4.4,阪神,4,未勝利,芝1400m,2026040409020304,11,アクアアイ,岩田望来,50.2,◎,2.131,0.778,3.4,阪神全面除外(ROI<60%),,,,0,,0,,,0,,,0,,,0,2,,130.0,,,,,,0,,0
2026.4.4,阪神,4,未勝利,芝1400m,2026040409020304,12,ワトルツリー,高杉吏麒,9.7,,0.706,0.806,5.8,,,,,,,,,,,,,,,,,10,,,,,,,,,,
2026.4.4,阪神,4,未勝利,芝1400m,2026040409020304,13,ダノンベルビュー,川田将雅,23.3,×,2.849,0.75,9.8,,,,,,,,,,,,,,,,,9,,,,,,,,,,
2026.4.4,阪神,4,未勝利,芝1400m,2026040409020304,14,アスターシャウルス,柴田裕一,5.2,,4.62,0.721,70.6,,,,,,,,,,,,,,,,,11,,,,,,,,,,
2026.4.4,阪神,4,未勝利,芝1400m,2026040409020304,15,ヴェルメロディ,吉村誠之,15.0,,2.758,0.754,14.7,,,,,,,,,,,,,,,,,14,,,,,,,,,,
2026.4.4,阪神,4,未勝利,芝1400m,2026040409020304,16,ハピネスサンライズ,松若風馬,32.5,◯,5.94,0.721,14.6,,,,,,,,,,,,,,,,,13,,,,,,,,,,
2026.4.4,阪神,4,未勝利,芝1400m,2026040409020304,17,ルナティックブルー,小沢大仁,1.5,,3.033,0.742,160.6,,,,,,,,,,,,,,,,,12,,,,,,,,,,
2026.4.4,阪神,4,未勝利,芝1400m,2026040409020304,18,レインボーステート,坂井瑠星,15.0,,2.008,0.778,10.7,,,,,,,,,,,,,,,,,4,,,,,,,,,,
2026.4.4,阪神,5,未勝利,芝1800m,2026040409020305,1,リノルアナ,酒井学,9.7,,4.052,0.721,33.3,,,,,,,,,,,,,,,,,7,,,,,,,,,,
2026.4.4,阪神,5,未勝利,芝1800m,2026040409020305,2,ホウオウスカイハイ,古川吉洋,8.7,,6.445,0.721,59.1,,,,,,,,,,,,,,,,,18,,,,,,,,,,
2026.4.4,阪神,5,未勝利,芝1800m,2026040409020305,3,イクオクコウネン,ルメール,8.7,,0.327,0.938,3.0,,,,,,,,,,,,,,,,,4,,,,,,,,,,
2026.4.4,阪神,5,未勝利,芝1800m,2026040409020305,4,ペプチドアバンス,富田暁,1.5,,1.342,0.833,69.8,,,,,,,,,,,,,,,,,15,,,,,,,,,,
2026.4.4,阪神,5,未勝利,芝1800m,2026040409020305,5,ステインアライヴ,鮫島克駿,11.2,,7.939,0.721,56.6,,,,,,,,,,,,,,,,,17,,,,,,,,,,
2026.4.4,阪神,5,未勝利,芝1800m,2026040409020305,6,フォルストランキル,岩田望来,28.9,◎,1.99,0.779,5.5,阪神全面除外(ROI<60%),,,,0,,0,,,0,,,0,,,0,6,,,,,,,,0,,0
2026.4.4,阪神,5,未勝利,芝1800m,2026040409020305,7,マイラヴノリピー,荻野琢真,1.5,,1.836,0.779,97.2,,,,,,,,,,,,,,,,,14,,,,,,,,,,
2026.4.4,阪神,5,未勝利,芝1800m,2026040409020305,8,プレスリリース,川田将雅,8.3,,1.233,0.838,11.9,,,,,,,,,,,,,,,,,3,,280.0,,,,,,,,
2026.4.4,阪神,5,未勝利,芝1800m,2026040409020305,9,レディトゥアタック,西塚洸二,9.3,,6.95,0.721,59.7,,,,,,,,,,,,,,,,,16,,,,,,,,,,
2026.4.4,阪神,5,未勝利,芝1800m,2026040409020305,10,ジェンティール,田山旺佑,15.0,×,10.676,0.721,56.9,,,,,,,,,,,,,,,,,9,,,,,,,,,,
2026.4.4,阪神,5,未勝利,芝1800m,2026040409020305,11,ラヴィニール,北村友一,17.9,△,3.035,0.742,13.6,,,,,,,,,,,,,,,,,1,1180.0,240.0,,,,,,,,
2026.4.4,阪神,5,未勝利,芝1800m,2026040409020305,12,フィニステーレ,斎藤新,11.7,,3.443,0.724,23.5,,,,,,,,,,,,,,,,,8,,,,,,,,,,
2026.4.4,阪神,5,未勝利,芝1800m,2026040409020305,13,レイアン,和田陽希,6.6,,5.868,0.721,70.8,,,,,,,,,,,,,,,,,13,,,,,,,,,,
2026.4.4,阪神,5,未勝利,芝1800m,2026040409020305,14,ストラドーネ,柴田裕一,2.4,,3.216,0.734,106.1,,,,,,,,,,,,,,,,,10,,,,,,,,,,
2026.4.4,阪神,5,未勝利,芝1800m,2026040409020305,15,ハクサンリング,小沢大仁,8.7,,6.161,0.721,56.5,,,,,,,,,,,,,,,,,12,,,,,,,,,,
2026.4.4,阪神,5,未勝利,芝1800m,2026040409020305,16,ハムタン,武豊,23.3,◯,1.047,0.84,3.6,,,,,,,,,,,,,,,,,2,,120.0,,,,,,,,
2026.4.4,阪神,5,未勝利,芝1800m,2026040409020305,17,ダイナソーコー,高杉吏麒,23.3,▲,7.093,0.721,24.4,,,,,,,,,,,,,,,,,11,,,,,,,,,,
2026.4.4,阪神,5,未勝利,芝1800m,2026040409020305,18,バックドラフト,坂井瑠星,9.3,,2.037,0.778,17.5,,,,,,,,,,,,,,,,,5,,,,,,,,,,
2026.4.4,阪神,6,1勝,ダート1200m,2026040409020306,1,シュネーグロッケン,松山弘平,7.9,,1.228,0.838,12.4,,,,,,,,,,,,,,,,,7,,,,,,,,,,
2026.4.4,阪神,6,1勝,ダート1200m,2026040409020306,2,メイショウゴールド,幸英明,32.5,◯,4.109,0.721,10.1,,,,,,,,,,,,,,,,,1,1120.0,230.0,,,,,,,,
2026.4.4,阪神,6,1勝,ダート1200m,2026040409020306,3,オースミライト,加藤祥太,11.2,,7.392,0.721,52.7,,,,,,,,,,,,,,,,,9,,,,,,,,,,
2026.4.4,阪神,6,1勝,ダート1200m,2026040409020306,4,テーオーミリカン,田山旺佑,21.9,△,4.822,0.721,17.6,,,,,,,,,,,,,,,,,11,,,,,,,,,,
2026.4.4,阪神,6,1勝,ダート1200m,2026040409020306,5,ガビーズブラザー,松若風馬,5.7,,0.472,0.875,6.6,,,,,,,,,,,,,,,,,15,,,,,,,,,,
2026.4.4,阪神,6,1勝,ダート1200m,2026040409020306,6,タケルハーロック,鮫島克駿,26.8,▲,1.139,0.841,3.4,,,,,,,,,,,,,,,,,3,,110.0,,,,,,,,
2026.4.4,阪神,6,1勝,ダート1200m,2026040409020306,7,ゼットスパンキー,浜中俊,37.1,◎,4.314,0.721,9.3,阪神全面除外(ROI<60%),,,,0,,0,,,0,,,0,,,0,6,,,,,,,,0,,0
2026.4.4,阪神,6,1勝,ダート1200m,2026040409020306,8,バトンロード,太宰啓介,3.8,,3.163,0.736,66.9,,,,,,,,,,,,,,,,,14,,,,,,,,,,
2026.4.4,阪神,6,1勝,ダート1200m,2026040409020306,9,ランドブレイブ,田口貫太,8.3,,9.106,0.721,87.9,,,,,,,,,,,,,,,,,10,,,,,,,,,,
2026.4.4,阪神,6,1勝,ダート1200m,2026040409020306,10,メイショウハッブル,角田大和,12.1,,4.785,0.721,31.6,,,,,,,,,,,,,,,,,4,,,,,,,,,,
2026.4.4,阪神,6,1勝,ダート1200m,2026040409020306,11,サンライズジュピタ,高杉吏麒,16.8,,2.316,0.774,11.0,,,,,,,,,,,,,,,,,12,,,,,,,,,,
2026.4.4,阪神,6,1勝,ダート1200m,2026040409020306,12,ワンウェイトゥヘル,岩田望来,9.3,,1.735,0.782,14.9,,,,,,,,,,,,,,,,,5,,,,,,,,,,
2026.4.4,阪神,6,1勝,ダート1200m,2026040409020306,13,スカイブルー,秋山稔樹,17.4,×,6.051,0.721,27.9,,,,,,,,,,,,,,,,,13,,,,,,,,,,
2026.4.4,阪神,6,1勝,ダート1200m,2026040409020306,14,ダイヤモンド,酒井学,15.0,,2.402,0.77,12.8,,,,,,,,,,,,,,,,,2,,460.0,,,,,,,,
2026.4.4,阪神,6,1勝,ダート1200m,2026040409020306,15,グリフォン,小沢大仁,11.9,,6.325,0.721,42.4,,,,,,,,,,,,,,,,,16,,,,,,,,,,
2026.4.4,阪神,6,1勝,ダート1200m,2026040409020306,16,カネコメファミリー,斎藤新,17.4,,2.234,0.777,10.3,,,,,,,,,,,,,,,,,8,,,,,,,,,,
2026.4.4,阪神,7,1勝,ダート1800m,2026040409020307,1,アカツキロットリー,河原田菜,2.2,,1.939,0.779,70.5,,,,,,,,,,,,,,,,,9,,,,,,,,,,
2026.4.4,阪神,7,1勝,ダート1800m,2026040409020307,2,グリプトグラフィ,亀田温心,6.6,,1.5,0.813,18.1,,,,,,,,,,,,,,,,,8,,,,,,,,,,
2026.4.4,阪神,7,1勝,ダート1800m,2026040409020307,3,マジックブルー,幸英明,21.9,,3.014,0.743,11.0,,,,,,,,,,,,,,,,,7,,,,,,,,,,
2026.4.4,阪神,7,1勝,ダート1800m,2026040409020307,4,エイユーファイヤー,松山弘平,65.7,◎,4.269,0.721,5.2,阪神全面除外(ROI<60%),,,,0,,0,,,0,,,0,,,0,3,,120.0,,,,,,0,,0
2026.4.4,阪神,7,1勝,ダート1800m,2026040409020307,5,アークドール,武豊,42.4,◯,1.59,0.801,3.0,,,,,,,,,,,,,,,,,1,300.0,110.0,,,,,,,,
2026.4.4,阪神,7,1勝,ダート1800m,2026040409020307,6,ゴルデールスカー,鮫島克駿,24.8,,4.468,0.721,14.4,,,,,,,,,,,,,,,,,4,,,,,,,,,,
2026.4.4,阪神,7,1勝,ダート1800m,2026040409020307,7,ハイグッドワールド,柴田裕一,35.7,△,11.027,0.721,24.7,,,,,,,,,,,,,,,,,5,,,,,,,,,,
2026.4.4,阪神,7,1勝,ダート1800m,2026040409020307,8,ジーティーアメリカ,北村友一,33.7,×,1.476,0.816,3.5,,,,,,,,,,,,,,,,,2,,150.0,,,,,,,,
2026.4.4,阪神,7,1勝,ダート1800m,2026040409020307,9,バシリス,今村聖奈,42.4,▲,3.02,0.743,5.7,,,,,,,,,,,,,,,,,6,,,,,,,,,,
2026.4.4,阪神,8,2勝,芝1200m,2026040409020308,1,タガノアンファン,高杉吏麒,31.0,◯,1.743,0.781,4.5,,,,,,,,,,,,,,,,,2,,130.0,,,,,,,,
2026.4.4,阪神,8,2勝,芝1200m,2026040409020308,2,ディアドコス,吉村誠之,24.8,▲,1.396,0.827,4.5,,,,,,,,,,,,,,,,,1,270.0,110.0,,,,,,,,
2026.4.4,阪神,8,2勝,芝1200m,2026040409020308,3,ブリーズオンチーク,北村友一,5.7,,2.311,0.774,32.3,,,,,,,,,,,,,,,,,9,,,,,,,,,,
2026.4.4,阪神,8,2勝,芝1200m,2026040409020308,4,レッドセニョール,鮫島克駿,15.0,,5.16,0.721,27.5,,,,,,,,,,,,,,,,,8,,,,,,,,,,
2026.4.4,阪神,8,2勝,芝1200m,2026040409020308,5,ミロワール,古川吉洋,15.0,,3.396,0.726,18.1,,,,,,,,,,,,,,,,,5,,,,,,,,,,
2026.4.4,阪神,8,2勝,芝1200m,2026040409020308,6,クイーンズデイ,国分恭介,42.4,◎,3.391,0.726,6.4,阪神全面除外(ROI<60%),,,,0,,0,,,0,,,0,,,0,4,,,,,,,,0,,0
2026.4.4,阪神,8,2勝,芝1200m,2026040409020308,7,リリーフィールド,武豊,21.0,×,1.049,0.84,4.0,,,,,,,,,,,,,,,,,3,,140.0,,,,,,,,
2026.4.4,阪神,8,2勝,芝1200m,2026040409020308,8,キントラダンサー,田山旺佑,17.9,,1.763,0.78,7.9,,,,,,,,,,,,,,,,,6,,,,,,,,,,
2026.4.4,阪神,8,2勝,芝1200m,2026040409020308,9,サンドロナイト,松山弘平,24.4,△,1.89,0.779,6.2,,,,,,,,,,,,,,,,,7,,,,,,,,,,
2026.4.4,阪神,9,1勝,芝2400m,2026040409020309,1,ヘルメスギャング,今村聖奈,8.3,,5.853,0.721,56.5,,,,,,,,,,,,,,,,,8,,,,,,,,,,
2026.4.4,阪神,9,1勝,芝2400m,2026040409020309,2,アーレムアレス,菱田裕二,40.2,◯,1.055,0.841,2.1,,,,,,,,,,,,,,,,,2,,110.0,,,,,,,,
2026.4.4,阪神,9,1勝,芝2400m,2026040409020309,3,カットソロ,坂井瑠星,17.3,,3.27,0.731,15.1,,,,,,,,,,,,,,,,,3,,190.0,,,,,,,,
2026.4.4,阪神,9,1勝,芝2400m,2026040409020309,4,ブラックオリンピア,川田将雅,21.0,,1.049,0.84,4.0,,,,,,,,,,,,,,,,,1,290.0,120.0,,,,,,,,
2026.4.4,阪神,9,1勝,芝2400m,2026040409020309,5,サントルドパリ,鮫島克駿,26.8,△,2.914,0.747,8.7,,,,,,,,,,,,,,,,,7,,,,,,,,,,
2026.4.4,阪神,9,1勝,芝2400m,2026040409020309,6,ノンブルドール,ルメール,11.8,,0.871,0.828,5.9,,,,,,,,,,,,,,,,,5,,,,,,,,,,
2026.4.4,阪神,9,1勝,芝2400m,2026040409020309,7,ヴァロンブローサ,幸英明,26.8,×,6.866,0.721,20.5,,,,,,,,,,,,,,,,,9,,,,,,,,,,
2026.4.4,阪神,9,1勝,芝2400m,2026040409020309,8,サトノリシャール,岩田望来,45.9,◎,8.957,0.721,15.6,阪神全面除外(ROI<60%),,,,0,,0,,,0,,,0,,,0,6,,,,,,,,0,,0
2026.4.4,阪神,9,1勝,芝2400m,2026040409020309,9,タガノアルトゥーラ,吉村誠之,28.9,▲,7.056,0.721,19.5,,,,,,,,,,,,,,,,,4,,,,,,,,,,
2026.4.4,阪神,10,ｵｰﾌﾟﾝ,ダート1400m,2026040409020310,1,ジュンウィンダム,西塚洸二,4.8,,3.484,0.722,58.2,,,,,,,,,,,,,,,,,13,,,,,,,,,,
2026.4.4,阪神,10,ｵｰﾌﾟﾝ,ダート1400m,2026040409020310,2,ヴーレヴー,浜中俊,8.7,,1.941,0.779,17.8,,,,,,,,,,,,,,,,,16,,,,,,,,,,
2026.4.4,阪神,10,ｵｰﾌﾟﾝ,ダート1400m,2026040409020310,3,スマートサニー,高杉吏麒,8.7,,2.105,0.778,19.3,,,,,,,,,,,,,,,,,5,,,,,,,,,,
2026.4.4,阪神,10,ｵｰﾌﾟﾝ,ダート1400m,2026040409020310,4,ハセドン,吉村誠之,1.5,,1.171,0.84,62.0,,,,,,,,,,,,,,,,,11,,,,,,,,,,
2026.4.4,阪神,10,ｵｰﾌﾟﾝ,ダート1400m,2026040409020310,5,キタノズエッジ,古川吉洋,45.9,◯,6.545,0.721,11.4,,,,,,,,,,,,,,,,,1,1000.0,190.0,,,,,,,,
