レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026042603010601,2026.4.26,日,福島,1福6,1,,未勝利,ダート,1150,,2,良,晴,16,09:45,牝,馬齢,３歳
7,,13,ラブデウザ,牝,3,398,- 4,- 4,9,60.4, ,104,3,53,△,*,鷲頭虎太,(美),加藤和宏,リアルスティール,キングカメハメハ,,ネイティヴダンサー系,3,21,2中7,3,未勝利・牝,ダ,1200,良,,水沼,52.0,▲,5,17.8,6,1.3,4,,,4,4,34.70,39.5,11,ペイトー
7,,14,マーゴットオーメン,牝,3,512,-14,-14,6,16.9, ,100,7,55,,,菊沢一樹,(美),菊沢隆徳,ゴールドドリーム,ジェニュイン,,ロイヤルチャージャー系,3,7,2中3,初,未勝利・牝,ダ,1200,重,,菊沢,55.0,,8,69.6,9,2.2,8,,,8,7,34.70,38.8,11,トモジャオーリー
8,,15,プティシラー,牝,3,462,- 6,- 6,3,8.2, ,106,2,53,△,,長浜鴻緒,(美),上原博之,アメリカンペイトリオット,"Lope de Vega",,,2,14,1東5,初,新馬,ダ,1400,良,,長浜,53.0,△,8,23.9,5,1.1,5,,,3,2,37.65,37.9,6,ノースブルースカイ
8,,16,ハミングディスト,牝,3,478,- 2,- 2,14,126.6, , 98,11,52,▲,*,遠藤汰月,(美),嘉藤貴行,ミスターメロディ,ブラックタイド,,ロイヤルチャージャー系,2,28,2中1,29,未勝利・牝,ダ,1200,重,,上里,52.0,▲,9,37.4,11,2.0,9,,,5,5,34.60,39.2,14,タヤスロレンヌ
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026042603010602,2026.4.26,日,福島,1福6,2,,未勝利,芝,1200,B,2,良,晴,16,10:15,,馬齢,３歳
枠番,B,番,馬名S,性別,年齢,馬体重,増減,馬体重増減,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,オスロクィーン,牝,3,440,  0,0,11,118.7, , 94,10,52,▲,*,上里直汰,(美),武井亮,"Liam's Map","Uncle Mo",,ナスルーラ系,1,5,1中2,11,未勝利,ダ,1200,稍,,石神,52.0,▲,7,27.4,13,2.2,9,,,14,14,36.10,38.5,8,ヴァイオスペース
1,,2,サツキクローネ,牝,3,430,- 4,- 4,15,399.4, , 86,14,55,,*,富田暁,(美),牧光二,サトノクラウン,ステイゴールド,,ロイヤルチャージャー系,2,22,1阪2,初,新馬,ダ,1400,良,,酒井,55.0,,11,92.6,14,4.4,12,,,8,10,37.13,40.7,14,ゼンカイナダル
2,,3,ケープティアラ,牝,3,384,+ 4,+ 4,16,435.9, , 86,14,52,▲,*,遠藤汰月,(美),栗田徹,サトノクラウン,シンボリクリスエス,,ロイヤルチャージャー系,2,28,1小B,初,未勝利,芝,1200,稍,,和田,52.0,▲,16,132.9,16,1.6,15,,,16,18,35.90,35.6,8,ダブルチャレンジ
2,,4,ハッピーローヴァー,牝,3,420,- 2,- 2,3,5.0, ,113,4,55,,*,幸英明,(栗),渡辺薫彦,リアルスティール,キンシャサノキセキ,,ロイヤルチャージャー系,2,21,1小9,2,未勝利・牝,芝,1200,良,,浜中,55.0,,3,6.8,5,0.4,5,,,7,8,34.40,34.8,4,ムーンリットアイル
3,,5,アンデルストープ,牝,3,474,+ 6,+ 6,12,162.9, , 97,6,55,,*,嶋田純次,(美),伊坂重信,インディチャンプ,"Giant's Causeway",,ニアークティック系,1,25,1中9,2,未勝利・牝,ダ,1800,良,,杉原,55.0,,11,172.7,7,2.8,9,10,10,11,9,39.45,41.8,7,プレイメイカー
3,B,6,フォークスアップ,牡,3,486,- 4,- 4,13,259.1, , 91,11,57,,*,武藤雅,(美),勢司和浩,タワーオブロンドン,Shamardal,,ニアークティック系,2,21,1東7,14,未勝利,芝,1600,良,,木幡,57.0,,15,436.3,10,1.6,16,,,11,10,36.42,35.0,7,マツリダイコ
4,,7,ルビーブロンド,牝,3,446,+ 6,+ 6,8,37.2, , 96,9,55,,*,国分恭介,(栗),笹田和秀,モズアスコット,サウスヴィグラス,,ネイティヴダンサー系,2,21,1小9,10,未勝利・牝,芝,1200,良,,柴田,53.0,△,11,110.9,8,1.0,8,,,16,17,35.20,34.6,2,ムーンリットアイル
4,,8,ホウオウミステリー,牝,3,474,- 8,- 8,14,334.1, , 86,14,55,,,丸田恭介,(美),池上昌和,ドレフォン,ハーツクライ,,ロイヤルチャージャー系,2,21,1東7,18,未勝利,ダ,1600,良,,丸田,55.0,,15,379.5,16,4.4,16,,,5,6,36.66,42.1,16,エムノビアンカ
5,,9,スイープセレニティ,牝,3,476,+ 6,+ 6,2,3.9, ,114,3,55,,*,丸山元気,(美),宮田敬介,ロードカナロア,ハーツクライ,,ロイヤルチャージャー系,2,7,1東3,12,未勝利・牝,ダ,1400,良,,ルメ,55.0,,1,2.5,3,0.7,4,,,4,3,36.83,38.3,6,チームユートピア
5,,10,ラブソング,牝,3,412,-20,-20,10,113.5, , 90,12,55,,*,黛弘人,(美),尾関知人,ミスターメロディ,ロードカナロア,,,2,15,1小8,2,未勝利,芝,1200,稍,,古川,52.0,▲,12,39.7,16,1.6,4,,,17,16,34.90,35.8,5,エバーラスト
6,,11,モズヴイ,牡,3,454,-10,-10,4,5.9, ,115,2,57,,*,横山琉人,(栗),藤岡健一,モズアスコット,"Declaration of War",,,3,1,1小C,2,未勝利,芝,1200,良,,小林,54.0,▲,5,14.1,5,0.3,3,,,2,2,33.60,36.1,11,プルヴォワール
6,,12,ララアルカー,牡,3,508,+14,+14,6,11.2, ,103,5,57,,*,藤懸貴志,(美),大竹正博,リオンディーズ,タイキシャトル,,ロイヤルチャージャー系,2,15,2京6,5,未勝利,芝,1600,良,,藤岡,57.0,,8,36.1,11,2.0,4,,,10,9,36.18,35.8,12,アヴィオン
7,B,13,ルルマーレ,牝,3,498,+10,+10,7,16.8, , 97,6,51,★,*,谷原柚希,(美),伊藤大士,ビッグアーサー,Kingman,,,2,8,1小6,9,未勝利・牝,芝,1200,良,,杉原,55.0,,11,38.3,15,2.0,12,,,3,4,34.00,36.9,17,シェーロドラート
7,,14,オンナキュヌヴィ,牝,3,426,-12,-12,5,10.3, , 97,6,53,△,*,長浜鴻緒,(美),蛯名正義,リオンディーズ,ディープインパクト,,ロイヤルチャージャー系,2,21,1東7,初,未勝利,芝,1600,良,,石川,55.0,,7,17.3,9,1.2,13,,,13,13,36.72,34.1,3,マツリダイコ
8,,15,ダノンルミエール,牝,3,464,- 4,- 4,1,3.2, ,116,1,55,,*,菱田裕二,(美),久保田貴,ダノンスマッシュ,ダイワメジャー,,ロイヤルチャージャー系,4,11,1福1,28,未勝利,芝,1200,良,,吉田,55.0,,2,2.3,3,0.4,1,,,7,5,34.70,34.3,1,デンプシー
8,,16,タイセイアビオン,牝,3,434,- 6,- 6,9,83.6, , 87,13,55,,*,斎藤新,(栗),浜田多実,ミッキーアイル,"Tejano Run",,ナスルーラ系,2,21,1阪1,3,未勝利・牝,ダ,1200,良,,高杉,55.0,,11,33.4,14,1.7,9,,,14,15,37.50,38.4,10,コマチチャン
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026042603010603,2026.4.26,日,福島,1福6,3,,未勝利,ダート,1700,,4,良,晴,15,10:45,,馬齢,３歳
枠番,B,番,馬名S,性別,年齢,馬体重,増減,馬体重増減,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,ベネファクター,牡,3,466,+ 3,+ 3,10,73.5, ,107,5,57,,*,横山琉人,(美),斎藤誠,サートゥルナーリア,ブライアンズタイム,,ロイヤルチャージャー系,3,4,川崎,4,マーチ,ダ,1500,不,,本田,56.0,,6,,6,2.2,,9,9,9,8,,----,,ワンモメンタム
2,,2,マイネルゼーロス,牡,3,482,- 6,- 6,2,7.0, ,111,3,54,▲,*,石神深道,(美),相沢郁,ダノンバラード,アドマイヤコジーン,,ナスルーラ系,3,28,3中1,3,未勝利,ダ,1800,重,,丹内,57.0,,3,4.3,7,1.8,1,4,4,3,4,37.30,41.3,12,ミリオンヴォイス
2,,3,ポンテヴェッキオ,牡,3,460,+ 8,+ 8,13,319.3, , 89,14,54,▲,*,上里直汰,(美),栗田徹,フィレンツェファイア,キングカメハメハ,,ネイティヴダンサー系,12,21,5名6,初,新馬,ダ,1400,稍,,小沢,56.0,,14,77.0,11,2.3,3,,,14,13,37.65,38.1,4,ペルセポネ
3,,4,エレーデサンライズ,牝,3,456,- 4,- 4,4,9.0, , 95,10,53,◇,*,永島まな,(栗),平田修,エピファネイア,Curlin,,ネイティヴダンサー系,4,5,2阪4,22,未勝利・牝,ダ,1400,重,,藤懸,55.0,,10,32.5,7,0.8,13,,,13,13,36.30,36.5,1,ジーティーアリア
3,,5,ニューカワイイ,牝,3,432,- 6,- 6,12,232.1, , 95,10,51,★,*,河原田菜,(美),中川公成,カリフォルニアクローム,ゴールドアリュール,,ロイヤルチャージャー系,3,29,3中2,2,未勝利,ダ,1800,稍,,木幡,55.0,,14,222.8,8,3.1,7,2,2,2,4,37.20,43.4,11,ジェネラスキング
4,B,6,キャッチアシーフ,牡,3,520,  0,0,3,7.6, ,114,2,55,△,*,舟山瑠泉,(栗),佐藤悠太,マインドユアビスケッツ,ヴィクトワールピサ,,ロイヤルチャージャー系,4,5,2阪4,2,未勝利,ダ,1200,重,B,岩田,57.0,,1,2.3,4,0.9,2,,,5,4,35.30,36.6,5,ゴーイングムーン
4,,7,セラサイト,牝,3,488,  0,0,5,17.6, ,108,4,55,,*,小沢大仁,(栗),茶木太樹,クリソベリル,Ghostzapper,,ニアークティック系,3,7,1阪5,8,未勝利・牝,ダ,1800,稍,,吉村,55.0,,3,9.3,6,0.6,5,4,7,6,3,39.30,38.7,4,ストラーダ
5,,8,フロムザムーン,牡,3,458,  0,0,8,42.9, ,101,9,54,▲,*,石田拓郎,(栗),畑端省吾,ルヴァンスレーヴ,マンハッタンカフェ,,ロイヤルチャージャー系,3,14,1阪7,2,未勝利,ダ,1800,良,,吉村,57.0,,6,69.0,6,1.6,4,10,10,10,11,38.50,38.8,5,ゲタリア
5,,9,カンフーヒーロー,牡,3,474,- 8,- 8,14,334.5, , 93,13,55,◇,*,古川奈穂,(美),的場均,ストロングリターン,"Fusaichi Pegasus",,ネイティヴダンサー系,4,11,3中5,連,未勝利,ダ,1800,重,,水沼,54.0,▲,13,233.5,7,1.9,9,10,10,11,9,38.20,40.1,5,アチーヴァー
6,,10,ジョーカー,牡,3,480,  0,0,1,1.5, ,124,1,57,,,西塚洸二,(栗),友道康夫,ドレフォン,キングカメハメハ,,ネイティヴダンサー系,4,12,1福2,10,未勝利,ダ,1700,良,,西塚,57.0,,1,1.4,2,1.2,1,4,4,4,4,36.82,39.4,2,イサチルシーキング
6,,11,サーバルマインド,牡,3,498,+ 3,+ 3,9,49.5, , 95,10,54,▲,*,和田陽希,(栗),森田直行,マインドユアビスケッツ,スマートファルコン,,ロイヤルチャージャー系,3,4,笠松,7,河渡宿,ダ,1400,稍,,渡辺,57.0,,2,,2,0.2,,8,8,5,3,,----,,ノボリフジ
7,,12,モラール,牝,3,374,+ 2,+ 2,15,338.7, , 89,14,53,△,,長浜鴻緒,(美),鈴木慎太,ダンカーク,マジェスティックウォリアー,,,4,7,川崎,16,エイプ,ダ,1500,重,,長浜,52.0,△,7,,9,3.0,,8,9,9,9,,----,,サヨノマックスラブ
7,,13,エリーニック,牝,3,442,- 4,- 4,7,25.1, ,104,6,52,▲,*,小林美駒,(美),千葉直人,タリスマニック,アルデバラン2,,ネイティヴダンサー系,3,7,2中3,2,未勝利,ダ,1800,重,B,大野,55.0,,6,14.5,6,1.6,13,9,9,9,8,37.85,40.8,7,ジオストラテジー
8,,14,ツクバアヴァロン,牡,3,474,- 6,- 6,11,111.7, ,102,8,54,▲,*,大久保友,(美),奥平雅士,キセキ,Zensational,,ネイティヴダンサー系,4,4,3中3,5,未勝利,ダ,1200,稍,,小林,57.0,,11,80.5,6,1.3,5,,,5,5,34.80,38.5,9,エコロバロン
8,,15,ビサーロ,セ,3,462,+ 2,+ 2,6,18.2, ,104,6,55,△,*,鷲頭虎太,(栗),田中克典,キズナ,ヴァーミリアン,,ネイティヴダンサー系,3,28,1名5,25,未勝利,ダ,1400,稍,,小沢,57.0,,7,40.5,8,1.7,10,,,5,5,35.63,39.1,9,リサシテーション
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026042603010604,2026.4.26,日,福島,1福6,4,,未勝利,芝,1200,B,2,良,晴,16,11:15,牝,馬齢,３歳
枠番,B,番,馬名S,性別,年齢,馬体重,増減,馬体重増減,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,ルーチェコメット,牝,3,410,- 4,- 4,15,177.5, , 91,10,55,,*,横山琉人,(栗),長谷川浩,ダノンキングリー,キングカメハメハ,,ネイティヴダンサー系,1,25,1京9,初,新馬,芝,1600,良,,高倉,55.0,,12,56.5,15,2.1,6,,,13,14,37.14,36.1,15,ペイジャー
1,,2,ソワンドヴィクター,牝,3,406,  0,0,12,84.2, , 95,7,55,,,丸田恭介,(美),高橋文雅,アメリカンペイトリオット,トーセンロレンス,,,4,11,1福1,17,未勝利,芝,1200,良,,丸田,55.0,,12,107.0,5,0.9,12,,,10,8,35.00,34.5,4,デンプシー
2,B,3,ビアーレ,牝,3,416,+10,+10,10,63.6, , 97,6,53,△,*,鷲頭虎太,(美),林徹,ミスチヴィアスアレックス,カンパニー,,ナスルーラ系,1,24,1中8,9,未勝利・牝,ダ,1200,良,,佐々,55.0,,9,67.2,11,2.2,13,,,2,1,35.80,39.6,13,ムーンブランシュ
2,,4,ブルーエ,牝,3,448,- 2,- 2,1,2.5, ,113,2,55,,,杉原誠人,(美),田村康仁,トーセンレーヴ,Galileo,,ニアークティック系,4,11,1福1,26,未勝利,芝,1200,良,,杉原,55.0,,6,23.8,2,0.2,2,,,4,3,34.50,34.3,1,デンプシー
3,,5,レオダーム,牝,3,390,,,16,191.3, ,  0,,53,△,,舟山瑠泉,(栗),牧田和弥,ミッキーアイル,ベーカバド,,ニアークティック系,,,,,,,,,,,,,,,,,,,,,,,,,
3,,6,アールグレイ,牝,3,446,- 4,- 4,4,6.9, , 93,9,53,△,*,長浜鴻緒,(美),蛯名正義,スワーヴリチャード,"Giant's Causeway",,ニアークティック系,1,18,1中7,4,未勝利・牝,芝,1600,良,,原優,55.0,,10,37.0,13,1.4,5,,3,3,5,35.28,36.8,16,サンヴィクトワール
4,,7,カレンデュラ,牝,3,430,+ 4,+ 4,2,4.4, ,119,1,55,,,嶋田純次,(美),室井潔,アルアイン,アドマイヤコジーン,,ナスルーラ系,11,24,3福6,連,未勝利*,芝,1200,良,,嶋田,55.0,,1,4.5,4,0.3,2,,,3,5,34.30,35.0,11,ジャスパールビー
4,,8,ロジスカヤ,牝,3,414,+ 6,+ 6,7,20.8, ,102,4,52,▲,,石田拓郎,(美),新開幸一,シルバーステート,モーリス,,,4,12,1福2,11,未勝利,芝,1200,良,,石田,52.0,▲,8,37.6,3,1.0,2,,,7,7,35.30,34.9,3,ツルノマイハシ
5,,9,ミセスヴェルデ,牝,3,430,,,6,19.8, ,  0,,51,★,,河原田菜,(美),栗田徹,モーリス,ディープインパクト,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
5,,10,メイショウピュルテ,牝,3,438,+ 2,+ 2,14,111.9, ,  0,,55,,*,西塚洸二,(栗),笹田和秀,ミスチヴィアスアレックス,エスケンデレヤ,,,11,22,4京5,4,未勝利*,芝,1200,良,,浜中,55.0,,14,165.7,止,----,8,,,13,13,,----,,トップアタック
6,,11,サトノアンナ,牝,3,378,,,5,19.6, ,  0,,52,▲,,小林美駒,(美),萩原清,レイデオロ,ディープインパクト,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
6,,12,ウッケン,牝,3,420,  0,0,11,80.2, , 90,11,52,▲,*,上里直汰,(美),松山将樹,イスラボニータ,ウォーエンブレム,,ネイティヴダンサー系,2,1,1小4,15,未勝利,芝,1200,良,,小沢,55.0,,17,124.2,12,1.8,12,,,12,13,34.30,35.3,13,デルマリシリ
7,,13,カラーオブサクセス,牝,3,420,-16,-16,8,28.0, ,101,5,52,▲,*,遠藤汰月,(美),武市康男,ゴールドドリーム,キングカメハメハ,,ネイティヴダンサー系,10,26,4新4,3,未勝利*,芝,1400,良,,菊沢,55.0,,4,7.5,10,1.3,2,,,3,3,35.25,37.5,11,アスミル
7,,14,バランソワール,牝,3,418,- 8,- 8,3,5.0, ,108,3,55,,*,吉田隼人,(美),矢野英一,ポエティックフレア,エピファネイア,,,2,8,1小6,12,未勝利・牝,芝,1200,良,,丹内,55.0,,3,7.3,7,0.7,8,,,10,10,34.70,34.9,3,シェーロドラート
8,,15,ウォーターエクラン,牝,3,416,,,13,92.5, ,  0,,55,,,菱田裕二,(栗),藤野健太,ウォータービルド,ハービンジャー,,ニアークティック系,,,,,,,,,,,,,,,,,,,,,,,,,
8,,16,ケイツーキップ,牝,3,400,  0,0,9,33.1, , 95,7,52,▲,,石神深道,(美),清水英克,ラブリーデイ,ロジユニヴァース,,,4,12,1福2,初,未勝利,芝,1200,良,,石神,52.0,▲,15,203.5,5,0.6,16,,,12,10,35.00,34.9,3,タガノアルブラック
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026042603010605,2026.4.26,日,福島,1福6,5,,未勝利,芝,1800,B,4,良(暫定),晴(暫定),16,12:05,,馬齢,３歳
枠番,B,番,馬名S,性別,年齢,馬体重,増減,馬体重増減,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,ヤマメホープ,牡,3,474,- 4,- 4,3,6.0, ,111,3,57,,*,吉田隼人,(美),久保田貴,コントレイル,"Hard Spun",,ニアークティック系,3,29,3中2,6,未勝利,芝,1800,良,,原優,57.0,,5,10.2,3,0.8,7,14,9,10,8,36.75,35.2,3,トーセンブリラーレ
2,,2,ギルランダ,牝,3,410,- 6,- 6,6,12.4, , 95,9,53,△,*,舟山瑠泉,(美),中舘英二,サトノクラウン,ネオユニヴァース,,ロイヤルチャージャー系,2,21,1東7,13,未勝利・牝,ダ,1400,良,,石川,55.0,,12,42.3,9,1.4,10,,,10,8,37.13,38.3,10,スーパーガール
2,,3,ユーゲットミー,牝,3,440,- 4,- 4,9,22.1, , 97,7,55,,*,嶋田純次,(美),西田雄一,ダノンバラード,マンハッタンカフェ,,ロイヤルチャージャー系,11,23,5東5,連,未勝利・牝*,芝,1800,良,,佐々,55.0,,12,192.0,15,1.4,6,,4,4,4,36.45,35.7,17,リスレジャンデール
3,,4,マーチャンシップ,牡,3,522,,,2,5.8, ,  0,,57,,,川又賢治,(栗),杉山佳明,ゴールドシップ,アドマイヤコジーン,,ナスルーラ系,,,,,,,,,,,,,,,,,,,,,,,,,
3,,5,ノブレスラブリエ,牝,3,438,+ 2,+ 2,10,25.3, , 95,9,55,,*,斎藤新,(栗),西園翔太,ウインブライト,Bernstein,,ニアークティック系,10,18,4東6,初,新馬,芝,1600,良,,原優,55.0,,13,105.1,10,1.2,6,,,3,5,36.30,34.8,14,アドマイヤクワッズ
4,B,6,フォーエバーラブ,牡,3,450,  0,0,13,53.5, , 93,11,57,,*,柴田大知,(美),金成貴史,ミスターメロディ,ステイゴールド,,ロイヤルチャージャー系,2,28,2中1,2,未勝利,ダ,1800,重,B,上里,54.0,▲,11,154.3,11,6.2,7,5,7,7,10,38.35,42.1,10,パラダイスフェイス
4,B,7,パノラマステージ,牝,3,458,+ 8,+ 8,8,21.1, , 99,6,55,,,亀田温心,(栗),牧浦充徳,レイデオロ,ディープインパクト,,ロイヤルチャージャー系,2,22,1小A,13,未勝利・牝,芝,1800,良,,亀田,55.0,,7,12.3,7,1.0,4,5,5,8,9,36.70,36.0,6,ソングオブザバード
5,,8,クシマトゥルー,牝,3,428,+ 2,+ 2,5,6.5, ,118,1,53,△,,長浜鴻緒,(美),矢嶋大樹,ドレフォン,キングカメハメハ,,ネイティヴダンサー系,4,11,1福1,17,未勝利・牝,芝,1800,良,,長浜,53.0,△,5,9.0,2,0.1,6,2,2,2,2,35.80,36.1,7,サフランルージュ
5,,9,ベルランコントル,牝,3,452,+ 8,+ 8,4,6.4, ,108,4,55,,*,菊沢一樹,(美),伊藤大士,キタサンブラック,Teofilo,,ニアークティック系,3,29,3中2,3,未勝利,芝,1800,良,,丹内,55.0,,4,7.7,4,0.9,3,9,9,7,6,36.60,35.6,5,トーセンブリラーレ
6,,10,ピアノアコード,牝,3,430,- 2,- 2,14,65.9, , 85,13,52,▲,*,上里直汰,(美),室井潔,ミスターメロディ,ハービンジャー,,ニアークティック系,1,17,1京6,初,新馬・牝,ダ,1400,良,,斎藤,55.0,,15,139.5,13,2.5,16,,,15,15,38.40,38.3,8,ホウショウルクス
6,,11,アスコットダンス,牝,3,422,- 2,- 2,7,12.8, ,101,5,53,◇,*,永島まな,(栗),高橋康之,モズアスコット,ホワイトマズル,,ニアークティック系,2,22,1小A,2,未勝利・牝,芝,1800,良,,丸山,55.0,,6,12.0,12,1.5,9,3,3,5,4,36.55,36.8,13,ソングオブザバード
7,,12,セリーンストーム,牝,3,504,,,11,30.8, ,  0,,55,,*,国分恭介,(栗),小椋研介,シルバーステート,Frankel,,ニアークティック系,11,29,4京7,初,新馬,ダ,1800,良,,高杉,55.0,,--,,消,----,,,,,,,----,,バートラガッツ
