レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026022105010701,2026.2.21,土,東京,1東7,1,,未勝利,ダート,1400,,2,良,晴,16,10:05,牝,馬齢,３歳
5,,10,タマモチョコチップ,牝,3,456,+ 4,+ 4,13,93.2, , 91,11,55,,,原優介,(美),菊沢隆徳,クリソベリル,ヘニーヒューズ,,,10,25,4東8,初,新馬,ダ,1600,稍,,原優,55.0,,10,51.9,12,2.8,15,,,16,11,37.74,37.5,11,ホウオウルクソール
6,,11,イヌボウノキラメキ,牝,3,468,- 4,- 4,7,21.6, ,106,5,55,,,キング,(美),国枝栄,ドレフォン,ディープインパクト,,ロイヤルチャージャー系,1,24,1中8,4,未勝利・牝,ダ,1200,良,,キン,55.0,,6,39.0,5,1.4,5,,,5,5,36.00,38.6,6,ムーンブランシュ
6,,12,ジェイドテソーロ,牝,3,436,  0,0,8,26.2, , 96,10,55,,*,木幡巧也,(美),千葉直人,サンダースノー,"Maclean's Music",,,1,31,1東1,11,未勝利・牝,ダ,1400,良,,柴田,55.0,,12,200.7,5,0.9,7,,,7,7,37.65,37.2,2,マカイゾウ
7,,13,オテンバプリンセス,牝,3,488,+12,+12,2,4.6, ,  0,,52,▲,*,上里直汰,(美),加藤士津,ナダル,キングカメハメハ,,ネイティヴダンサー系,6,28,2福1,初,新馬,ダ,1150,良,,津村,55.0,,2,3.8,止,----,4,,,,,,----,,セイカミナミホリエ
7,B,14,ルクリーシア,牝,3,458,+ 6,+ 6,5,9.9, , 97,9,55,,*,荻野極,(美),黒岩陽一,ロードカナロア,ハーツクライ,,ロイヤルチャージャー系,11,23,5東5,8,未勝利*,芝,1600,良,,舟山,52.0,▲,9,72.4,12,2.0,10,,,14,16,36.60,34.9,9,ピエドゥラパン
8,,15,パルストリス,牝,3,416,- 8,- 8,14,272.1, , 91,11,53,△,,長浜鴻緒,(美),手塚貴久,ドレフォン,"King's Best",,ネイティヴダンサー系,12,6,5中1,20,未勝利・牝*,ダ,1800,良,,長浜,53.0,△,10,135.8,9,2.1,9,5,8,10,12,38.60,41.3,6,ハニーオーケストラ
8,,16,マジンタクシー,牝,3,504,- 2,- 2,11,31.4, ,107,4,55,,,木幡初也,(美),深山雅史,マテラスカイ,エンパイアメーカー,,ネイティヴダンサー系,2,10,1東4,11,未勝利,ダ,1400,稍,,木幡,55.0,,10,107.0,4,0.5,9,,,1,1,38.03,37.3,9,ベアハンドキャッチ
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026022105010702,2026.2.21,土,東京,1東7,2,,1勝,ダート,1400,,2,良,晴,16,10:35,,馬齢,３歳
枠番,B,番,馬名S,性別,年齢,馬体重,増減,馬体重増減,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,サマーゲール,牡,3,528,  0,0,1,3.1,>,112,1,57,,,キング,(美),加藤士津,ヘニーヒューズ,マンハッタンカフェ,,ロイヤルチャージャー系,1,24,1中8,初,新馬,ダ,1200,良,,キン,57.0,,1,2.1,1,-0.2,1,,,9,7,36.90,37.3,1,(トウカイレオ)
1,,2,ゲームカレンダー,牡,3,458,  0,0,5,10.2, , 90,15,57,,,丸田恭介,(美),小笠倫弘,カレンブラックヒル,カンパニー,,ナスルーラ系,1,31,1東1,6,１勝ｸﾗｽ*,ダ,1600,良,,丸田,57.0,,13,78.4,11,2.0,10,,,13,14,37.08,37.7,11,リベッチオ
2,,3,チームユートピア,牝,3,460,- 2,- 2,9,28.0,>,102,11,55,,,原優介,(美),中舘英二,"Vino Rosso",Utopia,,,2,7,1東3,8,未勝利・牝,ダ,1400,良,,原優,55.0,,6,21.8,1,-0.7,12,,,2,2,36.75,37.7,1,(ハングローズ)
2,,4,ゴーゴーリチャード,牡,3,502,+ 6,+ 6,3,8.2, ,106,6,57,,*,石川裕紀,(栗),庄野靖志,スワーヴリチャード,アフリート,,ネイティヴダンサー系,12,27,5阪7,3,万両賞･1勝*,芝,1400,良,,武豊,56.0,,2,4.9,6,0.7,3,,,3,4,35.18,34.4,8,アスミル
3,,5,ヒナノムサシ,牡,3,532,+10,+10,14,58.9,>,100,14,57,,,柴田善臣,(美),本間忍,ミッキーアイル,タニノギムレット,,ロイヤルチャージャー系,11,30,5東8,4,未勝利*,ダ,1400,良,,柴田,56.0,,5,10.2,1,-0.1,15,,,1,1,36.60,38.0,4,(レピュニット)
3,,6,タカスタカスタカス,牡,3,510,+ 6,+ 6,2,3.6,>,104,8,57,,*,三浦皇成,(栗),藤原英昭,"Mor Spirit","Liam's Map",,,9,20,4阪6,初,新馬,ダ,1200,良,B,坂井,55.0,,1,2.5,1,-0.1,2,,,1,1,36.50,36.9,2,(カッタッパ)
4,,7,シュピラー,牡,3,472,+14,+14,12,45.2,>,104,8,57,,,菅原明良,(美),高木登,サンダースノー,ストリートセンス,,ネイティヴダンサー系,12,20,5中5,3,未勝利*,ダ,1200,良,,菅原,56.0,,2,3.3,1,-0.1,2,,,2,2,34.40,38.1,3,(カンレイスター)
4,,8,ヴェネチアンキング,牡,3,518,- 2,- 2,13,58.5, ,101,13,57,,*,田辺裕信,(美),伊藤圭三,マジェスティックウォリアー,エンパイアメーカー,,ネイティヴダンサー系,1,11,1中4,4,１勝ｸﾗｽ*,ダ,1200,良,,丹内,57.0,,9,36.0,12,2.6,10,,,5,5,35.10,39.6,12,エコロシード
5,,9,ハニーオーケストラ,牝,3,432,-10,-10,10,32.6,>,102,11,55,,,横山和生,(美),稲垣幸雄,ダノンスマッシュ,エンパイアメーカー,,ネイティヴダンサー系,12,6,5中1,3,未勝利・牝*,ダ,1800,良,,横山,55.0,,4,8.1,1,-0.1,6,9,10,9,2,38.45,39.5,1,(フィクセルリリア)
5,,10,アンプイットアップ,牡,3,498,- 2,- 2,7,17.8,>,111,2,57,,*,荻野極,(美),岩戸孝樹,ディスクリートキャット,ハードスパン,,,1,25,1中9,2,未勝利,ダ,1200,良,,岩田,57.0,,2,4.0,1,-0.3,1,,,2,2,34.40,38.5,2,(ジャックナダル)
6,,11,ベアハンドキャッチ,牡,3,490,- 6,- 6,15,65.2,>,107,5,57,,*,西村淳也,(美),池上昌和,ミスターメロディ,ネオユニヴァース,,ロイヤルチャージャー系,2,10,1東4,7,未勝利,ダ,1400,稍,,キン,57.0,,2,5.0,1,-0.0,7,,,5,4,38.40,36.3,2,(ヌクレオチド)
6,,12,リフレックス,牡,3,472,+ 4,+ 4,4,9.6, ,109,4,54,▲,*,上里直汰,(美),金成貴史,モーニン,ゼンノロブロイ,,ロイヤルチャージャー系,2,7,1東3,13,１勝ｸﾗｽ*,ダ,1400,良,,石川,57.0,,8,39.2,4,1.5,12,,,1,1,36.15,37.5,9,マジッククッキー
7,,13,ランニングビーチ,牡,3,474,+ 2,+ 2,8,23.0,>,106,6,57,,,木幡巧也,(美),牧光二,ルヴァンスレーヴ,デュランダル,,ロイヤルチャージャー系,11,16,5東4,2,未勝利*,ダ,1400,良,,木幡,56.0,,2,3.3,1,-0.1,1,,,3,2,36.68,37.7,2,(ブルーミーティア)
7,,14,マカイゾウ,牝,3,472,- 2,- 2,11,38.5,>,104,8,52,▲,*,佐藤翔馬,(美),竹内正洋,フィレンツェファイア,フジキセキ,,ロイヤルチャージャー系,1,31,1東1,11,未勝利・牝,ダ,1400,良,,横山,55.0,,4,6.3,1,-0.0,4,,,1,1,36.60,37.7,6,(クアロアランチ)
8,,15,ジャスフォール,牡,3,494,+ 2,+ 2,6,14.7,>,111,2,57,,,津村明秀,(美),上原佑紀,マクフィ,ハーツクライ,,ロイヤルチャージャー系,2,7,1東3,8,未勝利,ダ,1300,良,,津村,57.0,,1,4.8,1,-0.5,7,,,2,2,36.51,37.7,4,(ユイノカタリベ)
8,,16,エスシーレイジュ,牝,3,456,  0,0,16,262.7, , 89,16,55,,,大野拓弥,(美),松山将樹,シャンハイボビー,キングヘイロー,,ニアークティック系,2,7,1東3,15,１勝ｸﾗｽ*,ダ,1400,良,,大野,55.0,,12,106.3,11,2.8,7,,,14,11,37.20,37.4,8,マジッククッキー
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026022105010703,2026.2.21,土,東京,1東7,3,,未勝利,ダート,1600,,2,良,晴,16,11:05,,馬齢,３歳
枠番,B,番,馬名S,性別,年齢,馬体重,増減,馬体重増減,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,アオイミズホ,牡,3,528,+ 4,+ 4,5,9.0, ,115,2,57,,,戸崎圭太,(美),古賀慎明,ビーチパトロール,ダイワメジャー,,ロイヤルチャージャー系,2,7,1東3,8,未勝利,ダ,1600,良,,戸崎,57.0,,2,3.0,3,0.7,5,,,9,9,37.68,37.4,2,フクシマブリルハム
1,,2,ビッキーセカンド,セ,3,462,- 6,- 6,13,110.9, , 89,12,57,,*,吉村誠之,(美),武井亮,パイロ,ネオユニヴァース,ナスルーラ系,ロイヤルチャージャー系,11,29,5東7,3,未勝利*,ダ,1600,良,,丹内,56.0,,11,81.2,10,1.8,8,,,9,10,37.44,38.8,7,セントゴーデンス
2,,3,スティールヴォーグ,牡,3,460,+ 2,+ 2,1,4.1, ,112,3,57,,,田辺裕信,(美),田村康仁,モズアスコット,キングカメハメハ,,ネイティヴダンサー系,1,31,1東1,7,未勝利,ダ,1600,良,,田辺,57.0,,6,25.8,2,0.5,6,,,2,2,36.96,37.4,2,タイキブリッツェン
2,,4,アージェンタイド,牡,3,446,+12,+12,14,231.2, , 87,13,57,,,荻野極,(美),池上昌和,ブラックタイド,Hansen,ロイヤルチャージャー系,,12,6,5中1,7,未勝利*,芝,1600,良,,荻野,56.0,,10,219.0,15,2.4,9,,14,13,13,37.62,35.1,15,スミッコディスコ
3,,5,キリミツ,牡,3,432,-14,-14,8,12.4, ,108,5,57,,,石橋脩,(美),勢司和浩,ルヴァンスレーヴ,アドマイヤムーン,,ネイティヴダンサー系,11,29,5東7,13,未勝利*,ダ,1600,良,,石橋,56.0,,7,18.0,3,0.4,7,,,11,7,37.32,37.6,1,セントゴーデンス
3,,6,セブンワンダーズ,牡,3,468,  0,0,4,6.2, ,118,1,57,,*,岩田康誠,(美),斎藤誠,キセキ,クロフネ,,ニアークティック系,2,7,1東3,3,未勝利,ダ,1600,良,,津村,57.0,,4,8.5,2,0.1,2,,,1,1,37.02,37.9,4,フクシマブリルハム
4,,7,ナックスプレンダー,牡,3,502,- 4,- 4,3,6.0, ,108,5,57,,,吉田豊,(美),小野次郎,エスポワールシチー,アグネスタキオン,,ロイヤルチャージャー系,2,1,1東2,8,未勝利,ダ,1400,良,,吉田,57.0,,3,5.3,3,1.0,2,,,10,9,36.75,37.4,3,ケブランリ
4,,8,エムノビアンカ,牝,3,512,- 8,- 8,12,94.4, , 87,13,53,△,*,長浜鴻緒,(美),古賀慎明,マクフィ,ローエングリン,,ニアークティック系,11,16,5東4,初,新馬,芝,1600,良,,北村,55.0,,10,124.1,11,3.1,8,,,9,10,37.32,35.8,9,マテンロウネイビー
5,,9,ホウオウミステリー,牝,3,482,+ 4,+ 4,15,379.5, , 83,15,55,,,丸田恭介,(美),池上昌和,ドレフォン,ハーツクライ,,ロイヤルチャージャー系,10,19,4東7,初,新馬,ダ,1600,良,,丸田,55.0,,16,162.8,15,4.8,10,,,15,14,38.88,39.6,12,ラッキーキッド
5,,10,イアソンテソーロ,牡,3,482,- 2,- 2,10,56.8, ,109,4,57,,,小林脩斗,(美),高橋文雅,シュヴァルグラン,"Mizzen Mast",,ナスルーラ系,1,31,1東1,初,新馬,ダ,1400,良,,小林,57.0,,5,22.7,5,1.1,9,,,4,4,38.03,38.1,11,ユキノグラス
6,,11,ガイストゼーゲン,牡,3,512,- 8,- 8,9,47.8, ,108,5,57,,,江田照男,(美),高木登,リオンディーズ,クロフネ,,ニアークティック系,2,10,1東4,初,新馬,ダ,1600,稍,,江田,57.0,,10,48.7,4,1.5,5,,,2,1,36.66,40.1,9,ステラデルークス
6,,12,アンシュウマト,牡,3,450,- 2,- 2,7,10.9, , 99,11,57,,*,三浦皇成,(美),中川公成,マクフィ,シンボリクリスエス,,ロイヤルチャージャー系,11,30,5東8,初,新馬,ダ,1600,良,,岩部,56.0,,12,83.0,6,1.3,12,,,11,12,37.44,38.2,1,エジプシャンマウ
7,,13,ウィリーズロック,牡,3,490,+ 8,+ 8,11,84.9, ,103,9,57,,,原優介,(美),黒岩陽一,スワーヴリチャード,"Kitten's Joy",,ニアークティック系,12,20,5中5,初,新馬,芝,2000,良,,原優,56.0,,8,41.7,12,2.5,6,1,1,2,2,37.16,37.6,16,プラウディッツ
7,,14,ネッカーズルム,牡,3,472,+ 6,+ 6,6,9.5, ,104,8,57,,*,菅原明良,(美),土田稔,フォーウィールドライブ,"Royal Applause",,ニアークティック系,11,29,5東7,3,未勝利*,芝,1800,良,,吉田,56.0,,1,2.7,8,0.9,6,,3,3,3,36.90,35.0,9,ブリガンティン
8,,15,ブルーブロディ,牡,3,500,+ 8,+ 8,16,451.1, , 83,15,57,,*,木幡巧也,(美),伊坂重信,アジアエクスプレス,シンボリクリスエス,,ロイヤルチャージャー系,11,1,4東A,初,新馬,ダ,1400,不,,北村,56.0,,13,98.5,16,4.8,9,,,13,15,37.95,38.7,16,ビルバンテ
8,,16,マイネルトレマーズ,牡,3,548,-10,-10,2,4.5, ,100,10,57,,*,津村明秀,(美),手塚貴久,ベンバトル,アグネスデジタル,,ネイティヴダンサー系,12,14,5名4,4,未勝利*,ダ,1400,稍,,小沢,56.0,,3,7.2,10,2.2,3,,,10,10,36.38,39.6,9,クラシオン
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026022105010704,2026.2.21,土,東京,1東7,4,,新馬,ダート,1600,,2,良,晴,16,11:35,,馬齢,３歳
枠番,B,番,馬名S,性別,年齢,馬体重,増減,馬体重増減,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,マネーマネー,牝,3,400,,,10,104.6, ,  0,,55,,,原優介,(美),稲垣幸雄,ゴールドドリーム,エンパイアメーカー,,ネイティヴダンサー系,,,,,,,,,,,,,,,,,,,,,,,,,
1,,2,アイビーチーキー,牡,3,484,,,6,24.1, ,  0,,57,,,西村淳也,(美),加藤士津,フリオーソ,エンパイアメーカー,ロイヤルチャージャー系,ネイティヴダンサー系,,,,,,,,,,,,,,,,,,,,,,,,,
2,,3,ルーポ,牡,3,478,,,1,1.8, ,  0,,57,,,ルメール,(栗),小崎憲,"Not This Time","Unbridled's Song",,ネイティヴダンサー系,,,,,,,,,,,,,,,,,,,,,,,,,
2,,4,インサラータ,牝,3,440,,,7,37.2, ,  0,,55,,,三浦皇成,(美),小笠倫弘,ニューイヤーズデイ,ハーツクライ,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
3,,5,クリスタルビーチ,牡,3,492,,,13,182.0, ,  0,,57,,,武藤雅,(美),和田正一,ダノンプレミアム,キンシャサノキセキ,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
3,,6,ホウオウアワード,牡,3,450,,,9,93.2, ,  0,,57,,,丸田恭介,(美),奥村武,ブリックスアンドモルタル,ダイワメジャー,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
4,,7,ナムラダリア,牝,3,446,,,8,64.6, ,  0,,55,,,原田和真,(美),蛯名利弘,インディチャンプ,グランデラ,,ニアークティック系,,,,,,,,,,,,,,,,,,,,,,,,,
4,,8,ロジシーザ,牡,3,488,,,5,19.9, ,  0,,57,,,岩田康誠,(美),古賀慎明,ドレフォン,エピファネイア,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,9,クロレ,牝,3,454,,,3,5.7, ,  0,,55,,,戸崎圭太,(栗),福永祐一,"Quality Road",Bernardini,ネイティヴダンサー系,ナスルーラ系,,,,,,,,,,,,,,,,,,,,,,,,,
5,,10,オケアノステソーロ,牡,3,472,,,14,190.6, ,  0,,57,,,柴田大知,(美),田中剛,ジャスタウェイ,ダンスインザダーク,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
6,,11,イーグルロック,牡,3,564,,,4,5.7, ,  0,,57,,,石川裕紀,(美),相沢郁,ナダル,ハービンジャー,,ニアークティック系,,,,,,,,,,,,,,,,,,,,,,,,,
6,,12,ベルテオドーラ,牝,3,434,,,12,173.0, ,  0,,52,▲,,佐藤翔馬,(美),尾形和幸,サンダースノー,ダイワメジャー,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
7,,13,クインズサクラ,牝,3,428,,,15,193.7, ,  0,,55,,,小林脩斗,(美),奥平雅士,カレンブラックヒル,ヘニーヒューズ,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,14,レイズレガシー,牡,3,500,,,2,5.6, ,  0,,57,,,菅原明良,(美),高柳瑞樹,ロジャーバローズ,ヤマニンセラフィム,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
8,,15,ライヴジントニック,牡,3,544,,,11,140.6, ,  0,,54,▲,,上里直汰,(美),尾形和幸,ホッコータルマエ,ゼンノロブロイ,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
8,,16,ヒケヤイワフネ,牡,3,490,,,16,326.8, ,  0,,54,▲,,遠藤汰月,(美),高橋文雅,アルアイン,シンボリクリスエス,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026022105010705,2026.2.21,土,東京,1東7,5,,未勝利,芝,2400,D,4,良,晴,18,12:25,,馬齢,３歳
枠番,B,番,馬名S,性別,年齢,馬体重,増減,馬体重増減,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,チアファンファーレ,牝,3,412,  0,0,13,320.5, , 99,8,55,,*,吉村誠之,(美),田中博康,ハービンジャー,キズナ,ニアークティック系,,10,5,4東2,初,新馬,芝,2000,良,,津村,55.0,,7,14.4,10,2.2,11,,8,8,7,37.37,35.8,11,ゴーイントゥスカイ
2,,2,アデルバローズ,牝,3,360,+ 2,+ 2,11,77.2, , 91,12,55,,,大野拓弥,(美),森一誠,レイデオロ,ディープインパクト,,ロイヤルチャージャー系,1,31,1東1,初,新馬,芝,1800,良,,大野,55.0,,16,209.0,6,0.7,10,,11,8,8,37.60,33.7,6,リッツパーティー
3,,3,ナイトバード,牡,3,438,  0,0,4,10.8, ,105,5,57,,*,三浦皇成,(美),田村康仁,キズナ,ジャスタウェイ,,,1,17,1中6,10,未勝利,芝,2000,良,,横山,57.0,,9,15.0,7,0.4,3,7,7,9,7,36.77,35.3,4,レダアトミカ
3,,4,ヘイジュード,牡,3,490,- 2,- 2,1,1.7, ,121,1,57,,*,キング,(美),堀宣行,キタサンブラック,Congaree,,ナスルーラ系,2,7,1東3,初,新馬,芝,1800,良,,ルメ,57.0,,1,2.2,3,0.3,1,,10,11,14,37.85,34.1,1,ベルウッドクレド
4,,5,プロミスライン,牝,3,448,- 2,- 2,12,90.4, , 97,11,55,,,杉原誠人,(美),森一誠,キズナ,キングカメハメハ,,ネイティヴダンサー系,1,25,1中9,初,新馬,芝,2000,良,,杉原,55.0,,10,72.1,8,0.9,11,10,11,7,8,38.40,34.7,7,ヤマニンヘルシェ
4,,6,ガードオブオナー,牡,3,516,+ 4,+ 4,2,5.2, ,107,4,57,,*,ルメール,(美),林徹,サトノダイヤモンド,シンボリクリスエス,,ロイヤルチャージャー系,1,12,1中5,8,未勝利,芝,2000,良,,戸崎,57.0,,3,4.8,11,1.5,1,18,18,14,13,36.30,36.8,9,サトノマティーニ
5,,7,セイントクーヤ,牡,3,492,+12,+12,10,69.9, ,100,7,57,,*,原優介,(美),黒岩陽一,"St Mark's Basilica","Le Havre",,ナスルーラ系,12,20,5名5,2,未勝利*,芝,2000,稍,,石田,53.0,▲,12,133.7,8,0.6,12,8,8,9,10,37.63,35.3,7,ロードメルヴェイユ
5,,8,オウケンサクラコ,牝,3,426,- 4,- 4,14,340.6, , 87,14,55,,,木幡巧也,(美),田中勝春,レインボーライン,オウケンブルースリ,,ナスルーラ系,2,7,1東3,初,新馬,芝,1800,良,,木幡,55.0,,15,154.7,12,1.3,9,,16,16,15,37.90,35.0,7,ベルウッドクレド
6,,9,ゴールデンパゴーダ,牝,3,396,+ 2,+ 2,8,43.6, , 89,13,55,,*,菅原明良,(美),上原佑紀,バゴ,ステイゴールド,ナスルーラ系,ロイヤルチャージャー系,11,9,5東2,初,新馬,芝,2000,良,,荻野,55.0,,6,41.9,4,0.9,3,,2,2,2,37.29,34.7,6,ヴォートセレスト
6,,10,ハイランドパレス,牡,3,542,+ 4,+ 4,6,28.0, ,109,3,57,,*,荻野極,(美),鹿戸雄一,"Palace Pier","Wootton Bassett",,,12,6,5中1,初,新馬,芝,2000,良,,プー,56.0,,5,16.2,8,1.3,11,6,6,7,6,37.20,35.6,10,ゴディアーモ
7,,11,ラブトゥエニイワン,牡,3,466,- 4,- 4,9,67.5, , 98,10,57,,*,岩田康誠,(美),尾関知人,ロードカナロア,ブラックタイド,,ロイヤルチャージャー系,11,2,4東B,初,新馬,芝,2000,良,,横山,56.0,,2,5.9,8,1.5,2,,8,7,8,38.91,34.3,5,アローメタル
7,,12,シェリーシュシュ,牝,3,454,+ 4,+ 4,5,15.9, ,105,5,55,,,丸田恭介,(美),大竹正博,ゴールドシップ,ジャスタウェイ,,,1,31,1東1,初,新馬,芝,1800,良,,丸田,55.0,,8,25.5,4,0.7,15,,11,12,12,37.75,33.4,2,リッツパーティー
8,,13,アグアフレスカ,牝,3,500,- 2,- 2,7,42.7, , 99,8,53,△,*,長浜鴻緒,(美),国枝栄,ブリックスアンドモルタル,ゼンノロブロイ,,ロイヤルチャージャー系,1,11,1中4,4,未勝利,芝,2200,良,,北村,55.0,,10,79.5,8,0.8,7,12,12,12,11,36.98,36.0,2,グランアルト
8,,14,プレイザリード,牡,3,486,+ 4,+ 4,3,5.2, ,111,2,57,,*,田辺裕信,(美),加藤士津,キズナ,サクラバクシンオー,,ナスルーラ系,1,5,1中2,8,未勝利,芝,2000,良,,横山,57.0,,2,4.0,6,0.9,2,9,7,8,6,36.69,36.4,11,イモータリス
