レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026020105010201,2026.2.1,日,東京,1東2,1,,未勝利,ダート,1400,,2,良,晴,16,10:05,,馬齢,３歳
6,,11,ニンジャトットリ,牡,3,470,+ 4,+ 4,6,22.9, ,110,3,57,,,木幡育也,(美),松永康利,ミッキーアイル,シンボリクリスエス,,ロイヤルチャージャー系,1,12,1中5,3,未勝利,ダ,1200,良,,木幡,57.0,,4,20.9,4,0.5,5,,,9,8,35.80,37.5,1,アイスメルティング
6,,12,ツイスティドシルク,牡,3,494,+ 6,+ 6,9,55.5, ,105,8,57,,,津村明秀,(美),武藤善則,ファインニードル,コマンズ,,ニアークティック系,12,13,5中3,9,未勝利*,ダ,1800,良,,津村,56.0,,8,50.6,6,2.1,8,7,6,1,1,38.45,40.7,8,イッテラッシャイ
7,,13,ピコテーパー,牡,3,508,+10,+10,11,69.5, ,106,7,57,,,杉原誠人,(美),伊藤大士,シルバーステート,サクラバクシンオー,,ナスルーラ系,10,4,4東1,初,新馬,芝,1400,良,,杉原,56.0,,6,20.5,11,1.3,6,,,9,7,37.73,34.4,10,ファインサマーデイ
7,,14,モーゲンセン,牡,3,518,  0,0,2,5.0, ,119,1,57,,,戸崎圭太,(美),斎藤誠,Mendelssohn,"Pioneerof the Nile",,ネイティヴダンサー系,1,18,1中7,3,未勝利,ダ,1200,良,,戸崎,57.0,,3,4.5,2,0.1,2,,,4,1,33.70,39.5,8,マーガレットクレア
8,,15,ヴァルボナ,牡,3,488,+18,+18,4,7.3, ,104,9,57,,*,横山和生,(美),田村康仁,ミッキーアイル,Teofilo,,ニアークティック系,11,9,3福2,4,未勝利*,芝,1200,良,,丸山,56.0,,3,5.2,8,0.7,1,,,4,3,34.30,35.8,11,アンジュプロミス
8,,16,リオンアンサー,牝,3,428,+ 8,+ 8,12,251.4, , 97,12,55,,,柴田善臣,(美),佐藤吉勝,リオンディーズ,ハービンジャー,,ニアークティック系,12,6,5中1,5,未勝利*,ダ,1200,良,,柴田,55.0,,10,114.4,8,2.1,13,,,5,5,35.40,38.9,10,ビップムーラン
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026020105010202,2026.2.1,日,東京,1東2,2,,未勝利,ダート,2100,,4,良,晴,16,10:35,,馬齢,３歳
枠番,B,番,馬名S,性別,年齢,馬体重,増減,馬体重増減,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,アルファシーナ,牡,3,468,  0,0,10,139.6, , 98,7,54,▲,,遠藤汰月,(美),伊藤伸一,アポロケンタッキー,エンパイアメーカー,,ネイティヴダンサー系,1,11,1中4,3,未勝利,ダ,1800,良,,遠藤,54.0,▲,16,535.5,6,2.7,15,16,16,14,14,38.80,40.6,3,ファイタージェット
2,B,2,タイガーゲイト,牡,3,482,+ 6,+ 6,8,93.7, , 97,8,57,,*,木幡巧也,(美),大和田成,リオンディーズ,ディープインパクト,,ロイヤルチャージャー系,1,4,1中1,3,未勝利,ダ,1800,稍,B,丹内,57.0,,12,206.5,6,3.6,10,3,3,4,5,38.60,40.9,7,フィンガー
3,,3,ウインガネーシャ,牡,3,472,+ 4,+ 4,7,38.1, ,102,5,57,,*,原優介,(美),高木登,ゴールドドリーム,ヘニーヒューズ,,,1,11,1中4,初,新馬,ダ,1800,良,,菊沢,57.0,,10,65.4,7,1.5,9,6,4,7,6,38.95,39.5,7,エスシービクトリア
4,,4,ゴーフォアブローク,牡,3,534,+ 6,+ 6,2,4.7, ,116,2,55,△,,長浜鴻緒,(美),手塚貴久,インディチャンプ,"Giant's Causeway",,ニアークティック系,1,4,1中1,3,未勝利,ダ,1800,稍,,長浜,55.0,△,2,6.1,3,2.4,2,7,7,7,7,38.70,39.5,3,フィンガー
4,B,5,ロジキセキ,牡,3,488,+ 4,+ 4,9,119.5, , 92,12,57,,*,荻野極,(美),新開幸一,アドマイヤマーズ,フジキセキ,,ロイヤルチャージャー系,1,5,1中2,5,未勝利,ダ,1800,稍,B,野中,57.0,,10,144.0,8,2.6,12,12,12,12,11,38.90,40.7,6,カフェラジェム
5,,6,アスパラゴ,牝,3,476,  0,0,11,173.4, , 97,8,55,,,江田照男,(美),田村康仁,カリフォルニアクローム,ダンスインザダーク,,ロイヤルチャージャー系,1,11,1中4,2,未勝利・牝,ダ,1800,良,,江田,55.0,,12,233.6,8,2.3,11,11,10,11,11,39.30,40.6,7,ノーブルクラウド
5,B,7,オルブライト,牡,3,476,+ 6,+ 6,4,6.6, ,109,4,57,,,大野拓弥,(美),杉浦宏昭,オルフェーヴル,キングカメハメハ,,ネイティヴダンサー系,1,4,1中1,2,未勝利,ダ,1800,稍,B,大野,57.0,,4,13.0,4,2.6,3,10,10,10,5,38.90,39.3,2,フィンガー
6,,8,ルージュアリスタ,牝,3,496,+ 2,+ 2,3,5.2, ,111,3,55,,*,松山弘平,(美),宮田敬介,コントレイル,"Afleet Alex",,ネイティヴダンサー系,12,6,5中1,4,未勝利・牝*,ダ,1800,良,,マー,55.0,,1,2.2,5,0.6,1,5,7,7,6,38.30,40.4,5,ハニーオーケストラ
6,,9,ホウオウファミリー,牡,3,494,  0,0,1,1.7, ,120,1,57,,,戸崎圭太,(美),田中博康,レイデオロ,アグネスタキオン,,ロイヤルチャージャー系,1,11,1中4,初,新馬,ダ,1800,良,,戸崎,57.0,,1,3.1,3,0.5,1,3,3,2,2,38.75,38.9,4,エスシービクトリア
7,,10,ゴールドエンバー,牡,3,474,+ 6,+ 6,5,22.6, ,100,6,57,,,木幡初也,(美),竹内正洋,バゴ,ステイゴールド,ナスルーラ系,ロイヤルチャージャー系,1,11,1中4,12,未勝利,芝,2200,良,,木幡,57.0,,13,113.5,7,0.7,5,7,9,9,9,36.90,36.1,5,グランアルト
7,,11,フロステリオン,牡,3,452,+ 6,+ 6,13,347.2, , 90,13,57,,*,安藤洋一,(美),萱野浩二,ディープブリランテ,ダンカーク,ロイヤルチャージャー系,,1,18,1中7,14,未勝利,ダ,1800,良,,菊沢,57.0,,10,242.4,10,5.0,6,11,11,11,10,39.00,42.7,10,サイモフェーン
8,,12,グランドスウェル,牡,3,516,+ 4,+ 4,6,32.6, , 96,10,57,,*,杉原誠人,(美),畠山吉宏,サトノダイヤモンド,"Fusaichi Pegasus",,ネイティヴダンサー系,1,11,1中4,5,未勝利,芝,2200,良,,丸田,57.0,,15,165.8,11,1.2,15,9,11,13,11,37.05,36.2,8,グランアルト
8,,13,マイネルスラーヴァ,牡,3,514,- 8,- 8,12,192.4, , 95,11,57,,*,柴田大知,(美),高木登,ダノンバラード,Tapit,,ナスルーラ系,1,11,1中4,初,新馬,ダ,1800,良,,木幡,57.0,,13,104.3,10,3.5,8,13,14,12,11,39.40,40.6,11,エスシービクトリア
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026020105010203,2026.2.1,日,東京,1東2,3,,未勝利,ダート,1600,,2,良,晴,16,11:05,牝,馬齢,３歳
枠番,B,番,馬名S,性別,年齢,馬体重,増減,馬体重増減,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,カスターニエ,牝,3,426,- 4,- 4,12,165.4, , 84,13,51,★,*,谷原柚希,(美),伊藤圭三,オルフェーヴル,プリサイスエンド,,ネイティヴダンサー系,12,27,5中7,4,未勝利*,ダ,1200,稍,,横山,55.0,,11,138.0,16,11.6,15,,,16,16,41.90,41.4,16,パータリプトラ
1,,2,グラスハーティー,牝,3,494,  0,0,5,12.6, ,104,5,55,,,大野拓弥,(美),松山将樹,ダノンプレミアム,キングカメハメハ,,ネイティヴダンサー系,1,12,1中5,3,未勝利・牝,ダ,1800,良,,大野,55.0,,8,27.3,5,1.5,10,12,12,14,10,39.40,39.4,3,ホールドザデイ
2,,3,タイセイルビー,牝,3,458,- 4,- 4,9,55.7, ,103,6,55,,*,石川裕紀,(美),千葉直人,サトノダイヤモンド,"Awesome Again",,ニアークティック系,12,6,5中1,2,未勝利・牝*,ダ,1800,良,,荻野,55.0,,5,8.4,7,1.3,2,5,4,4,6,38.20,41.3,6,ハニーオーケストラ
2,,4,メリティス,牝,3,484,  0,0,3,6.2, ,107,3,55,,,吉田豊,(美),嘉藤貴行,パイロ,オルフェーヴル,ナスルーラ系,,11,1,4東A,初,新馬,ダ,1400,不,,吉田,55.0,,4,6.3,4,0.7,7,,,10,7,36.90,36.0,2,ビルバンテ
3,B,5,フーディエラン,牝,3,418,+ 2,+ 2,8,43.2, ,100,9,52,▲,*,佐藤翔馬,(美),田中剛,ポエティックフレア,スペシャルウィーク,,ロイヤルチャージャー系,1,10,1中3,11,未勝利,ダ,1800,良,,横山,55.0,,8,18.8,6,1.1,6,7,7,7,7,38.40,40.7,6,ベルウッドピース
3,,6,イデアクリスタル,牝,3,476,+ 4,+ 4,6,13.4, ,107,3,55,,,横山和生,(美),小西一男,ホークビル,ダイワメジャー,,ロイヤルチャージャー系,1,11,1中4,2,未勝利・牝,ダ,1800,良,,横山,55.0,,3,3.7,6,2.0,3,16,16,9,7,39.20,40.5,6,ノーブルクラウド
4,,7,ボーントゥラブユー,牝,3,480,+10,+10,4,6.9, ,101,7,55,,*,坂井瑠星,(美),小笠倫弘,コントレイル,"Street Cry",,ネイティヴダンサー系,11,23,5東5,4,未勝利・牝*,芝,1800,良,,三浦,55.0,,7,39.0,12,1.2,17,,8,9,10,36.80,34.8,9,リスレジャンデール
4,,8,スイートハイデン,牝,3,472,- 6,- 6,10,61.8, ,101,7,55,,*,西村淳也,(美),菊川正達,ロジャーバローズ,サウスヴィグラス,,ネイティヴダンサー系,1,10,1中3,初,新馬・牝,ダ,1800,良,,佐々,55.0,,7,26.5,6,0.5,9,7,7,6,5,39.20,41.2,5,ガーヴィ
5,,9,ルージュリリック,牝,3,476,+ 6,+ 6,2,3.4, ,114,1,55,,*,荻野極,(美),上原佑紀,ポエティックフレア,ディープインパクト,,ロイヤルチャージャー系,10,18,4新1,13,未勝利*,芝,1600,良,,丹内,55.0,,1,3.7,4,0.6,6,,,6,5,36.30,34.0,5,リアライズブラーヴ
5,,10,ペイシャロッチ,牝,3,480,- 2,- 2,15,277.7, , 84,13,55,,*,柴田大知,(美),粕谷昌央,タニノフランケル,フジキセキ,,ロイヤルチャージャー系,11,29,5東7,5,未勝利*,芝,1800,良,,木幡,55.0,,12,442.6,12,2.5,12,,9,11,9,37.20,36.0,12,ブリガンティン
6,,11,ジュワネング,牝,3,478,+ 6,+ 6,1,2.8, ,111,2,55,,*,岩田康誠,(美),栗田徹,"Gun Runner",Speightstown,,ネイティヴダンサー系,12,7,5中2,初,新馬,ダ,1800,良,,荻野,55.0,,4,8.0,3,1.2,2,3,2,6,5,39.20,38.5,3,ユアフェリシティ
6,,12,サイモンセレーノ,牝,3,446,- 8,- 8,11,137.2, , 92,10,55,,,木幡巧也,(美),勢司和浩,カリフォルニアクローム,ディープインパクト,,ロイヤルチャージャー系,12,21,5中6,初,新馬,芝,1600,重,,木幡,55.0,,14,170.4,9,2.7,12,,10,13,12,36.60,36.8,7,ロデオドライブ
7,,13,バイアブランカ,牝,3,510,,,7,14.9, ,  0,,55,,,津村明秀,(美),古賀慎明,イスラボニータ,"Smart Strike",,ネイティヴダンサー系,,,,,,,,,,,,,,,,,,,,,,,,,
7,,14,レーヴルーバ,牝,3,416,+ 4,+ 4,14,231.6, , 92,10,53,△,*,長浜鴻緒,(美),蛯名利弘,レーヴミストラル,スズカマンボ,,ロイヤルチャージャー系,12,21,5中6,初,新馬,芝,1600,重,,丸田,55.0,,15,210.3,8,2.4,15,,10,10,8,36.36,36.9,8,ロデオドライブ
8,,15,ディアファニス,牝,3,466,+ 2,+ 2,13,177.6, , 89,12,52,▲,*,上里直汰,(美),伊坂重信,スズカコーズウェイ,シンボリクリスエス,ニアークティック系,ロイヤルチャージャー系,1,4,1中1,13,未勝利,芝,1600,良,,田辺,55.0,,12,166.5,16,1.7,13,,6,5,5,35.70,36.7,15,タイセイアストロ
8,,16,ナンヨーリクエスト,牝,3,422,+ 2,+ 2,16,338.7, , 81,15,52,▲,*,遠藤汰月,(美),中舘英二,ドレフォン,キングカメハメハ,,ネイティヴダンサー系,1,12,1中5,8,未勝利・牝,ダ,1800,良,,長浜,53.0,△,14,196.8,15,4.1,12,14,14,16,16,40.30,40.2,9,ホールドザデイ
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026020105010204,2026.2.1,日,東京,1東2,4,,1勝,ダート,1400,,2,良,晴,16,11:35,,定量,４上
枠番,B,番,馬名S,性別,年齢,馬体重,増減,馬体重増減,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,ラッキーヤース,牡,5,482,+10,+10,9,90.0, , 99,8,56,△,*,長浜鴻緒,(美),鈴木伸尋,シュヴァルグラン,キンシャサノキセキ,,ロイヤルチャージャー系,11,15,5東3,6,１勝ｸﾗｽ,ダ,1400,良,,津村,58.0,,8,36.3,7,0.9,7,,,10,10,37.13,36.1,5,エリカマユーリ
1,,2,メリーサウンド,牝,4,466,+10,+10,13,342.3, , 92,13,55,,*,江田照男,(美),小笠倫弘,オルフェーヴル,ラムタラ,,ニアークティック系,11,15,5東3,3,１勝ｸﾗｽ,ダ,1400,良,,菅原,55.0,,12,199.6,10,1.6,15,,,10,11,37.35,36.5,9,エリカマユーリ
2,B,3,ペロ,牡,5,508,  0,0,6,24.4, ,107,5,58,,*,田辺裕信,(美),小西一男,シルバーステート,"Red Ransom",,ロイヤルチャージャー系,1,10,1中3,3,１勝ｸﾗｽ,ダ,1200,良,B,丸山,58.0,,7,25.4,5,0.4,6,,,16,15,36.70,36.2,1,キボウノホシ
2,,4,リッチハンター,牡,6,524,+12,+12,11,232.0, , 94,12,55,▲,*,佐藤翔馬,(美),本間忍,ホッコータルマエ,ブラックタイド,,ロイヤルチャージャー系,12,28,5中8,9,１勝ｸﾗｽ,ダ,1200,良,,小林,55.0,▲,9,33.0,13,2.0,13,,,12,12,35.40,38.6,12,タイセイルヴァン
3,,5,リッキースタイル,牡,4,486,+ 2,+ 2,5,20.3, ,113,4,57,,,菅原明良,(美),水野貴広,ジャスタウェイ,スタチューオブリバティ,,ニアークティック系,1,5,1中2,3,１勝ｸﾗｽ,ダ,1200,稍,,菅原,58.0,,6,13.8,3,0.2,10,,,2,2,34.70,37.2,10,ビーコング
3,,6,マックスキュー,牡,4,488,+ 4,+ 4,1,2.3, ,124,1,57,,*,ルメール,(美),鹿戸雄一,サートゥルナーリア,ローエングリン,,ニアークティック系,11,24,5東6,24,１勝ｸﾗｽ,ダ,1400,良,,レー,57.0,,1,2.5,2,0.5,2,,,7,8,36.75,36.0,2,スリーピース
4,,7,ゼンカイパイロ,牡,5,496,+10,+10,3,4.2, ,120,2,58,,,横山典弘,(美),伊坂重信,パイロ,カリスタグローリ,ナスルーラ系,ナスルーラ系,11,15,5東3,3,１勝ｸﾗｽ,ダ,1400,良,,横山,58.0,,2,4.6,3,0.2,2,,,6,6,36.83,35.8,2,エリカマユーリ
4,B,8,アイアムイチバン,牡,4,530,+28,+28,8,52.7,>, 98,10,57,,*,安藤洋一,(美),奥平雅士,パイロ,アグネスタキオン,ナスルーラ系,ロイヤルチャージャー系,4,26,2東1,4,未勝利,ダ,1400,稍,B,松岡,57.0,,7,32.0,1,-0.0,8,,,1,1,36.83,36.7,6,(アラスカフレイバー)
5,,9,キョウエイスレーヴ,牡,4,456,+ 2,+ 2,7,31.3, ,106,6,57,,,原優介,(美),萱野浩二,ルヴァンスレーヴ,マイネルラヴ,,ネイティヴダンサー系,11,24,5東6,3,１勝ｸﾗｽ,ダ,1400,良,,原優,57.0,,6,13.7,6,1.4,5,,,7,8,36.83,36.8,6,スリーピース
5,,10,サノノアメリカン,牡,4,466,- 8,- 8,15,460.6, , 96,11,54,▲,*,上里直汰,(美),天間昭一,アメリカンペイトリオット,タイキシャトル,,ロイヤルチャージャー系,12,14,5名4,2,１勝ｸﾗｽ,ダ,1200,稍,,石神,54.0,▲,9,56.5,14,3.1,6,,,4,4,35.90,38.9,16,ドラゴンテイラー
6,,11,ダイタエリュシオン,牡,4,494,  0,0,14,374.4, , 85,16,57,,*,杉原誠人,(美),土田稔,ホッコータルマエ,ブライアンズタイム,,ロイヤルチャージャー系,12,20,5名5,10,１勝ｸﾗｽ,ダ,1400,稍,,柴田,57.0,,15,430.3,11,1.0,11,,,10,11,36.75,37.3,9,ペイドラロワール
6,,12,ブルーリヴァーサル,牡,6,468,+12,+12,16,681.9, , 88,15,55,▲,*,遠藤汰月,(美),的場均,ディープスカイ,アグネスデジタル,ロイヤルチャージャー系,ネイティヴダンサー系,12,21,5名6,2,１勝ｸﾗｽ・若,ダ,1200,稍,,小林,58.0,,16,424.0,10,1.4,15,,,16,16,36.60,36.5,5,エメラヴィ
7,,13,サンロレンツォ,牝,5,512,+12,+12,12,308.1, , 90,14,56,,*,武藤雅,(美),武藤善則,シャンハイボビー,フジキセキ,,ロイヤルチャージャー系,11,15,3福3,3,１勝ｸﾗｽ,ダ,1150,良,,柴田,54.0,△,10,37.5,12,1.3,1,,,15,13,36.33,37.0,3,プレゼンティーア
7,,14,ベラジオワールド,牡,4,508,+22,+22,2,3.6, ,114,3,56,,*,横山和生,(美),伊藤大士,Exceedance,Lonhro,,ロイヤルチャージャー系,10,18,4東6,3,１勝ｸﾗｽ,芝,1400,良,,横山,55.0,,1,4.1,6,0.9,2,,,7,7,35.18,34.1,9,ミクストベリーズ
8,,15,エルオレンス,牡,4,486,  0,0,10,172.6, , 99,8,57,,*,柴田善臣,(美),深山雅史,フォーウィールドライブ,ゼンノロブロイ,,ロイヤルチャージャー系,12,28,5中8,4,１勝ｸﾗｽ,ダ,1200,良,,横山,57.0,,7,14.1,11,1.7,2,,,5,8,35.00,38.7,13,タイセイルヴァン
8,,16,マルセルテソーロ,牡,4,498,+ 4,+ 4,4,7.6, ,100,7,57,,*,木幡巧也,(美),牧光二,フィエールマン,Camelot,,,12,21,5中6,3,１勝ｸﾗｽ,ダ,1800,重,,石橋,57.0,,5,10.6,10,1.0,11,2,2,2,2,36.80,38.7,13,コンティオ
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026020105010205,2026.2.1,日,東京,1東2,5,,新馬,芝,1600,D,2,良,晴,16,12:25,,馬齢,３歳
枠番,B,番,馬名S,性別,年齢,馬体重,増減,馬体重増減,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,B,1,モズラストセール,牡,3,494,,,13,111.2, ,  0,,57,,,木幡巧也,(美),加藤征弘,サートゥルナーリア,"Kitten's Joy",,ニアークティック系,,,,,,,,,,,,,,,,,,,,,,,,,
1,,2,ヘヴンリーサイン,牡,3,466,,,15,165.2, ,  0,,57,,,江田照男,(美),深山雅史,エポカドーロ,ホワイトマズル,,ニアークティック系,,,,,,,,,,,,,,,,,,,,,,,,,
2,,3,アグネスブリッツ,牝,3,444,,,9,34.2, ,  0,,55,,,横山和生,(美),和田勇介,フォーウィールドライブ,ヴィクトワールピサ,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
2,,4,ロードキャリバー,牡,3,506,,,14,119.3, ,  0,,57,,,ハマーハ,(美),和田勇介,ビッグアーサー,マリエンバード,,ニアークティック系,,,,,,,,,,,,,,,,,,,,,,,,,
3,,5,フェアリーキャット,牝,3,432,,,16,195.7, ,  0,,55,,,菅原隆一,(美),鈴木慎太,ディスクリートキャット,パイロ,,ナスルーラ系,,,,,,,,,,,,,,,,,,,,,,,,,
3,,6,サトノフレイ,牡,3,478,,,1,2.4, ,  0,,57,,,戸崎圭太,(栗),友道康夫,サートゥルナーリア,"Closing Argument",,マンノウォー系,,,,,,,,,,,,,,,,,,,,,,,,,
4,,7,マイシドニー,牡,3,496,,,8,26.9, ,  0,,55,,,木幡初也,(栗),新谷功一,"Wootton Bassett","Lope de Vega",,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,8,ロッサコメータ,牝,3,450,,,10,38.9, ,  0,,55,,,柴田大知,(栗),吉岡辰弥,エピファネイア,"Medaglia d'Oro",,ニアークティック系,,,,,,,,,,,,,,,,,,,,,,,,,
5,,9,ヤマニンアレシス,牡,3,456,,,11,66.5, ,  0,,57,,,小林脩斗,(美),堀内岳志,イスラボニータ,キングカメハメハ,,ネイティヴダンサー系,,,,,,,,,,,,,,,,,,,,,,,,,
5,,10,ホウオウアシュリン,牝,3,436,,,4,7.9, ,  0,,55,,,荻野極,(栗),吉岡辰弥,ポエティックフレア,デュランダル,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
6,,11,キトゥンズラスター,牝,3,412,,,7,20.4, ,  0,,55,,,坂井瑠星,(栗),橋口慎介,モーリス,ディープインパクト,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
6,,12,ジャスパーブレイズ,牡,3,504,,,6,15.9, ,  0,,57,,,キング,(栗),森秀行,"Beau Liam","Scat Daddy",,ニアークティック系,,,,,,,,,,,,,,,,,,,,,,,,,
7,,13,ジェッディンデデン,牝,3,482,,,12,66.6, ,  0,,53,△,,長浜鴻緒,(美),大和田成,モズアスコット,スズカマンボ,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
7,,14,カーブドフェザー,牝,3,444,,,2,5.2, ,  0,,55,,,ルメール,(美),蛯名正義,サートゥルナーリア,ディープインパクト,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
8,,15,アスクイキゴミ,牡,3,500,,,3,5.8, ,  0,,57,,,西村淳也,(栗),藤原英昭,ロードカナロア,"Bated Breath",,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,16,トラスティア,牝,3,452,,,5,10.4, ,  0,,55,,,横山典弘,(美),菊沢隆徳,Authentic,"More Than Ready",,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
