レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026020810010601,2026.2.8,日,小倉,1小6,1,,未勝利,ダート,1700,,4,良,曇,16,09:45,,馬齢,３歳
5,,10,ビナハイバン,牡,3,462,- 6,- 6,15,121.7, , 89,15,54,▲,*,和田陽希,(栗),中尾秀正,コパノリッキー,シニスターミニスター,,ナスルーラ系,12,14,5阪4,2,未勝利*,ダ,1400,稍,,西塚,55.0,☆,13,113.9,14,4.1,13,,,7,7,35.63,41.3,14,カナタコナタ
6,,11,イサギ,牡,3,474,+10,+10,8,15.6, , 98,8,57,,*,小沢大仁,(栗),小椋研介,リアルスティール,タイキシャトル,,ロイヤルチャージャー系,12,6,5阪1,2,未勝利*,ダ,1200,良,,菱田,56.0,,7,32.8,7,0.8,5,,,10,8,35.90,37.8,4,ベラジオリン
6,,12,マイネルゼーロス,牡,3,488,- 4,- 4,9,17.3, ,107,2,54,▲,*,石神深道,(美),相沢郁,ダノンバラード,アドマイヤコジーン,,ナスルーラ系,2,1,1小4,4,未勝利,ダ,1700,良,,丹内,57.0,,7,17.4,5,1.5,5,7,7,5,5,37.80,39.3,7,ラブインアクション
7,,13,コパノルーカス,牡,3,494,+10,+10,14,114.5, , 96,9,57,,*,加藤祥太,(栗),梅田智之,モズアスコット,サウスヴィグラス,,ネイティヴダンサー系,10,25,3京8,2,未勝利*,ダ,1800,良,,岩田,56.0,,9,95.4,8,2.0,7,2,2,2,2,39.05,39.5,8,ゴールデンスラム
7,,14,デルニエジョイ,牡,3,480,+22,+22,2,5.1, ,101,7,57,,*,丹内祐次,(栗),鈴木孝志,シスキン,ダンスインザダーク,,ロイヤルチャージャー系,10,18,3京6,2,未勝利*,ダ,1400,稍,,和田,56.0,,3,5.1,7,0.7,3,,,1,1,35.33,38.8,7,エシェックオロワ
8,,15,ゴーゴーパワー,牡,3,470,+ 2,+ 2,16,142.3, , 91,13,55,△,*,鷲頭虎太,(栗),井上智史,ノーブルミッション,ストーミングホーム,,ネイティヴダンサー系,10,4,3京1,11,未勝利*,ダ,1800,重,,西塚,55.0,☆,12,286.4,10,3.0,11,14,14,14,12,38.25,38.7,6,フルールドール
8,,16,ブルーミーティア,牡,3,490,+ 2,+ 2,1,4.8, , 96,9,54,▲,*,小林美駒,(美),鈴木伸尋,モズアスコット,マジェスティックウォリアー,,,12,14,5名4,2,未勝利*,ダ,1400,稍,,上里,53.0,▲,10,20.1,7,1.1,1,,,7,7,36.23,38.7,3,クラシオン
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026020810010602,2026.2.8,日,小倉,1小6,2,,未勝利,芝,1200,A,2,良,曇,18,10:15,牝,馬齢,３歳
枠番,B,番,馬名S,性別,年齢,馬体重,増減,馬体重増減,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,シェーロドラート,牝,3,470,+ 2,+ 2,1,2.8, ,117,2,55,,*,菊沢一樹,(美),加藤士津,ベンバトル,オルフェーヴル,,,12,21,5名6,4,未勝利*,芝,1400,稍,,斎藤,55.0,,3,5.3,5,0.3,7,,,3,3,35.40,35.0,9,テルヴィセクス
1,,2,ダブルチャレンジ,牝,3,436,+ 2,+ 2,10,35.5, ,108,6,55,,,長岡禎仁,(美),深山雅史,シャンハイボビー,キズナ,,,12,6,5名1,6,未勝利*,芝,1200,良,,長岡,55.0,,10,78.8,6,0.4,18,,,3,3,34.90,34.8,15,ハッピーラッキー
2,,3,ルルマーレ,牝,3,488,+ 6,+ 6,11,38.3, ,105,10,55,,*,杉原誠人,(美),伊藤大士,ビッグアーサー,Kingman,,,12,6,5中1,4,未勝利*,ダ,1200,良,,三浦,55.0,,3,6.5,12,3.3,4,,,2,2,35.20,40.3,14,ビップムーラン
2,,4,ハッピーローヴァー,牝,3,420,+ 2,+ 2,7,19.9, ,108,6,55,,*,角田大和,(栗),渡辺薫彦,リアルスティール,キンシャサノキセキ,,ロイヤルチャージャー系,12,21,5名6,2,未勝利*,芝,1400,稍,,高杉,55.0,,5,11.0,6,0.6,4,,,5,5,35.48,35.2,12,テルヴィセクス
3,,5,ティンクルバレット,牝,3,418,-10,-10,5,13.7, ,112,4,54,☆,,西塚洸二,(栗),池添学,ミッキーアイル,Vindication,,ナスルーラ系,1,25,1小2,14,未勝利,芝,1200,良,,西塚,54.0,☆,9,40.6,4,0.3,10,,,3,3,33.90,34.4,6,ミトノリン
3,,6,キョウエイクローム,牝,3,428,- 8,- 8,15,182.3, ,  0,,55,,*,国分恭介,(栗),森田直行,カリフォルニアクローム,ディープインパクト,,ロイヤルチャージャー系,11,22,4京5,4,未勝利*,芝,1200,良,,高倉,55.0,,18,547.5,止,----,15,,,16,17,,----,,トップアタック
4,,7,グレーターグレイ,牝,3,418,+12,+12,16,210.3, , 90,15,53,△,*,柴田裕一,(栗),緒方努,グレーターロンドン,シルバーチャーム,,その他のエクリプス系,12,7,5阪2,初,新馬,芝,1600,良,,高杉,55.0,,10,24.7,16,1.4,13,,,5,7,37.56,35.0,16,アンソニー
4,,8,バランソワール,牝,3,426,+10,+10,3,7.3, ,115,3,55,,*,丹内祐次,(美),矢野英一,ポエティックフレア,エピファネイア,,,11,15,3福3,11,未勝利*,芝,1200,良,,荻野,55.0,,5,8.3,2,0.1,13,,,13,12,34.40,34.6,1,ロンドンオービタル
5,,9,ノーブルマドンナ,牝,3,424,- 6,- 6,14,140.7, , 93,14,52,▲,*,和田陽希,(栗),藤野健太,ノーブルミッション,ヴィクトワールピサ,,ロイヤルチャージャー系,12,14,5阪4,初,新馬,芝,1400,稍,,松若,55.0,,9,39.0,8,1.2,8,,,3,3,35.10,36.4,8,テイエムスティール
5,,10,ゴッドアイ,牝,3,428,  0,0,2,3.5, ,111,5,55,,,鮫島克駿,(栗),橋口慎介,コントレイル,アドマイヤムーン,,ネイティヴダンサー系,12,7,5阪2,15,未勝利*,芝,1400,良,,鮫島,55.0,,7,19.2,3,0.6,9,,,3,3,34.28,35.1,8,メイクワンズデイ
6,,11,ミスマリーゴールド,牝,3,428,- 4,- 4,13,67.1, , 95,13,52,▲,*,石田拓郎,(栗),畑端省吾,ダノンスマッシュ,フジキセキ,,ロイヤルチャージャー系,11,30,4京8,初,新馬,芝,1200,良,,酒井,55.0,,10,47.0,5,1.0,10,,,3,3,35.50,35.4,11,オンザマーチ
6,,12,グラディオール,牝,3,422,- 2,- 2,8,28.8, ,106,9,55,,*,小沢大仁,(栗),寺島良,リオンディーズ,ハーツクライ,,ロイヤルチャージャー系,11,30,4京8,初,新馬,芝,1200,良,,西村,55.0,,1,3.2,9,1.3,1,,,10,9,36.60,34.6,3,オンザマーチ
7,,13,フェンネル,牝,3,404,- 4,- 4,17,253.3, , 86,16,53,△,*,鷲頭虎太,(栗),大根田裕,ディスクリートキャット,タニノギムレット,,ロイヤルチャージャー系,11,22,4京5,2,未勝利・牝*,ダ,1200,良,,国分,55.0,,11,169.6,14,2.6,12,,,11,11,37.30,38.5,14,テーオーナタリー
7,,14,ディアーモルタル,牝,3,422,+ 4,+ 4,12,40.3, ,101,12,55,,,松若風馬,(栗),宮本博,ブリックスアンドモルタル,フジキセキ,,ロイヤルチャージャー系,11,30,4京8,初,新馬,芝,1200,良,,松若,55.0,,4,9.0,8,1.3,5,,,12,12,36.80,34.4,1,オンザマーチ
8,,15,ハヤテノオジョー,牝,3,402,  0,0,9,34.3, ,108,6,55,,*,斎藤新,(栗),杉山佳明,シルバーステート,Australia,,,11,1,3京A,2,未勝利*,芝,1200,稍,,鮫島,55.0,,4,7.5,4,0.3,3,,,6,5,35.60,34.6,4,トモジャプレジール
8,,16,エコロアビス,牝,3,474,+ 4,+ 4,4,8.3, ,120,1,52,▲,,田山旺佑,(栗),牧浦充徳,ロジャーバローズ,ブライアンズタイム,,ロイヤルチャージャー系,1,25,1小2,10,未勝利,芝,1200,良,,田山,52.0,▲,4,6.2,3,0.2,7,,,2,2,33.70,34.5,7,ミトノリン
8,,17,フルフィルメント,牝,3,512,- 4,- 4,6,18.7, ,102,11,52,▲,*,石神深道,(栗),宮地貴稔,ベンバトル,マツリダゴッホ,,ロイヤルチャージャー系,1,24,1京8,8,未勝利,芝,1400,良,,小崎,55.0,,15,178.8,4,0.5,11,,,1,1,35.03,35.8,9,メルメラーダ
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026020810010603,2026.2.8,日,小倉,1小6,3,,1勝,ダート,1000,,2,良,曇,14,10:45,,定量,４上
枠番,B,番,馬名S,性別,年齢,馬体重,増減,馬体重増減,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,B,1,カジカライズ,牡,5,440,- 2,- 2,13,144.8, , 88,13,55,▲,,大久保友,(美),久保田貴,シルバーステート,Manduro,,その他のエクリプス系,12,14,5名4,5,１勝ｸﾗｽ,ダ,1200,稍,,大久,55.0,▲,13,180.6,15,3.3,15,,,12,11,36.40,38.6,15,ドラゴンテイラー
2,,2,アルヘンティニータ,牝,5,430,- 6,- 6,9,14.0, ,110,4,56,,,杉原誠人,(栗),西村真幸,Constitution,Tizway,,,11,22,3福5,2,１勝ｸﾗｽ,ダ,1150,良,,杉原,56.0,,9,36.5,3,0.2,14,,,7,5,35.45,37.3,3,ビーアイフォルテ
3,,3,マオノクラッシュ,牝,4,488,- 8,- 8,1,3.1, ,114,2,53,▲,*,小林美駒,(美),黒岩陽一,リアルインパクト,"Temple City",,,12,13,5中3,16,１勝ｸﾗｽ,ダ,1200,良,,原優,55.0,,1,2.9,6,0.5,9,,,6,6,35.50,37.3,8,レイユール
3,B,4,イチトゼロノアイダ,牝,4,484,- 6,- 6,3,7.6, , 97,11,53,▲,*,舟山瑠泉,(栗),石坂公一,サンダースノー,ディープインパクト,,ロイヤルチャージャー系,12,7,5阪2,4,１勝ｸﾗｽ・牝,ダ,1200,良,,田山,52.0,▲,8,20.7,9,1.6,7,,,1,2,34.80,39.4,10,モンテディアーナ
4,B,5,グッドヴァイブス,牡,5,494,+ 4,+ 4,6,10.7, ,106,5,58,,*,鮫島克駿,(美),高柳瑞樹,シュヴァルグラン,"Stormy Atlantic",,ニアークティック系,12,6,5中1,23,１勝ｸﾗｽ,ダ,1200,良,B,三浦,58.0,,2,6.2,15,2.8,7,,,2,2,34.00,40.0,16,タイセイピューマ
4,,6,シャーンゴッセ,セ,6,496,- 2,- 2,2,5.5, ,119,1,56,△,,鷲頭虎太,(美),蛯名正義,イスラボニータ,ブライアンズタイム,,ロイヤルチャージャー系,11,22,3福5,2,１勝ｸﾗｽ,ダ,1150,良,,鷲頭,56.0,△,2,5.0,4,0.4,2,,,7,8,35.45,37.5,4,ビーアイフォルテ
5,,7,スターチスブーケ,牝,5,510,+10,+10,10,31.9, , 89,12,56,,*,菊沢一樹,(美),田中勝春,"Practical Joke",Haynesfield,,,11,9,3福2,2,１勝ｸﾗｽ,芝,1200,良,,丸山,56.0,,16,130.7,11,1.2,7,,,15,14,35.10,35.2,5,バンディート
5,,8,マカニ,牝,4,474,+ 4,+ 4,8,13.6, ,105,6,53,▲,,石田拓郎,(美),尾形和幸,ルヴァンスレーヴ,デヒア,,ニアークティック系,1,25,1小2,25,１勝ｸﾗｽ,ダ,1000,良,,石田,53.0,▲,6,13.6,5,0.9,9,,,2,2,34.95,36.5,7,ララアヴリル
6,,9,レネネト,牝,4,520,-12,-12,7,11.4,>, 83,14,53,▲,*,田山旺佑,(栗),佐々木晶,"American Pharoah","Sky Mesa",,ナスルーラ系,7,17,門別,3,３歳以,ダ,1200,稍,,服部,55.0,,1,,1,-0.7,,,,1,1,,----,,(フェアリーマジック)
6,,10,エコロカディス,セ,4,448,- 4,- 4,,取消し, ,100,8,55,▲,*,石神深道,(美),森一誠,"Global Campaign",Ghostzapper,,ニアークティック系,12,7,5名2,3,１勝ｸﾗｽ,ダ,1400,良,,黛弘,57.0,,8,20.6,13,1.4,8,,,2,2,34.95,39.4,15,カレンワッツアップ
7,B,11,クインズシフォン,牝,4,452,  0,0,4,7.9, ,111,3,56,,*,丹内祐次,(美),和田正一,デクラレーションオブウォー,トワイニング,,ネイティヴダンサー系,1,17,1中6,3,１勝ｸﾗｽ,ダ,1200,良,B,石神,53.0,▲,9,16.9,3,0.1,5,,,8,8,34.90,37.1,1,メッエフアパラ
7,,12,ヨーグルトナン,牝,4,454,- 6,- 6,12,74.0, , 98,10,55,☆,*,西塚洸二,(栗),井上智史,ダンカーク,トワイニング,,ネイティヴダンサー系,12,21,5名6,9,１勝ｸﾗｽ,ダ,1200,稍,,鷲頭,53.0,△,8,54.4,7,1.0,15,,,4,6,36.00,37.5,12,スプランドゥール
8,,13,エコロレオナ,牝,4,440,+ 8,+ 8,5,10.5, ,101,7,56,,*,松本大輝,(栗),森秀行,"City of Light","Union Rags",,,11,24,3福6,12,１勝ｸﾗｽ,ダ,1150,良,,武豊,55.0,,3,6.3,13,1.8,2,,,10,10,35.89,37.6,11,レグザゴン
8,B,14,オコジュ,牝,6,472,- 2,- 2,11,37.8, , 99,9,56,,,嶋田純次,(美),矢嶋大樹,ロゴタイプ,ハービンジャー,,ニアークティック系,1,25,1小2,11,１勝ｸﾗｽ,ダ,1000,良,B,嶋田,56.0,,12,153.0,4,0.8,11,,,9,3,35.70,35.9,3,ララアヴリル
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026020810010605,2026.2.8,日,小倉,1小6,5,,新馬,芝,2000,A,4,良,曇,18,12:05,,馬齢,３歳
枠番,B,番,馬名S,性別,年齢,馬体重,増減,馬体重増減,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,カフジマリボー,牡,3,466,,,9,39.6, ,  0,,57,,,古川吉洋,(栗),中竹和也,ハービンジャー,ジャスタウェイ,ニアークティック系,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,2,ラルス,牡,3,444,,,5,10.1, ,  0,,54,▲,,大久保友,(栗),吉田直弘,シルバーステート,Darshaan,,ナスルーラ系,,,,,,,,,,,,,,,,,,,,,,,,,
3,,3,マテンロウプリンス,牡,3,444,,,6,12.3, ,  0,,57,,,斎藤新,(栗),坂口智康,リオンリオン,ステイゴールド,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
4,,4,オモイヲノセテ,牝,3,470,,,8,36.1, ,  0,,55,,,横山琉人,(栗),高橋義忠,ベンバトル,スズカマンボ,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
5,,5,レットフィールマン,牝,3,476,,,4,7.3, ,  0,,55,,,角田大和,(栗),角田晃一,フィエールマン,ドゥラメンテ,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,6,マーゴットショット,牡,3,,,,,取消し, ,  0,,57,,,松本大輝,(栗),小林真也,ダノンスマッシュ,ハーツクライ,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
7,,7,メイショウハクレイ,牡,3,492,,,7,15.4, ,  0,,57,,,丸山元気,(栗),本田優,サトノダイヤモンド,"The Leopard",,ニアークティック系,,,,,,,,,,,,,,,,,,,,,,,,,
7,,8,ハナコトバ,牝,3,456,,,3,6.9, ,  0,,53,◇,,今村聖奈,(栗),寺島良,ラブリーデイ,ディープインパクト,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
8,,9,エイシンウィスパー,牝,3,484,,,2,3.7, ,  0,,55,,,松若風馬,(栗),今野貞一,ルーラーシップ,"Tale of Ekati",ネイティヴダンサー系,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,10,アンジュドジョワ,牝,3,446,,,1,2.4, ,  0,,55,,,小沢大仁,(栗),福永祐一,キタサンブラック,"Dark Angel",,,,,,,,,,,,,,,,,,,,,,,,,,,
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026020810010606,2026.2.8,日,小倉,1小6,6,,未勝利,芝,1800,A,4,良,曇,16,12:35,,馬齢,３歳
枠番,B,番,馬名S,性別,年齢,馬体重,増減,馬体重増減,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,ベルトナリテ,牝,3,422,+ 2,+ 2,6,13.4, ,102,5,55,,*,吉田隼人,(栗),辻野泰之,サトノダイヤモンド,スウェプトオーヴァーボード,,ネイティヴダンサー系,11,30,4京8,9,未勝利*,芝,1800,良,,鮫島,55.0,,4,15.8,7,1.3,3,,,11,10,35.95,35.8,5,サウンドムーブ
1,,2,チェンドル,牝,3,450,+ 3,+ 3,9,32.7, , 87,14,51,★,*,河原田菜,(美),小手川準,アルアイン,エイシンフラッシュ,,,1,21,笠松,8,中津川,ダ,1400,良,,渡辺,55.0,,3,,3,1.4,,3,3,2,3,,----,,スマイルカーブ
2,,3,ムスクレスト,牡,3,472,+ 6,+ 6,2,4.7, ,104,4,57,,*,鮫島克駿,(栗),安田翔伍,コントレイル,"Temple City",,,1,4,1京1,3,未勝利,ダ,1400,良,,武豊,57.0,,7,13.0,6,0.5,4,,,15,10,37.28,37.4,1,ハードシングス
2,,4,アスコットダンス,牝,3,422,- 4,- 4,8,22.6, , 92,9,55,,*,丸山元気,(栗),高橋康之,モズアスコット,ホワイトマズル,,ニアークティック系,12,20,5阪5,2,未勝利*,芝,1600,良,,橋木,52.0,▲,16,343.8,11,1.3,18,,,16,17,36.36,34.3,8,サトノセプター
3,,5,レジェルテ,牡,3,458,- 2,- 2,10,52.6, , 89,13,54,▲,*,和田陽希,(栗),杉山晴紀,シュヴァルグラン,Bernstein,,ニアークティック系,12,28,5阪8,初,新馬,芝,1600,良,,小沢,56.0,,13,59.8,16,2.0,9,,,3,3,36.54,36.5,16,キシダンチョウ
3,,6,ナムラライラック,牝,3,396,- 4,- 4,13,115.2, , 90,11,52,▲,*,大久保友,(栗),畑端省吾,ダノンスマッシュ,トーセンホマレボシ,,ロイヤルチャージャー系,12,21,5阪6,7,未勝利・牝*,芝,1800,稍,,柴田,53.0,△,18,700.5,14,1.5,17,,,5,5,36.35,36.3,15,エイズルブルーム
4,,7,ショウナンライラ,牡,3,468,-28,-28,11,61.2, , 96,7,57,,*,小沢大仁,(栗),松下武士,サートゥルナーリア,Dubawi,,ネイティヴダンサー系,11,15,5東3,14,未勝利*,ダ,1600,良,,菅原,56.0,,8,44.2,11,2.7,14,,,11,10,37.62,39.7,11,ムーランオランジュ
4,,8,セリエンクーニゲン,牝,3,464,  0,0,4,6.5, ,107,2,52,▲,*,舟山瑠泉,(美),田中博康,Kingman,"Holy Roman Emperor",,ニアークティック系,12,7,5名2,初,新馬,芝,1400,良,,戸崎,55.0,,2,5.3,9,0.8,4,,,7,7,36.15,34.4,6,ゴーゴーリチャード
5,,9,タマリスペクト,牡,3,446,- 2,- 2,14,189.2, , 90,11,57,,,横山琉人,(美),相沢郁,カリフォルニアクローム,タイキシャトル,,ロイヤルチャージャー系,1,11,1中4,5,未勝利,ダ,1200,良,,横山,57.0,,14,245.2,12,2.0,15,,,8,8,36.70,39.2,14,ゼファーテソーロ
5,,10,パーシャングレー,牡,3,468,- 4,- 4,1,2.8, ,113,1,57,,*,斎藤新,(栗),池添学,"Dark Angel",Shamardal,,ニアークティック系,12,27,5阪7,4,未勝利*,芝,1600,良,,Ｃ．,56.0,,4,5.2,3,0.2,1,,,11,13,35.64,34.6,1,フレイムスター
6,,11,ギオンバヤシ,牡,3,432,- 4,- 4,5,12.6, , 98,6,57,,*,古川吉洋,(栗),鈴木孝志,ミッキーアイル,エイシンフラッシュ,,,1,11,1京4,3,未勝利,芝,1800,良,,田山,54.0,▲,10,32.8,7,1.0,13,,,14,12,37.85,34.5,3,ナリタエスペランサ
6,,12,ミュークトーマス,牡,3,386,- 2,- 2,16,223.8, , 86,15,54,▲,,石田拓郎,(美),粕谷昌央,オルフェーヴル,ヘニーヒューズ,,,1,11,1中4,5,未勝利,芝,2200,良,,石田,54.0,▲,17,201.3,16,2.5,12,14,15,13,14,37.09,37.4,17,グランアルト
7,,13,ナムラオリガミ,牝,3,446,- 2,- 2,7,22.1, , 93,8,52,▲,*,田山旺佑,(栗),高橋一哉,アルアイン,ヨハネスブルグ,,ニアークティック系,10,25,3京8,2,未勝利・牝*,芝,1400,良,,小崎,55.0,,11,225.5,6,0.6,8,,,6,6,34.73,35.6,7,フロムレイブン
7,,14,オックスアイ,牡,3,510,- 6,- 6,3,5.0, ,106,3,57,,*,丹内祐次,(栗),清水久詞,ダノンプレミアム,"Storm Cat",,ニアークティック系,1,18,1京7,3,未勝利,芝,1600,良,,吉村,57.0,,7,31.9,7,0.7,8,,,6,6,34.92,36.5,9,マゲバスピード
8,,15,ハイラブエナン,牝,3,470,- 4,- 4,15,213.1, , 82,16,53,△,*,柴田裕一,(栗),谷潔,ウォータービルド,アンライバルド,,ロイヤルチャージャー系,1,11,1京4,初,新馬・牝,ダ,1800,良,,和田,52.0,▲,15,197.6,15,3.6,16,11,11,15,15,38.65,41.5,12,ハッピーラブソング
8,,16,チッタデラモーレ,牡,3,478,- 2,- 2,12,74.2, , 91,10,57,,*,菊沢一樹,(美),伊藤圭三,アメリカンペイトリオット,ハーツクライ,,ロイヤルチャージャー系,12,21,5中6,3,未勝利*,ダ,1200,不,,佐藤,53.0,▲,11,64.3,13,2.6,3,,,10,9,35.30,38.6,14,ホウオウヘッセン
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026020810010607,2026.2.8,日,小倉,1小6,7,,1勝,ダート,1700,,4,良,曇,16,13:05,牝,定量,４上
枠番,B,番,馬名S,性別,年齢,馬体重,増減,馬体重増減,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,パーリーラスター,牝,4,448,+ 4,+ 4,11,79.2, , 84,14,55,,*,横山琉人,(美),池上昌和,モーリス,ルーラーシップ,,ネイティヴダンサー系,1,25,1小2,14,八幡特別･1勝,芝,1200,良,,松本,56.0,,15,153.9,15,1.3,12,,,12,12,34.50,33.9,9,カウンターセブン
