レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026072501010101,2026.7.25,土,札幌,1札1,1,,未勝利,ダート,1000,,2,良(暫定),晴(暫定),12,10:00,,馬齢,３歳
4,,4,コックニー,牡,2,2,4.0, ,111,4,55,,*,丹内祐次,(美),田中剛,タワーオブロンドン,Doyen,,ニアークティック系,7,5,1函8,2,未勝利*,芝,1200,良,,横山,55.0,,1,1.8,8,2.2,4,,,2,2,33.90,38.1,8,ライーリーアース
5,,5,ヌーンベルク,牝,2,3,4.2, ,113,2,55,,,横山武史,(美),武井亮,タワーオブロンドン,ハービンジャー,,ニアークティック系,7,4,1函7,連,未勝利・牝*,芝,1200,良,,横山,55.0,,2,2.8,4,0.5,1,,,3,3,34.50,34.8,3,ショウナンカノア
6,,6,ライフイズアート,牝,2,5,7.7, ,117,1,55,,,岩田康誠,(美),青木孝文,モズアスコット,スーパーホーネット,,ニアークティック系,7,11,1函9,初,新馬,芝,1200,稍,,岩田,55.0,,2,5.2,2,1.3,9,,,2,2,35.00,35.6,7,フレイコン
7,,7,シガレス,牝,2,8,32.1, , 96,7,52,▲,,和田陽希,(栗),武幸四郎,マテラスカイ,スペシャルウィーク,,ロイヤルチャージャー系,7,11,1函9,初,新馬,芝,1200,稍,,和田,52.0,▲,10,170.0,6,2.0,11,,,7,7,35.90,35.4,3,フレイコン
8,,8,トーセンルルド,牝,2,4,5.6, ,112,3,55,,,佐々木大,(美),杉浦宏昭,ハイランドリール,"Red Runner",,,7,4,1函7,2,未勝利・牝*,芝,1200,良,,佐々,55.0,,4,10.0,3,0.4,4,,,2,2,34.30,34.9,5,ショウナンカノア
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026072501010103,2026.7.25,土,札幌,1札1,3,,未勝利,ダート,1700,,4,良(暫定),晴(暫定),14,11:00,,馬齢,３歳
枠番,B,番,馬名S,性別,年齢,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,B,1,ゴーントゥファー,セ,3,5,10.5, , 89,9,56,☆,,長浜鴻緒,(美),小島茂之,ドレフォン,キズナ,,,7,12,1函A,2,未勝利,ダ,1700,不,,長浜,56.0,☆,12,132.7,13,3.1,14,9,10,14,14,37.47,38.7,10,ビンバラ
2,,2,クロームクロス,牡,3,8,16.0, , 99,8,57,,*,鮫島克駿,(栗),西園翔太,ミスターメロディ,ディープインパクト,,ロイヤルチャージャー系,5,24,1新8,連,未勝利,ダ,1800,稍,,斎藤,57.0,,5,9.7,11,4.0,4,3,4,5,5,37.85,42.3,11,ホウオウストライク
3,B,3,ヤマメイッカ,牡,3,1,2.7, ,121,1,57,,,佐々木大,(美),久保田貴,リアルスティール,Manduro,,その他のエクリプス系,7,11,1函9,2,未勝利,ダ,1700,重,,佐々,57.0,,3,5.6,2,0.1,4,5,5,3,3,36.22,38.0,1,チリンドリ
4,,4,ダンツアラーム,牝,3,7,15.3, ,101,7,55,,*,池添謙一,(栗),本田優,リアルスティール,ノヴェリスト,,その他のエクリプス系,7,12,1函A,2,未勝利・牝,芝,2000,重,,遠藤,52.0,▲,5,10.6,8,1.8,7,7,8,8,10,36.51,39.0,9,ベネディクション
5,,5,メイショウシンガン,牡,3,3,7.4, ,105,4,57,,*,横山琉人,(栗),高橋義忠,ニューイヤーズデイ,アイルハヴアナザー,,ネイティヴダンサー系,10,25,3京8,4,未勝利*,ダ,1400,良,,岩田,56.0,,3,5.5,10,2.2,1,,,4,4,35.25,41.5,10,ホールオブミラーズ
6,B,6,アオイミズホ,牡,3,2,4.3, ,113,3,57,,*,横山和生,(美),古賀慎明,ビーチパトロール,ダイワメジャー,,ロイヤルチャージャー系,6,27,2福1,3,未勝利,ダ,1700,稍,B,戸崎,57.0,,3,3.3,5,0.7,5,8,7,3,3,36.93,39.4,7,スターツトゥデイ
7,,7,メイショウノヴァス,牡,3,9,18.3, ,104,5,57,,*,小沢大仁,(栗),大橋勇樹,ノーブルミッション,ディープインパクト,,ロイヤルチャージャー系,7,8,門別,2,フェル,ダ,1700,良,,小野,57.0,,3,,4,1.4,,5,6,3,2,,----,,タイセイスライブ
7,,8,ブルーフレア,牡,3,4,8.4, ,114,2,57,,*,横山武史,(美),辻哲英,エイシンフラッシュ,キングヘイロー,,ニアークティック系,6,7,3東2,3,未勝利,ダ,2100,良,,大野,57.0,,2,4.2,7,2.4,4,2,2,2,2,37.92,40.3,10,インナーパッション
8,,9,ワンダーゾルダート,牡,3,6,10.9, ,103,6,57,,*,松本大輝,(栗),羽月友彦,ゴールドドリーム,エイシンフラッシュ,,,6,14,3阪4,3,未勝利,ダ,1800,良,,幸英,57.0,,8,34.3,10,1.4,6,4,3,4,4,38.15,39.9,11,レッドホット
8,,10,マクローリン,牡,3,10,27.3, , 89,9,54,▲,*,和田陽希,(栗),加藤公太,ヴァンゴッホ,Frankel,,ニアークティック系,6,14,3阪4,2,未勝利,ダ,1800,良,,菱田,57.0,,15,367.5,13,2.2,13,5,5,8,10,38.40,40.2,12,レッドホット
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026072501010104,2026.7.25,土,札幌,1札1,4,,未勝利,芝,1500,A,3,良(暫定),晴(暫定),14,11:30,牝,馬齢,３歳
枠番,B,番,馬名S,性別,年齢,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,レイナデルアイレ,牝,3,6,12.7, , 97,9,55,,*,石川倭,(美),矢嶋大樹,レイデオロ,サクラバクシンオー,,ナスルーラ系,6,27,2福1,9,未勝利・牝,芝,1800,良,,嶋田,55.0,,13,129.9,5,0.9,11,3,3,3,4,36.55,35.7,11,アッパーウォーター
2,,2,サンエンジェルス,牝,3,7,14.9, ,103,6,55,,,浜中俊,(栗),谷潔,カリフォルニアクローム,ダイワメジャー,,ロイヤルチャージャー系,6,27,1函5,2,未勝利・牝,ダ,1700,重,,浜中,55.0,,4,13.4,5,0.5,10,8,8,8,6,37.04,36.8,1,プリンセスアツコ
3,,3,アロハ,牝,3,5,8.6, ,110,4,55,,*,丹内祐次,(栗),橋田宜長,エピファネイア,ディープインパクト,,ロイヤルチャージャー系,6,27,2小1,6,未勝利・牝,芝,1800,重,,松山,55.0,,2,5.4,6,0.7,4,2,3,3,3,36.10,35.7,9,ミリタリータトゥー
3,,4,エアヴァイブス,牝,3,2,4.2, ,112,2,55,,,武豊,(栗),福永祐一,コントレイル,ハービンジャー,,ニアークティック系,7,12,1函A,2,未勝利・牝,芝,2000,重,,武豊,55.0,,1,2.9,5,0.9,6,5,4,2,1,36.21,38.8,6,ベネディクション
4,,5,スパークルレイ,牝,3,14,83.5, , 91,12,55,,*,松本大輝,(美),的場均,ディープブリランテ,"Dashing Blade",ロイヤルチャージャー系,ナスルーラ系,6,30,盛岡,6,アメジ,芝,1700,良,,山本,54.0,,6,,5,1.6,,3,3,4,5,,----,,エルナト
4,,6,ペカリーナ,牝,3,3,6.0, ,116,1,52,▲,*,小林美駒,(美),竹内正洋,ルーラーシップ,ブラックタイド,ネイティヴダンサー系,ロイヤルチャージャー系,5,17,2東8,3,未勝利,芝,1800,良,,田辺,55.0,,4,12.3,5,0.2,4,,1,1,1,36.40,34.5,14,クカイリモク
5,,7,ビップジョワ,牝,3,12,63.8, ,102,7,52,▲,,遠藤汰月,(美),高柳瑞樹,サトノダイヤモンド,ファスリエフ,,ニアークティック系,7,12,1函A,2,未勝利,芝,1200,重,,遠藤,52.0,▲,12,113.8,5,0.4,14,,,10,9,35.20,35.5,5,ミルトメロディー
5,,8,サンセリテ,牝,3,4,6.5, ,102,7,54,☆,*,舟山瑠泉,(美),鹿戸雄一,コントレイル,"Street Sense",,ネイティヴダンサー系,5,10,2東6,16,未勝利,芝,1600,良,,レー,55.0,,3,5.6,10,0.7,2,,,9,10,36.66,34.2,7,アイアンクラッド
6,,9,イノリ,牝,3,13,73.7, , 93,11,52,▲,*,和田陽希,(栗),高橋康之,キセキ,ダンスインザダーク,,ロイヤルチャージャー系,4,12,3中6,4,未勝利,芝,2200,良,,田山,52.0,▲,16,175.7,14,2.1,15,2,2,3,4,37.09,37.3,15,ティラーノ
6,,10,フローズンクイーン,牝,3,9,29.7, ,  0,,55,,,鮫島克駿,(栗),藤岡健一,ダノンプレミアム,キンシャサノキセキ,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
7,,11,フレッチャアズーラ,牝,3,1,3.6, ,112,2,55,,*,横山和生,(栗),四位洋文,イスラボニータ,Yesbyjimminy,,,5,17,3京8,9,未勝利・牝,芝,1600,良,,吉村,55.0,,1,3.5,9,0.5,2,,,10,10,35.34,35.0,6,ペプチドブッドレア
7,,12,イヌボウノシオカゼ,牝,3,10,33.4, , 97,9,55,,*,横山琉人,(美),大和田成,ベンバトル,ディープインパクト,,ロイヤルチャージャー系,5,16,1新5,12,未勝利,芝,1000,良,,今村,53.0,◇,6,25.2,15,2.7,14,,,,3,33.60,35.2,15,アカウフリューゲル
8,,13,カスタニッチャ,牝,3,11,55.1, , 91,12,55,,*,小沢大仁,(栗),高柳大輔,ミッキーアイル,バトルプラン,,ネイティヴダンサー系,6,7,3阪2,29,未勝利・牝,芝,1800,良,,富田,55.0,,13,247.4,9,0.9,13,,,6,7,36.70,34.5,10,サリエンテ
8,,14,ロジマギー,牝,3,8,23.2, ,106,5,55,,*,佐々木大,(美),宮田敬介,ハービンジャー,ハーツクライ,ニアークティック系,ロイヤルチャージャー系,4,25,1福5,8,未勝利・牝,ダ,1700,良,,丸山,55.0,,2,4.1,12,2.3,1,4,4,4,6,37.58,41.1,14,ゴールドドレッサ
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026072501010105,2026.7.25,土,札幌,1札1,5,,新馬,ダート,1700,,4,良(暫定),晴(暫定),14,12:20,,馬齢,２歳
枠番,B,番,馬名S,性別,年齢,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,レガメデルヴェント,牡,2,1,2.2, ,  0,,55,,,横山和生,(美),伊坂重信,ルヴァンスレーヴ,マジェスティックウォリアー,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,2,アンバーバレット,牡,2,3,4.1, ,  0,,54,☆,,長浜鴻緒,(美),矢嶋大樹,ミスチヴィアスアレックス,スペシャルウィーク,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
3,,3,ホウオウシュウ,牡,2,2,3.9, ,  0,,54,☆,,舟山瑠泉,(美),田中博康,レイデオロ,スペシャルウィーク,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
4,,4,カナデ,牝,2,5,11.7, ,  0,,51,★,,河原田菜,(栗),中村直也,ホットロッドチャーリー,ドゥラメンテ,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,B,5,トロフィアス,牡,2,4,5.6, ,  0,,55,,,武豊,(美),加藤征弘,Authentic,Fortify,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,6,ディアファザー,牡,2,6,19.1, ,  0,,55,,,横山琉人,(美),中川公成,ディーマジェスティ,サクラバクシンオー,,ナスルーラ系,,,,,,,,,,,,,,,,,,,,,,,,,
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026072501010106,2026.7.25,土,札幌,1札1,6,,未勝利,芝,1800,A,4,良(暫定),晴(暫定),14,12:50,,馬齢,３歳
枠番,B,番,馬名S,性別,年齢,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,インフィオラータ,牝,3,1,3.9, ,110,2,55,,,浜中俊,(栗),須貝尚介,サートゥルナーリア,エンパイアメーカー,,ネイティヴダンサー系,7,11,1函9,2,未勝利,芝,1800,稍,,浜中,55.0,,4,8.1,3,0.5,2,11,11,12,12,36.50,35.0,1,ウインアプローチ
2,,2,フォルストランキル,牝,3,3,6.8, , 96,10,52,▲,*,小林美駒,(栗),池江泰寿,キタサンブラック,Kendargent,,,7,12,1函A,3,未勝利,芝,1200,重,,小沢,55.0,,6,20.1,13,1.3,2,,,7,9,35.00,36.6,13,ミルトメロディー
3,B,3,トランスマリーン,牡,3,12,26.7, ,101,7,54,▲,*,和田陽希,(栗),平田修,ロードカナロア,ゼンノロブロイ,,ロイヤルチャージャー系,2,7,2京3,4,未勝利,ダ,1800,良,B,吉村,57.0,,3,24.7,10,2.7,3,2,2,2,2,37.85,42.3,10,キリオス
3,,4,ケナゲ,牝,3,7,12.1, ,106,4,51,★,,河原田菜,(美),和田雄二,アニマルキングダム,バゴ,,ナスルーラ系,7,11,1函9,2,未勝利,芝,1800,稍,,河原,51.0,★,6,9.5,5,0.6,3,8,9,9,9,36.35,35.4,3,ウインアプローチ
4,B,5,グランフルス,牡,3,14,52.5, , 88,12,57,,*,鮫島克駿,(美),矢野英一,イスラボニータ,コンデュイット,,ナスルーラ系,6,21,1函4,5,未勝利,芝,1800,良,B,岩田,57.0,,15,137.6,12,0.7,9,14,14,14,14,36.95,35.1,1,ベアサナエチャン
4,,6,ヘクセンハウス,牝,3,6,10.4, ,101,7,55,,*,丹内祐次,(栗),吉田直弘,ウインブライト,マイネルラヴ,,ネイティヴダンサー系,7,11,1函9,3,未勝利,芝,1800,稍,,斎藤,55.0,,7,11.7,6,0.6,9,8,9,9,9,36.35,35.4,3,ウインアプローチ
5,,7,アート,牡,3,5,10.3, ,107,3,57,,*,横山武史,(栗),杉山晴紀,キセキ,ドリームジャーニー,,ロイヤルチャージャー系,6,28,1函6,2,未勝利,芝,2000,良,,和田,54.0,▲,9,38.9,6,0.2,1,7,7,6,4,36.30,36.3,7,マテンロウオリジン
5,,8,ウインアベリア,牝,3,9,22.2, , 85,14,52,▲,*,遠藤汰月,(美),和田正一,シルバーステート,コンデュイット,,ナスルーラ系,6,14,1函2,20,未勝利,芝,2000,良,,長浜,54.0,☆,14,189.0,14,2.6,8,5,5,10,13,36.34,37.4,13,エイカイコバチ
6,B,9,テンレディーゴー,牡,3,10,22.7, ,105,6,57,,,佐々木大,(美),菊川正達,デクラレーションオブウォー,エピファネイア,,,7,5,1函8,連,未勝利,芝,2000,良,B,佐々,57.0,,11,91.0,7,0.4,12,8,10,1,1,36.73,36.1,12,エイシンインアウト
6,,10,コワンニシタガウ,牡,3,2,6.5, ,122,1,57,,,武豊,(栗),庄野靖志,スワーヴリチャード,"Distorted Humor",,ネイティヴダンサー系,7,4,1函7,2,未勝利,芝,1800,良,,武豊,57.0,,2,4.8,3,0.1,10,6,7,3,3,36.70,34.9,7,ニシノマルガリート
7,,11,ルナティックブルー,牝,3,8,13.1, ,106,4,55,,,小沢大仁,(栗),今野貞一,リオンディーズ,ダノンシャンティ,,ロイヤルチャージャー系,7,5,1函8,2,未勝利,芝,2000,良,,小沢,55.0,,9,29.6,6,0.4,1,1,1,2,2,36.81,35.9,10,エイシンインアウト
7,,12,ギルランダ,牝,3,4,7.7, , 98,9,54,☆,*,舟山瑠泉,(美),中舘英二,サトノクラウン,ネオユニヴァース,,ロイヤルチャージャー系,6,20,1函3,8,未勝利・牝,芝,1800,良,,横山,55.0,,4,12.2,14,2.0,12,7,9,7,8,35.85,37.5,13,ダーリンダーリン
8,,13,ルージュアイラ,牝,3,11,25.8, , 86,13,53,◇,*,古川奈穂,(栗),池江泰寿,ドレフォン,ディープインパクト,,ロイヤルチャージャー系,6,27,1函5,2,未勝利,ダ,1700,不,,鷲頭,53.0,△,9,77.9,12,4.8,6,4,3,7,10,36.44,41.1,11,コイオステソーロ
8,,14,セイントクーヤ,牡,3,13,29.0, , 95,11,56,☆,,長浜鴻緒,(美),黒岩陽一,"St Mark's Basilica","Le Havre",,ナスルーラ系,7,11,1函9,2,未勝利,芝,1800,稍,,長浜,56.0,☆,10,43.9,9,0.8,7,6,6,6,5,36.15,36.0,9,ウインアプローチ
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026072501010107,2026.7.25,土,札幌,1札1,7,,1勝,芝,1200,A,2,良(暫定),晴(暫定),16,13:20,,定量,３上
枠番,B,番,馬名S,性別,年齢,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,ペイシャアーサー,牡,4,9,17.7, ,103,10,55,▲,,遠藤汰月,(美),本間忍,ビッグアーサー,タイキシャトル,,ロイヤルチャージャー系,7,12,1函A,14,１勝ｸﾗｽ,芝,1200,重,,遠藤,55.0,▲,5,16.4,5,0.5,2,,,2,2,33.90,36.7,8,サンポーニャ
2,,2,ハッピーラッキー,牡,3,3,6.5, ,110,5,55,,,横山和生,(美),武市康男,ウインブライト,チチカステナンゴ,,ナスルーラ系,7,12,1函A,4,１勝ｸﾗｽ,芝,1200,重,,横山,55.0,,1,1.8,6,0.6,1,,,5,5,34.40,36.3,5,サンポーニャ
2,B,3,ナンナンプー,牝,4,13,30.6, ,100,11,56,,*,石川倭,(美),水野貴広,フィエールマン,ダイワメジャー,,ロイヤルチャージャー系,7,12,1函A,2,１勝ｸﾗｽ,芝,1200,重,B,舟山,55.0,☆,7,35.1,4,0.1,4,,,3,3,34.10,36.1,3,サンポーニャ
3,,4,シュークリーム,牝,5,6,12.4, ,109,7,56,,*,鮫島克駿,(栗),西村真幸,ファインニードル,"Invincible Spirit",,ニアークティック系,6,27,1函5,2,長万部特･1勝,芝,1200,稍,,岩田,56.0,,3,4.3,4,0.6,9,,,1,1,33.90,35.2,8,ドリーミングアップ
3,,5,ランプローグ,牝,3,10,20.8, ,106,9,53,,*,佐々木大,(美),矢野英一,ダノンキングリー,フォーティナイナー,,ネイティヴダンサー系,7,18,1函B,18,１勝ｸﾗｽ・牝,芝,1200,良,,横山,53.0,,3,6.5,7,0.6,11,,,2,2,34.10,35.9,10,ラミアメンテ
4,,6,セガンティーニ,牝,4,7,12.9, ,118,3,55,☆,*,舟山瑠泉,(栗),坂口智康,ビッグアーサー,スパイキュール,,ロイヤルチャージャー系,5,24,1新8,2,１勝ｸﾗｽ,芝,1200,稍,,石川,56.0,,6,12.6,2,0.1,8,,,2,2,35.40,34.8,10,セイプリーズ
4,,7,ニシノサリーナ,牝,3,2,5.4, ,118,3,53,,,池添謙一,(栗),橋口慎介,シルバーステート,マンハッタンカフェ,,ロイヤルチャージャー系,6,7,3阪2,8,１勝ｸﾗｽ,芝,1400,稍,,池添,53.0,,3,5.7,3,0.4,7,,,1,1,34.80,34.5,12,ワンコールアウェイ
5,B,8,サトノカスターニャ,牝,3,12,29.2,>, 99,12,53,,*,北村友一,(栗),吉岡辰弥,サトノダイヤモンド,"Rock of Gibraltar",,ニアークティック系,5,23,1新7,3,未勝利,芝,1400,稍,B,小沢,55.0,,5,8.0,1,-0.0,8,,,2,2,35.70,35.7,5,(ミスターマーボー)
5,,9,カイショー,牝,3,1,4.3, ,119,2,53,,*,横山武史,(栗),長谷川浩,スワーヴリチャード,ロードカナロア,,,6,13,1函1,18,１勝ｸﾗｽ,芝,1200,稍,,小林,50.0,▲,1,2.0,3,0.3,1,,,1,1,33.90,34.3,7,ホワイトドラゴン
6,,10,アイアムステキ,牝,3,5,10.3,>,107,8,53,,*,武豊,(美),奥平雅士,リオンディーズ,ディープインパクト,,ロイヤルチャージャー系,4,18,1福3,13,未勝利,芝,1200,良,,田山,52.0,▲,4,8.8,1,-0.1,15,,,9,8,34.70,34.4,2,(ニシノタチアナ)
6,,11,ペガサスノース,牝,4,8,17.6, ,110,5,53,▲,*,小林美駒,(栗),高柳大輔,ロードカナロア,サクラバクシンオー,,ナスルーラ系,7,4,2小3,8,１勝ｸﾗｽ・牝,芝,1200,稍,,柴田,54.0,△,6,10.4,4,0.3,10,,,5,3,34.50,34.7,6,ユメシバイ
7,,12,ジーティーエスピ,牡,4,4,9.2, ,121,1,58,,,丹内祐次,(栗),中村直也,ドゥラメンテ,"Country Reel",,ニアークティック系,5,10,3京6,3,１勝ｸﾗｽ,芝,1200,良,,丹内,58.0,,3,4.0,2,0.2,5,,,4,4,34.00,33.6,2,タマモブラウンタイ
7,,13,グランテレーズ,牝,5,11,21.3, , 97,13,56,,,小沢大仁,(栗),渡辺薫彦,シュヴァルグラン,エリシオ,,ニアークティック系,6,21,1函4,連,１勝ｸﾗｽ・牝,芝,1200,良,,小沢,56.0,,4,13.1,9,1.0,5,,,4,4,34.10,35.2,9,マナボニート
8,,14,イズルード,牡,4,14,40.3, , 97,13,57,☆,*,長浜鴻緒,(美),田島俊明,イスラボニータ,クリプティックラスカル,,ネイティヴダンサー系,7,11,2福5,6,１勝ｸﾗｽ,ダ,1150,良,,木幡,58.0,,10,85.6,13,2.0,14,,,2,5,33.93,38.7,16,ライヴレッドアイ
