レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026032206020801,2026.3.22,日,中山,2中8,1,,未勝利,ダート,1200,,2,良,晴,16,09:55,,馬齢,３歳
5,B,7,フュルスティン,牝,3,470,  0,0,8,46.6,>,111,4,52,▲,*,上里直汰,(美),加藤士津,ダノンキングリー,クロフネ,,ニアークティック系,1,4,1中1,2,未勝利・牝,ダ,1200,稍,B,横山,55.0,,1,1.4,1,-0.3,1,,,2,1,33.80,38.9,3,(プラチナムディスク)
5,,8,ライヴレッドアイ,牝,3,496,+ 4,+ 4,2,4.0, ,131,1,55,,,木幡巧也,(美),牧光二,ベストウォーリア,クロフネ,,ニアークティック系,3,7,2中3,8,１勝ｸﾗｽ*,ダ,1200,重,,木幡,55.0,,3,5.4,2,0.1,2,,,1,1,32.80,37.7,6,レッドスティンガー
6,,9,モーゲンセン,牡,3,516,+ 2,+ 2,3,4.3,>,112,3,57,,*,ルメール,(美),斎藤誠,Mendelssohn,"Pioneerof the Nile",,ネイティヴダンサー系,3,1,2中2,4,未勝利,ダ,1200,稍,,戸崎,57.0,,1,1.8,1,-0.3,2,,,3,3,34.50,36.9,1,(ヌクレオチド)
6,,10,ファンシーズ,牝,3,440,- 2,- 2,10,55.0,>,108,5,55,,*,横山琉人,(美),尾形和幸,ルヴァンスレーヴ,ルーラーシップ,,ネイティヴダンサー系,12,21,5中6,初,新馬,ダ,1200,重,,丹内,55.0,,2,5.0,1,-0.2,3,,,5,5,35.20,37.1,3,(サノノキャニオン)
7,,11,エアサロメ,牝,3,462,+ 2,+ 2,5,15.0,>,108,5,55,,*,津村明秀,(美),大竹正博,ドレフォン,キングカメハメハ,,ネイティヴダンサー系,1,4,1中1,初,新馬,ダ,1200,稍,,矢野,55.0,,4,8.3,1,-1.1,6,,,2,2,35.50,37.7,2,(ベセル)
7,,12,エコロレーヴ,牡,3,510,+ 7,+ 7,1,2.9, ,108,5,57,,*,荻野極,(栗),森秀行,"Tiz the Law","First Samurai",,ニアークティック系,11,27,園田,3,兵庫ジG2,ダ,1400,稍,,吉村,56.0,,4,,6,1.4,,1,1,1,1,,----,,トウカイマシェリ
8,,13,クイーンレグナント,牝,3,448,+ 8,+ 8,6,19.4, ,106,9,55,,*,横山和生,(美),嘉藤貴行,タワーオブロンドン,ダノンシャンティ,,ロイヤルチャージャー系,12,7,5中2,3,１勝ｸﾗｽ*,ダ,1200,良,,舟山,52.0,▲,3,3.9,3,0.5,4,,,1,1,35.70,36.7,4,ルクスレイモンド
8,,14,ルクスポップスター,牡,3,518,+ 2,+ 2,7,34.3, ,107,8,57,,*,石川裕紀,(栗),西園翔太,ミスターメロディ,スマートファルコン,,ロイヤルチャージャー系,1,11,1中4,4,１勝ｸﾗｽ*,ダ,1200,良,,三浦,57.0,,7,22.4,6,1.8,3,,,11,11,35.80,38.1,5,エコロシード
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026032206020805,2026.3.22,日,中山,2中8,5,,未勝利,芝,1600,A,3,良,晴,16,12:15,,馬齢,３歳
枠番,B,番,馬名S,性別,年齢,馬体重,増減,馬体重増減,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,B,1,シヴィータス,牝,3,454,+ 4,+ 4,3,11.2, ,104,6,55,,,横山和生,(美),大竹正博,タワーオブロンドン,"Daiwa Major",,,11,2,4東B,初,新馬・牝,芝,1600,良,,横山,55.0,,8,22.3,5,0.7,1,,,2,2,35.70,34.8,8,モートンアイランド
1,,2,ジョブックボー,牝,3,442,,,11,118.7, ,  0,,53,△,,長浜鴻緒,(美),黒岩陽一,ハービンジャー,ドリームジャーニー,ニアークティック系,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
2,,3,ナックキャンドル,牝,3,466,,,14,238.9, ,  0,,51,★,,谷原柚希,(美),小野次郎,ミスターメロディ,ドゥラメンテ,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,4,カナルサンマルタン,牝,3,448,+ 4,+ 4,1,1.2, ,121,1,55,,*,ルメール,(美),宮田敬介,リアルスティール,"Distorted Humor",,ネイティヴダンサー系,12,21,5中6,初,新馬,芝,1600,重,,マー,55.0,,1,2.7,2,0.2,3,,2,3,2,35.82,35.6,2,ロデオドライブ
3,,5,スペシャルシラー,牡,3,468,-10,-10,9,102.0, , 97,9,57,,*,荻野極,(美),岩戸孝樹,サートゥルナーリア,"Storm Cat",,ニアークティック系,11,8,5東1,初,新馬,芝,1400,良,,佐々,56.0,,5,7.7,12,1.7,6,,,6,6,37.05,35.2,13,レオアジャイル
3,,6,クールチェンジ,牡,3,472,- 8,- 8,7,65.6, ,105,5,57,,*,武藤雅,(美),和田正一,ドレフォン,ディープインパクト,,ロイヤルチャージャー系,12,21,5中6,9,未勝利*,ダ,1800,不,,戸崎,56.0,,3,4.7,8,1.4,3,15,15,14,12,38.30,38.7,4,ヘルメスギャング
4,,7,ソアサージュ,牝,3,450,,,16,263.3, ,  0,,55,,,吉田豊,(美),浅利英明,ブリックスアンドモルタル,"Colonel John",,マンノウォー系,,,,,,,,,,,,,,,,,,,,,,,,,
4,B,8,フォワードシャッセ,牝,3,470,- 4,- 4,5,18.3, ,104,6,55,,*,石川裕紀,(美),奥村武,サートゥルナーリア,ゼンノロブロイ,,ロイヤルチャージャー系,12,21,5中6,初,新馬,芝,1600,重,,石橋,55.0,,2,3.6,11,3.0,6,,6,8,10,36.12,37.9,13,ロデオドライブ
5,,9,マイネルトレマーズ,牡,3,542,- 6,- 6,4,12.5, ,117,2,57,,,津村明秀,(美),手塚貴久,ベンバトル,アグネスデジタル,,ネイティヴダンサー系,2,21,1東7,10,未勝利,ダ,1600,良,,津村,57.0,,2,4.5,4,0.4,7,,,3,3,36.24,38.8,6,エムノビアンカ
5,,10,カーヴドヴァン,牝,3,466,+14,+14,13,204.2, , 88,12,55,,*,菊沢一樹,(美),大和田成,ロードカナロア,ダイワメジャー,,ロイヤルチャージャー系,12,27,5中7,初,新馬,芝,1600,良,,長浜,53.0,△,12,97.0,13,1.4,16,,11,12,11,36.30,36.0,10,ルールザウェイヴ
6,,11,アラムベイ,牡,3,440,+14,+14,6,25.9, ,106,4,57,,*,三浦皇成,(美),池上昌和,ファインニードル,"Elusive Quality",,ネイティヴダンサー系,8,3,2新4,初,新馬,芝,1600,良,,菅原,55.0,,6,41.7,3,0.6,4,,,11,9,37.14,33.6,3,プロメサアルムンド
6,,12,ニシノカルラ,牡,3,454,+12,+12,15,248.8, , 90,11,57,,*,横山琉人,(美),和田勇介,ヴァンゴッホ,エピファネイア,,,12,21,5中6,7,未勝利*,ダ,1800,不,,野中,56.0,,9,70.4,15,4.7,5,6,3,7,10,37.75,43.1,15,ヘルメスギャング
7,,13,アクアマーズ,牡,3,488,+ 2,+ 2,2,7.5, ,116,3,57,,*,戸崎圭太,(美),浅利英明,アドマイヤマーズ,"Oasis Dream",,ニアークティック系,12,6,5中1,4,未勝利*,芝,1600,良,,ルメ,56.0,,1,1.8,6,0.3,3,,7,4,4,36.96,34.1,6,スミッコディスコ
7,,14,セイウンラピス,セ,3,480,,,12,131.2, ,  0,,57,,,松岡正海,(美),村田一誠,ミッキーアイル,Posse,,ニアークティック系,,,,,,,,,,,,,,,,,,,,,,,,,
8,,15,ベルバード,牝,3,464,+12,+12,8,100.0, , 93,10,55,,*,岩田康誠,(美),武井亮,スワーヴリチャード,シンボリクリスエス,,ロイヤルチャージャー系,12,21,5名6,8,未勝利*,芝,1400,稍,,石神,52.0,▲,12,58.3,15,1.2,10,,,10,9,35.78,35.4,14,テルヴィセクス
8,,16,リーデレクオーレ,牝,3,416,- 6,- 6,10,108.8, ,102,8,55,,,柴田大知,(美),秋本大介,アルアイン,バゴ,,ナスルーラ系,3,1,2中2,16,未勝利,芝,1600,良,,柴田,55.0,,11,92.3,4,0.6,7,,1,1,1,36.60,35.2,7,サザンテイオー
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026032206020806,2026.3.22,日,中山,2中8,6,,未勝利,芝,2000,A,4,良,晴,18,12:45,,馬齢,３歳
枠番,B,番,馬名S,性別,年齢,馬体重,増減,馬体重増減,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,キリスパークル,牝,3,432,- 4,- 4,14,335.4, , 87,15,55,,*,木幡巧也,(美),勢司和浩,ディーマジェスティ,タイキシャトル,,ロイヤルチャージャー系,3,1,2中2,6,未勝利,ダ,1800,稍,,石橋,55.0,,11,82.5,14,2.7,10,9,9,12,13,38.45,40.8,12,アトラステソーロ
1,,2,シーギリヤロック,牡,3,448,+ 4,+ 4,1,2.4, ,113,2,57,,*,ルメール,(美),田中博康,リオンディーズ,ゼンノロブロイ,,ロイヤルチャージャー系,12,27,5中7,14,未勝利*,芝,2000,良,,プー,56.0,,5,7.4,4,0.3,3,14,14,14,13,36.90,36.1,2,ポッドクロス
2,,3,フューチャプライム,牝,3,400,- 2,- 2,6,18.4, , 98,10,55,,*,荻野極,(美),相沢郁,サートゥルナーリア,キングヘイロー,,ニアークティック系,1,17,1中6,8,未勝利,芝,2000,良,,横山,55.0,,11,48.0,9,0.6,12,6,5,5,7,36.69,35.7,11,レダアトミカ
2,,4,ニュークリアス,牡,3,466,- 6,- 6,5,11.9, , 99,8,57,,*,戸崎圭太,(美),萩原清,フィエールマン,ドゥラメンテ,,,12,28,5中8,初,新馬,芝,2000,良,,横山,56.0,,10,55.8,7,0.8,1,14,16,16,15,38.27,35.1,3,コンジェスタス
3,,5,フックセンチョウ,牡,3,436,- 4,- 4,18,518.9, , 83,16,57,,*,野中悠太,(美),佐藤吉勝,アスクピーターパン,ネオユニヴァース,,ロイヤルチャージャー系,3,8,2中4,9,未勝利,芝,1800,良,,菊沢,57.0,,15,487.1,15,3.9,16,12,12,12,13,36.25,38.4,11,ラベルセーヌ
3,B,6,プレイザリード,牡,3,486,  0,0,2,4.3, ,116,1,57,,*,三浦皇成,(美),加藤士津,キズナ,サクラバクシンオー,,ナスルーラ系,2,21,1東7,7,未勝利,芝,2400,良,,田辺,57.0,,3,5.2,3,0.3,3,3,5,3,2,37.37,35.0,5,ゴールデンパゴーダ
4,,7,タッカーヴァンバン,牡,3,474,-10,-10,9,33.1, ,101,7,57,,,吉田豊,(美),田島俊明,シュヴァルグラン,キングカメハメハ,,ネイティヴダンサー系,1,31,1東1,4,未勝利,芝,1600,良,,吉田,57.0,,9,54.8,5,0.9,8,,,3,4,35.52,35.1,8,リアライズリバティ
4,,8,ヒコボシ,牡,3,406,  0,0,15,438.3, , 88,13,57,,*,江田照男,(美),田村康仁,サートゥルナーリア,ステイゴールド,,ロイヤルチャージャー系,12,7,5中2,4,未勝利*,芝,1800,良,B,杉原,56.0,,11,164.3,16,2.2,9,4,3,3,3,37.05,37.0,16,テルケンレンスキー
5,,9,ミナヅキ,牡,3,462,+ 4,+ 4,8,27.0, ,110,4,57,,,石橋脩,(美),清水英克,ガルボ,アグネスデジタル,,ネイティヴダンサー系,2,28,2中1,8,未勝利,芝,2000,良,,石橋,57.0,,4,12.4,7,0.4,5,8,9,7,7,37.03,35.7,8,セットエトワール
5,B,10,ホープフルワールド,牡,3,446,+ 2,+ 2,4,6.8, ,113,2,57,,,原優介,(美),伊藤大士,ワールドプレミア,アジアエクスプレス,,,2,28,2中1,11,未勝利,芝,2000,良,B,原優,57.0,,13,110.4,2,0.0,11,2,2,2,1,36.81,35.8,12,セットエトワール
6,,11,コスモアンタレス,牡,3,458,- 4,- 4,10,43.8, ,110,4,57,,,柴田大知,(美),和田勇介,ベンバトル,"French Deputy",,ニアークティック系,2,28,2中1,15,未勝利,芝,2000,良,,柴田,57.0,,12,54.5,4,0.1,9,3,3,3,4,36.90,35.7,8,セットエトワール
6,,12,レスター,牡,3,486,,,11,81.3, ,  0,,57,,,菊沢一樹,(美),鈴木慎太,ゴールドシップ,Makfi,,ネイティヴダンサー系,,,,,,,,,,,,,,,,,,,,,,,,,
7,,13,カムバックトゥミー,牝,3,506,-12,-12,17,514.1, , 99,8,52,▲,*,遠藤汰月,(美),佐藤吉勝,ストーミーシー,ケイムホーム,,ネイティヴダンサー系,3,15,2中6,5,未勝利,芝,2000,良,,嶋田,55.0,,7,55.1,16,3.3,11,4,4,4,4,36.60,38.2,16,ダノンファンスター
7,,14,ジャケットポケット,牡,3,468,+ 8,+ 8,3,6.2, ,109,6,57,,,石川裕紀,(美),奥村武,レイデオロ,クロフネ,,ニアークティック系,12,14,5中4,4,未勝利*,芝,2000,稍,,石川,56.0,,5,13.5,3,0.8,6,8,9,11,10,37.54,36.2,2,ラージアンサンブル
7,,15,ハートチャン,牝,3,396,  0,0,16,472.2, , 95,11,52,▲,*,上里直汰,(美),金成貴史,サトノダイヤモンド,ダイワメジャー,,ロイヤルチャージャー系,1,5,1中2,初,新馬,芝,1600,良,,横山,55.0,,11,91.6,8,1.1,8,,7,4,6,36.12,36.2,8,デイトナチャンプ
