レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026011706010601,2026.1.17,土,中山,1中6,1,,未勝利,ダート,1200,,2,良,晴,16,10:05,,馬齢,３歳
3,,3,スティルシャイニン,牡,4,468,+ 4,+ 4,11,167.9, , 95,10,57,▲,,水沼元輝,(美),天間昭一,メイショウボーラー,ロックオブジブラルタル,ロイヤルチャージャー系,ニアークティック系,12,21,5中6,14,障害未勝利,障ダ,2880,重,,水沼,56.0,▲,14,268.4,8,4.9,14,4,4,6,5,,14.0,,ダノンロッキー
4,,4,ローガンパス,セ,5,478,-10,-10,5,25.5, ,108,4,60,,*,小牧加矢,(栗),東田明士,サトノアラジン,"Oasis Dream",,ニアークティック系,12,6,5名1,9,１勝ｸﾗｽ,ダ,1200,良,B,小沢,58.0,,3,4.7,9,2.0,10,,,2,2,35.20,38.7,10,セルヴァンス
5,,5,ロイヤルダンス,牡,8,524,+14,+14,9,112.0, , 87,11,60,,*,大江原圭,(美),清水英克,ガルボ,マイネルセレクト,,ネイティヴダンサー系,11,30,5東8,19,アプロー･2勝,ダ,1400,良,B,丹内,58.0,,16,294.5,15,2.3,15,,,12,11,36.45,37.8,13,シャパリュ
5,,6,サラフィエル,セ,7,452,+ 2,+ 2,3,7.2, ,115,3,60,,,上野翔,(美),鈴木慎太,ヤマニンセラフィム,トワイニング,ロイヤルチャージャー系,ネイティヴダンサー系,12,28,5阪8,7,障害未勝利,障ダ,2970,良,,上野,60.0,,2,3.7,4,1.4,1,1,1,2,3,,13.9,,ナックエルドラド
6,,7,インヴァリアンス,セ,8,470,+ 4,+ 4,10,125.8, ,100,8,60,,,金子光希,(美),尾関知人,ハーツクライ,Tamayuz,ロイヤルチャージャー系,ネイティヴダンサー系,7,20,2福8,15,障害未勝利,障芝,2770,良,,金子,60.0,,7,16.8,11,6.1,7,11,11,12,12,,13.9,,マイネルメサイア
6,,8,コレクテイニア,牡,6,474,+ 4,+ 4,1,1.6, ,119,1,60,,,草野太郎,(美),戸田博文,Collected,"Kitten's Joy",,ニアークティック系,12,13,5阪3,4,障害未勝利,障ダ,2970,良,,草野,60.0,,3,4.7,2,0.2,2,4,4,3,1,,13.8,,ロードリベラシオン
7,B,9,アルカンサス,牡,7,488,+ 4,+ 4,7,36.3, ,103,6,57,▲,,土田真翔,(美),土田稔,シルバーステート,Orientate,,ナスルーラ系,12,28,5阪8,5,障害未勝利,障ダ,2970,良,B,土田,57.0,▲,11,64.8,5,1.7,8,12,12,10,6,,13.9,,ナックエルドラド
7,B,10,ホウオウユニコーン,牡,7,490,+ 4,+ 4,8,53.9, ,105,5,60,,,伴啓太,(美),奥村武,ゴールドシップ,ルーラーシップ,,ネイティヴダンサー系,9,28,4阪9,10,障害未勝利,障ダ,2970,良,B,伴啓,60.0,,5,16.5,9,4.0,6,8,9,6,7,,14.1,,フームスムート
8,,11,フォーディアライフ,セ,5,538,  0,0,2,4.5, ,117,2,60,,,石神深一,(美),矢嶋大樹,ドレフォン,ハーツクライ,,ロイヤルチャージャー系,10,12,3京4,4,障害未勝利,障ダ,2910,良,,石神,60.0,,2,4.6,2,1.2,3,1,1,1,2,,13.7,,ヴィアルークス
8,,12,キュピドン,牡,6,520,- 8,- 8,6,25.8, ,100,8,60,,,森一馬,(栗),森秀行,"American Pharoah",Cuvee,,ネイティヴダンサー系,12,28,5阪8,11,障害未勝利,障ダ,2970,良,,森一,60.0,,6,15.8,10,4.6,14,11,11,12,11,,14.1,,ナックエルドラド
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026011706010605,2026.1.17,土,中山,1中6,5,,未勝利,芝,2000,C,4,良,晴,18,12:25,,馬齢,３歳
枠番,B,番,馬名S,性別,年齢,馬体重,増減,馬体重増減,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,B,1,レガーメ,牝,3,484,+10,+10,15,245.2, , 90,16,55,,*,原優介,(美),矢野英一,エタリオウ,ルーラーシップ,,ネイティヴダンサー系,10,5,4東2,初,新馬,ダ,1600,良,,荻野,55.0,,12,80.6,14,5.1,10,,,5,7,38.76,41.0,15,ゲームカレンダー
1,,2,タイドグラフ,牡,3,474,+ 2,+ 2,5,8.6, ,110,8,57,,,佐々木大,(美),上原博之,ブラックタイド,Frankel,ロイヤルチャージャー系,ニアークティック系,11,30,5東8,7,未勝利*,芝,2000,良,,佐々,56.0,,3,7.2,3,0.7,7,,3,4,4,36.90,34.5,5,ファムクラジューズ
2,,3,キャリアビジョン,牝,3,408,+ 2,+ 2,17,369.8, , 94,14,52,▲,,上里直汰,(美),西田雄一,シスキン,シンボリクリスエス,,ロイヤルチャージャー系,11,23,5東5,6,未勝利・牝*,芝,1800,良,,上里,52.0,▲,13,282.7,10,1.1,16,,17,17,15,37.05,34.2,2,リスレジャンデール
2,,4,サムシングスイート,牝,3,494,+ 4,+ 4,7,9.6, ,111,7,55,,,横山武史,(美),伊藤大士,サートゥルナーリア,ヴィクトワールピサ,,ロイヤルチャージャー系,12,21,5中6,4,未勝利・牝*,芝,1800,重,,横山,55.0,,4,6.2,5,0.3,3,12,12,4,3,38.75,35.0,4,ロンギングセリーヌ
3,,5,ジャストビコーズ,牝,3,480,+ 8,+ 8,8,11.8, ,113,3,55,,*,三浦皇成,(美),武井亮,インディチャンプ,スエヒロコマンダー,,ニアークティック系,12,21,5中6,4,未勝利・牝*,芝,1800,重,,今村,53.0,◇,5,9.9,4,0.2,10,4,3,4,3,38.75,34.9,3,ロンギングセリーヌ
3,,6,シェリアドレ,牝,3,472,  0,0,4,8.4, ,113,3,55,,*,荻野極,(美),奥村武,ドレフォン,ルーラーシップ,,ネイティヴダンサー系,12,21,5中6,12,未勝利・牝*,芝,1800,重,,佐々,55.0,,7,19.9,3,0.1,7,2,2,2,2,38.65,35.0,4,ロンギングセリーヌ
4,,7,アニゴザントス,牝,3,436,-10,-10,13,77.8, , 98,13,55,,,北村宏司,(美),古賀慎明,ブリックスアンドモルタル,フジキセキ,,ロイヤルチャージャー系,11,15,5東3,初,新馬,芝,1800,良,,北村,55.0,,6,30.7,5,0.6,6,,7,5,5,37.70,33.9,2,コレオシークエンス
4,,8,カルダモン,牝,3,466,+ 2,+ 2,3,7.5, ,110,8,55,,*,戸崎圭太,(美),黒岩陽一,キズナ,"Discreet Cat",,ニアークティック系,11,8,5東1,11,未勝利*,芝,2000,良,,プー,55.0,,2,3.3,5,1.3,4,,11,8,8,38.06,33.7,3,グリーンエナジー
5,,9,クイーンアン,牝,3,466,+ 2,+ 2,6,9.0, ,116,2,53,△,,長浜鴻緒,(美),蛯名正義,キタサンブラック,"Seattle Fitz",,,12,20,5中5,初,新馬・牝,芝,1800,良,,長浜,53.0,△,5,9.4,3,0.0,11,2,2,2,2,37.50,34.9,4,リュクスパトロール
5,,10,メープルタフィー,牝,3,406,- 6,- 6,18,634.0, , 90,16,52,▲,*,水沼元輝,(美),佐藤吉勝,サトノジェネシス,スピードワールド,,ネイティヴダンサー系,11,16,5東4,3,未勝利*,芝,1800,良,B,西塚,54.0,☆,13,215.9,18,6.1,15,,11,2,3,35.70,41.0,18,ランズダウンロード
6,,11,ナイトバード,牡,3,438,+ 4,+ 4,9,15.0, ,100,12,57,,*,横山和生,(美),田村康仁,キズナ,ジャスタウェイ,,,11,8,5東1,初,新馬,芝,1800,良,,三浦,56.0,,6,40.0,4,0.9,2,,6,6,7,36.75,34.1,4,ラヴェニュー
6,,12,ベリンガム,牡,3,462,+ 4,+ 4,14,204.9, , 91,15,57,,,丸山元気,(美),矢嶋大樹,キズナ,Kodiac,,,11,8,3福1,4,未勝利*,芝,1800,良,,丸山,56.0,,7,14.9,15,2.5,4,4,5,6,12,35.90,38.3,15,ハーディジェナー
7,,13,ファーザーアウェイ,牡,3,462,- 6,- 6,10,28.2, ,112,6,57,,*,田辺裕信,(美),尾関知人,エピファネイア,ハーツクライ,,ロイヤルチャージャー系,11,2,4東B,4,未勝利*,芝,1800,良,,三浦,56.0,,2,3.5,3,0.3,2,,5,6,6,36.50,34.8,2,タッセルノット
7,,14,レダアトミカ,牝,3,486,+ 6,+ 6,1,3.7, ,119,1,55,,,津村明秀,(美),上原佑紀,リアルスティール,Orpen,,ニアークティック系,10,26,4東9,初,新馬,芝,1800,稍,,津村,55.0,,1,3.1,3,0.2,1,,8,8,8,38.05,33.7,3,ヴァリスマリネリス
7,,15,キリスパークル,牝,3,432,- 6,- 6,16,323.9, , 90,16,55,,*,石橋脩,(美),勢司和浩,ディーマジェスティ,タイキシャトル,,ロイヤルチャージャー系,12,6,5中1,初,新馬,芝,2000,良,,北村,55.0,,18,372.0,10,1.6,17,17,16,17,17,37.84,34.4,1,ゴディアーモ
8,,16,サトノワーグナー,牡,3,486,- 6,- 6,2,6.7, ,113,3,57,,*,丹内祐次,(美),斎藤誠,ロードカナロア,ディープインパクト,,ロイヤルチャージャー系,1,5,1中2,26,未勝利,芝,2000,良,,三浦,57.0,,9,31.4,3,0.2,12,12,9,9,6,36.73,35.6,2,イモータリス
8,,17,フューチャプライム,牝,3,402,- 6,- 6,11,48.0, ,104,10,55,,*,横山琉人,(美),相沢郁,サートゥルナーリア,キングヘイロー,,ニアークティック系,11,24,5東6,3,未勝利*,芝,2000,良,,戸崎,55.0,,4,16.2,6,0.7,1,,5,11,12,37.03,34.4,3,エムズビギン
8,,18,ブリサマリーナ,牝,3,460,- 8,- 8,12,56.1, ,104,10,55,,,菅原明良,(美),久保田貴,サートゥルナーリア,ディープインパクト,,ロイヤルチャージャー系,10,12,4東4,4,未勝利*,芝,2000,良,,菅原,55.0,,2,3.3,7,1.0,2,,2,2,2,36.64,35.5,7,チャリングクロス
