レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026010406010101,2026.1.4,日,中山,1中1,1,,未勝利,ダート,1200,,2,稍,晴,16,10:05,牝,馬齢,３歳
5,,10,ウィザードオブマリ,牝,3,452,- 4,- 4,15,266.3, , 86,16,52,▲,*,石田拓郎,(美),蛯名利弘,エーシントップ,タートルボウル,,ニアークティック系,10,4,4東1,初,新馬,芝,1400,良,,菅原,55.0,,17,363.7,17,2.4,13,,,11,11,37.80,35.4,17,ファインサマーデイ
6,,11,マリノレーヴェ,牝,3,480,+ 6,+ 6,2,7.1, ,107,5,55,,,横山琉人,(美),鈴木慎太,マテラスカイ,ヴィクトワールピサ,,ロイヤルチャージャー系,12,21,5中6,初,新馬,ダ,1200,重,,横山,55.0,,10,27.1,3,0.4,8,,,8,8,35.90,36.8,1,ファンシーズ
6,,12,レースクイーン,牝,3,410,-18,-18,14,161.0, , 89,14,55,,,江田照男,(美),蛯名利弘,フィレンツェファイア,ディープインパクト,,ロイヤルチャージャー系,10,11,4東3,17,未勝利・牝*,芝,1600,良,,江田,55.0,,10,205.8,9,1.6,10,,,3,3,37.02,35.8,9,ルージュブリッツ
7,,13,ミルトメロディー,牝,3,426,- 2,- 2,10,49.6, , 94,12,55,,*,原優介,(美),青木孝文,インディチャンプ,アイルハヴアナザー,,ネイティヴダンサー系,11,16,5東4,5,未勝利・牝*,芝,1400,良,,内田,55.0,,18,474.4,12,1.3,12,,,2,2,35.33,36.3,16,イヌボウノウタゴエ
7,B,14,フュルスティン,牝,3,470,+ 4,+ 4,1,1.4, ,119,1,55,,,横山武史,(美),加藤士津,ダノンキングリー,クロフネ,,ニアークティック系,12,21,5中6,2,未勝利*,ダ,1200,不,B,横山,55.0,,2,7.1,2,0.2,2,,,6,5,34.90,36.6,1,ホウオウヘッセン
8,,15,プラチナムディスク,牝,3,448,+ 2,+ 2,7,25.9, ,105,7,53,△,*,長浜鴻緒,(美),小笠倫弘,ゴールドドリーム,アグネスデジタル,,ネイティヴダンサー系,12,14,5中4,初,新馬,ダ,1200,稍,,横山,55.0,,4,7.5,7,1.3,7,,,7,7,36.20,38.3,7,ルクスポップスター
8,,16,アクロスメモリア,牝,3,476,  0,0,4,14.3, ,108,3,55,,,戸崎圭太,(美),田島俊明,マインドユアビスケッツ,アグネスタキオン,,ロイヤルチャージャー系,12,13,5中3,6,未勝利・牝*,ダ,1200,良,,戸崎,55.0,,2,4.2,5,0.9,2,,,6,6,35.00,39.4,4,ベアアッコチャン
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026010406010102,2026.1.4,日,中山,1中1,2,,未勝利,ダート,1800,,4,稍,晴,16,10:35,,馬齢,３歳
枠番,B,番,馬名S,性別,年齢,馬体重,増減,馬体重増減,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,クリュメノス,牡,3,478,+ 6,+ 6,8,117.6, , 97,9,54,▲,,石田拓郎,(美),小西一男,マジェスティックウォリアー,シンボリクリスエス,,ロイヤルチャージャー系,12,13,5中3,3,未勝利*,ダ,1800,良,,石田,53.0,▲,15,346.0,7,2.3,14,13,13,13,10,39.35,39.1,3,イッテラッシャイ
2,B,2,オルブライト,牡,3,470,- 2,- 2,4,13.0, ,109,4,57,,*,大野拓弥,(美),杉浦宏昭,オルフェーヴル,キングカメハメハ,,ネイティヴダンサー系,12,20,5中5,2,未勝利*,ダ,1800,良,B,木幡,56.0,,5,8.4,5,1.7,9,7,8,7,6,38.75,39.5,6,エコロガノン
3,,3,インスウィング,セ,3,508,+ 4,+ 4,11,195.2, , 96,10,57,,,原優介,(美),青木孝文,アメリカンペイトリオット,ステイゴールド,,ロイヤルチャージャー系,12,13,5中3,初,新馬,ダ,1800,良,,原優,56.0,,13,146.9,9,4.7,11,6,6,7,9,39.15,42.7,13,タイセイエムロード
4,,4,フィンガー,牡,3,548,+ 6,+ 6,1,1.3, ,129,1,57,,,戸崎圭太,(美),田中博康,"Gun Runner","Maclean's Music",,,11,24,5東6,2,未勝利*,ダ,1600,良,,戸崎,56.0,,1,1.5,2,0.5,1,,,2,2,36.48,36.8,2,マクリール
4,,5,ブルージェネシス,牡,3,450,+ 8,+ 8,5,22.8, ,101,6,57,,,荻野極,(美),菊川正達,サトノジェネシス,ティンバーカントリー,,ネイティヴダンサー系,11,9,5東2,5,未勝利*,芝,1800,良,,荻野,56.0,,7,54.6,12,1.9,7,,3,2,2,36.05,36.9,13,ラディアントスター
5,B,6,タイガーゲイト,牡,3,476,  0,0,12,206.5, , 99,8,57,,*,丹内祐次,(美),大和田成,リオンディーズ,ディープインパクト,,ロイヤルチャージャー系,12,13,5中3,3,未勝利*,ダ,1800,良,B,舟山,53.0,▲,11,174.2,9,2.5,11,6,6,6,8,38.80,41.0,10,ガンダ
5,,7,ゴーフォアブローク,牡,3,528,- 2,- 2,2,6.1, ,111,2,55,△,,長浜鴻緒,(美),手塚貴久,インディチャンプ,"Giant's Causeway",,ニアークティック系,12,13,5中3,4,未勝利*,ダ,1800,良,,長浜,54.0,△,5,11.6,2,0.9,4,4,4,3,3,38.60,39.2,4,イッテラッシャイ
6,,8,ニシノモリミチ,牡,3,492,+ 4,+ 4,3,6.9, ,110,3,57,,,菅原明良,(美),高木登,ダノンプレミアム,ゴールドヘイロー,,ロイヤルチャージャー系,12,20,5中5,初,新馬,芝,2000,良,,菅原,56.0,,3,7.4,6,0.9,12,3,3,2,2,37.11,36.1,7,プラウディッツ
6,,9,タニセンローマ,牡,3,464,+ 4,+ 4,7,51.3, ,101,6,57,,,岩田康誠,(美),斎藤誠,シャンハイボビー,シンボリクリスエス,,ロイヤルチャージャー系,12,21,5阪6,2,未勝利*,ダ,1800,稍,,岩田,56.0,,7,117.9,5,2.8,8,10,10,11,7,38.60,39.0,5,ソルチェリア
7,,10,モリインビクタス,牡,3,476,  0,0,10,184.1, , 84,13,54,▲,*,遠藤汰月,(美),伊藤伸一,ストーミーシー,タイキシャトル,,ロイヤルチャージャー系,12,6,5中1,3,葉牡丹賞･1勝,芝,2000,良,,小林,56.0,,11,512.5,10,3.5,11,10,10,9,10,36.04,37.6,10,サノノグレーター
7,,11,クラウンプレゼンタ,牡,3,470,- 2,- 2,13,258.3, , 89,12,57,,,内田博幸,(美),天間昭一,クラウンレガーロ,スニッツェル,,ニアークティック系,12,14,5中4,16,未勝利*,ダ,1200,稍,,内田,56.0,,10,138.5,14,2.8,11,,,14,15,37.10,38.6,5,ヴェネチアンキング
8,,12,トーセンシーギリヤ,牡,3,488,+22,+22,9,144.9, , 92,11,57,,,原田和真,(美),土田稔,"Magna Grecia","The Gurkha",,,7,19,1函B,3,未勝利*,芝,1800,良,,原田,55.0,,9,174.1,9,2.1,10,7,7,6,6,37.35,36.4,8,スマートプリエール
8,,13,シンエンドーツダ,牡,3,472,+ 4,+ 4,6,39.1, ,104,5,57,,,菊沢一樹,(美),萱野浩二,イスラボニータ,タートルボウル,,ニアークティック系,12,13,5中3,3,未勝利*,ダ,1800,良,,菊沢,56.0,,9,45.8,7,1.3,10,4,4,4,3,38.65,40.1,7,ガンダ
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026010406010103,2026.1.4,日,中山,1中1,3,,新馬,ダート,1200,,2,稍,晴,16,11:05,,馬齢,３歳
枠番,B,番,馬名S,性別,年齢,馬体重,増減,馬体重増減,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,ボビネット,牝,3,438,,,12,102.0, ,  0,,55,,,吉田豊,(美),和田雄二,イスラボニータ,フレンチデピュティ,,ニアークティック系,,,,,,,,,,,,,,,,,,,,,,,,,
1,,2,イセッセイ,牝,3,436,,,15,118.5, ,  0,,52,▲,,遠藤汰月,(美),伊藤伸一,エスポワールシチー,ハービンジャー,,ニアークティック系,,,,,,,,,,,,,,,,,,,,,,,,,
2,,3,マイニオサラスタス,牝,3,390,,,10,71.4, ,  0,,53,△,,長浜鴻緒,(美),石栗龍彦,オルフェーヴル,ロードカナロア,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,4,アスクホープマン,牡,3,470,,,6,24.4, ,  0,,54,▲,,小林美駒,(美),久保田貴,オルフェーヴル,ジャングルポケット,,ナスルーラ系,,,,,,,,,,,,,,,,,,,,,,,,,
3,,5,ディルガーム,牡,3,516,,,,取消し, ,  0,,57,,,横山武史,(美),伊藤圭三,マインドユアビスケッツ,Dansili,,ニアークティック系,,,,,,,,,,,,,,,,,,,,,,,,,
3,B,6,エールオンマインド,牡,3,438,,,14,110.3, ,  0,,57,,,西村太一,(美),堀内岳志,マインドユアビスケッツ,エピファネイア,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,7,デザートイーグル,牡,3,494,,,1,2.6, ,  0,,57,,,荻野極,(美),加藤士津,マテラスカイ,サウスヴィグラス,,ネイティヴダンサー系,,,,,,,,,,,,,,,,,,,,,,,,,
4,,8,ファイナルフォーム,牡,3,464,,,7,28.6, ,  0,,54,▲,,石神深道,(美),矢野英一,スピルバーグ,ナカヤマフェスタ,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
5,,9,ブロッコロ,牝,3,436,,,9,56.6, ,  0,,55,,,小林脩斗,(美),堀内岳志,アルアイン,ハービンジャー,,ニアークティック系,,,,,,,,,,,,,,,,,,,,,,,,,
5,,10,ティスマイル,牝,3,438,,,8,29.5, ,  0,,55,,,丹内祐次,(美),伊藤圭三,ウインブライト,スターリングローズ,,ネイティヴダンサー系,,,,,,,,,,,,,,,,,,,,,,,,,
6,,11,ニシノラン,牡,3,506,,,3,5.1, ,  0,,57,,,田辺裕信,(美),柄崎将寿,タワーオブロンドン,ダイワメジャー,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
6,,12,シンクシビリティ,牝,3,432,,,13,103.3, ,  0,,55,,,原優介,(美),青木孝文,ミスチヴィアスアレックス,クロフネ,,ニアークティック系,,,,,,,,,,,,,,,,,,,,,,,,,
7,,13,ベセル,牡,3,502,,,5,12.8, ,  0,,57,,,菊沢一樹,(美),蛯名正義,シャンハイボビー,"Indygo Shiner",,ナスルーラ系,,,,,,,,,,,,,,,,,,,,,,,,,
7,,14,エアサロメ,牝,3,460,,,4,8.3, ,  0,,55,,,矢野貴之,(美),大竹正博,ドレフォン,キングカメハメハ,,ネイティヴダンサー系,,,,,,,,,,,,,,,,,,,,,,,,,
8,,15,スナップジジ,牡,3,506,,,11,72.5, ,  0,,57,,,原田和真,(美),堀内岳志,エンパイアペガサス,モンテロッソ,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,16,アンチェーン,牝,3,518,,,2,3.4, ,  0,,55,,,三浦皇成,(美),嘉藤貴行,ヘニーヒューズ,ダンカーク,,,,,,,,,,,,,,,,,,,,,,,,,,,
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026010406010104,2026.1.4,日,中山,1中1,4,,未勝利,ダート,1800,,4,稍,晴,16,11:35,,馬齢,３歳
枠番,B,番,馬名S,性別,年齢,馬体重,増減,馬体重増減,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,ガーディアンテイル,牡,3,508,+ 2,+ 2,7,28.7, ,112,4,57,,,内田博幸,(美),小手川準,クリソベリル,ジャングルポケット,,ナスルーラ系,12,13,5中3,10,未勝利*,ダ,1800,良,,内田,56.0,,4,9.1,4,1.4,6,8,8,6,5,38.80,39.3,5,イッテラッシャイ
2,,2,パラダイスフェイス,牡,3,506,+ 8,+ 8,6,20.9, ,103,7,57,,,丸山元気,(美),牧光二,エスポワールシチー,"Distorted Humor",,ネイティヴダンサー系,12,13,5名3,4,未勝利*,ダ,1800,良,,丸山,56.0,,7,33.7,5,1.0,7,8,8,7,7,39.25,37.9,5,インシオン
3,,3,コスモラムバック,牡,3,504,+ 2,+ 2,10,72.9, , 95,10,57,,*,丹内祐次,(美),水野貴広,ゴールドシップ,Giacomo,,その他のエクリプス系,12,14,5中4,12,未勝利*,芝,2000,稍,,武藤,56.0,,17,291.7,9,2.3,13,18,18,13,12,37.63,37.5,5,ラージアンサンブル
4,,4,コイオステソーロ,牡,3,522,- 4,- 4,5,16.4, ,109,5,57,,,菅原明良,(美),高木登,ナダル,"Smoke Glacken",,ネイティヴダンサー系,12,20,5中5,初,新馬,ダ,1800,良,,菅原,56.0,,6,21.7,5,1.4,3,10,10,7,9,38.65,39.3,5,ゴールドブレイズ
5,,5,カシマライフウ,牡,3,470,+ 2,+ 2,2,2.9, ,115,2,57,,,松岡正海,(美),伊藤伸一,シュヴァルグラン,シニスターミニスター,,ナスルーラ系,12,6,5中1,4,未勝利*,ダ,1800,良,,松岡,56.0,,5,14.7,2,0.3,8,12,12,7,7,38.50,37.9,1,ショウナンパトス
5,,6,シャトーベスト,牡,3,522,  0,0,12,313.9, , 90,12,57,,,原田和真,(美),蛯名利弘,アメリカンペイトリオット,ゴールドアリュール,,ロイヤルチャージャー系,11,1,4東A,初,新馬,ダ,1400,不,,原田,56.0,,16,262.7,12,2.9,12,,,11,10,37.13,37.9,13,ビルバンテ
6,,7,サトノリシャール,牡,3,480,  0,0,3,4.1, ,114,3,57,,*,岩田康誠,(栗),福永祐一,レイデオロ,"Circular Quay",,,12,13,5名3,9,未勝利*,ダ,1800,良,,古川,56.0,,2,3.7,4,0.7,1,6,6,4,6,39.15,37.8,4,インシオン
6,,8,アラビアンドリーム,牡,3,498,- 6,- 6,1,2.7, ,123,1,57,,*,横山武史,(美),栗田徹,ゴールドドリーム,シンボリクリスエス,,ロイヤルチャージャー系,12,13,5中3,初,新馬,ダ,1800,良,,マー,56.0,,1,3.5,2,0.3,5,5,5,4,4,38.80,39.0,1,タイセイエムロード
7,B,9,ニシノロッドマン,牡,3,512,+ 6,+ 6,9,63.8, , 91,11,57,,,野中悠太,(美),矢嶋大樹,リーチザクラウン,スマートファルコン,ロイヤルチャージャー系,ロイヤルチャージャー系,11,9,5東2,3,未勝利*,ダ,1600,稍,,野中,56.0,,11,214.1,13,4.9,10,,,11,14,37.14,40.6,13,サンラザール
7,,10,オーパパ,牡,3,486,+ 8,+ 8,4,9.9, ,100,9,57,,*,横山琉人,(美),斎藤誠,アメリカンペイトリオット,エピファネイア,,,11,1,4東A,2,未勝利*,ダ,1600,不,,横山,56.0,,9,63.8,6,0.9,5,,,8,8,35.94,37.0,3,アルカディアカフェ
8,,11,マオノムサシ,牡,3,500,+ 4,+ 4,8,40.7, ,101,8,57,,,荻野琢真,(栗),加藤公太,アメリカンペイトリオット,ヴァーミリアン,,ネイティヴダンサー系,12,20,5阪5,初,新馬,ダ,1800,良,,荻野,56.0,,13,129.5,6,1.6,16,13,12,11,12,39.50,37.5,4,メイショウコマチ
8,,12,コパノミラノ,牡,3,494,- 2,- 2,11,100.9, ,104,6,57,,,柴田大知,(美),上原博之,コパノリッキー,エイシンフラッシュ,,,12,7,5中2,初,新馬,ダ,1800,良,,柴田,56.0,,7,14.9,6,2.2,10,13,13,11,7,39.65,38.6,4,ユアフェリシティ
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026010406010105,2026.1.4,日,中山,1中1,5,,未勝利,芝,1600,B,3,良,晴,16,12:25,,馬齢,３歳
枠番,B,番,馬名S,性別,年齢,馬体重,増減,馬体重増減,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,オーシャンドリーム,牝,3,498,+ 4,+ 4,14,207.7, , 93,11,52,▲,,石神深道,(美),水野貴広,サトノダイヤモンド,ハービンジャー,,ニアークティック系,10,13,4東5,初,新馬・牝,芝,1600,良,,石神,52.0,▲,15,180.2,14,2.4,17,,,8,8,36.18,36.3,15,ノーザンタイタン
1,,2,ブラーヴジャン,牡,3,428,+ 4,+ 4,8,23.3, ,105,6,57,,*,丹内祐次,(美),和田勇介,ダノンプレミアム,Singspiel,,ニアークティック系,10,19,4東7,連,未勝利*,芝,1400,良,,大野,56.0,,4,8.8,4,0.7,3,,,10,9,36.90,33.6,1,ザバルガド
2,,3,ベアサナエチャン,牝,3,444,+ 6,+ 6,1,3.0, ,117,2,55,,,横山武史,(美),杉浦宏昭,レイデオロ,マンハッタンカフェ,,ロイヤルチャージャー系,12,6,5中1,8,未勝利*,芝,1600,良,,横山,55.0,,4,6.0,2,0.0,15,,9,7,7,37.08,33.6,1,スミッコディスコ
2,,4,モウエエデショー,牡,3,472,- 6,- 6,10,41.9, , 93,11,57,,,原田和真,(美),萱野浩二,ダノンプレミアム,"Dream Ahead",,,12,21,5中6,14,未勝利*,芝,1600,重,,原田,56.0,,15,153.6,5,1.0,15,,14,14,11,35.94,35.7,2,ジッピーチューン
3,,5,ナイスプレーアスク,牝,3,444,+ 8,+ 8,6,13.2, ,103,8,55,,,荻野極,(美),田村康仁,アドマイヤマーズ,ディープインパクト,,ロイヤルチャージャー系,9,28,4中9,初,新馬,芝,2000,良,,荻野,55.0,,8,31.4,7,0.9,7,2,2,2,2,36.99,35.8,11,エピックフライト
3,,6,ディアファニス,牝,3,464,- 6,- 6,12,166.5, ,102,10,55,,*,田辺裕信,(美),伊坂重信,スズカコーズウェイ,シンボリクリスエス,ニアークティック系,ロイヤルチャージャー系,10,4,4東1,3,未勝利*,ダ,1600,良,,荻野,55.0,,4,10.1,14,5.7,8,,,2,2,36.24,44.2,15,テンカムテキ
4,,7,コスモシグルン,牝,3,474,- 4,- 4,9,33.3, ,104,7,55,,,柴田大知,(美),畠山吉宏,ベンバトル,ダイワメジャー,,ロイヤルチャージャー系,12,14,5中4,初,新馬,芝,1600,稍,,柴田,55.0,,10,56.8,3,0.8,13,,2,2,2,36.54,36.5,10,ジーティーシンドウ
4,,8,エルミー,牝,3,430,  0,0,7,16.6, ,103,8,55,,*,菅原明良,(美),中川公成,アドマイヤマーズ,Congrats,,ナスルーラ系,10,13,4東5,初,新馬・牝,芝,1600,良,,西村,55.0,,9,30.5,7,0.6,13,,,12,12,36.60,33.8,1,ノーザンタイタン
5,,9,レヴェランジェ,牝,3,446,+ 4,+ 4,5,10.0, ,108,5,55,,*,戸崎圭太,(美),鈴木慎太,サングレーザー,"Scat Daddy",,ニアークティック系,10,13,4東5,3,未勝利・牝*,ダ,1600,良,,津村,55.0,,3,4.3,7,2.1,5,,,4,3,36.36,41.5,10,エコールナヴァール
5,,10,チェリーブルーム,牝,3,460,+20,+20,15,240.2, , 86,15,52,▲,,石田拓郎,(美),蛯名利弘,ミスターメロディ,サクラバクシンオー,,ナスルーラ系,9,13,4中3,3,未勝利*,芝,1600,稍,,石田,52.0,▲,11,184.9,10,1.3,11,,10,9,8,36.48,35.5,9,マーゴットブロー
6,,11,ミナヅキ,牡,3,454,- 2,- 2,3,5.9, ,112,4,57,,,石橋脩,(美),清水英克,ガルボ,アグネスデジタル,,ネイティヴダンサー系,12,6,5中1,3,未勝利*,芝,1600,良,,石橋,56.0,,6,21.3,3,0.2,7,,7,7,8,37.08,33.8,2,スミッコディスコ
6,,12,ニシノマーレ,牝,3,404,- 4,- 4,4,9.4, ,113,3,55,,,津村明秀,(美),伊藤大士,ダノンプレミアム,キングカメハメハ,,ネイティヴダンサー系,12,6,5中1,4,未勝利*,芝,1600,良,,津村,55.0,,3,6.0,4,0.2,1,,2,4,4,36.90,34.1,6,スミッコディスコ
7,,13,ソロイノシタク,牝,3,414,  0,0,16,325.6, , 88,14,53,△,*,長浜鴻緒,(美),矢嶋大樹,ヤングマンパワー,ルーラーシップ,,ネイティヴダンサー系,10,5,4東2,3,未勝利*,芝,1800,良,,小林,52.0,▲,8,158.7,10,3.1,8,,4,5,7,36.25,36.6,11,ラフターラインズ
7,,14,ユイノナナフシギ,牡,3,474,+14,+14,13,171.2, , 93,11,57,,,長岡禎仁,(美),深山雅史,ヤマカツエース,ワールドエース,,,9,7,4阪2,2,未勝利*,芝,1600,良,,長岡,55.0,,5,42.8,6,1.3,3,,,4,5,35.76,35.6,6,カクウチ
8,,15,ロッククライム,牡,3,444,,,11,90.3, ,  0,,57,,,矢野貴之,(美),佐藤吉勝,ゴールドシップ,"New Approach",,ニアークティック系,,,,,,,,,,,,,,,,,,,,,,,,,
8,,16,タイセイアストロ,牡,3,456,+ 4,+ 4,2,3.5, ,121,1,57,,*,杉原誠人,(美),森一誠,ミッキーアイル,ネオユニヴァース,,ロイヤルチャージャー系,12,21,5名6,13,未勝利*,芝,1400,稍,,小崎,56.0,,2,4.6,3,0.2,1,,,10,12,35.93,34.2,1,テルヴィセクス
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026010406010106,2026.1.4,日,中山,1中1,6,,新馬,芝,2000,B,4,良,晴,18,12:55,,馬齢,３歳
枠番,B,番,馬名S,性別,年齢,馬体重,増減,馬体重増減,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,ルベライトテソーロ,牝,3,416,,,17,99.3, ,  0,,55,,,原優介,(美),武市康男,フィエールマン,Violence,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,2,アオゾラランチ,牝,3,412,,,12,34.4, ,  0,,55,,,吉田豊,(美),戸田博文,モーリス,ディープインパクト,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
2,,3,ルシアージュ,牝,3,436,,,8,18.1, ,  0,,55,,,内田博幸,(美),高柳瑞樹,コントレイル,エイシンフラッシュ,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,4,サトノリアファル,牡,3,526,,,5,11.6, ,  0,,57,,,北村宏司,(美),古賀慎明,ダノンキングリー,シンボリクリスエス,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
