レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026022205010801,2026.2.22,日,東京,1東8,1,,未勝利,ダート,1400,,2,良,晴,16,10:05,,馬齢,３歳
5,,10,ユイノカタリベ,牡,3,514,- 4,- 4,5,11.1, ,109,3,57,,,木幡初也,(美),竹内正洋,タワーオブロンドン,エイシンフラッシュ,,,2,15,1東6,連,未勝利,ダ,1300,良,,木幡,57.0,,5,8.9,5,2.2,4,,,7,6,36.69,37.5,5,ジャックナダル
6,,11,ソフィアプルーマ,牝,3,438,- 4,- 4,14,271.2, , 90,12,53,△,,長浜鴻緒,(美),上原博之,ルヴァンスレーヴ,エンパイアメーカー,,ネイティヴダンサー系,12,20,5中5,初,新馬,ダ,1800,良,,長浜,53.0,△,10,133.2,12,3.4,8,5,5,4,6,38.35,41.9,12,ゴールドブレイズ
6,,12,レピュニット,牡,3,478,  0,0,1,2.3, ,123,1,57,,,戸崎圭太,(美),宮田敬介,モズアスコット,フジキセキ,,ロイヤルチャージャー系,2,10,1東4,7,未勝利,ダ,1400,稍,,戸崎,57.0,,1,1.8,3,0.4,1,,,3,2,38.25,36.9,6,ベアハンドキャッチ
7,,13,モーブプリエール,牝,3,434,+14,+14,11,112.5, , 90,12,55,,*,武藤雅,(美),鈴木慎太,サートゥルナーリア,オルフェーヴル,,,12,20,5名5,9,未勝利・牝*,芝,1600,稍,,横山,55.0,,9,47.4,9,1.0,11,,15,14,11,36.36,35.7,8,アンディムジーク
7,,14,セイレーンバイブス,牝,3,432,- 2,- 2,12,194.6, , 85,16,52,▲,*,遠藤汰月,(美),村田一誠,レッドファルクス,ヴィクトワールピサ,,ロイヤルチャージャー系,12,27,5中7,初,新馬,芝,1600,良,,横山,55.0,,10,30.8,16,2.4,4,,11,16,16,36.84,36.1,12,ルールザウェイヴ
8,,15,タイセイモノリス,牡,3,480,  0,0,3,6.4, ,104,4,57,,*,高杉吏麒,(美),栗田徹,ゴールドドリーム,マイネルラヴ,,ネイティヴダンサー系,11,30,5東8,9,未勝利*,ダ,1400,良,,マー,56.0,,4,8.6,9,1.3,9,,,7,8,37.20,38.5,8,ヒナノムサシ
8,,16,ベストロマンス,牝,3,436,- 6,- 6,16,527.9, , 90,12,52,▲,*,上里直汰,(美),西田雄一,ベストウォーリア,スマートファルコン,,ロイヤルチャージャー系,12,21,5名6,初,新馬,ダ,1400,稍,,菊沢,55.0,,13,58.0,13,2.6,14,,,9,7,36.98,39.3,12,ペルセポネ
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026022205010802,2026.2.22,日,東京,1東8,2,,未勝利,ダート,2100,,4,良,晴,16,10:35,,馬齢,３歳
枠番,B,番,馬名S,性別,年齢,馬体重,増減,馬体重増減,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,タケルムサシ,牡,3,486,- 4,- 4,3,4.6, ,120,1,57,,,岩田康誠,(美),斎藤誠,ルヴァンスレーヴ,ダイワメジャー,,ロイヤルチャージャー系,2,10,1東4,9,未勝利,ダ,2100,稍,,岩田,57.0,,3,5.7,2,0.1,4,2,2,1,1,38.12,39.0,2,ジーティーブラック
2,B,2,オーキッドワン,牡,3,446,- 4,- 4,11,422.8, , 90,12,54,▲,*,遠藤汰月,(美),水野貴広,リオンディーズ,ゼンノロブロイ,,ロイヤルチャージャー系,1,12,1中5,2,未勝利,ダ,1800,良,B,武藤,57.0,,14,603.7,11,3.2,13,14,14,13,12,38.50,42.4,11,ジェイエルモーダル
3,,3,レフィノス,牡,3,516,  0,0,8,103.6, , 92,10,57,,*,田辺裕信,(美),和田勇介,ジャスタウェイ,"High Chaparral",,ニアークティック系,2,10,1東4,9,未勝利,芝,2400,良,,大野,57.0,,13,342.2,15,2.1,17,18,18,18,16,37.77,35.3,6,レイヒストリコ
4,,4,バスキュール,牡,3,498,- 4,- 4,1,1.5, ,117,3,57,,,ルメール,(美),林徹,ナダル,ハーツクライ,,ロイヤルチャージャー系,12,20,5中5,初,新馬,ダ,1800,良,,ルメ,56.0,,1,1.6,3,0.4,1,12,12,11,9,38.85,37.9,1,ゴールドブレイズ
4,,5,エンゼルランプ,牝,3,442,- 8,- 8,12,445.8, , 87,13,52,▲,*,大久保友,(美),武市康男,ダノンプレミアム,チチカステナンゴ,,ナスルーラ系,1,5,1中2,12,未勝利・牝,ダ,1800,稍,,嶋田,55.0,,16,232.4,12,3.1,14,16,16,16,16,39.05,41.6,9,ラングドシャ
5,,6,クワッドマリニン,牡,3,484,- 6,- 6,6,85.5, , 96,7,57,,*,佐々木大,(美),久保田貴,ニューイヤーズデイ,ハービンジャー,,ニアークティック系,1,17,1中6,初,新馬,ダ,1800,良,,木幡,57.0,,11,72.5,9,1.0,7,2,2,4,4,38.55,40.8,11,ガムラスタン
5,,7,コスモラムバック,牡,3,502,- 4,- 4,5,79.2, ,101,5,57,,,武藤雅,(美),水野貴広,ゴールドシップ,Giacomo,,その他のエクリプス系,2,10,1東4,5,未勝利,ダ,2100,稍,,武藤,57.0,,12,124.0,4,1.9,8,11,9,7,7,38.52,39.8,4,ジーティーブラック
6,B,8,ビービーアジャイル,牡,3,488,- 6,- 6,2,3.3, ,120,1,57,,*,キング,(美),中舘英二,サンダースノー,ゴールドアリュール,,ロイヤルチャージャー系,12,27,5中7,2,未勝利*,ダ,1800,稍,,原優,56.0,,2,4.5,3,0.2,3,2,2,2,2,38.10,38.6,3,パッセージピーク
6,,9,ジューングレイス,牝,3,454,- 4,- 4,9,179.1, , 95,8,55,,*,木幡巧也,(美),鈴木慎太,シニスターミニスター,キンシャサノキセキ,ナスルーラ系,ロイヤルチャージャー系,2,10,1東4,初,新馬,ダ,1600,稍,,武藤,55.0,,8,32.3,12,3.8,8,,,13,11,37.74,40.6,12,ステラデルークス
7,,10,カミノテイオー,牡,3,478,- 4,- 4,10,304.6, , 95,8,55,△,,長浜鴻緒,(美),奥平雅士,タリスマニック,ゴールドアリュール,,ロイヤルチャージャー系,1,31,1東1,7,未勝利,ダ,1600,良,,長浜,55.0,△,14,481.1,9,1.7,12,,,10,10,37.38,37.9,7,タイキブリッツェン
7,,11,マイネルスラーヴァ,牡,3,508,- 6,- 6,7,99.7, ,100,6,57,,,柴田大知,(美),高木登,ダノンバラード,Tapit,,ナスルーラ系,2,1,1東2,3,未勝利,ダ,2100,良,,柴田,57.0,,12,192.4,5,2.2,12,9,10,9,9,38.72,40.1,4,オルブライト
8,,12,クリムゾンリーフ,牡,3,470,+ 6,+ 6,4,27.2, ,105,4,54,▲,,上里直汰,(美),加藤士津,クリソベリル,ルーラーシップ,,ネイティヴダンサー系,1,24,1中8,3,未勝利,ダ,1800,良,,上里,54.0,▲,7,29.4,9,1.5,6,3,2,3,3,38.15,40.6,11,テイクオンミー
8,,13,ウルヴァリン,牡,3,486,- 2,- 2,13,541.5, , 92,10,57,,*,松岡正海,(美),伊藤伸一,ベストウォーリア,ネオユニヴァース,,ロイヤルチャージャー系,1,12,1中5,3,未勝利,ダ,1800,良,,遠藤,54.0,▲,15,606.5,10,2.6,15,10,10,13,12,38.55,41.7,10,ジェイエルモーダル
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026022205010803,2026.2.22,日,東京,1東8,3,,新馬,ダート,1400,,2,良,晴,16,11:05,,馬齢,３歳
枠番,B,番,馬名S,性別,年齢,馬体重,増減,馬体重増減,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,トレンドマーチ,牡,3,590,,,11,68.0, ,  0,,57,,,原田和真,(美),萱野浩二,サトノアラジン,"Belong to Me",,ニアークティック系,,,,,,,,,,,,,,,,,,,,,,,,,
1,,2,ポッポヘジュセヨ,牝,3,416,,,15,143.3, ,  0,,55,,,柴田大知,(美),的場均,サトノアラジン,ハービンジャー,,ニアークティック系,,,,,,,,,,,,,,,,,,,,,,,,,
2,,3,ローズブーケ,牝,3,468,,,1,3.2, ,  0,,55,,,横山武史,(美),鈴木伸尋,アジアエクスプレス,ゴールドヘイロー,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
2,,4,イヌボウノシオカゼ,牝,3,432,,,5,8.2, ,  0,,55,,,キング,(美),大和田成,ベンバトル,ディープインパクト,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
3,,5,モーニンムスメ,牝,3,492,,,13,108.6, ,  0,,52,▲,,上里直汰,(美),加藤和宏,モーニン,ハービンジャー,,ニアークティック系,,,,,,,,,,,,,,,,,,,,,,,,,
3,,6,リケアブカティーニ,牝,3,434,,,7,13.1, ,  0,,55,,,横山和生,(美),村田一誠,リアルスティール,シンボリクリスエス,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
4,,7,ラヴィプランドール,牝,3,404,,,12,94.3, ,  0,,55,,,小林脩斗,(美),浅利英明,シャンハイボビー,ディープインパクト,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
4,,8,グリニッジローズ,牝,3,428,,,9,40.7, ,  0,,52,▲,,大久保友,(美),田中剛,タワーオブロンドン,モーリス,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,9,タツナナイロ,牝,3,428,,,14,114.1, ,  0,,55,,,江田照男,(美),的場均,タツゴウゲキ,フリオーソ,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
5,,10,ミリオングローリー,牡,3,468,,,8,18.1, ,  0,,55,△,,長浜鴻緒,(美),蛯名正義,ミッキーグローリー,コロナドズクエスト,,ネイティヴダンサー系,,,,,,,,,,,,,,,,,,,,,,,,,
6,,11,フローレスカラーズ,牝,3,442,,,2,3.8, ,  0,,55,,,菅原明良,(美),高木登,ダノンレジェンド,スペシャルウィーク,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
6,,12,ウインルナロッサ,牡,3,476,,,10,57.4, ,  0,,54,▲,,遠藤汰月,(美),清水英克,インディチャンプ,ネオユニヴァース,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
7,,13,ヴィラロボス,牝,3,484,,,6,12.5, ,  0,,55,,,原優介,(美),小手川準,アジアエクスプレス,ネオユニヴァース,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
7,,14,ボンダイビーチ,牝,3,422,,,16,200.6, ,  0,,55,,,木幡育也,(美),的場均,マクフィ,キンシャサノキセキ,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
8,,15,ヴェントディルーナ,牝,3,476,,,4,8.2, ,  0,,55,,,佐々木大,(美),清水英克,ファインニードル,Shamardal,,ニアークティック系,,,,,,,,,,,,,,,,,,,,,,,,,
8,,16,ディルガーム,牡,3,512,,,3,7.4, ,  0,,54,▲,*,佐藤翔馬,(美),伊藤圭三,マインドユアビスケッツ,Dansili,,ニアークティック系,1,4,1中1,初,新馬,ダ,1200,稍,,横山,57.0,,--,,外,----,,,,,,,----,,エアサロメ
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026022205010804,2026.2.22,日,東京,1東8,4,,未勝利,芝,1800,D,2,良,晴,16,11:35,,馬齢,３歳
枠番,B,番,馬名S,性別,年齢,馬体重,増減,馬体重増減,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,ノヴェルカフナ,牝,3,472,+12,+12,15,546.1, , 85,13,52,▲,,遠藤汰月,(美),土田稔,スマートオーディン,スペシャルウィーク,,ロイヤルチャージャー系,12,21,5中6,4,未勝利・牝*,芝,1800,重,,遠藤,52.0,▲,14,724.6,14,2.5,14,15,15,15,15,39.20,36.3,14,ロンギングセリーヌ
1,,2,モロノディアマンテ,牡,3,436,,,13,234.9, ,  0,,57,,,江田照男,(美),田中勝春,サトノダイヤモンド,"Unbridled's Song",,ネイティヴダンサー系,,,,,,,,,,,,,,,,,,,,,,,,,
2,,3,グランフィエスタ,牡,3,506,,,12,136.2, ,  0,,57,,,高杉吏麒,(美),稲垣幸雄,サートゥルナーリア,ハービンジャー,,ニアークティック系,,,,,,,,,,,,,,,,,,,,,,,,,
2,B,4,オメガディコン,牡,3,534,- 2,- 2,5,12.9, ,104,5,57,,*,岩田康誠,(美),浅利英明,ポエティックフレア,ハービンジャー,,ニアークティック系,12,27,5中7,8,未勝利*,芝,2000,良,,戸崎,56.0,,3,5.0,17,2.1,5,3,3,3,4,36.60,38.6,17,ポッドクロス
3,,5,アイムイン,牡,3,430,- 2,- 2,1,2.7, ,121,1,57,,*,川田将雅,(美),加藤征弘,シルバーステート,キングカメハメハ,,ネイティヴダンサー系,11,30,5東8,3,未勝利*,芝,2000,良,,ルメ,56.0,,1,1.5,2,0.5,1,,6,6,4,36.90,34.3,3,ファムクラジューズ
3,,6,マイネルグレート,牡,3,470,+ 2,+ 2,3,5.1, ,113,3,57,,,荻野極,(美),鹿戸雄一,ダノンバラード,"Street Boss",,ネイティヴダンサー系,2,1,1東2,7,未勝利,芝,1800,良,,荻野,57.0,,8,32.2,2,0.2,9,,1,1,1,36.40,34.2,4,アウダーシア
4,,7,クォンタムビット,牡,3,428,+ 6,+ 6,7,19.2, ,103,6,57,,*,横山武史,(美),萩原清,アドマイヤマーズ,"Lord Kanaloa",,,12,14,5中4,初,新馬,芝,1600,稍,,舟山,53.0,▲,4,8.0,4,1.0,5,,7,8,8,37.08,35.8,4,ジーティーシンドウ
4,,8,ショウナンサイオウ,牡,3,490,+ 6,+ 6,6,13.6, , 90,10,57,,,池添謙一,(美),奥村武,ドレフォン,ディープインパクト,,ロイヤルチャージャー系,11,30,5東8,3,未勝利*,ダ,1600,良,,池添,56.0,,7,21.3,16,7.0,4,,,14,13,37.14,42.8,16,ヴンダーバール
5,,9,スノーエルヴァ,牝,3,458,+ 4,+ 4,11,64.3, , 98,7,53,△,*,長浜鴻緒,(美),田村康仁,フィエールマン,"High Chaparral",,ニアークティック系,11,9,5東2,3,未勝利*,芝,1800,良,,菅原,55.0,,5,16.3,10,1.4,3,,12,11,11,36.50,35.5,8,ラディアントスター
5,,10,キーサーバー,牡,3,436,+ 2,+ 2,14,316.8, , 87,11,57,,,原優介,(美),青木孝文,シュヴァルグラン,キングカメハメハ,,ネイティヴダンサー系,11,9,5東2,2,未勝利*,芝,1800,良,,原優,56.0,,13,286.8,8,0.9,14,,12,13,11,36.50,35.0,4,ラディアントスター
6,,11,クインズツバキ,牝,3,470,+ 4,+ 4,16,616.5, , 87,11,55,,*,吉田豊,(美),上原博之,カリフォルニアクローム,アラムシャー,,ニアークティック系,12,20,5中5,13,未勝利・牝*,ダ,1800,良,,長浜,53.0,△,10,67.3,15,3.7,13,8,8,11,15,38.00,42.3,15,ケイツーリーブル
6,,12,ルーリングクラス,牡,3,482,,,8,34.9, ,  0,,57,,,岩田望来,(美),森一誠,ルーラーシップ,ディープインパクト,ネイティヴダンサー系,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
7,,13,サクセスブルー,牡,3,420,+ 4,+ 4,9,53.5, , 98,7,57,,*,佐々木大,(美),斎藤誠,レイデオロ,ハーツクライ,,ロイヤルチャージャー系,12,13,5中3,初,新馬,芝,1800,良,,横山,56.0,,6,23.1,6,0.8,4,9,9,8,7,37.40,34.5,4,ベンヴェヌータ
7,,14,カリドーラ,牝,3,500,+ 6,+ 6,10,63.0, , 98,7,55,,*,三浦皇成,(美),田村康仁,ブリックスアンドモルタル,ハービンジャー,,ニアークティック系,12,14,5中4,11,未勝利*,芝,2000,稍,,佐々,55.0,,8,20.9,14,2.7,2,13,13,11,12,37.59,38.0,12,ラージアンサンブル
8,,15,スカイリッチ,牡,3,434,+ 4,+ 4,4,6.4, ,111,4,57,,,菅原明良,(美),小笠倫弘,ハービンジャー,ディープインパクト,ニアークティック系,ロイヤルチャージャー系,2,1,1東2,14,未勝利,芝,1800,良,,菅原,57.0,,6,15.5,3,0.3,4,,10,7,6,36.65,33.8,1,アウダーシア
8,,16,ダノンアスコルティ,牝,3,450,- 8,- 8,2,4.2, ,115,2,55,,,ルメール,(美),萩原清,キタサンブラック,"Danehill Dancer",,ニアークティック系,12,20,5中5,初,新馬・牝,芝,1800,良,,ルメ,55.0,,1,1.7,4,0.4,1,6,6,6,5,37.75,34.8,1,リュクスパトロール
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026022205010805,2026.2.22,日,東京,1東8,5,,1勝,芝,1600,D,2,良,晴,16,12:25,,馬齢,３歳
枠番,B,番,馬名S,性別,年齢,馬体重,増減,馬体重増減,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,ゴーラッキー,牡,3,486,+ 2,+ 2,1,2.1,>,102,8,57,,,ルメール,(美),黒岩陽一,キタサンブラック,"Fast Company",,,11,30,5東8,初,新馬,芝,1800,良,,ルメ,56.0,,2,3.6,1,-0.1,3,,2,1,1,36.70,33.6,4,(バステール)
2,,2,フジガイフウ,牡,3,494,  0,0,2,3.6, ,114,3,57,,,菅原明良,(美),岩戸孝樹,ミスターメロディ,サクラプレジデント,,ロイヤルチャージャー系,2,1,1東2,6,セントポ･1勝,芝,1800,良,,菅原,57.0,,4,5.6,3,0.1,3,,6,6,6,37.05,32.7,2,ラストスマイル
3,,3,ホットゥトロット,牡,3,452,- 4,- 4,9,86.3,+,106,7,57,,,大野拓弥,(美),堀内岳志,インディチャンプ,グラスワンダー,,ロイヤルチャージャー系,1,31,1東1,12,クロッカ(L),芝,1400,良,,大野,57.0,,14,151.4,8,0.7,7,,,14,13,36.08,33.3,1,オルネーロ
4,B,4,シンデレラヒメ,牝,3,460,  0,0,12,461.1,>, 65,11,52,▲,*,遠藤汰月,(美),石栗龍彦,ノーブルミッション,パイロ,,ナスルーラ系,2,14,1東5,13,未勝利・牝,芝,1800,良,,上里,52.0,▲,15,464.6,15,2.4,16,,13,13,14,37.40,35.0,11,ダーリングハースト
5,,5,スミッコディスコ,牡,3,444,-10,-10,7,38.2,+,118,1,57,,,津村明秀,(美),鈴木慎太,ダノンプレミアム,"Into Mischief",,,1,31,1東1,8,クロッカ(L),芝,1400,良,,津村,57.0,,11,55.1,6,0.5,10,,,10,11,35.78,33.5,2,オルネーロ
5,,6,ギガントマキア,牡,3,510,-11,-11,11,460.8, ,  0,,54,▲,*,上里直汰,(美),南田美知,モーニン,シンボリクリスエス,,ロイヤルチャージャー系,11,3,船橋,5,船橋・,ダ,1200,稍,,笹川,55.0,,4,,11,5.5,,,2,2,2,,----,,スペースセイラー
6,,7,マゲバスピード,牡,3,508,+ 6,+ 6,3,5.2,>,117,2,57,,,川田将雅,(栗),藤原英昭,ジャスタウェイ,"Wootton Bassett",,,1,18,1京7,3,未勝利,芝,1600,良,,川田,57.0,,2,3.0,1,-0.1,3,,,3,3,34.62,36.3,7,(ララファキュルテ)
6,,8,ルージュボヤージュ,牝,3,482,+14,+14,4,5.9,>,110,4,55,,*,キング,(美),国枝栄,コントレイル,Orpen,,ニアークティック系,7,13,2福6,初,新馬,芝,1800,良,,荻野,55.0,,1,2.3,1,-0.7,4,2,2,2,1,38.95,35.7,1,(ジャストビコーズ)
7,,9,シャルトル,牡,3,454,+ 4,+ 4,6,35.9, ,109,6,57,,*,岩田望来,(美),栗田徹,コントレイル,"Uncle Mo",,ナスルーラ系,1,12,1中5,9,１勝ｸﾗｽ*,芝,1200,良,,三浦,57.0,,4,9.4,4,0.3,4,,,8,6,34.90,33.6,2,ヒシアイラ
7,,10,トリスティ,牝,3,476,+ 8,+ 8,10,108.2, , 92,10,55,,*,佐々木大,(美),伊藤圭三,ディーマジェスティ,"Proudest Romeo",,,1,17,1中6,12,菜の花賞･1勝,芝,1600,良,,大野,55.0,,7,49.8,6,0.5,8,,5,6,5,36.30,34.4,3,アメティスタ
8,,11,ナイスプレーアスク,牝,3,440,- 2,- 2,5,19.7,>,110,4,55,,*,三浦皇成,(美),田村康仁,アドマイヤマーズ,ディープインパクト,,ロイヤルチャージャー系,1,25,1中9,3,未勝利,芝,1600,良,,荻野,55.0,,3,4.8,1,-0.0,6,,7,7,5,35.16,34.7,1,(シャルムグリーン)
8,,12,キーンセンス,牡,3,522,+ 8,+ 8,8,65.4, , 97,9,57,,*,荻野極,(栗),松永幹夫,Munnings,"Big Brown",ネイティヴダンサー系,ニアークティック系,12,21,5名6,9,寒椿賞･1勝*,ダ,1400,稍,B,亀田,56.0,,7,21.2,13,2.0,8,,,7,9,35.85,38.7,13,カタリテ
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026022205010806,2026.2.22,日,東京,1東8,6,,1勝,芝,1800,D,2,良,晴,16,12:55,,定量,４上
枠番,B,番,馬名S,性別,年齢,馬体重,増減,馬体重増減,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,ミッキーマドンナ,牝,4,470,+ 4,+ 4,2,3.2, ,124,1,55,,*,キング,(美),堀宣行,エピファネイア,ディープインパクト,,ロイヤルチャージャー系,1,12,1中5,17,１勝ｸﾗｽ,芝,2000,良,,津村,55.0,,1,2.0,5,0.2,1,7,7,9,7,36.43,34.4,3,キャピタルリッチ
1,,2,アルヴィア,牡,5,478,-12,-12,14,270.6, , 97,11,56,△,*,長浜鴻緒,(美),小西一男,シュヴァルグラン,ファルブラヴ,,ニアークティック系,12,13,5名3,4,１勝ｸﾗｽ,芝,2200,良,,亀田,58.0,,17,386.3,8,1.2,18,13,13,12,12,36.79,34.1,5,パフュームセント
2,,3,コイヌール,セ,5,486,- 6,- 6,12,187.3, , 84,16,58,,*,荻野極,(美),柄崎将寿,リオンディーズ,シンボリクリスエス,,ロイヤルチャージャー系,10,26,4新4,11,１勝ｸﾗｽ,芝,2000,稍,,舟山,55.0,▲,15,122.6,12,1.0,15,,,10,10,37.59,34.8,9,ディヴァインスター
